game,2010,2,20100919,201009190clt,nyg,"New York Giants",14,clt,"Indianapolis Colts",38
player,201009190clt,nyg,ThomTe99,tackles_solo,5,,,,,
player,201009190clt,nyg,ThomTe99,tackles_assists,2,,,,,
player,201009190clt,nyg,ThomTe99,tackles_loss,0,,,,,
player,201009190clt,nyg,ThomTe99,qb_hits,0,,,,,
player,201009190clt,nyg,ThomTe99,fumbles_rec,1,,,,,
player,201009190clt,nyg,ThomTe99,fumbles_rec_yds,0,,,,,
player,201009190clt,nyg,ThomTe99,fumbles_rec_td,0,,,,,
player,201009190clt,nyg,ThomTe99,fumbles_forced,1,,,,,
player,201009190clt,nyg,TuckJu20,def_int,0,,,,,
player,201009190clt,nyg,TuckJu20,def_int_yds,0,,,,,
player,201009190clt,nyg,TuckJu20,def_int_td,0,,,,,
player,201009190clt,nyg,TuckJu20,def_int_long,0,,,,,
player,201009190clt,nyg,TuckJu20,pass_defended,0,,,,,
player,201009190clt,nyg,TuckJu20,sacks,0.0,,,,,
player,201009190clt,nyg,TuckJu20,tackles_combined,7,,,,,
player,201009190clt,nyg,TuckJu20,tackles_solo,5,,,,,
player,201009190clt,nyg,TuckJu20,tackles_assists,2,,,,,
player,201009190clt,nyg,TuckJu20,tackles_loss,1,,,,,
player,201009190clt,nyg,TuckJu20,qb_hits,1,,,,,
player,201009190clt,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201009190clt,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201009190clt,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201009190clt,nyg,TuckJu20,fumbles_forced,0,,,,,
player,201009190clt,nyg,PhilKe99,def_int,0,,,,,
player,201009190clt,nyg,PhilKe99,def_int_yds,0,,,,,
player,201009190clt,nyg,PhilKe99,def_int_td,0,,,,,
player,201009190clt,nyg,PhilKe99,def_int_long,0,,,,,
player,201009190clt,nyg,PhilKe99,pass_defended,0,,,,,
player,201009190clt,nyg,PhilKe99,sacks,0.0,,,,,
player,201009190clt,nyg,PhilKe99,tackles_combined,6,,,,,
player,201009190clt,nyg,PhilKe99,tackles_solo,4,,,,,
player,201009190clt,nyg,PhilKe99,tackles_assists,2,,,,,
player,201009190clt,nyg,PhilKe99,tackles_loss,0,,,,,
player,201009190clt,nyg,PhilKe99,qb_hits,0,,,,,
player,201009190clt,nyg,PhilKe99,fumbles_rec,0,,,,,
player,201009190clt,nyg,PhilKe99,fumbles_rec_yds,0,,,,,
player,201009190clt,nyg,PhilKe99,fumbles_rec_td,0,,,,,
player,201009190clt,nyg,PhilKe99,fumbles_forced,0,,,,,
player,201009190clt,nyg,CofiBa20,def_int,0,,,,,
player,201009190clt,nyg,CofiBa20,def_int_yds,0,,,,,
player,201009190clt,nyg,CofiBa20,def_int_td,0,,,,,
player,201009190clt,nyg,CofiBa20,def_int_long,0,,,,,
player,201009190clt,nyg,CofiBa20,pass_defended,0,,,,,
player,201009190clt,nyg,CofiBa20,sacks,0.0,,,,,
player,201009190clt,nyg,CofiBa20,tackles_combined,5,,,,,
player,201009190clt,nyg,CofiBa20,tackles_solo,3,,,,,
player,201009190clt,nyg,CofiBa20,tackles_assists,2,,,,,
player,201009190clt,nyg,CofiBa20,tackles_loss,1,,,,,
player,201009190clt,nyg,CofiBa20,qb_hits,1,,,,,
player,201009190clt,nyg,CofiBa20,fumbles_rec,0,,,,,
player,201009190clt,nyg,CofiBa20,fumbles_rec_yds,0,,,,,
player,201009190clt,nyg,CofiBa20,fumbles_rec_td,0,,,,,
player,201009190clt,nyg,CofiBa20,fumbles_forced,0,,,,,
player,201009190clt,nyg,BullKe00,def_int,0,,,,,
player,201009190clt,nyg,BullKe00,def_int_yds,0,,,,,
player,201009190clt,nyg,BullKe00,def_int_td,0,,,,,
player,201009190clt,nyg,BullKe00,def_int_long,0,,,,,
player,201009190clt,nyg,BullKe00,pass_defended,0,,,,,
player,201009190clt,nyg,BullKe00,sacks,0.0,,,,,
player,201009190clt,nyg,BullKe00,tackles_combined,3,,,,,
player,201009190clt,nyg,BullKe00,tackles_solo,3,,,,,
player,201009190clt,nyg,BullKe00,tackles_assists,0,,,,,
player,201009190clt,nyg,BullKe00,tackles_loss,0,,,,,
player,201009190clt,nyg,BullKe00,qb_hits,0,,,,,
player,201009190clt,nyg,BullKe00,fumbles_rec,0,,,,,
player,201009190clt,nyg,BullKe00,fumbles_rec_yds,0,,,,,
player,201009190clt,nyg,BullKe00,fumbles_rec_td,0,,,,,
player,201009190clt,nyg,BullKe00,fumbles_forced,0,,,,,
player,201009190clt,nyg,GranDe21,def_int,0,,,,,
player,201009190clt,nyg,GranDe21,def_int_yds,0,,,,,
player,201009190clt,nyg,GranDe21,def_int_td,0,,,,,
player,201009190clt,nyg,GranDe21,def_int_long,0,,,,,
player,201009190clt,nyg,GranDe21,pass_defended,1,,,,,
player,201009190clt,nyg,GranDe21,sacks,0.0,,,,,
player,201009190clt,nyg,GranDe21,tackles_combined,3,,,,,
player,201009190clt,nyg,GranDe21,tackles_solo,2,,,,,
player,201009190clt,nyg,GranDe21,tackles_assists,1,,,,,
player,201009190clt,nyg,GranDe21,tackles_loss,0,,,,,
player,201009190clt,nyg,GranDe21,qb_hits,0,,,,,
player,201009190clt,nyg,GranDe21,fumbles_rec,0,,,,,
player,201009190clt,nyg,GranDe21,fumbles_rec_yds,0,,,,,
player,201009190clt,nyg,GranDe21,fumbles_rec_td,0,,,,,
player,201009190clt,nyg,GranDe21,fumbles_forced,0,,,,,
player,201009190clt,nyg,JohnMi99,def_int,0,,,,,
player,201009190clt,nyg,JohnMi99,def_int_yds,0,,,,,
player,201009190clt,nyg,JohnMi99,def_int_td,0,,,,,
player,201009190clt,nyg,JohnMi99,def_int_long,0,,,,,
player,201009190clt,nyg,JohnMi99,pass_defended,0,,,,,
player,201009190clt,nyg,JohnMi99,sacks,0.0,,,,,
player,201009190clt,nyg,JohnMi99,tackles_combined,2,,,,,
player,201009190clt,nyg,JohnMi99,tackles_solo,1,,,,,
player,201009190clt,nyg,JohnMi99,tackles_assists,1,,,,,
player,201009190clt,nyg,JohnMi99,tackles_loss,0,,,,,
player,201009190clt,nyg,JohnMi99,qb_hits,0,,,,,
player,201009190clt,nyg,JohnMi99,fumbles_rec,0,,,,,
player,201009190clt,nyg,JohnMi99,fumbles_rec_yds,0,,,,,
player,201009190clt,nyg,JohnMi99,fumbles_rec_td,0,,,,,
player,201009190clt,nyg,JohnMi99,fumbles_forced,0,,,,,
player,201009190clt,nyg,WebsCo20,def_int,0,,,,,
player,201009190clt,nyg,WebsCo20,def_int_yds,0,,,,,
player,201009190clt,nyg,WebsCo20,def_int_td,0,,,,,
player,201009190clt,nyg,WebsCo20,def_int_long,0,,,,,
player,201009190clt,nyg,WebsCo20,pass_defended,0,,,,,
player,201009190clt,nyg,WebsCo20,sacks,0.0,,,,,
player,201009190clt,nyg,WebsCo20,tackles_combined,2,,,,,
player,201009190clt,nyg,WebsCo20,tackles_solo,2,,,,,
player,201009190clt,nyg,WebsCo20,tackles_assists,0,,,,,
player,201009190clt,nyg,WebsCo20,tackles_loss,0,,,,,
player,201009190clt,nyg,WebsCo20,qb_hits,0,,,,,
player,201009190clt,nyg,WebsCo20,fumbles_rec,0,,,,,
player,201009190clt,nyg,WebsCo20,fumbles_rec_yds,0,,,,,
player,201009190clt,nyg,WebsCo20,fumbles_rec_td,0,,,,,
player,201009190clt,nyg,WebsCo20,fumbles_forced,0,,,,,
player,201009190clt,nyg,CantCh21,def_int,0,,,,,
player,201009190clt,nyg,CantCh21,def_int_yds,0,,,,,
player,201009190clt,nyg,CantCh21,def_int_td,0,,,,,
player,201009190clt,nyg,CantCh21,def_int_long,0,,,,,
player,201009190clt,nyg,CantCh21,pass_defended,0,,,,,
player,201009190clt,nyg,CantCh21,sacks,0.0,,,,,
player,201009190clt,nyg,CantCh21,tackles_combined,1,,,,,
player,201009190clt,nyg,CantCh21,tackles_solo,1,,,,,
player,201009190clt,nyg,CantCh21,tackles_assists,0,,,,,
player,201009190clt,nyg,CantCh21,tackles_loss,0,,,,,
player,201009190clt,nyg,CantCh21,qb_hits,0,,,,,
player,201009190clt,nyg,CantCh21,fumbles_rec,0,,,,,
player,201009190clt,nyg,CantCh21,fumbles_rec_yds,0,,,,,
player,201009190clt,nyg,CantCh21,fumbles_rec_td,0,,,,,
player,201009190clt,nyg,CantCh21,fumbles_forced,0,,,,,
player,201009190clt,nyg,RossAa99,def_int,0,,,,,
player,201009190clt,nyg,RossAa99,def_int_yds,0,,,,,
player,201009190clt,nyg,RossAa99,def_int_td,0,,,,,
player,201009190clt,nyg,RossAa99,def_int_long,0,,,,,
player,201009190clt,nyg,RossAa99,pass_defended,0,,,,,
player,201009190clt,nyg,RossAa99,sacks,0.0,,,,,
player,201009190clt,nyg,RossAa99,tackles_combined,1,,,,,
player,201009190clt,nyg,RossAa99,tackles_solo,1,,,,,
player,201009190clt,nyg,RossAa99,tackles_assists,0,,,,,
player,201009190clt,nyg,RossAa99,tackles_loss,0,,,,,
player,201009190clt,nyg,RossAa99,qb_hits,0,,,,,
player,201009190clt,nyg,RossAa99,fumbles_rec,0,,,,,
player,201009190clt,nyg,RossAa99,fumbles_rec_yds,0,,,,,
player,201009190clt,nyg,RossAa99,fumbles_rec_td,0,,,,,
player,201009190clt,nyg,RossAa99,fumbles_forced,0,,,,,
player,201009190clt,nyg,SintCl99,def_int,0,,,,,
player,201009190clt,nyg,SintCl99,def_int_yds,0,,,,,
player,201009190clt,nyg,SintCl99,def_int_td,0,,,,,
player,201009190clt,nyg,SintCl99,def_int_long,0,,,,,
player,201009190clt,nyg,SintCl99,pass_defended,0,,,,,
player,201009190clt,nyg,SintCl99,sacks,0.0,,,,,
player,201009190clt,nyg,SintCl99,tackles_combined,1,,,,,
player,201009190clt,nyg,SintCl99,tackles_solo,0,,,,,
player,201009190clt,nyg,SintCl99,tackles_assists,1,,,,,
player,201009190clt,nyg,SintCl99,tackles_loss,0,,,,,
player,201009190clt,nyg,SintCl99,qb_hits,0,,,,,
player,201009190clt,nyg,SintCl99,fumbles_rec,0,,,,,
player,201009190clt,nyg,SintCl99,fumbles_rec_yds,0,,,,,
player,201009190clt,nyg,SintCl99,fumbles_rec_td,0,,,,,
player,201009190clt,nyg,SintCl99,fumbles_forced,0,,,,,
player,201009190clt,nyg,TollDa99,def_int,0,,,,,
player,201009190clt,nyg,TollDa99,def_int_yds,0,,,,,
player,201009190clt,nyg,TollDa99,def_int_td,0,,,,,
player,201009190clt,nyg,TollDa99,def_int_long,0,,,,,
player,201009190clt,nyg,TollDa99,pass_defended,0,,,,,
player,201009190clt,nyg,TollDa99,sacks,0.0,,,,,
player,201009190clt,nyg,TollDa99,tackles_combined,1,,,,,
player,201009190clt,nyg,TollDa99,tackles_solo,0,,,,,
player,201009190clt,nyg,TollDa99,tackles_assists,1,,,,,
player,201009190clt,nyg,TollDa99,tackles_loss,0,,,,,
player,201009190clt,nyg,TollDa99,qb_hits,0,,,,,
player,201009190clt,nyg,TollDa99,fumbles_rec,0,,,,,
player,201009190clt,nyg,TollDa99,fumbles_rec_yds,0,,,,,
player,201009190clt,nyg,TollDa99,fumbles_rec_td,0,,,,,
player,201009190clt,nyg,TollDa99,fumbles_forced,0,,,,,
player,201009190clt,nyg,UmenOs99,def_int,0,,,,,
player,201009190clt,nyg,UmenOs99,def_int_yds,0,,,,,
player,201009190clt,nyg,UmenOs99,def_int_td,0,,,,,
player,201009190clt,nyg,UmenOs99,def_int_long,0,,,,,
player,201009190clt,nyg,UmenOs99,pass_defended,0,,,,,
player,201009190clt,nyg,UmenOs99,sacks,0.0,,,,,
player,201009190clt,nyg,UmenOs99,tackles_combined,1,,,,,
player,201009190clt,nyg,UmenOs99,tackles_solo,1,,,,,
player,201009190clt,nyg,UmenOs99,tackles_assists,0,,,,,
player,201009190clt,nyg,UmenOs99,tackles_loss,0,,,,,
player,201009190clt,nyg,UmenOs99,qb_hits,0,,,,,
player,201009190clt,nyg,UmenOs99,fumbles_rec,0,,,,,
player,201009190clt,nyg,UmenOs99,fumbles_rec_yds,0,,,,,
player,201009190clt,nyg,UmenOs99,fumbles_rec_td,0,,,,,
player,201009190clt,nyg,UmenOs99,fumbles_forced,0,,,,,
player,201009190clt,nyg,WilkGe20,def_int,0,,,,,
player,201009190clt,nyg,WilkGe20,def_int_yds,0,,,,,
player,201009190clt,nyg,WilkGe20,def_int_td,0,,,,,
player,201009190clt,nyg,WilkGe20,def_int_long,0,,,,,
player,201009190clt,nyg,WilkGe20,pass_defended,0,,,,,
player,201009190clt,nyg,WilkGe20,sacks,0.0,,,,,
player,201009190clt,nyg,WilkGe20,tackles_combined,1,,,,,
player,201009190clt,nyg,WilkGe20,tackles_solo,1,,,,,
player,201009190clt,nyg,WilkGe20,tackles_assists,0,,,,,
player,201009190clt,nyg,WilkGe20,tackles_loss,0,,,,,
player,201009190clt,nyg,WilkGe20,qb_hits,0,,,,,
player,201009190clt,nyg,WilkGe20,fumbles_rec,0,,,,,
player,201009190clt,nyg,WilkGe20,fumbles_rec_yds,0,,,,,
player,201009190clt,nyg,WilkGe20,fumbles_rec_td,0,,,,,
player,201009190clt,nyg,WilkGe20,fumbles_forced,0,,,,,
player,201009190clt,nyg,MannEl00,def_int,0,,,,,
player,201009190clt,nyg,MannEl00,def_int_yds,0,,,,,
player,201009190clt,nyg,MannEl00,def_int_td,0,,,,,
player,201009190clt,nyg,MannEl00,def_int_long,0,,,,,
player,201009190clt,nyg,MannEl00,pass_defended,0,,,,,
player,201009190clt,nyg,MannEl00,sacks,0.0,,,,,
player,201009190clt,nyg,MannEl00,tackles_combined,0,,,,,
player,201009190clt,nyg,MannEl00,tackles_solo,0,,,,,
player,201009190clt,nyg,MannEl00,tackles_assists,0,,,,,
player,201009190clt,nyg,MannEl00,tackles_loss,,,,,,
player,201009190clt,nyg,MannEl00,qb_hits,,,,,,
player,201009190clt,nyg,MannEl00,fumbles_rec,1,,,,,
player,201009190clt,nyg,MannEl00,fumbles_rec_yds,0,,,,,
player,201009190clt,nyg,MannEl00,fumbles_rec_td,0,,,,,
player,201009190clt,nyg,MannEl00,fumbles_forced,0,,,,,
player,201009190clt,clt,PoweJe99,def_int,1,,,,,
player,201009190clt,clt,PoweJe99,def_int_yds,0,,,,,
player,201009190clt,clt,PoweJe99,def_int_td,0,,,,,
player,201009190clt,clt,PoweJe99,def_int_long,0,,,,,
player,201009190clt,clt,PoweJe99,pass_defended,2,,,,,
player,201009190clt,clt,PoweJe99,sacks,0.0,,,,,
player,201009190clt,clt,PoweJe99,tackles_combined,3,,,,,
player,201009190clt,clt,PoweJe99,tackles_solo,2,,,,,
player,201009190clt,clt,PoweJe99,tackles_assists,1,,,,,
player,201009190clt,clt,PoweJe99,tackles_loss,0,,,,,
player,201009190clt,clt,PoweJe99,qb_hits,0,,,,,
player,201009190clt,clt,PoweJe99,fumbles_rec,0,,,,,
player,201009190clt,clt,PoweJe99,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,PoweJe99,fumbles_rec_td,0,,,,,
player,201009190clt,clt,PoweJe99,fumbles_forced,0,,,,,
player,201009190clt,clt,MathRo20,def_int,0,,,,,
player,201009190clt,clt,MathRo20,def_int_yds,0,,,,,
player,201009190clt,clt,MathRo20,def_int_td,0,,,,,
player,201009190clt,clt,MathRo20,def_int_long,0,,,,,
player,201009190clt,clt,MathRo20,pass_defended,0,,,,,
player,201009190clt,clt,MathRo20,sacks,2.0,,,,,
player,201009190clt,clt,MathRo20,tackles_combined,4,,,,,
player,201009190clt,clt,MathRo20,tackles_solo,4,,,,,
player,201009190clt,clt,MathRo20,tackles_assists,0,,,,,
player,201009190clt,clt,MathRo20,tackles_loss,1,,,,,
player,201009190clt,clt,MathRo20,qb_hits,3,,,,,
player,201009190clt,clt,MathRo20,fumbles_rec,0,,,,,
player,201009190clt,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201009190clt,clt,MathRo20,fumbles_forced,1,,,,,
player,201009190clt,clt,FreeDw00,def_int,0,,,,,
player,201009190clt,clt,FreeDw00,def_int_yds,0,,,,,
player,201009190clt,clt,FreeDw00,def_int_td,0,,,,,
player,201009190clt,clt,FreeDw00,def_int_long,0,,,,,
player,201009190clt,clt,FreeDw00,pass_defended,0,,,,,
player,201009190clt,clt,FreeDw00,sacks,2.0,,,,,
player,201009190clt,clt,FreeDw00,tackles_combined,3,,,,,
player,201009190clt,clt,FreeDw00,tackles_solo,2,,,,,
player,201009190clt,clt,FreeDw00,tackles_assists,1,,,,,
player,201009190clt,clt,FreeDw00,tackles_loss,0,,,,,
player,201009190clt,clt,FreeDw00,qb_hits,2,,,,,
player,201009190clt,clt,FreeDw00,fumbles_rec,0,,,,,
player,201009190clt,clt,FreeDw00,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,FreeDw00,fumbles_rec_td,0,,,,,
player,201009190clt,clt,FreeDw00,fumbles_forced,2,,,,,
player,201009190clt,clt,HaydKe20,def_int,0,,,,,
player,201009190clt,clt,HaydKe20,def_int_yds,0,,,,,
player,201009190clt,clt,HaydKe20,def_int_td,0,,,,,
player,201009190clt,clt,HaydKe20,def_int_long,0,,,,,
player,201009190clt,clt,HaydKe20,pass_defended,1,,,,,
player,201009190clt,clt,HaydKe20,sacks,0.0,,,,,
player,201009190clt,clt,HaydKe20,tackles_combined,8,,,,,
player,201009190clt,clt,HaydKe20,tackles_solo,6,,,,,
player,201009190clt,clt,HaydKe20,tackles_assists,2,,,,,
player,201009190clt,clt,HaydKe20,tackles_loss,0,,,,,
player,201009190clt,clt,HaydKe20,qb_hits,0,,,,,
player,201009190clt,clt,HaydKe20,fumbles_rec,0,,,,,
player,201009190clt,clt,HaydKe20,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,HaydKe20,fumbles_rec_td,0,,,,,
player,201009190clt,clt,HaydKe20,fumbles_forced,0,,,,,
player,201009190clt,clt,BethAn20,def_int,0,,,,,
player,201009190clt,clt,BethAn20,def_int_yds,0,,,,,
player,201009190clt,clt,BethAn20,def_int_td,0,,,,,
player,201009190clt,clt,BethAn20,def_int_long,0,,,,,
player,201009190clt,clt,BethAn20,pass_defended,1,,,,,
player,201009190clt,clt,BethAn20,sacks,0.0,,,,,
player,201009190clt,clt,BethAn20,tackles_combined,6,,,,,
player,201009190clt,clt,BethAn20,tackles_solo,5,,,,,
player,201009190clt,clt,BethAn20,tackles_assists,1,,,,,
player,201009190clt,clt,BethAn20,tackles_loss,0,,,,,
player,201009190clt,clt,BethAn20,qb_hits,1,,,,,
player,201009190clt,clt,BethAn20,fumbles_rec,0,,,,,
player,201009190clt,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201009190clt,clt,BethAn20,fumbles_forced,0,,,,,
player,201009190clt,clt,WheePh99,def_int,0,,,,,
player,201009190clt,clt,WheePh99,def_int_yds,0,,,,,
player,201009190clt,clt,WheePh99,def_int_td,0,,,,,
player,201009190clt,clt,WheePh99,def_int_long,0,,,,,
player,201009190clt,clt,WheePh99,pass_defended,0,,,,,
player,201009190clt,clt,WheePh99,sacks,0.0,,,,,
player,201009190clt,clt,WheePh99,tackles_combined,6,,,,,
player,201009190clt,clt,WheePh99,tackles_solo,2,,,,,
player,201009190clt,clt,WheePh99,tackles_assists,4,,,,,
player,201009190clt,clt,WheePh99,tackles_loss,0,,,,,
player,201009190clt,clt,WheePh99,qb_hits,0,,,,,
player,201009190clt,clt,WheePh99,fumbles_rec,0,,,,,
player,201009190clt,clt,WheePh99,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,WheePh99,fumbles_rec_td,0,,,,,
player,201009190clt,clt,WheePh99,fumbles_forced,0,,,,,
player,201009190clt,clt,BracGa20,def_int,0,,,,,
player,201009190clt,clt,BracGa20,def_int_yds,0,,,,,
player,201009190clt,clt,BracGa20,def_int_td,0,,,,,
player,201009190clt,clt,BracGa20,def_int_long,0,,,,,
player,201009190clt,clt,BracGa20,pass_defended,0,,,,,
player,201009190clt,clt,BracGa20,sacks,0.0,,,,,
player,201009190clt,clt,BracGa20,tackles_combined,5,,,,,
player,201009190clt,clt,BracGa20,tackles_solo,4,,,,,
player,201009190clt,clt,BracGa20,tackles_assists,1,,,,,
player,201009190clt,clt,BracGa20,tackles_loss,1,,,,,
player,201009190clt,clt,BracGa20,qb_hits,0,,,,,
player,201009190clt,clt,BracGa20,fumbles_rec,0,,,,,
player,201009190clt,clt,BracGa20,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,BracGa20,fumbles_rec_td,0,,,,,
player,201009190clt,clt,BracGa20,fumbles_forced,0,,,,,
player,201009190clt,clt,ConnKa99,def_int,0,,,,,
player,201009190clt,clt,ConnKa99,def_int_yds,0,,,,,
player,201009190clt,clt,ConnKa99,def_int_td,0,,,,,
player,201009190clt,clt,ConnKa99,def_int_long,0,,,,,
player,201009190clt,clt,ConnKa99,pass_defended,0,,,,,
player,201009190clt,clt,ConnKa99,sacks,0.0,,,,,
player,201009190clt,clt,ConnKa99,tackles_combined,5,,,,,
player,201009190clt,clt,ConnKa99,tackles_solo,4,,,,,
player,201009190clt,clt,ConnKa99,tackles_assists,1,,,,,
player,201009190clt,clt,ConnKa99,tackles_loss,0,,,,,
player,201009190clt,clt,ConnKa99,qb_hits,0,,,,,
player,201009190clt,clt,ConnKa99,fumbles_rec,0,,,,,
player,201009190clt,clt,ConnKa99,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,ConnKa99,fumbles_rec_td,0,,,,,
player,201009190clt,clt,ConnKa99,fumbles_forced,0,,,,,
player,201009190clt,clt,BullMe99,def_int,0,,,,,
player,201009190clt,clt,BullMe99,def_int_yds,0,,,,,
player,201009190clt,clt,BullMe99,def_int_td,0,,,,,
player,201009190clt,clt,BullMe99,def_int_long,0,,,,,
player,201009190clt,clt,BullMe99,pass_defended,0,,,,,
player,201009190clt,clt,BullMe99,sacks,0.0,,,,,
player,201009190clt,clt,BullMe99,tackles_combined,3,,,,,
player,201009190clt,clt,BullMe99,tackles_solo,3,,,,,
player,201009190clt,clt,BullMe99,tackles_assists,0,,,,,
player,201009190clt,clt,BullMe99,tackles_loss,0,,,,,
player,201009190clt,clt,BullMe99,qb_hits,0,,,,,
player,201009190clt,clt,BullMe99,fumbles_rec,0,,,,,
player,201009190clt,clt,BullMe99,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,BullMe99,fumbles_rec_td,0,,,,,
player,201009190clt,clt,BullMe99,fumbles_forced,0,,,,,
player,201009190clt,clt,MuirDa20,def_int,0,,,,,
player,201009190clt,clt,MuirDa20,def_int_yds,0,,,,,
player,201009190clt,clt,MuirDa20,def_int_td,0,,,,,
player,201009190clt,clt,MuirDa20,def_int_long,0,,,,,
player,201009190clt,clt,MuirDa20,pass_defended,0,,,,,
player,201009190clt,clt,MuirDa20,sacks,0.0,,,,,
player,201009190clt,clt,MuirDa20,tackles_combined,3,,,,,
player,201009190clt,clt,MuirDa20,tackles_solo,2,,,,,
player,201009190clt,clt,MuirDa20,tackles_assists,1,,,,,
player,201009190clt,clt,MuirDa20,tackles_loss,0,,,,,
player,201009190clt,clt,MuirDa20,qb_hits,0,,,,,
player,201009190clt,clt,MuirDa20,fumbles_rec,0,,,,,
player,201009190clt,clt,MuirDa20,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,MuirDa20,fumbles_rec_td,0,,,,,
player,201009190clt,clt,MuirDa20,fumbles_forced,0,,,,,
player,201009190clt,clt,AngePa99,def_int,0,,,,,
player,201009190clt,clt,AngePa99,def_int_yds,0,,,,,
player,201009190clt,clt,AngePa99,def_int_td,0,,,,,
player,201009190clt,clt,AngePa99,def_int_long,0,,,,,
player,201009190clt,clt,AngePa99,pass_defended,0,,,,,
player,201009190clt,clt,AngePa99,sacks,0.0,,,,,
player,201009190clt,clt,AngePa99,tackles_combined,2,,,,,
player,201009190clt,clt,AngePa99,tackles_solo,1,,,,,
player,201009190clt,clt,AngePa99,tackles_assists,1,,,,,
player,201009190clt,clt,AngePa99,tackles_loss,0,,,,,
player,201009190clt,clt,AngePa99,qb_hits,0,,,,,
player,201009190clt,clt,AngePa99,fumbles_rec,0,,,,,
player,201009190clt,clt,AngePa99,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,AngePa99,fumbles_rec_td,0,,,,,
player,201009190clt,clt,AngePa99,fumbles_forced,0,,,,,
player,201009190clt,clt,FostEr20,def_int,0,,,,,
player,201009190clt,clt,FostEr20,def_int_yds,0,,,,,
player,201009190clt,clt,FostEr20,def_int_td,0,,,,,
player,201009190clt,clt,FostEr20,def_int_long,0,,,,,
player,201009190clt,clt,FostEr20,pass_defended,0,,,,,
player,201009190clt,clt,FostEr20,sacks,0.0,,,,,
player,201009190clt,clt,FostEr20,tackles_combined,2,,,,,
player,201009190clt,clt,FostEr20,tackles_solo,2,,,,,
player,201009190clt,clt,FostEr20,tackles_assists,0,,,,,
player,201009190clt,clt,FostEr20,tackles_loss,0,,,,,
player,201009190clt,clt,FostEr20,qb_hits,0,,,,,
player,201009190clt,clt,FostEr20,fumbles_rec,1,,,,,
player,201009190clt,clt,FostEr20,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,FostEr20,fumbles_rec_td,0,,,,,
player,201009190clt,clt,FostEr20,fumbles_forced,0,,,,,
player,201009190clt,clt,DawsKe99,def_int,0,,,,,
player,201009190clt,clt,DawsKe99,def_int_yds,0,,,,,
player,201009190clt,clt,DawsKe99,def_int_td,0,,,,,
player,201009190clt,clt,DawsKe99,def_int_long,0,,,,,
player,201009190clt,clt,DawsKe99,pass_defended,0,,,,,
player,201009190clt,clt,DawsKe99,sacks,0.0,,,,,
player,201009190clt,clt,DawsKe99,tackles_combined,1,,,,,
player,201009190clt,clt,DawsKe99,tackles_solo,1,,,,,
player,201009190clt,clt,DawsKe99,tackles_assists,0,,,,,
player,201009190clt,clt,DawsKe99,tackles_loss,0,,,,,
player,201009190clt,clt,DawsKe99,qb_hits,1,,,,,
player,201009190clt,clt,DawsKe99,fumbles_rec,0,,,,,
player,201009190clt,clt,DawsKe99,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,DawsKe99,fumbles_rec_td,0,,,,,
player,201009190clt,clt,DawsKe99,fumbles_forced,0,,,,,
player,201009190clt,clt,GlenCo99,def_int,0,,,,,
player,201009190clt,clt,GlenCo99,def_int_yds,0,,,,,
player,201009190clt,clt,GlenCo99,def_int_td,0,,,,,
player,201009190clt,clt,GlenCo99,def_int_long,0,,,,,
player,201009190clt,clt,GlenCo99,pass_defended,0,,,,,
player,201009190clt,clt,GlenCo99,sacks,0.0,,,,,
player,201009190clt,clt,GlenCo99,tackles_combined,1,,,,,
player,201009190clt,clt,GlenCo99,tackles_solo,1,,,,,
player,201009190clt,clt,GlenCo99,tackles_assists,0,,,,,
player,201009190clt,clt,GlenCo99,tackles_loss,0,,,,,
player,201009190clt,clt,GlenCo99,qb_hits,0,,,,,
player,201009190clt,clt,GlenCo99,fumbles_rec,0,,,,,
player,201009190clt,clt,GlenCo99,fumbles_rec_yds,0,,,,,
player,201009190clt,clt,GlenCo99,fumbles_rec_td,0,,,,,
player,201009190clt,clt,GlenCo99,fumbles_forced,0,,,,,
player,201009190clt,clt,HumbRa00,def_int,0,,,,,
player,201009190clt,clt,HumbRa00,def_int_yds,0,,,,,
player,201009190clt,clt,HumbRa00,def_int_td,0,,,,,
player,201009190clt,clt,HumbRa00,def_int_long,0,,,,,
player,201009190clt,clt,HumbRa00,pass_defended,0,,,,,
player,201009190clt,clt,HumbRa00,sacks,0.0,,,,,
