game,2010,11,20101121,201011210nyj,htx,"Houston Texans",27,nyj,"New York Jets",30
player,201011210nyj,htx,SharDa01,tackles_assists,2,,,,,
player,201011210nyj,htx,SharDa01,tackles_loss,1,,,,,
player,201011210nyj,htx,SharDa01,qb_hits,0,,,,,
player,201011210nyj,htx,SharDa01,fumbles_rec,0,,,,,
player,201011210nyj,htx,SharDa01,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,SharDa01,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,SharDa01,fumbles_forced,0,,,,,
player,201011210nyj,htx,QuinGl99,def_int,0,,,,,
player,201011210nyj,htx,QuinGl99,def_int_yds,0,,,,,
player,201011210nyj,htx,QuinGl99,def_int_td,0,,,,,
player,201011210nyj,htx,QuinGl99,def_int_long,0,,,,,
player,201011210nyj,htx,QuinGl99,pass_defended,1,,,,,
player,201011210nyj,htx,QuinGl99,sacks,0.0,,,,,
player,201011210nyj,htx,QuinGl99,tackles_combined,6,,,,,
player,201011210nyj,htx,QuinGl99,tackles_solo,6,,,,,
player,201011210nyj,htx,QuinGl99,tackles_assists,0,,,,,
player,201011210nyj,htx,QuinGl99,tackles_loss,0,,,,,
player,201011210nyj,htx,QuinGl99,qb_hits,0,,,,,
player,201011210nyj,htx,QuinGl99,fumbles_rec,0,,,,,
player,201011210nyj,htx,QuinGl99,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,QuinGl99,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,QuinGl99,fumbles_forced,0,,,,,
player,201011210nyj,htx,AlleJa23,def_int,0,,,,,
player,201011210nyj,htx,AlleJa23,def_int_yds,0,,,,,
player,201011210nyj,htx,AlleJa23,def_int_td,0,,,,,
player,201011210nyj,htx,AlleJa23,def_int_long,0,,,,,
player,201011210nyj,htx,AlleJa23,pass_defended,0,,,,,
player,201011210nyj,htx,AlleJa23,sacks,0.0,,,,,
player,201011210nyj,htx,AlleJa23,tackles_combined,5,,,,,
player,201011210nyj,htx,AlleJa23,tackles_solo,4,,,,,
player,201011210nyj,htx,AlleJa23,tackles_assists,1,,,,,
player,201011210nyj,htx,AlleJa23,tackles_loss,0,,,,,
player,201011210nyj,htx,AlleJa23,qb_hits,0,,,,,
player,201011210nyj,htx,AlleJa23,fumbles_rec,0,,,,,
player,201011210nyj,htx,AlleJa23,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,AlleJa23,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,AlleJa23,fumbles_forced,0,,,,,
player,201011210nyj,htx,PollBe20,def_int,0,,,,,
player,201011210nyj,htx,PollBe20,def_int_yds,0,,,,,
player,201011210nyj,htx,PollBe20,def_int_td,0,,,,,
player,201011210nyj,htx,PollBe20,def_int_long,0,,,,,
player,201011210nyj,htx,PollBe20,pass_defended,0,,,,,
player,201011210nyj,htx,PollBe20,sacks,0.0,,,,,
player,201011210nyj,htx,PollBe20,tackles_combined,5,,,,,
player,201011210nyj,htx,PollBe20,tackles_solo,4,,,,,
player,201011210nyj,htx,PollBe20,tackles_assists,1,,,,,
player,201011210nyj,htx,PollBe20,tackles_loss,0,,,,,
player,201011210nyj,htx,PollBe20,qb_hits,0,,,,,
player,201011210nyj,htx,PollBe20,fumbles_rec,0,,,,,
player,201011210nyj,htx,PollBe20,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,PollBe20,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,PollBe20,fumbles_forced,0,,,,,
player,201011210nyj,htx,CodySh20,def_int,0,,,,,
player,201011210nyj,htx,CodySh20,def_int_yds,0,,,,,
player,201011210nyj,htx,CodySh20,def_int_td,0,,,,,
player,201011210nyj,htx,CodySh20,def_int_long,0,,,,,
player,201011210nyj,htx,CodySh20,pass_defended,0,,,,,
player,201011210nyj,htx,CodySh20,sacks,0.0,,,,,
player,201011210nyj,htx,CodySh20,tackles_combined,4,,,,,
player,201011210nyj,htx,CodySh20,tackles_solo,2,,,,,
player,201011210nyj,htx,CodySh20,tackles_assists,2,,,,,
player,201011210nyj,htx,CodySh20,tackles_loss,0,,,,,
player,201011210nyj,htx,CodySh20,qb_hits,0,,,,,
player,201011210nyj,htx,CodySh20,fumbles_rec,0,,,,,
player,201011210nyj,htx,CodySh20,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,CodySh20,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,CodySh20,fumbles_forced,0,,,,,
player,201011210nyj,htx,CushBr99,def_int,0,,,,,
player,201011210nyj,htx,CushBr99,def_int_yds,0,,,,,
player,201011210nyj,htx,CushBr99,def_int_td,0,,,,,
player,201011210nyj,htx,CushBr99,def_int_long,0,,,,,
player,201011210nyj,htx,CushBr99,pass_defended,0,,,,,
player,201011210nyj,htx,CushBr99,sacks,0.0,,,,,
player,201011210nyj,htx,CushBr99,tackles_combined,4,,,,,
player,201011210nyj,htx,CushBr99,tackles_solo,4,,,,,
player,201011210nyj,htx,CushBr99,tackles_assists,0,,,,,
player,201011210nyj,htx,CushBr99,tackles_loss,0,,,,,
player,201011210nyj,htx,CushBr99,qb_hits,2,,,,,
player,201011210nyj,htx,CushBr99,fumbles_rec,0,,,,,
player,201011210nyj,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,CushBr99,fumbles_forced,1,,,,,
player,201011210nyj,htx,OkoyAm99,def_int,0,,,,,
player,201011210nyj,htx,OkoyAm99,def_int_yds,0,,,,,
player,201011210nyj,htx,OkoyAm99,def_int_td,0,,,,,
player,201011210nyj,htx,OkoyAm99,def_int_long,0,,,,,
player,201011210nyj,htx,OkoyAm99,pass_defended,0,,,,,
player,201011210nyj,htx,OkoyAm99,sacks,0.0,,,,,
player,201011210nyj,htx,OkoyAm99,tackles_combined,4,,,,,
player,201011210nyj,htx,OkoyAm99,tackles_solo,1,,,,,
player,201011210nyj,htx,OkoyAm99,tackles_assists,3,,,,,
player,201011210nyj,htx,OkoyAm99,tackles_loss,0,,,,,
player,201011210nyj,htx,OkoyAm99,qb_hits,0,,,,,
player,201011210nyj,htx,OkoyAm99,fumbles_rec,0,,,,,
player,201011210nyj,htx,OkoyAm99,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,OkoyAm99,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,OkoyAm99,fumbles_forced,0,,,,,
player,201011210nyj,htx,SmitAn22,def_int,0,,,,,
player,201011210nyj,htx,SmitAn22,def_int_yds,0,,,,,
player,201011210nyj,htx,SmitAn22,def_int_td,0,,,,,
player,201011210nyj,htx,SmitAn22,def_int_long,0,,,,,
player,201011210nyj,htx,SmitAn22,pass_defended,0,,,,,
player,201011210nyj,htx,SmitAn22,sacks,0.0,,,,,
player,201011210nyj,htx,SmitAn22,tackles_combined,4,,,,,
player,201011210nyj,htx,SmitAn22,tackles_solo,2,,,,,
player,201011210nyj,htx,SmitAn22,tackles_assists,2,,,,,
player,201011210nyj,htx,SmitAn22,tackles_loss,0,,,,,
player,201011210nyj,htx,SmitAn22,qb_hits,1,,,,,
player,201011210nyj,htx,SmitAn22,fumbles_rec,0,,,,,
player,201011210nyj,htx,SmitAn22,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,SmitAn22,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,SmitAn22,fumbles_forced,0,,,,,
player,201011210nyj,htx,WilsEu20,def_int,0,,,,,
player,201011210nyj,htx,WilsEu20,def_int_yds,0,,,,,
player,201011210nyj,htx,WilsEu20,def_int_td,0,,,,,
player,201011210nyj,htx,WilsEu20,def_int_long,0,,,,,
player,201011210nyj,htx,WilsEu20,pass_defended,0,,,,,
player,201011210nyj,htx,WilsEu20,sacks,0.0,,,,,
player,201011210nyj,htx,WilsEu20,tackles_combined,4,,,,,
player,201011210nyj,htx,WilsEu20,tackles_solo,4,,,,,
player,201011210nyj,htx,WilsEu20,tackles_assists,0,,,,,
player,201011210nyj,htx,WilsEu20,tackles_loss,0,,,,,
player,201011210nyj,htx,WilsEu20,qb_hits,0,,,,,
player,201011210nyj,htx,WilsEu20,fumbles_rec,0,,,,,
player,201011210nyj,htx,WilsEu20,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,WilsEu20,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,WilsEu20,fumbles_forced,0,,,,,
player,201011210nyj,htx,JackKa99,def_int,0,,,,,
player,201011210nyj,htx,JackKa99,def_int_yds,0,,,,,
player,201011210nyj,htx,JackKa99,def_int_td,0,,,,,
player,201011210nyj,htx,JackKa99,def_int_long,0,,,,,
player,201011210nyj,htx,JackKa99,pass_defended,1,,,,,
player,201011210nyj,htx,JackKa99,sacks,0.0,,,,,
player,201011210nyj,htx,JackKa99,tackles_combined,3,,,,,
player,201011210nyj,htx,JackKa99,tackles_solo,3,,,,,
player,201011210nyj,htx,JackKa99,tackles_assists,0,,,,,
player,201011210nyj,htx,JackKa99,tackles_loss,0,,,,,
player,201011210nyj,htx,JackKa99,qb_hits,0,,,,,
player,201011210nyj,htx,JackKa99,fumbles_rec,0,,,,,
player,201011210nyj,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,JackKa99,fumbles_forced,0,,,,,
player,201011210nyj,htx,MitcEa99,def_int,0,,,,,
player,201011210nyj,htx,MitcEa99,def_int_yds,0,,,,,
player,201011210nyj,htx,MitcEa99,def_int_td,0,,,,,
player,201011210nyj,htx,MitcEa99,def_int_long,0,,,,,
player,201011210nyj,htx,MitcEa99,pass_defended,0,,,,,
player,201011210nyj,htx,MitcEa99,sacks,0.0,,,,,
player,201011210nyj,htx,MitcEa99,tackles_combined,3,,,,,
player,201011210nyj,htx,MitcEa99,tackles_solo,2,,,,,
player,201011210nyj,htx,MitcEa99,tackles_assists,1,,,,,
player,201011210nyj,htx,MitcEa99,tackles_loss,0,,,,,
player,201011210nyj,htx,MitcEa99,qb_hits,0,,,,,
player,201011210nyj,htx,MitcEa99,fumbles_rec,0,,,,,
player,201011210nyj,htx,MitcEa99,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,MitcEa99,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,MitcEa99,fumbles_forced,0,,,,,
player,201011210nyj,htx,NolaTr99,def_int,0,,,,,
player,201011210nyj,htx,NolaTr99,def_int_yds,0,,,,,
player,201011210nyj,htx,NolaTr99,def_int_td,0,,,,,
player,201011210nyj,htx,NolaTr99,def_int_long,0,,,,,
player,201011210nyj,htx,NolaTr99,pass_defended,1,,,,,
player,201011210nyj,htx,NolaTr99,sacks,0.0,,,,,
player,201011210nyj,htx,NolaTr99,tackles_combined,3,,,,,
player,201011210nyj,htx,NolaTr99,tackles_solo,1,,,,,
player,201011210nyj,htx,NolaTr99,tackles_assists,2,,,,,
player,201011210nyj,htx,NolaTr99,tackles_loss,0,,,,,
player,201011210nyj,htx,NolaTr99,qb_hits,0,,,,,
player,201011210nyj,htx,NolaTr99,fumbles_rec,0,,,,,
player,201011210nyj,htx,NolaTr99,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,NolaTr99,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,NolaTr99,fumbles_forced,0,,,,,
player,201011210nyj,htx,JamiTi99,def_int,0,,,,,
player,201011210nyj,htx,JamiTi99,def_int_yds,0,,,,,
player,201011210nyj,htx,JamiTi99,def_int_td,0,,,,,
player,201011210nyj,htx,JamiTi99,def_int_long,0,,,,,
player,201011210nyj,htx,JamiTi99,pass_defended,0,,,,,
player,201011210nyj,htx,JamiTi99,sacks,0.0,,,,,
player,201011210nyj,htx,JamiTi99,tackles_combined,2,,,,,
player,201011210nyj,htx,JamiTi99,tackles_solo,2,,,,,
player,201011210nyj,htx,JamiTi99,tackles_assists,0,,,,,
player,201011210nyj,htx,JamiTi99,tackles_loss,0,,,,,
player,201011210nyj,htx,JamiTi99,qb_hits,0,,,,,
player,201011210nyj,htx,JamiTi99,fumbles_rec,0,,,,,
player,201011210nyj,htx,JamiTi99,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,JamiTi99,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,JamiTi99,fumbles_forced,0,,,,,
player,201011210nyj,htx,AdibXa99,def_int,0,,,,,
player,201011210nyj,htx,AdibXa99,def_int_yds,0,,,,,
player,201011210nyj,htx,AdibXa99,def_int_td,0,,,,,
player,201011210nyj,htx,AdibXa99,def_int_long,0,,,,,
player,201011210nyj,htx,AdibXa99,pass_defended,0,,,,,
player,201011210nyj,htx,AdibXa99,sacks,0.0,,,,,
player,201011210nyj,htx,AdibXa99,tackles_combined,1,,,,,
player,201011210nyj,htx,AdibXa99,tackles_solo,0,,,,,
player,201011210nyj,htx,AdibXa99,tackles_assists,1,,,,,
player,201011210nyj,htx,AdibXa99,tackles_loss,0,,,,,
player,201011210nyj,htx,AdibXa99,qb_hits,0,,,,,
player,201011210nyj,htx,AdibXa99,fumbles_rec,0,,,,,
player,201011210nyj,htx,AdibXa99,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,AdibXa99,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,AdibXa99,fumbles_forced,0,,,,,
player,201011210nyj,htx,CaseJa00,def_int,0,,,,,
player,201011210nyj,htx,CaseJa00,def_int_yds,0,,,,,
player,201011210nyj,htx,CaseJa00,def_int_td,0,,,,,
player,201011210nyj,htx,CaseJa00,def_int_long,0,,,,,
player,201011210nyj,htx,CaseJa00,pass_defended,0,,,,,
player,201011210nyj,htx,CaseJa00,sacks,0.0,,,,,
player,201011210nyj,htx,CaseJa00,tackles_combined,1,,,,,
player,201011210nyj,htx,CaseJa00,tackles_solo,0,,,,,
player,201011210nyj,htx,CaseJa00,tackles_assists,1,,,,,
player,201011210nyj,htx,CaseJa00,tackles_loss,0,,,,,
player,201011210nyj,htx,CaseJa00,qb_hits,0,,,,,
player,201011210nyj,htx,CaseJa00,fumbles_rec,0,,,,,
player,201011210nyj,htx,CaseJa00,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,CaseJa00,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,CaseJa00,fumbles_forced,0,,,,,
player,201011210nyj,htx,KeglSt99,def_int,0,,,,,
player,201011210nyj,htx,KeglSt99,def_int_yds,0,,,,,
player,201011210nyj,htx,KeglSt99,def_int_td,0,,,,,
player,201011210nyj,htx,KeglSt99,def_int_long,0,,,,,
player,201011210nyj,htx,KeglSt99,pass_defended,0,,,,,
player,201011210nyj,htx,KeglSt99,sacks,0.0,,,,,
player,201011210nyj,htx,KeglSt99,tackles_combined,1,,,,,
player,201011210nyj,htx,KeglSt99,tackles_solo,0,,,,,
player,201011210nyj,htx,KeglSt99,tackles_assists,1,,,,,
player,201011210nyj,htx,KeglSt99,tackles_loss,0,,,,,
player,201011210nyj,htx,KeglSt99,qb_hits,0,,,,,
player,201011210nyj,htx,KeglSt99,fumbles_rec,0,,,,,
player,201011210nyj,htx,KeglSt99,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,KeglSt99,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,KeglSt99,fumbles_forced,0,,,,,
player,201011210nyj,htx,LeacVo00,def_int,0,,,,,
player,201011210nyj,htx,LeacVo00,def_int_yds,0,,,,,
player,201011210nyj,htx,LeacVo00,def_int_td,0,,,,,
player,201011210nyj,htx,LeacVo00,def_int_long,0,,,,,
player,201011210nyj,htx,LeacVo00,pass_defended,0,,,,,
player,201011210nyj,htx,LeacVo00,sacks,0.0,,,,,
player,201011210nyj,htx,LeacVo00,tackles_combined,1,,,,,
player,201011210nyj,htx,LeacVo00,tackles_solo,0,,,,,
player,201011210nyj,htx,LeacVo00,tackles_assists,1,,,,,
player,201011210nyj,htx,LeacVo00,tackles_loss,0,,,,,
player,201011210nyj,htx,LeacVo00,qb_hits,0,,,,,
player,201011210nyj,htx,LeacVo00,fumbles_rec,0,,,,,
player,201011210nyj,htx,LeacVo00,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,LeacVo00,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,LeacVo00,fumbles_forced,0,,,,,
player,201011210nyj,htx,McCaBr99,def_int,0,,,,,
player,201011210nyj,htx,McCaBr99,def_int_yds,0,,,,,
player,201011210nyj,htx,McCaBr99,def_int_td,0,,,,,
player,201011210nyj,htx,McCaBr99,def_int_long,0,,,,,
player,201011210nyj,htx,McCaBr99,pass_defended,0,,,,,
player,201011210nyj,htx,McCaBr99,sacks,0.0,,,,,
player,201011210nyj,htx,McCaBr99,tackles_combined,1,,,,,
player,201011210nyj,htx,McCaBr99,tackles_solo,1,,,,,
player,201011210nyj,htx,McCaBr99,tackles_assists,0,,,,,
player,201011210nyj,htx,McCaBr99,tackles_loss,0,,,,,
player,201011210nyj,htx,McCaBr99,qb_hits,0,,,,,
player,201011210nyj,htx,McCaBr99,fumbles_rec,0,,,,,
player,201011210nyj,htx,McCaBr99,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,McCaBr99,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,McCaBr99,fumbles_forced,0,,,,,
player,201011210nyj,htx,McMaSh99,def_int,0,,,,,
player,201011210nyj,htx,McMaSh99,def_int_yds,0,,,,,
player,201011210nyj,htx,McMaSh99,def_int_td,0,,,,,
player,201011210nyj,htx,McMaSh99,def_int_long,0,,,,,
player,201011210nyj,htx,McMaSh99,pass_defended,0,,,,,
player,201011210nyj,htx,McMaSh99,sacks,0.0,,,,,
player,201011210nyj,htx,McMaSh99,tackles_combined,1,,,,,
player,201011210nyj,htx,McMaSh99,tackles_solo,1,,,,,
player,201011210nyj,htx,McMaSh99,tackles_assists,0,,,,,
player,201011210nyj,htx,McMaSh99,tackles_loss,0,,,,,
player,201011210nyj,htx,McMaSh99,qb_hits,0,,,,,
player,201011210nyj,htx,McMaSh99,fumbles_rec,0,,,,,
player,201011210nyj,htx,McMaSh99,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,McMaSh99,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,McMaSh99,fumbles_forced,0,,,,,
player,201011210nyj,htx,rackenei01,def_int,0,,,,,
player,201011210nyj,htx,rackenei01,def_int_yds,0,,,,,
player,201011210nyj,htx,rackenei01,def_int_td,0,,,,,
player,201011210nyj,htx,rackenei01,def_int_long,0,,,,,
player,201011210nyj,htx,rackenei01,pass_defended,0,,,,,
player,201011210nyj,htx,rackenei01,sacks,0.0,,,,,
player,201011210nyj,htx,rackenei01,tackles_combined,1,,,,,
player,201011210nyj,htx,rackenei01,tackles_solo,0,,,,,
player,201011210nyj,htx,rackenei01,tackles_assists,1,,,,,
player,201011210nyj,htx,rackenei01,tackles_loss,0,,,,,
player,201011210nyj,htx,rackenei01,qb_hits,0,,,,,
player,201011210nyj,htx,rackenei01,fumbles_rec,0,,,,,
player,201011210nyj,htx,rackenei01,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,rackenei01,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,rackenei01,fumbles_forced,0,,,,,
player,201011210nyj,htx,AndeMa21,def_int,0,,,,,
player,201011210nyj,htx,AndeMa21,def_int_yds,0,,,,,
player,201011210nyj,htx,AndeMa21,def_int_td,0,,,,,
player,201011210nyj,htx,AndeMa21,def_int_long,0,,,,,
player,201011210nyj,htx,AndeMa21,pass_defended,1,,,,,
player,201011210nyj,htx,AndeMa21,sacks,0.0,,,,,
player,201011210nyj,htx,AndeMa21,tackles_combined,0,,,,,
player,201011210nyj,htx,AndeMa21,tackles_solo,0,,,,,
player,201011210nyj,htx,AndeMa21,tackles_assists,0,,,,,
player,201011210nyj,htx,AndeMa21,tackles_loss,0,,,,,
player,201011210nyj,htx,AndeMa21,qb_hits,0,,,,,
player,201011210nyj,htx,AndeMa21,fumbles_rec,0,,,,,
player,201011210nyj,htx,AndeMa21,fumbles_rec_yds,0,,,,,
player,201011210nyj,htx,AndeMa21,fumbles_rec_td,0,,,,,
player,201011210nyj,htx,AndeMa21,fumbles_forced,0,,,,,
player,201011210nyj,nyj,ThomBr21,def_int,0,,,,,
player,201011210nyj,nyj,ThomBr21,def_int_yds,0,,,,,
player,201011210nyj,nyj,ThomBr21,def_int_td,0,,,,,
player,201011210nyj,nyj,ThomBr21,def_int_long,0,,,,,
player,201011210nyj,nyj,ThomBr21,pass_defended,0,,,,,
player,201011210nyj,nyj,ThomBr21,sacks,1.0,,,,,
player,201011210nyj,nyj,ThomBr21,tackles_combined,3,,,,,
player,201011210nyj,nyj,ThomBr21,tackles_solo,3,,,,,
player,201011210nyj,nyj,ThomBr21,tackles_assists,0,,,,,
player,201011210nyj,nyj,ThomBr21,tackles_loss,1,,,,,
player,201011210nyj,nyj,ThomBr21,qb_hits,1,,,,,
player,201011210nyj,nyj,ThomBr21,fumbles_rec,0,,,,,
player,201011210nyj,nyj,ThomBr21,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,ThomBr21,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,ThomBr21,fumbles_forced,0,,,,,
player,201011210nyj,nyj,PoolBr20,def_int,0,,,,,
player,201011210nyj,nyj,PoolBr20,def_int_yds,0,,,,,
player,201011210nyj,nyj,PoolBr20,def_int_td,0,,,,,
player,201011210nyj,nyj,PoolBr20,def_int_long,0,,,,,
player,201011210nyj,nyj,PoolBr20,pass_defended,0,,,,,
player,201011210nyj,nyj,PoolBr20,sacks,0.0,,,,,
player,201011210nyj,nyj,PoolBr20,tackles_combined,7,,,,,
player,201011210nyj,nyj,PoolBr20,tackles_solo,7,,,,,
player,201011210nyj,nyj,PoolBr20,tackles_assists,0,,,,,
player,201011210nyj,nyj,PoolBr20,tackles_loss,0,,,,,
player,201011210nyj,nyj,PoolBr20,qb_hits,0,,,,,
player,201011210nyj,nyj,PoolBr20,fumbles_rec,0,,,,,
player,201011210nyj,nyj,PoolBr20,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201011210nyj,nyj,HarrDa99,def_int,0,,,,,
player,201011210nyj,nyj,HarrDa99,def_int_yds,0,,,,,
player,201011210nyj,nyj,HarrDa99,def_int_td,0,,,,,
player,201011210nyj,nyj,HarrDa99,def_int_long,0,,,,,
player,201011210nyj,nyj,HarrDa99,pass_defended,0,,,,,
player,201011210nyj,nyj,HarrDa99,sacks,0.0,,,,,
player,201011210nyj,nyj,HarrDa99,tackles_combined,6,,,,,
player,201011210nyj,nyj,HarrDa99,tackles_solo,4,,,,,
player,201011210nyj,nyj,HarrDa99,tackles_assists,2,,,,,
player,201011210nyj,nyj,HarrDa99,tackles_loss,0,,,,,
player,201011210nyj,nyj,HarrDa99,qb_hits,0,,,,,
player,201011210nyj,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201011210nyj,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201011210nyj,nyj,ElliSh00,def_int,0,,,,,
player,201011210nyj,nyj,ElliSh00,def_int_yds,0,,,,,
player,201011210nyj,nyj,ElliSh00,def_int_td,0,,,,,
player,201011210nyj,nyj,ElliSh00,def_int_long,0,,,,,
player,201011210nyj,nyj,ElliSh00,pass_defended,0,,,,,
player,201011210nyj,nyj,ElliSh00,sacks,0.0,,,,,
player,201011210nyj,nyj,ElliSh00,tackles_combined,4,,,,,
player,201011210nyj,nyj,ElliSh00,tackles_solo,4,,,,,
player,201011210nyj,nyj,ElliSh00,tackles_assists,0,,,,,
player,201011210nyj,nyj,ElliSh00,tackles_loss,1,,,,,
player,201011210nyj,nyj,ElliSh00,qb_hits,1,,,,,
player,201011210nyj,nyj,ElliSh00,fumbles_rec,0,,,,,
player,201011210nyj,nyj,ElliSh00,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,ElliSh00,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,ElliSh00,fumbles_forced,0,,,,,
player,201011210nyj,nyj,IhedJa00,def_int,0,,,,,
player,201011210nyj,nyj,IhedJa00,def_int_yds,0,,,,,
player,201011210nyj,nyj,IhedJa00,def_int_td,0,,,,,
player,201011210nyj,nyj,IhedJa00,def_int_long,0,,,,,
player,201011210nyj,nyj,IhedJa00,pass_defended,0,,,,,
player,201011210nyj,nyj,IhedJa00,sacks,0.0,,,,,
player,201011210nyj,nyj,IhedJa00,tackles_combined,4,,,,,
player,201011210nyj,nyj,IhedJa00,tackles_solo,3,,,,,
player,201011210nyj,nyj,IhedJa00,tackles_assists,1,,,,,
player,201011210nyj,nyj,IhedJa00,tackles_loss,0,,,,,
player,201011210nyj,nyj,IhedJa00,qb_hits,0,,,,,
player,201011210nyj,nyj,IhedJa00,fumbles_rec,0,,,,,
player,201011210nyj,nyj,IhedJa00,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,IhedJa00,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,IhedJa00,fumbles_forced,0,,,,,
player,201011210nyj,nyj,LeonJi23,def_int,0,,,,,
player,201011210nyj,nyj,LeonJi23,def_int_yds,0,,,,,
player,201011210nyj,nyj,LeonJi23,def_int_td,0,,,,,
player,201011210nyj,nyj,LeonJi23,def_int_long,0,,,,,
player,201011210nyj,nyj,LeonJi23,pass_defended,1,,,,,
player,201011210nyj,nyj,LeonJi23,sacks,0.0,,,,,
player,201011210nyj,nyj,LeonJi23,tackles_combined,4,,,,,
player,201011210nyj,nyj,LeonJi23,tackles_solo,3,,,,,
player,201011210nyj,nyj,LeonJi23,tackles_assists,1,,,,,
player,201011210nyj,nyj,LeonJi23,tackles_loss,0,,,,,
player,201011210nyj,nyj,LeonJi23,qb_hits,0,,,,,
player,201011210nyj,nyj,LeonJi23,fumbles_rec,1,,,,,
player,201011210nyj,nyj,LeonJi23,fumbles_rec_yds,-1,,,,,
player,201011210nyj,nyj,LeonJi23,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,LeonJi23,fumbles_forced,0,,,,,
player,201011210nyj,nyj,ScotBa20,def_int,0,,,,,
player,201011210nyj,nyj,ScotBa20,def_int_yds,0,,,,,
player,201011210nyj,nyj,ScotBa20,def_int_td,0,,,,,
player,201011210nyj,nyj,ScotBa20,def_int_long,0,,,,,
player,201011210nyj,nyj,ScotBa20,pass_defended,0,,,,,
player,201011210nyj,nyj,ScotBa20,sacks,0.0,,,,,
player,201011210nyj,nyj,ScotBa20,tackles_combined,4,,,,,
player,201011210nyj,nyj,ScotBa20,tackles_solo,4,,,,,
player,201011210nyj,nyj,ScotBa20,tackles_assists,0,,,,,
player,201011210nyj,nyj,ScotBa20,tackles_loss,1,,,,,
player,201011210nyj,nyj,ScotBa20,qb_hits,0,,,,,
player,201011210nyj,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201011210nyj,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201011210nyj,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201011210nyj,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201011210nyj,nyj,ColeDr20,def_int,0,,,,,
player,201011210nyj,nyj,ColeDr20,def_int_yds,0,,,,,
player,201011210nyj,nyj,ColeDr20,def_int_td,0,,,,,
player,201011210nyj,nyj,ColeDr20,def_int_long,0,,,,,
player,201011210nyj,nyj,ColeDr20,pass_defended,0,,,,,
player,201011210nyj,nyj,ColeDr20,sacks,0.0,,,,,
player,201011210nyj,nyj,ColeDr20,tackles_combined,3,,,,,
player,201011210nyj,nyj,ColeDr20,tackles_solo,2,,,,,
