game,2010,9,20101107,201011070phi,clt,"Indianapolis Colts",24,phi,"Philadelphia Eagles",26
player,201011070phi,clt,LaceJa99,sacks,0.0,,,,,
player,201011070phi,clt,LaceJa99,tackles_combined,4,,,,,
player,201011070phi,clt,LaceJa99,tackles_solo,3,,,,,
player,201011070phi,clt,LaceJa99,tackles_assists,1,,,,,
player,201011070phi,clt,LaceJa99,tackles_loss,1,,,,,
player,201011070phi,clt,LaceJa99,qb_hits,0,,,,,
player,201011070phi,clt,LaceJa99,fumbles_rec,0,,,,,
player,201011070phi,clt,LaceJa99,fumbles_rec_yds,0,,,,,
player,201011070phi,clt,LaceJa99,fumbles_rec_td,0,,,,,
player,201011070phi,clt,LaceJa99,fumbles_forced,0,,,,,
player,201011070phi,clt,MuirDa20,def_int,0,,,,,
player,201011070phi,clt,MuirDa20,def_int_yds,0,,,,,
player,201011070phi,clt,MuirDa20,def_int_td,0,,,,,
player,201011070phi,clt,MuirDa20,def_int_long,0,,,,,
player,201011070phi,clt,MuirDa20,pass_defended,0,,,,,
player,201011070phi,clt,MuirDa20,sacks,0.0,,,,,
player,201011070phi,clt,MuirDa20,tackles_combined,4,,,,,
player,201011070phi,clt,MuirDa20,tackles_solo,4,,,,,
player,201011070phi,clt,MuirDa20,tackles_assists,0,,,,,
player,201011070phi,clt,MuirDa20,tackles_loss,1,,,,,
player,201011070phi,clt,MuirDa20,qb_hits,0,,,,,
player,201011070phi,clt,MuirDa20,fumbles_rec,0,,,,,
player,201011070phi,clt,MuirDa20,fumbles_rec_yds,0,,,,,
player,201011070phi,clt,MuirDa20,fumbles_rec_td,0,,,,,
player,201011070phi,clt,MuirDa20,fumbles_forced,0,,,,,
player,201011070phi,clt,MoalFi99,def_int,0,,,,,
player,201011070phi,clt,MoalFi99,def_int_yds,0,,,,,
player,201011070phi,clt,MoalFi99,def_int_td,0,,,,,
player,201011070phi,clt,MoalFi99,def_int_long,0,,,,,
player,201011070phi,clt,MoalFi99,pass_defended,0,,,,,
player,201011070phi,clt,MoalFi99,sacks,0.0,,,,,
player,201011070phi,clt,MoalFi99,tackles_combined,3,,,,,
player,201011070phi,clt,MoalFi99,tackles_solo,3,,,,,
player,201011070phi,clt,MoalFi99,tackles_assists,0,,,,,
player,201011070phi,clt,MoalFi99,tackles_loss,0,,,,,
player,201011070phi,clt,MoalFi99,qb_hits,2,,,,,
player,201011070phi,clt,MoalFi99,fumbles_rec,0,,,,,
player,201011070phi,clt,MoalFi99,fumbles_rec_yds,0,,,,,
player,201011070phi,clt,MoalFi99,fumbles_rec_td,0,,,,,
player,201011070phi,clt,MoalFi99,fumbles_forced,0,,,,,
player,201011070phi,clt,BrowCo00,def_int,0,,,,,
player,201011070phi,clt,BrowCo00,def_int_yds,0,,,,,
player,201011070phi,clt,BrowCo00,def_int_td,0,,,,,
player,201011070phi,clt,BrowCo00,def_int_long,0,,,,,
player,201011070phi,clt,BrowCo00,pass_defended,0,,,,,
player,201011070phi,clt,BrowCo00,sacks,0.0,,,,,
player,201011070phi,clt,BrowCo00,tackles_combined,2,,,,,
player,201011070phi,clt,BrowCo00,tackles_solo,0,,,,,
player,201011070phi,clt,BrowCo00,tackles_assists,2,,,,,
player,201011070phi,clt,BrowCo00,tackles_loss,0,,,,,
player,201011070phi,clt,BrowCo00,qb_hits,0,,,,,
player,201011070phi,clt,BrowCo00,fumbles_rec,0,,,,,
player,201011070phi,clt,BrowCo00,fumbles_rec_yds,0,,,,,
player,201011070phi,clt,BrowCo00,fumbles_rec_td,0,,,,,
player,201011070phi,clt,BrowCo00,fumbles_forced,0,,,,,
player,201011070phi,clt,FreeDw00,def_int,0,,,,,
player,201011070phi,clt,FreeDw00,def_int_yds,0,,,,,
player,201011070phi,clt,FreeDw00,def_int_td,0,,,,,
player,201011070phi,clt,FreeDw00,def_int_long,0,,,,,
player,201011070phi,clt,FreeDw00,pass_defended,0,,,,,
player,201011070phi,clt,FreeDw00,sacks,0.0,,,,,
player,201011070phi,clt,FreeDw00,tackles_combined,2,,,,,
player,201011070phi,clt,FreeDw00,tackles_solo,2,,,,,
player,201011070phi,clt,FreeDw00,tackles_assists,0,,,,,
player,201011070phi,clt,FreeDw00,tackles_loss,0,,,,,
player,201011070phi,clt,FreeDw00,qb_hits,0,,,,,
player,201011070phi,clt,FreeDw00,fumbles_rec,0,,,,,
player,201011070phi,clt,FreeDw00,fumbles_rec_yds,0,,,,,
player,201011070phi,clt,FreeDw00,fumbles_rec_td,0,,,,,
player,201011070phi,clt,FreeDw00,fumbles_forced,0,,,,,
player,201011070phi,clt,HaydKe20,def_int,0,,,,,
player,201011070phi,clt,HaydKe20,def_int_yds,0,,,,,
player,201011070phi,clt,HaydKe20,def_int_td,0,,,,,
player,201011070phi,clt,HaydKe20,def_int_long,0,,,,,
player,201011070phi,clt,HaydKe20,pass_defended,1,,,,,
player,201011070phi,clt,HaydKe20,sacks,0.0,,,,,
player,201011070phi,clt,HaydKe20,tackles_combined,2,,,,,
player,201011070phi,clt,HaydKe20,tackles_solo,2,,,,,
player,201011070phi,clt,HaydKe20,tackles_assists,0,,,,,
player,201011070phi,clt,HaydKe20,tackles_loss,0,,,,,
player,201011070phi,clt,HaydKe20,qb_hits,0,,,,,
player,201011070phi,clt,HaydKe20,fumbles_rec,0,,,,,
player,201011070phi,clt,HaydKe20,fumbles_rec_yds,0,,,,,
player,201011070phi,clt,HaydKe20,fumbles_rec_td,0,,,,,
player,201011070phi,clt,HaydKe20,fumbles_forced,0,,,,,
player,201011070phi,clt,NewtMi00,def_int,0,,,,,
player,201011070phi,clt,NewtMi00,def_int_yds,0,,,,,
player,201011070phi,clt,NewtMi00,def_int_td,0,,,,,
player,201011070phi,clt,NewtMi00,def_int_long,0,,,,,
player,201011070phi,clt,NewtMi00,pass_defended,0,,,,,
player,201011070phi,clt,NewtMi00,sacks,0.0,,,,,
player,201011070phi,clt,NewtMi00,tackles_combined,2,,,,,
player,201011070phi,clt,NewtMi00,tackles_solo,2,,,,,
player,201011070phi,clt,NewtMi00,tackles_assists,0,,,,,
player,201011070phi,clt,NewtMi00,tackles_loss,0,,,,,
player,201011070phi,clt,NewtMi00,qb_hits,0,,,,,
player,201011070phi,clt,NewtMi00,fumbles_rec,0,,,,,
player,201011070phi,clt,NewtMi00,fumbles_rec_yds,0,,,,,
player,201011070phi,clt,NewtMi00,fumbles_rec_td,0,,,,,
player,201011070phi,clt,NewtMi00,fumbles_forced,0,,,,,
player,201011070phi,clt,BracGa20,def_int,0,,,,,
player,201011070phi,clt,BracGa20,def_int_yds,0,,,,,
player,201011070phi,clt,BracGa20,def_int_td,0,,,,,
player,201011070phi,clt,BracGa20,def_int_long,0,,,,,
player,201011070phi,clt,BracGa20,pass_defended,0,,,,,
player,201011070phi,clt,BracGa20,sacks,0.0,,,,,
player,201011070phi,clt,BracGa20,tackles_combined,1,,,,,
player,201011070phi,clt,BracGa20,tackles_solo,1,,,,,
player,201011070phi,clt,BracGa20,tackles_assists,0,,,,,
player,201011070phi,clt,BracGa20,tackles_loss,0,,,,,
player,201011070phi,clt,BracGa20,qb_hits,2,,,,,
player,201011070phi,clt,BracGa20,fumbles_rec,0,,,,,
player,201011070phi,clt,BracGa20,fumbles_rec_yds,0,,,,,
player,201011070phi,clt,BracGa20,fumbles_rec_td,0,,,,,
player,201011070phi,clt,BracGa20,fumbles_forced,0,,,,,
player,201011070phi,clt,DawsKe99,def_int,0,,,,,
player,201011070phi,clt,DawsKe99,def_int_yds,0,,,,,
player,201011070phi,clt,DawsKe99,def_int_td,0,,,,,
player,201011070phi,clt,DawsKe99,def_int_long,0,,,,,
player,201011070phi,clt,DawsKe99,pass_defended,0,,,,,
player,201011070phi,clt,DawsKe99,sacks,0.0,,,,,
player,201011070phi,clt,DawsKe99,tackles_combined,1,,,,,
player,201011070phi,clt,DawsKe99,tackles_solo,1,,,,,
player,201011070phi,clt,DawsKe99,tackles_assists,0,,,,,
player,201011070phi,clt,DawsKe99,tackles_loss,0,,,,,
player,201011070phi,clt,DawsKe99,qb_hits,0,,,,,
player,201011070phi,clt,DawsKe99,fumbles_rec,0,,,,,
player,201011070phi,clt,DawsKe99,fumbles_rec_yds,0,,,,,
player,201011070phi,clt,DawsKe99,fumbles_rec_td,0,,,,,
player,201011070phi,clt,DawsKe99,fumbles_forced,0,,,,,
player,201011070phi,clt,TownDe20,def_int,0,,,,,
player,201011070phi,clt,TownDe20,def_int_yds,0,,,,,
player,201011070phi,clt,TownDe20,def_int_td,0,,,,,
player,201011070phi,clt,TownDe20,def_int_long,0,,,,,
player,201011070phi,clt,TownDe20,pass_defended,1,,,,,
player,201011070phi,clt,TownDe20,sacks,0.0,,,,,
player,201011070phi,clt,TownDe20,tackles_combined,1,,,,,
player,201011070phi,clt,TownDe20,tackles_solo,1,,,,,
player,201011070phi,clt,TownDe20,tackles_assists,0,,,,,
player,201011070phi,clt,TownDe20,tackles_loss,0,,,,,
player,201011070phi,clt,TownDe20,qb_hits,0,,,,,
player,201011070phi,clt,TownDe20,fumbles_rec,0,,,,,
player,201011070phi,clt,TownDe20,fumbles_rec_yds,0,,,,,
player,201011070phi,clt,TownDe20,fumbles_rec_td,0,,,,,
player,201011070phi,clt,TownDe20,fumbles_forced,0,,,,,
player,201011070phi,clt,WheePh99,def_int,0,,,,,
player,201011070phi,clt,WheePh99,def_int_yds,0,,,,,
player,201011070phi,clt,WheePh99,def_int_td,0,,,,,
player,201011070phi,clt,WheePh99,def_int_long,0,,,,,
player,201011070phi,clt,WheePh99,pass_defended,1,,,,,
player,201011070phi,clt,WheePh99,sacks,0.0,,,,,
player,201011070phi,clt,WheePh99,tackles_combined,0,,,,,
player,201011070phi,clt,WheePh99,tackles_solo,0,,,,,
player,201011070phi,clt,WheePh99,tackles_assists,0,,,,,
player,201011070phi,clt,WheePh99,tackles_loss,0,,,,,
player,201011070phi,clt,WheePh99,qb_hits,0,,,,,
player,201011070phi,clt,WheePh99,fumbles_rec,0,,,,,
player,201011070phi,clt,WheePh99,fumbles_rec_yds,0,,,,,
player,201011070phi,clt,WheePh99,fumbles_rec_td,0,,,,,
player,201011070phi,clt,WheePh99,fumbles_forced,0,,,,,
player,201011070phi,phi,SamuAs20,def_int,2,,,,,
player,201011070phi,phi,SamuAs20,def_int_yds,31,,,,,
player,201011070phi,phi,SamuAs20,def_int_td,0,,,,,
player,201011070phi,phi,SamuAs20,def_int_long,33,,,,,
player,201011070phi,phi,SamuAs20,pass_defended,2,,,,,
player,201011070phi,phi,SamuAs20,sacks,0.0,,,,,
player,201011070phi,phi,SamuAs20,tackles_combined,0,,,,,
player,201011070phi,phi,SamuAs20,tackles_solo,0,,,,,
player,201011070phi,phi,SamuAs20,tackles_assists,0,,,,,
player,201011070phi,phi,SamuAs20,tackles_loss,0,,,,,
player,201011070phi,phi,SamuAs20,qb_hits,0,,,,,
player,201011070phi,phi,SamuAs20,fumbles_rec,0,,,,,
player,201011070phi,phi,SamuAs20,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,SamuAs20,fumbles_rec_td,0,,,,,
player,201011070phi,phi,SamuAs20,fumbles_forced,0,,,,,
player,201011070phi,phi,SimsEr20,def_int,0,,,,,
player,201011070phi,phi,SimsEr20,def_int_yds,0,,,,,
player,201011070phi,phi,SimsEr20,def_int_td,0,,,,,
player,201011070phi,phi,SimsEr20,def_int_long,0,,,,,
player,201011070phi,phi,SimsEr20,pass_defended,0,,,,,
player,201011070phi,phi,SimsEr20,sacks,1.0,,,,,
player,201011070phi,phi,SimsEr20,tackles_combined,6,,,,,
player,201011070phi,phi,SimsEr20,tackles_solo,6,,,,,
player,201011070phi,phi,SimsEr20,tackles_assists,0,,,,,
player,201011070phi,phi,SimsEr20,tackles_loss,2,,,,,
player,201011070phi,phi,SimsEr20,qb_hits,1,,,,,
player,201011070phi,phi,SimsEr20,fumbles_rec,0,,,,,
player,201011070phi,phi,SimsEr20,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,SimsEr20,fumbles_rec_td,0,,,,,
player,201011070phi,phi,SimsEr20,fumbles_forced,0,,,,,
player,201011070phi,phi,ColeTr20,def_int,0,,,,,
player,201011070phi,phi,ColeTr20,def_int_yds,0,,,,,
player,201011070phi,phi,ColeTr20,def_int_td,0,,,,,
player,201011070phi,phi,ColeTr20,def_int_long,0,,,,,
player,201011070phi,phi,ColeTr20,pass_defended,0,,,,,
player,201011070phi,phi,ColeTr20,sacks,1.0,,,,,
player,201011070phi,phi,ColeTr20,tackles_combined,3,,,,,
player,201011070phi,phi,ColeTr20,tackles_solo,3,,,,,
player,201011070phi,phi,ColeTr20,tackles_assists,0,,,,,
player,201011070phi,phi,ColeTr20,tackles_loss,0,,,,,
player,201011070phi,phi,ColeTr20,qb_hits,2,,,,,
player,201011070phi,phi,ColeTr20,fumbles_rec,0,,,,,
player,201011070phi,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201011070phi,phi,ColeTr20,fumbles_forced,0,,,,,
player,201011070phi,phi,TappDa20,def_int,0,,,,,
player,201011070phi,phi,TappDa20,def_int_yds,0,,,,,
player,201011070phi,phi,TappDa20,def_int_td,0,,,,,
player,201011070phi,phi,TappDa20,def_int_long,0,,,,,
player,201011070phi,phi,TappDa20,pass_defended,0,,,,,
player,201011070phi,phi,TappDa20,sacks,1.0,,,,,
player,201011070phi,phi,TappDa20,tackles_combined,3,,,,,
player,201011070phi,phi,TappDa20,tackles_solo,3,,,,,
player,201011070phi,phi,TappDa20,tackles_assists,0,,,,,
player,201011070phi,phi,TappDa20,tackles_loss,2,,,,,
player,201011070phi,phi,TappDa20,qb_hits,1,,,,,
player,201011070phi,phi,TappDa20,fumbles_rec,0,,,,,
player,201011070phi,phi,TappDa20,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,TappDa20,fumbles_rec_td,0,,,,,
player,201011070phi,phi,TappDa20,fumbles_forced,0,,,,,
player,201011070phi,phi,BradSt99,def_int,0,,,,,
player,201011070phi,phi,BradSt99,def_int_yds,0,,,,,
player,201011070phi,phi,BradSt99,def_int_td,0,,,,,
player,201011070phi,phi,BradSt99,def_int_long,0,,,,,
player,201011070phi,phi,BradSt99,pass_defended,2,,,,,
player,201011070phi,phi,BradSt99,sacks,0.0,,,,,
player,201011070phi,phi,BradSt99,tackles_combined,8,,,,,
player,201011070phi,phi,BradSt99,tackles_solo,7,,,,,
player,201011070phi,phi,BradSt99,tackles_assists,1,,,,,
player,201011070phi,phi,BradSt99,tackles_loss,0,,,,,
player,201011070phi,phi,BradSt99,qb_hits,0,,,,,
player,201011070phi,phi,BradSt99,fumbles_rec,0,,,,,
player,201011070phi,phi,BradSt99,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,BradSt99,fumbles_rec_td,0,,,,,
player,201011070phi,phi,BradSt99,fumbles_forced,0,,,,,
player,201011070phi,phi,MikeQu20,def_int,0,,,,,
player,201011070phi,phi,MikeQu20,def_int_yds,0,,,,,
player,201011070phi,phi,MikeQu20,def_int_td,0,,,,,
player,201011070phi,phi,MikeQu20,def_int_long,0,,,,,
player,201011070phi,phi,MikeQu20,pass_defended,1,,,,,
player,201011070phi,phi,MikeQu20,sacks,0.0,,,,,
player,201011070phi,phi,MikeQu20,tackles_combined,8,,,,,
player,201011070phi,phi,MikeQu20,tackles_solo,6,,,,,
player,201011070phi,phi,MikeQu20,tackles_assists,2,,,,,
player,201011070phi,phi,MikeQu20,tackles_loss,0,,,,,
player,201011070phi,phi,MikeQu20,qb_hits,0,,,,,
player,201011070phi,phi,MikeQu20,fumbles_rec,0,,,,,
player,201011070phi,phi,MikeQu20,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,MikeQu20,fumbles_rec_td,0,,,,,
player,201011070phi,phi,MikeQu20,fumbles_forced,0,,,,,
player,201011070phi,phi,PattDi20,def_int,0,,,,,
player,201011070phi,phi,PattDi20,def_int_yds,0,,,,,
player,201011070phi,phi,PattDi20,def_int_td,0,,,,,
player,201011070phi,phi,PattDi20,def_int_long,0,,,,,
player,201011070phi,phi,PattDi20,pass_defended,1,,,,,
player,201011070phi,phi,PattDi20,sacks,0.0,,,,,
player,201011070phi,phi,PattDi20,tackles_combined,6,,,,,
player,201011070phi,phi,PattDi20,tackles_solo,6,,,,,
player,201011070phi,phi,PattDi20,tackles_assists,0,,,,,
player,201011070phi,phi,PattDi20,tackles_loss,0,,,,,
player,201011070phi,phi,PattDi20,qb_hits,0,,,,,
player,201011070phi,phi,PattDi20,fumbles_rec,0,,,,,
player,201011070phi,phi,PattDi20,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,PattDi20,fumbles_rec_td,0,,,,,
player,201011070phi,phi,PattDi20,fumbles_forced,0,,,,,
player,201011070phi,phi,HansJo20,def_int,0,,,,,
player,201011070phi,phi,HansJo20,def_int_yds,0,,,,,
player,201011070phi,phi,HansJo20,def_int_td,0,,,,,
player,201011070phi,phi,HansJo20,def_int_long,0,,,,,
player,201011070phi,phi,HansJo20,pass_defended,0,,,,,
player,201011070phi,phi,HansJo20,sacks,0.0,,,,,
player,201011070phi,phi,HansJo20,tackles_combined,4,,,,,
player,201011070phi,phi,HansJo20,tackles_solo,2,,,,,
player,201011070phi,phi,HansJo20,tackles_assists,2,,,,,
player,201011070phi,phi,HansJo20,tackles_loss,0,,,,,
player,201011070phi,phi,HansJo20,qb_hits,0,,,,,
player,201011070phi,phi,HansJo20,fumbles_rec,0,,,,,
player,201011070phi,phi,HansJo20,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,HansJo20,fumbles_rec_td,0,,,,,
player,201011070phi,phi,HansJo20,fumbles_forced,0,,,,,
player,201011070phi,phi,AlleNa99,def_int,0,,,,,
player,201011070phi,phi,AlleNa99,def_int_yds,0,,,,,
player,201011070phi,phi,AlleNa99,def_int_td,0,,,,,
player,201011070phi,phi,AlleNa99,def_int_long,0,,,,,
player,201011070phi,phi,AlleNa99,pass_defended,0,,,,,
player,201011070phi,phi,AlleNa99,sacks,0.0,,,,,
player,201011070phi,phi,AlleNa99,tackles_combined,3,,,,,
player,201011070phi,phi,AlleNa99,tackles_solo,2,,,,,
player,201011070phi,phi,AlleNa99,tackles_assists,1,,,,,
player,201011070phi,phi,AlleNa99,tackles_loss,0,,,,,
player,201011070phi,phi,AlleNa99,qb_hits,0,,,,,
player,201011070phi,phi,AlleNa99,fumbles_rec,0,,,,,
player,201011070phi,phi,AlleNa99,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,AlleNa99,fumbles_rec_td,0,,,,,
player,201011070phi,phi,AlleNa99,fumbles_forced,0,,,,,
player,201011070phi,phi,ColeKu99,def_int,0,,,,,
player,201011070phi,phi,ColeKu99,def_int_yds,0,,,,,
player,201011070phi,phi,ColeKu99,def_int_td,0,,,,,
player,201011070phi,phi,ColeKu99,def_int_long,0,,,,,
player,201011070phi,phi,ColeKu99,pass_defended,0,,,,,
player,201011070phi,phi,ColeKu99,sacks,0.0,,,,,
player,201011070phi,phi,ColeKu99,tackles_combined,3,,,,,
player,201011070phi,phi,ColeKu99,tackles_solo,2,,,,,
player,201011070phi,phi,ColeKu99,tackles_assists,1,,,,,
player,201011070phi,phi,ColeKu99,tackles_loss,0,,,,,
player,201011070phi,phi,ColeKu99,qb_hits,0,,,,,
player,201011070phi,phi,ColeKu99,fumbles_rec,0,,,,,
player,201011070phi,phi,ColeKu99,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,ColeKu99,fumbles_rec_td,0,,,,,
player,201011070phi,phi,ColeKu99,fumbles_forced,0,,,,,
player,201011070phi,phi,ThomJu20,def_int,0,,,,,
player,201011070phi,phi,ThomJu20,def_int_yds,0,,,,,
player,201011070phi,phi,ThomJu20,def_int_td,0,,,,,
player,201011070phi,phi,ThomJu20,def_int_long,0,,,,,
player,201011070phi,phi,ThomJu20,pass_defended,1,,,,,
player,201011070phi,phi,ThomJu20,sacks,0.0,,,,,
player,201011070phi,phi,ThomJu20,tackles_combined,3,,,,,
player,201011070phi,phi,ThomJu20,tackles_solo,3,,,,,
player,201011070phi,phi,ThomJu20,tackles_assists,0,,,,,
player,201011070phi,phi,ThomJu20,tackles_loss,1,,,,,
player,201011070phi,phi,ThomJu20,qb_hits,0,,,,,
player,201011070phi,phi,ThomJu20,fumbles_rec,0,,,,,
player,201011070phi,phi,ThomJu20,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,ThomJu20,fumbles_rec_td,0,,,,,
player,201011070phi,phi,ThomJu20,fumbles_forced,0,,,,,
player,201011070phi,phi,DixoAn99,def_int,0,,,,,
player,201011070phi,phi,DixoAn99,def_int_yds,0,,,,,
player,201011070phi,phi,DixoAn99,def_int_td,0,,,,,
player,201011070phi,phi,DixoAn99,def_int_long,0,,,,,
player,201011070phi,phi,DixoAn99,pass_defended,0,,,,,
player,201011070phi,phi,DixoAn99,sacks,0.0,,,,,
player,201011070phi,phi,DixoAn99,tackles_combined,2,,,,,
player,201011070phi,phi,DixoAn99,tackles_solo,2,,,,,
player,201011070phi,phi,DixoAn99,tackles_assists,0,,,,,
player,201011070phi,phi,DixoAn99,tackles_loss,0,,,,,
player,201011070phi,phi,DixoAn99,qb_hits,0,,,,,
player,201011070phi,phi,DixoAn99,fumbles_rec,0,,,,,
player,201011070phi,phi,DixoAn99,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,DixoAn99,fumbles_rec_td,0,,,,,
player,201011070phi,phi,DixoAn99,fumbles_forced,0,,,,,
player,201011070phi,phi,BuckEl00,def_int,0,,,,,
player,201011070phi,phi,BuckEl00,def_int_yds,0,,,,,
player,201011070phi,phi,BuckEl00,def_int_td,0,,,,,
player,201011070phi,phi,BuckEl00,def_int_long,0,,,,,
player,201011070phi,phi,BuckEl00,pass_defended,0,,,,,
player,201011070phi,phi,BuckEl00,sacks,0.0,,,,,
player,201011070phi,phi,BuckEl00,tackles_combined,1,,,,,
player,201011070phi,phi,BuckEl00,tackles_solo,1,,,,,
player,201011070phi,phi,BuckEl00,tackles_assists,0,,,,,
player,201011070phi,phi,BuckEl00,tackles_loss,0,,,,,
player,201011070phi,phi,BuckEl00,qb_hits,0,,,,,
player,201011070phi,phi,BuckEl00,fumbles_rec,0,,,,,
player,201011070phi,phi,BuckEl00,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,BuckEl00,fumbles_rec_td,0,,,,,
player,201011070phi,phi,BuckEl00,fumbles_forced,0,,,,,
player,201011070phi,phi,BunkBr20,def_int,0,,,,,
player,201011070phi,phi,BunkBr20,def_int_yds,0,,,,,
player,201011070phi,phi,BunkBr20,def_int_td,0,,,,,
player,201011070phi,phi,BunkBr20,def_int_long,0,,,,,
player,201011070phi,phi,BunkBr20,pass_defended,0,,,,,
player,201011070phi,phi,BunkBr20,sacks,0.0,,,,,
player,201011070phi,phi,BunkBr20,tackles_combined,1,,,,,
player,201011070phi,phi,BunkBr20,tackles_solo,1,,,,,
player,201011070phi,phi,BunkBr20,tackles_assists,0,,,,,
player,201011070phi,phi,BunkBr20,tackles_loss,0,,,,,
player,201011070phi,phi,BunkBr20,qb_hits,0,,,,,
player,201011070phi,phi,BunkBr20,fumbles_rec,0,,,,,
player,201011070phi,phi,BunkBr20,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,BunkBr20,fumbles_rec_td,0,,,,,
player,201011070phi,phi,BunkBr20,fumbles_forced,0,,,,,
player,201011070phi,phi,ClayKe99,def_int,0,,,,,
player,201011070phi,phi,ClayKe99,def_int_yds,0,,,,,
player,201011070phi,phi,ClayKe99,def_int_td,0,,,,,
player,201011070phi,phi,ClayKe99,def_int_long,0,,,,,
player,201011070phi,phi,ClayKe99,pass_defended,0,,,,,
player,201011070phi,phi,ClayKe99,sacks,0.0,,,,,
player,201011070phi,phi,ClayKe99,tackles_combined,1,,,,,
player,201011070phi,phi,ClayKe99,tackles_solo,1,,,,,
player,201011070phi,phi,ClayKe99,tackles_assists,0,,,,,
player,201011070phi,phi,ClayKe99,tackles_loss,0,,,,,
player,201011070phi,phi,ClayKe99,qb_hits,0,,,,,
player,201011070phi,phi,ClayKe99,fumbles_rec,0,,,,,
player,201011070phi,phi,ClayKe99,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,ClayKe99,fumbles_rec_td,0,,,,,
player,201011070phi,phi,ClayKe99,fumbles_forced,0,,,,,
player,201011070phi,phi,CoopRi00,def_int,0,,,,,
player,201011070phi,phi,CoopRi00,def_int_yds,0,,,,,
player,201011070phi,phi,CoopRi00,def_int_td,0,,,,,
player,201011070phi,phi,CoopRi00,def_int_long,0,,,,,
player,201011070phi,phi,CoopRi00,pass_defended,0,,,,,
player,201011070phi,phi,CoopRi00,sacks,0.0,,,,,
player,201011070phi,phi,CoopRi00,tackles_combined,1,,,,,
player,201011070phi,phi,CoopRi00,tackles_solo,1,,,,,
player,201011070phi,phi,CoopRi00,tackles_assists,0,,,,,
player,201011070phi,phi,CoopRi00,tackles_loss,0,,,,,
player,201011070phi,phi,CoopRi00,qb_hits,0,,,,,
player,201011070phi,phi,CoopRi00,fumbles_rec,0,,,,,
player,201011070phi,phi,CoopRi00,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,CoopRi00,fumbles_rec_td,0,,,,,
player,201011070phi,phi,CoopRi00,fumbles_forced,0,,,,,
player,201011070phi,phi,FokoMo99,def_int,0,,,,,
player,201011070phi,phi,FokoMo99,def_int_yds,0,,,,,
player,201011070phi,phi,FokoMo99,def_int_td,0,,,,,
player,201011070phi,phi,FokoMo99,def_int_long,0,,,,,
player,201011070phi,phi,FokoMo99,pass_defended,0,,,,,
player,201011070phi,phi,FokoMo99,sacks,0.0,,,,,
player,201011070phi,phi,FokoMo99,tackles_combined,1,,,,,
player,201011070phi,phi,FokoMo99,tackles_solo,1,,,,,
player,201011070phi,phi,FokoMo99,tackles_assists,0,,,,,
player,201011070phi,phi,FokoMo99,tackles_loss,0,,,,,
player,201011070phi,phi,FokoMo99,qb_hits,0,,,,,
player,201011070phi,phi,FokoMo99,fumbles_rec,0,,,,,
player,201011070phi,phi,FokoMo99,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,FokoMo99,fumbles_rec_td,0,,,,,
player,201011070phi,phi,FokoMo99,fumbles_forced,0,,,,,
player,201011070phi,phi,LawsTr99,def_int,0,,,,,
player,201011070phi,phi,LawsTr99,def_int_yds,0,,,,,
player,201011070phi,phi,LawsTr99,def_int_td,0,,,,,
player,201011070phi,phi,LawsTr99,def_int_long,0,,,,,
player,201011070phi,phi,LawsTr99,pass_defended,0,,,,,
player,201011070phi,phi,LawsTr99,sacks,0.0,,,,,
player,201011070phi,phi,LawsTr99,tackles_combined,1,,,,,
player,201011070phi,phi,LawsTr99,tackles_solo,1,,,,,
player,201011070phi,phi,LawsTr99,tackles_assists,0,,,,,
player,201011070phi,phi,LawsTr99,tackles_loss,0,,,,,
player,201011070phi,phi,LawsTr99,qb_hits,0,,,,,
player,201011070phi,phi,LawsTr99,fumbles_rec,0,,,,,
player,201011070phi,phi,LawsTr99,fumbles_rec_yds,0,,,,,
player,201011070phi,phi,LawsTr99,fumbles_rec_td,0,,,,,
player,201011070phi,phi,LawsTr99,fumbles_forced,0,,,,,
player,201011070phi,phi,LindTr99,def_int,0,,,,,
player,201011070phi,phi,LindTr99,def_int_yds,0,,,,,
player,201011070phi,phi,LindTr99,def_int_td,0,,,,,
player,201011070phi,phi,LindTr99,def_int_long,0,,,,,
player,201011070phi,phi,LindTr99,pass_defended,0,,,,,
player,201011070phi,phi,LindTr99,sacks,0.0,,,,,
player,201011070phi,phi,LindTr99,tackles_combined,1,,,,,
player,201011070phi,phi,LindTr99,tackles_solo,1,,,,,
