game,2010,16,20101226,201012260chi,nyj,"New York Jets",34,chi,"Chicago Bears",38
player,201012260chi,nyj,PoolBr20,tackles_solo,2,,,,,
player,201012260chi,nyj,PoolBr20,tackles_assists,2,,,,,
player,201012260chi,nyj,PoolBr20,tackles_loss,0,,,,,
player,201012260chi,nyj,PoolBr20,qb_hits,0,,,,,
player,201012260chi,nyj,PoolBr20,fumbles_rec,0,,,,,
player,201012260chi,nyj,PoolBr20,fumbles_rec_yds,0,,,,,
player,201012260chi,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201012260chi,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201012260chi,nyj,ReviDa99,def_int,0,,,,,
player,201012260chi,nyj,ReviDa99,def_int_yds,0,,,,,
player,201012260chi,nyj,ReviDa99,def_int_td,0,,,,,
player,201012260chi,nyj,ReviDa99,def_int_long,0,,,,,
player,201012260chi,nyj,ReviDa99,pass_defended,1,,,,,
player,201012260chi,nyj,ReviDa99,sacks,0.0,,,,,
player,201012260chi,nyj,ReviDa99,tackles_combined,4,,,,,
player,201012260chi,nyj,ReviDa99,tackles_solo,4,,,,,
player,201012260chi,nyj,ReviDa99,tackles_assists,0,,,,,
player,201012260chi,nyj,ReviDa99,tackles_loss,0,,,,,
player,201012260chi,nyj,ReviDa99,qb_hits,0,,,,,
player,201012260chi,nyj,ReviDa99,fumbles_rec,0,,,,,
player,201012260chi,nyj,ReviDa99,fumbles_rec_yds,0,,,,,
player,201012260chi,nyj,ReviDa99,fumbles_rec_td,0,,,,,
player,201012260chi,nyj,ReviDa99,fumbles_forced,0,,,,,
player,201012260chi,nyj,DeViMi99,def_int,0,,,,,
player,201012260chi,nyj,DeViMi99,def_int_yds,0,,,,,
player,201012260chi,nyj,DeViMi99,def_int_td,0,,,,,
player,201012260chi,nyj,DeViMi99,def_int_long,0,,,,,
player,201012260chi,nyj,DeViMi99,pass_defended,0,,,,,
player,201012260chi,nyj,DeViMi99,sacks,0.0,,,,,
player,201012260chi,nyj,DeViMi99,tackles_combined,3,,,,,
player,201012260chi,nyj,DeViMi99,tackles_solo,3,,,,,
player,201012260chi,nyj,DeViMi99,tackles_assists,0,,,,,
player,201012260chi,nyj,DeViMi99,tackles_loss,0,,,,,
player,201012260chi,nyj,DeViMi99,qb_hits,0,,,,,
player,201012260chi,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201012260chi,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201012260chi,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201012260chi,nyj,DeViMi99,fumbles_forced,0,,,,,
player,201012260chi,nyj,IhedJa00,def_int,0,,,,,
player,201012260chi,nyj,IhedJa00,def_int_yds,0,,,,,
player,201012260chi,nyj,IhedJa00,def_int_td,0,,,,,
player,201012260chi,nyj,IhedJa00,def_int_long,0,,,,,
player,201012260chi,nyj,IhedJa00,pass_defended,0,,,,,
player,201012260chi,nyj,IhedJa00,sacks,0.0,,,,,
player,201012260chi,nyj,IhedJa00,tackles_combined,3,,,,,
player,201012260chi,nyj,IhedJa00,tackles_solo,3,,,,,
player,201012260chi,nyj,IhedJa00,tackles_assists,0,,,,,
player,201012260chi,nyj,IhedJa00,tackles_loss,0,,,,,
player,201012260chi,nyj,IhedJa00,qb_hits,0,,,,,
player,201012260chi,nyj,IhedJa00,fumbles_rec,0,,,,,
player,201012260chi,nyj,IhedJa00,fumbles_rec_yds,0,,,,,
player,201012260chi,nyj,IhedJa00,fumbles_rec_td,0,,,,,
player,201012260chi,nyj,IhedJa00,fumbles_forced,0,,,,,
player,201012260chi,nyj,ColeMa01,def_int,0,,,,,
player,201012260chi,nyj,ColeMa01,def_int_yds,0,,,,,
player,201012260chi,nyj,ColeMa01,def_int_td,0,,,,,
player,201012260chi,nyj,ColeMa01,def_int_long,0,,,,,
player,201012260chi,nyj,ColeMa01,pass_defended,0,,,,,
player,201012260chi,nyj,ColeMa01,sacks,0.0,,,,,
player,201012260chi,nyj,ColeMa01,tackles_combined,2,,,,,
player,201012260chi,nyj,ColeMa01,tackles_solo,2,,,,,
player,201012260chi,nyj,ColeMa01,tackles_assists,0,,,,,
player,201012260chi,nyj,ColeMa01,tackles_loss,0,,,,,
player,201012260chi,nyj,ColeMa01,qb_hits,1,,,,,
player,201012260chi,nyj,ColeMa01,fumbles_rec,1,,,,,
player,201012260chi,nyj,ColeMa01,fumbles_rec_yds,0,,,,,
player,201012260chi,nyj,ColeMa01,fumbles_rec_td,0,,,,,
player,201012260chi,nyj,ColeMa01,fumbles_forced,0,,,,,
player,201012260chi,nyj,CromAn20,def_int,0,,,,,
player,201012260chi,nyj,CromAn20,def_int_yds,0,,,,,
player,201012260chi,nyj,CromAn20,def_int_td,0,,,,,
player,201012260chi,nyj,CromAn20,def_int_long,0,,,,,
player,201012260chi,nyj,CromAn20,pass_defended,1,,,,,
player,201012260chi,nyj,CromAn20,sacks,0.0,,,,,
player,201012260chi,nyj,CromAn20,tackles_combined,2,,,,,
player,201012260chi,nyj,CromAn20,tackles_solo,2,,,,,
player,201012260chi,nyj,CromAn20,tackles_assists,0,,,,,
player,201012260chi,nyj,CromAn20,tackles_loss,0,,,,,
player,201012260chi,nyj,CromAn20,qb_hits,0,,,,,
player,201012260chi,nyj,CromAn20,fumbles_rec,0,,,,,
player,201012260chi,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201012260chi,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201012260chi,nyj,CromAn20,fumbles_forced,0,,,,,
player,201012260chi,nyj,ElliSh00,def_int,0,,,,,
player,201012260chi,nyj,ElliSh00,def_int_yds,0,,,,,
player,201012260chi,nyj,ElliSh00,def_int_td,0,,,,,
player,201012260chi,nyj,ElliSh00,def_int_long,0,,,,,
player,201012260chi,nyj,ElliSh00,pass_defended,0,,,,,
player,201012260chi,nyj,ElliSh00,sacks,0.0,,,,,
player,201012260chi,nyj,ElliSh00,tackles_combined,2,,,,,
player,201012260chi,nyj,ElliSh00,tackles_solo,2,,,,,
player,201012260chi,nyj,ElliSh00,tackles_assists,0,,,,,
player,201012260chi,nyj,ElliSh00,tackles_loss,0,,,,,
player,201012260chi,nyj,ElliSh00,qb_hits,0,,,,,
player,201012260chi,nyj,ElliSh00,fumbles_rec,0,,,,,
player,201012260chi,nyj,ElliSh00,fumbles_rec_yds,0,,,,,
player,201012260chi,nyj,ElliSh00,fumbles_rec_td,0,,,,,
player,201012260chi,nyj,ElliSh00,fumbles_forced,0,,,,,
player,201012260chi,nyj,ScotBa20,def_int,0,,,,,
player,201012260chi,nyj,ScotBa20,def_int_yds,0,,,,,
player,201012260chi,nyj,ScotBa20,def_int_td,0,,,,,
player,201012260chi,nyj,ScotBa20,def_int_long,0,,,,,
player,201012260chi,nyj,ScotBa20,pass_defended,0,,,,,
player,201012260chi,nyj,ScotBa20,sacks,0.0,,,,,
player,201012260chi,nyj,ScotBa20,tackles_combined,2,,,,,
player,201012260chi,nyj,ScotBa20,tackles_solo,2,,,,,
player,201012260chi,nyj,ScotBa20,tackles_assists,0,,,,,
player,201012260chi,nyj,ScotBa20,tackles_loss,0,,,,,
player,201012260chi,nyj,ScotBa20,qb_hits,0,,,,,
player,201012260chi,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201012260chi,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201012260chi,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201012260chi,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201012260chi,nyj,TaylJa03,def_int,0,,,,,
player,201012260chi,nyj,TaylJa03,def_int_yds,0,,,,,
player,201012260chi,nyj,TaylJa03,def_int_td,0,,,,,
player,201012260chi,nyj,TaylJa03,def_int_long,0,,,,,
player,201012260chi,nyj,TaylJa03,pass_defended,0,,,,,
player,201012260chi,nyj,TaylJa03,sacks,0.0,,,,,
player,201012260chi,nyj,TaylJa03,tackles_combined,2,,,,,
player,201012260chi,nyj,TaylJa03,tackles_solo,2,,,,,
player,201012260chi,nyj,TaylJa03,tackles_assists,0,,,,,
player,201012260chi,nyj,TaylJa03,tackles_loss,0,,,,,
player,201012260chi,nyj,TaylJa03,qb_hits,0,,,,,
player,201012260chi,nyj,TaylJa03,fumbles_rec,0,,,,,
player,201012260chi,nyj,TaylJa03,fumbles_rec_yds,0,,,,,
player,201012260chi,nyj,TaylJa03,fumbles_rec_td,0,,,,,
player,201012260chi,nyj,TaylJa03,fumbles_forced,0,,,,,
player,201012260chi,nyj,CookEm99,def_int,0,,,,,
player,201012260chi,nyj,CookEm99,def_int_yds,0,,,,,
player,201012260chi,nyj,CookEm99,def_int_td,0,,,,,
player,201012260chi,nyj,CookEm99,def_int_long,0,,,,,
player,201012260chi,nyj,CookEm99,pass_defended,0,,,,,
player,201012260chi,nyj,CookEm99,sacks,0.0,,,,,
player,201012260chi,nyj,CookEm99,tackles_combined,1,,,,,
player,201012260chi,nyj,CookEm99,tackles_solo,1,,,,,
player,201012260chi,nyj,CookEm99,tackles_assists,0,,,,,
player,201012260chi,nyj,CookEm99,tackles_loss,0,,,,,
player,201012260chi,nyj,CookEm99,qb_hits,0,,,,,
player,201012260chi,nyj,CookEm99,fumbles_rec,0,,,,,
player,201012260chi,nyj,CookEm99,fumbles_rec_yds,0,,,,,
player,201012260chi,nyj,CookEm99,fumbles_rec_td,0,,,,,
player,201012260chi,nyj,CookEm99,fumbles_forced,0,,,,,
player,201012260chi,nyj,FolkNi20,def_int,0,,,,,
player,201012260chi,nyj,FolkNi20,def_int_yds,0,,,,,
player,201012260chi,nyj,FolkNi20,def_int_td,0,,,,,
player,201012260chi,nyj,FolkNi20,def_int_long,0,,,,,
player,201012260chi,nyj,FolkNi20,pass_defended,0,,,,,
player,201012260chi,nyj,FolkNi20,sacks,0.0,,,,,
player,201012260chi,nyj,FolkNi20,tackles_combined,1,,,,,
player,201012260chi,nyj,FolkNi20,tackles_solo,1,,,,,
player,201012260chi,nyj,FolkNi20,tackles_assists,0,,,,,
player,201012260chi,nyj,FolkNi20,tackles_loss,0,,,,,
player,201012260chi,nyj,FolkNi20,qb_hits,0,,,,,
player,201012260chi,nyj,FolkNi20,fumbles_rec,0,,,,,
player,201012260chi,nyj,FolkNi20,fumbles_rec_yds,0,,,,,
player,201012260chi,nyj,FolkNi20,fumbles_rec_td,0,,,,,
player,201012260chi,nyj,FolkNi20,fumbles_forced,0,,,,,
player,201012260chi,nyj,GholVe99,def_int,0,,,,,
player,201012260chi,nyj,GholVe99,def_int_yds,0,,,,,
player,201012260chi,nyj,GholVe99,def_int_td,0,,,,,
player,201012260chi,nyj,GholVe99,def_int_long,0,,,,,
player,201012260chi,nyj,GholVe99,pass_defended,0,,,,,
player,201012260chi,nyj,GholVe99,sacks,0.0,,,,,
player,201012260chi,nyj,GholVe99,tackles_combined,1,,,,,
player,201012260chi,nyj,GholVe99,tackles_solo,1,,,,,
player,201012260chi,nyj,GholVe99,tackles_assists,0,,,,,
player,201012260chi,nyj,GholVe99,tackles_loss,0,,,,,
player,201012260chi,nyj,GholVe99,qb_hits,0,,,,,
player,201012260chi,nyj,GholVe99,fumbles_rec,0,,,,,
player,201012260chi,nyj,GholVe99,fumbles_rec_yds,0,,,,,
player,201012260chi,nyj,GholVe99,fumbles_rec_td,0,,,,,
player,201012260chi,nyj,GholVe99,fumbles_forced,0,,,,,
player,201012260chi,nyj,MaugJo00,def_int,0,,,,,
player,201012260chi,nyj,MaugJo00,def_int_yds,0,,,,,
player,201012260chi,nyj,MaugJo00,def_int_td,0,,,,,
player,201012260chi,nyj,MaugJo00,def_int_long,0,,,,,
player,201012260chi,nyj,MaugJo00,pass_defended,0,,,,,
player,201012260chi,nyj,MaugJo00,sacks,0.0,,,,,
player,201012260chi,nyj,MaugJo00,tackles_combined,1,,,,,
player,201012260chi,nyj,MaugJo00,tackles_solo,1,,,,,
player,201012260chi,nyj,MaugJo00,tackles_assists,0,,,,,
player,201012260chi,nyj,MaugJo00,tackles_loss,0,,,,,
player,201012260chi,nyj,MaugJo00,qb_hits,0,,,,,
player,201012260chi,nyj,MaugJo00,fumbles_rec,0,,,,,
player,201012260chi,nyj,MaugJo00,fumbles_rec_yds,0,,,,,
player,201012260chi,nyj,MaugJo00,fumbles_rec_td,0,,,,,
player,201012260chi,nyj,MaugJo00,fumbles_forced,0,,,,,
player,201012260chi,nyj,PouhSi20,def_int,0,,,,,
player,201012260chi,nyj,PouhSi20,def_int_yds,0,,,,,
player,201012260chi,nyj,PouhSi20,def_int_td,0,,,,,
player,201012260chi,nyj,PouhSi20,def_int_long,0,,,,,
player,201012260chi,nyj,PouhSi20,pass_defended,0,,,,,
player,201012260chi,nyj,PouhSi20,sacks,0.0,,,,,
player,201012260chi,nyj,PouhSi20,tackles_combined,1,,,,,
player,201012260chi,nyj,PouhSi20,tackles_solo,1,,,,,
player,201012260chi,nyj,PouhSi20,tackles_assists,0,,,,,
player,201012260chi,nyj,PouhSi20,tackles_loss,0,,,,,
player,201012260chi,nyj,PouhSi20,qb_hits,0,,,,,
player,201012260chi,nyj,PouhSi20,fumbles_rec,0,,,,,
player,201012260chi,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201012260chi,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201012260chi,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201012260chi,nyj,PurdTa00,def_int,0,,,,,
player,201012260chi,nyj,PurdTa00,def_int_yds,0,,,,,
player,201012260chi,nyj,PurdTa00,def_int_td,0,,,,,
player,201012260chi,nyj,PurdTa00,def_int_long,0,,,,,
player,201012260chi,nyj,PurdTa00,pass_defended,0,,,,,
player,201012260chi,nyj,PurdTa00,sacks,0.0,,,,,
player,201012260chi,nyj,PurdTa00,tackles_combined,1,,,,,
player,201012260chi,nyj,PurdTa00,tackles_solo,1,,,,,
player,201012260chi,nyj,PurdTa00,tackles_assists,0,,,,,
player,201012260chi,nyj,PurdTa00,tackles_loss,,,,,,
player,201012260chi,nyj,PurdTa00,qb_hits,,,,,,
player,201012260chi,nyj,PurdTa00,fumbles_rec,0,,,,,
player,201012260chi,nyj,PurdTa00,fumbles_rec_yds,0,,,,,
player,201012260chi,nyj,PurdTa00,fumbles_rec_td,0,,,,,
player,201012260chi,nyj,PurdTa00,fumbles_forced,0,,,,,
player,201012260chi,chi,HarrCh20,def_int,1,,,,,
player,201012260chi,chi,HarrCh20,def_int_yds,0,,,,,
player,201012260chi,chi,HarrCh20,def_int_td,0,,,,,
player,201012260chi,chi,HarrCh20,def_int_long,0,,,,,
player,201012260chi,chi,HarrCh20,pass_defended,1,,,,,
player,201012260chi,chi,HarrCh20,sacks,0.0,,,,,
player,201012260chi,chi,HarrCh20,tackles_combined,11,,,,,
player,201012260chi,chi,HarrCh20,tackles_solo,10,,,,,
player,201012260chi,chi,HarrCh20,tackles_assists,1,,,,,
player,201012260chi,chi,HarrCh20,tackles_loss,1,,,,,
player,201012260chi,chi,HarrCh20,qb_hits,0,,,,,
player,201012260chi,chi,HarrCh20,fumbles_rec,1,,,,,
player,201012260chi,chi,HarrCh20,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,HarrCh20,fumbles_rec_td,0,,,,,
player,201012260chi,chi,HarrCh20,fumbles_forced,0,,,,,
player,201012260chi,chi,TillCh20,def_int,0,,,,,
player,201012260chi,chi,TillCh20,def_int_yds,0,,,,,
player,201012260chi,chi,TillCh20,def_int_td,0,,,,,
player,201012260chi,chi,TillCh20,def_int_long,0,,,,,
player,201012260chi,chi,TillCh20,pass_defended,1,,,,,
player,201012260chi,chi,TillCh20,sacks,0.0,,,,,
player,201012260chi,chi,TillCh20,tackles_combined,8,,,,,
player,201012260chi,chi,TillCh20,tackles_solo,8,,,,,
player,201012260chi,chi,TillCh20,tackles_assists,0,,,,,
player,201012260chi,chi,TillCh20,tackles_loss,0,,,,,
player,201012260chi,chi,TillCh20,qb_hits,0,,,,,
player,201012260chi,chi,TillCh20,fumbles_rec,0,,,,,
player,201012260chi,chi,TillCh20,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,TillCh20,fumbles_rec_td,0,,,,,
player,201012260chi,chi,TillCh20,fumbles_forced,0,,,,,
player,201012260chi,chi,UrlaBr00,def_int,0,,,,,
player,201012260chi,chi,UrlaBr00,def_int_yds,0,,,,,
player,201012260chi,chi,UrlaBr00,def_int_td,0,,,,,
player,201012260chi,chi,UrlaBr00,def_int_long,0,,,,,
player,201012260chi,chi,UrlaBr00,pass_defended,0,,,,,
player,201012260chi,chi,UrlaBr00,sacks,0.0,,,,,
player,201012260chi,chi,UrlaBr00,tackles_combined,8,,,,,
player,201012260chi,chi,UrlaBr00,tackles_solo,6,,,,,
player,201012260chi,chi,UrlaBr00,tackles_assists,2,,,,,
player,201012260chi,chi,UrlaBr00,tackles_loss,0,,,,,
player,201012260chi,chi,UrlaBr00,qb_hits,0,,,,,
player,201012260chi,chi,UrlaBr00,fumbles_rec,0,,,,,
player,201012260chi,chi,UrlaBr00,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,UrlaBr00,fumbles_rec_td,0,,,,,
player,201012260chi,chi,UrlaBr00,fumbles_forced,0,,,,,
player,201012260chi,chi,AdamAn20,def_int,0,,,,,
player,201012260chi,chi,AdamAn20,def_int_yds,0,,,,,
player,201012260chi,chi,AdamAn20,def_int_td,0,,,,,
player,201012260chi,chi,AdamAn20,def_int_long,0,,,,,
player,201012260chi,chi,AdamAn20,pass_defended,0,,,,,
player,201012260chi,chi,AdamAn20,sacks,0.0,,,,,
player,201012260chi,chi,AdamAn20,tackles_combined,5,,,,,
player,201012260chi,chi,AdamAn20,tackles_solo,5,,,,,
player,201012260chi,chi,AdamAn20,tackles_assists,0,,,,,
player,201012260chi,chi,AdamAn20,tackles_loss,0,,,,,
player,201012260chi,chi,AdamAn20,qb_hits,1,,,,,
player,201012260chi,chi,AdamAn20,fumbles_rec,0,,,,,
player,201012260chi,chi,AdamAn20,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,AdamAn20,fumbles_rec_td,0,,,,,
player,201012260chi,chi,AdamAn20,fumbles_forced,1,,,,,
player,201012260chi,chi,JennTi20,def_int,0,,,,,
player,201012260chi,chi,JennTi20,def_int_yds,0,,,,,
player,201012260chi,chi,JennTi20,def_int_td,0,,,,,
player,201012260chi,chi,JennTi20,def_int_long,0,,,,,
player,201012260chi,chi,JennTi20,pass_defended,0,,,,,
player,201012260chi,chi,JennTi20,sacks,0.0,,,,,
player,201012260chi,chi,JennTi20,tackles_combined,5,,,,,
player,201012260chi,chi,JennTi20,tackles_solo,4,,,,,
player,201012260chi,chi,JennTi20,tackles_assists,1,,,,,
player,201012260chi,chi,JennTi20,tackles_loss,0,,,,,
player,201012260chi,chi,JennTi20,qb_hits,0,,,,,
player,201012260chi,chi,JennTi20,fumbles_rec,0,,,,,
player,201012260chi,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201012260chi,chi,JennTi20,fumbles_forced,1,,,,,
player,201012260chi,chi,MannDa21,def_int,0,,,,,
player,201012260chi,chi,MannDa21,def_int_yds,0,,,,,
player,201012260chi,chi,MannDa21,def_int_td,0,,,,,
player,201012260chi,chi,MannDa21,def_int_long,0,,,,,
player,201012260chi,chi,MannDa21,pass_defended,0,,,,,
player,201012260chi,chi,MannDa21,sacks,0.0,,,,,
player,201012260chi,chi,MannDa21,tackles_combined,4,,,,,
player,201012260chi,chi,MannDa21,tackles_solo,4,,,,,
player,201012260chi,chi,MannDa21,tackles_assists,0,,,,,
player,201012260chi,chi,MannDa21,tackles_loss,0,,,,,
player,201012260chi,chi,MannDa21,qb_hits,0,,,,,
player,201012260chi,chi,MannDa21,fumbles_rec,0,,,,,
player,201012260chi,chi,MannDa21,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,MannDa21,fumbles_rec_td,0,,,,,
player,201012260chi,chi,MannDa21,fumbles_forced,0,,,,,
player,201012260chi,chi,WrigMa99,def_int,0,,,,,
player,201012260chi,chi,WrigMa99,def_int_yds,0,,,,,
player,201012260chi,chi,WrigMa99,def_int_td,0,,,,,
player,201012260chi,chi,WrigMa99,def_int_long,0,,,,,
player,201012260chi,chi,WrigMa99,pass_defended,0,,,,,
player,201012260chi,chi,WrigMa99,sacks,0.0,,,,,
player,201012260chi,chi,WrigMa99,tackles_combined,4,,,,,
player,201012260chi,chi,WrigMa99,tackles_solo,4,,,,,
player,201012260chi,chi,WrigMa99,tackles_assists,0,,,,,
player,201012260chi,chi,WrigMa99,tackles_loss,0,,,,,
player,201012260chi,chi,WrigMa99,qb_hits,0,,,,,
player,201012260chi,chi,WrigMa99,fumbles_rec,0,,,,,
player,201012260chi,chi,WrigMa99,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,WrigMa99,fumbles_rec_td,0,,,,,
player,201012260chi,chi,WrigMa99,fumbles_forced,0,,,,,
player,201012260chi,chi,BowmZa20,def_int,0,,,,,
player,201012260chi,chi,BowmZa20,def_int_yds,0,,,,,
player,201012260chi,chi,BowmZa20,def_int_td,0,,,,,
player,201012260chi,chi,BowmZa20,def_int_long,0,,,,,
player,201012260chi,chi,BowmZa20,pass_defended,0,,,,,
player,201012260chi,chi,BowmZa20,sacks,0.0,,,,,
player,201012260chi,chi,BowmZa20,tackles_combined,3,,,,,
player,201012260chi,chi,BowmZa20,tackles_solo,3,,,,,
player,201012260chi,chi,BowmZa20,tackles_assists,0,,,,,
player,201012260chi,chi,BowmZa20,tackles_loss,0,,,,,
player,201012260chi,chi,BowmZa20,qb_hits,0,,,,,
player,201012260chi,chi,BowmZa20,fumbles_rec,0,,,,,
player,201012260chi,chi,BowmZa20,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,BowmZa20,fumbles_rec_td,0,,,,,
player,201012260chi,chi,BowmZa20,fumbles_forced,0,,,,,
player,201012260chi,chi,BrigLa99,def_int,0,,,,,
player,201012260chi,chi,BrigLa99,def_int_yds,0,,,,,
player,201012260chi,chi,BrigLa99,def_int_td,0,,,,,
player,201012260chi,chi,BrigLa99,def_int_long,0,,,,,
player,201012260chi,chi,BrigLa99,pass_defended,1,,,,,
player,201012260chi,chi,BrigLa99,sacks,0.0,,,,,
player,201012260chi,chi,BrigLa99,tackles_combined,3,,,,,
player,201012260chi,chi,BrigLa99,tackles_solo,3,,,,,
player,201012260chi,chi,BrigLa99,tackles_assists,0,,,,,
player,201012260chi,chi,BrigLa99,tackles_loss,1,,,,,
player,201012260chi,chi,BrigLa99,qb_hits,0,,,,,
player,201012260chi,chi,BrigLa99,fumbles_rec,0,,,,,
player,201012260chi,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201012260chi,chi,BrigLa99,fumbles_forced,0,,,,,
player,201012260chi,chi,GrahCo99,def_int,0,,,,,
player,201012260chi,chi,GrahCo99,def_int_yds,0,,,,,
player,201012260chi,chi,GrahCo99,def_int_td,0,,,,,
player,201012260chi,chi,GrahCo99,def_int_long,0,,,,,
player,201012260chi,chi,GrahCo99,pass_defended,0,,,,,
player,201012260chi,chi,GrahCo99,sacks,0.0,,,,,
player,201012260chi,chi,GrahCo99,tackles_combined,3,,,,,
player,201012260chi,chi,GrahCo99,tackles_solo,3,,,,,
player,201012260chi,chi,GrahCo99,tackles_assists,0,,,,,
player,201012260chi,chi,GrahCo99,tackles_loss,0,,,,,
player,201012260chi,chi,GrahCo99,qb_hits,0,,,,,
player,201012260chi,chi,GrahCo99,fumbles_rec,0,,,,,
player,201012260chi,chi,GrahCo99,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,GrahCo99,fumbles_rec_td,0,,,,,
player,201012260chi,chi,GrahCo99,fumbles_forced,0,,,,,
player,201012260chi,chi,HarrTo99,def_int,0,,,,,
player,201012260chi,chi,HarrTo99,def_int_yds,0,,,,,
player,201012260chi,chi,HarrTo99,def_int_td,0,,,,,
player,201012260chi,chi,HarrTo99,def_int_long,0,,,,,
player,201012260chi,chi,HarrTo99,pass_defended,0,,,,,
player,201012260chi,chi,HarrTo99,sacks,0.0,,,,,
player,201012260chi,chi,HarrTo99,tackles_combined,2,,,,,
player,201012260chi,chi,HarrTo99,tackles_solo,2,,,,,
player,201012260chi,chi,HarrTo99,tackles_assists,0,,,,,
player,201012260chi,chi,HarrTo99,tackles_loss,0,,,,,
player,201012260chi,chi,HarrTo99,qb_hits,0,,,,,
player,201012260chi,chi,HarrTo99,fumbles_rec,0,,,,,
player,201012260chi,chi,HarrTo99,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,HarrTo99,fumbles_rec_td,0,,,,,
player,201012260chi,chi,HarrTo99,fumbles_forced,0,,,,,
player,201012260chi,chi,IdonIs20,def_int,0,,,,,
player,201012260chi,chi,IdonIs20,def_int_yds,0,,,,,
player,201012260chi,chi,IdonIs20,def_int_td,0,,,,,
player,201012260chi,chi,IdonIs20,def_int_long,0,,,,,
player,201012260chi,chi,IdonIs20,pass_defended,0,,,,,
player,201012260chi,chi,IdonIs20,sacks,0.0,,,,,
player,201012260chi,chi,IdonIs20,tackles_combined,2,,,,,
player,201012260chi,chi,IdonIs20,tackles_solo,1,,,,,
player,201012260chi,chi,IdonIs20,tackles_assists,1,,,,,
player,201012260chi,chi,IdonIs20,tackles_loss,0,,,,,
player,201012260chi,chi,IdonIs20,qb_hits,0,,,,,
player,201012260chi,chi,IdonIs20,fumbles_rec,0,,,,,
player,201012260chi,chi,IdonIs20,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,IdonIs20,fumbles_rec_td,0,,,,,
player,201012260chi,chi,IdonIs20,fumbles_forced,0,,,,,
player,201012260chi,chi,IwuhBr20,def_int,0,,,,,
player,201012260chi,chi,IwuhBr20,def_int_yds,0,,,,,
player,201012260chi,chi,IwuhBr20,def_int_td,0,,,,,
player,201012260chi,chi,IwuhBr20,def_int_long,0,,,,,
player,201012260chi,chi,IwuhBr20,pass_defended,0,,,,,
player,201012260chi,chi,IwuhBr20,sacks,0.0,,,,,
player,201012260chi,chi,IwuhBr20,tackles_combined,2,,,,,
player,201012260chi,chi,IwuhBr20,tackles_solo,2,,,,,
player,201012260chi,chi,IwuhBr20,tackles_assists,0,,,,,
player,201012260chi,chi,IwuhBr20,tackles_loss,0,,,,,
player,201012260chi,chi,IwuhBr20,qb_hits,0,,,,,
player,201012260chi,chi,IwuhBr20,fumbles_rec,0,,,,,
player,201012260chi,chi,IwuhBr20,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,IwuhBr20,fumbles_rec_td,0,,,,,
player,201012260chi,chi,IwuhBr20,fumbles_forced,0,,,,,
player,201012260chi,chi,MoorDJ99,def_int,0,,,,,
player,201012260chi,chi,MoorDJ99,def_int_yds,0,,,,,
player,201012260chi,chi,MoorDJ99,def_int_td,0,,,,,
player,201012260chi,chi,MoorDJ99,def_int_long,0,,,,,
player,201012260chi,chi,MoorDJ99,pass_defended,1,,,,,
player,201012260chi,chi,MoorDJ99,sacks,0.0,,,,,
player,201012260chi,chi,MoorDJ99,tackles_combined,2,,,,,
player,201012260chi,chi,MoorDJ99,tackles_solo,1,,,,,
player,201012260chi,chi,MoorDJ99,tackles_assists,1,,,,,
player,201012260chi,chi,MoorDJ99,tackles_loss,0,,,,,
player,201012260chi,chi,MoorDJ99,qb_hits,0,,,,,
player,201012260chi,chi,MoorDJ99,fumbles_rec,0,,,,,
player,201012260chi,chi,MoorDJ99,fumbles_rec_yds,0,,,,,
player,201012260chi,chi,MoorDJ99,fumbles_rec_td,0,,,,,
player,201012260chi,chi,MoorDJ99,fumbles_forced,0,,,,,
player,201012260chi,chi,RoacNi99,def_int,0,,,,,
