game,2010,16,20101223,201012230pit,car,"Carolina Panthers",3,pit,"Pittsburgh Steelers",27
player,201012230pit,car,BeasJo99,fumbles_rec_yds,0,,,,,
player,201012230pit,car,BeasJo99,fumbles_rec_td,0,,,,,
player,201012230pit,car,BeasJo99,fumbles_forced,0,,,,,
player,201012230pit,car,MartSh99,def_int,0,,,,,
player,201012230pit,car,MartSh99,def_int_yds,0,,,,,
player,201012230pit,car,MartSh99,def_int_td,0,,,,,
player,201012230pit,car,MartSh99,def_int_long,0,,,,,
player,201012230pit,car,MartSh99,pass_defended,0,,,,,
player,201012230pit,car,MartSh99,sacks,0.0,,,,,
player,201012230pit,car,MartSh99,tackles_combined,4,,,,,
player,201012230pit,car,MartSh99,tackles_solo,1,,,,,
player,201012230pit,car,MartSh99,tackles_assists,3,,,,,
player,201012230pit,car,MartSh99,tackles_loss,1,,,,,
player,201012230pit,car,MartSh99,qb_hits,0,,,,,
player,201012230pit,car,MartSh99,fumbles_rec,0,,,,,
player,201012230pit,car,MartSh99,fumbles_rec_yds,0,,,,,
player,201012230pit,car,MartSh99,fumbles_rec_td,0,,,,,
player,201012230pit,car,MartSh99,fumbles_forced,0,,,,,
player,201012230pit,car,McClRo98,def_int,0,,,,,
player,201012230pit,car,McClRo98,def_int_yds,0,,,,,
player,201012230pit,car,McClRo98,def_int_td,0,,,,,
player,201012230pit,car,McClRo98,def_int_long,0,,,,,
player,201012230pit,car,McClRo98,pass_defended,0,,,,,
player,201012230pit,car,McClRo98,sacks,0.0,,,,,
player,201012230pit,car,McClRo98,tackles_combined,3,,,,,
player,201012230pit,car,McClRo98,tackles_solo,3,,,,,
player,201012230pit,car,McClRo98,tackles_assists,0,,,,,
player,201012230pit,car,McClRo98,tackles_loss,0,,,,,
player,201012230pit,car,McClRo98,qb_hits,0,,,,,
player,201012230pit,car,McClRo98,fumbles_rec,0,,,,,
player,201012230pit,car,McClRo98,fumbles_rec_yds,0,,,,,
player,201012230pit,car,McClRo98,fumbles_rec_td,0,,,,,
player,201012230pit,car,McClRo98,fumbles_forced,0,,,,,
player,201012230pit,car,MunnCa99,def_int,0,,,,,
player,201012230pit,car,MunnCa99,def_int_yds,0,,,,,
player,201012230pit,car,MunnCa99,def_int_td,0,,,,,
player,201012230pit,car,MunnCa99,def_int_long,0,,,,,
player,201012230pit,car,MunnCa99,pass_defended,0,,,,,
player,201012230pit,car,MunnCa99,sacks,0.0,,,,,
player,201012230pit,car,MunnCa99,tackles_combined,3,,,,,
player,201012230pit,car,MunnCa99,tackles_solo,2,,,,,
player,201012230pit,car,MunnCa99,tackles_assists,1,,,,,
player,201012230pit,car,MunnCa99,tackles_loss,0,,,,,
player,201012230pit,car,MunnCa99,qb_hits,0,,,,,
player,201012230pit,car,MunnCa99,fumbles_rec,0,,,,,
player,201012230pit,car,MunnCa99,fumbles_rec_yds,0,,,,,
player,201012230pit,car,MunnCa99,fumbles_rec_td,0,,,,,
player,201012230pit,car,MunnCa99,fumbles_forced,0,,,,,
player,201012230pit,car,NeblAn00,def_int,0,,,,,
player,201012230pit,car,NeblAn00,def_int_yds,0,,,,,
player,201012230pit,car,NeblAn00,def_int_td,0,,,,,
player,201012230pit,car,NeblAn00,def_int_long,0,,,,,
player,201012230pit,car,NeblAn00,pass_defended,0,,,,,
player,201012230pit,car,NeblAn00,sacks,0.0,,,,,
player,201012230pit,car,NeblAn00,tackles_combined,3,,,,,
player,201012230pit,car,NeblAn00,tackles_solo,2,,,,,
player,201012230pit,car,NeblAn00,tackles_assists,1,,,,,
player,201012230pit,car,NeblAn00,tackles_loss,0,,,,,
player,201012230pit,car,NeblAn00,qb_hits,0,,,,,
player,201012230pit,car,NeblAn00,fumbles_rec,0,,,,,
player,201012230pit,car,NeblAn00,fumbles_rec_yds,0,,,,,
player,201012230pit,car,NeblAn00,fumbles_rec_td,0,,,,,
player,201012230pit,car,NeblAn00,fumbles_forced,0,,,,,
player,201012230pit,car,BrayTy20,def_int,0,,,,,
player,201012230pit,car,BrayTy20,def_int_yds,0,,,,,
player,201012230pit,car,BrayTy20,def_int_td,0,,,,,
player,201012230pit,car,BrayTy20,def_int_long,0,,,,,
player,201012230pit,car,BrayTy20,pass_defended,0,,,,,
player,201012230pit,car,BrayTy20,sacks,0.0,,,,,
player,201012230pit,car,BrayTy20,tackles_combined,2,,,,,
player,201012230pit,car,BrayTy20,tackles_solo,1,,,,,
player,201012230pit,car,BrayTy20,tackles_assists,1,,,,,
player,201012230pit,car,BrayTy20,tackles_loss,1,,,,,
player,201012230pit,car,BrayTy20,qb_hits,0,,,,,
player,201012230pit,car,BrayTy20,fumbles_rec,0,,,,,
player,201012230pit,car,BrayTy20,fumbles_rec_yds,0,,,,,
player,201012230pit,car,BrayTy20,fumbles_rec_td,0,,,,,
player,201012230pit,car,BrayTy20,fumbles_forced,0,,,,,
player,201012230pit,car,HardGr99,def_int,0,,,,,
player,201012230pit,car,HardGr99,def_int_yds,0,,,,,
player,201012230pit,car,HardGr99,def_int_td,0,,,,,
player,201012230pit,car,HardGr99,def_int_long,0,,,,,
player,201012230pit,car,HardGr99,pass_defended,0,,,,,
player,201012230pit,car,HardGr99,sacks,0.0,,,,,
player,201012230pit,car,HardGr99,tackles_combined,2,,,,,
player,201012230pit,car,HardGr99,tackles_solo,2,,,,,
player,201012230pit,car,HardGr99,tackles_assists,0,,,,,
player,201012230pit,car,HardGr99,tackles_loss,0,,,,,
player,201012230pit,car,HardGr99,qb_hits,0,,,,,
player,201012230pit,car,HardGr99,fumbles_rec,0,,,,,
player,201012230pit,car,HardGr99,fumbles_rec_yds,0,,,,,
player,201012230pit,car,HardGr99,fumbles_rec_td,0,,,,,
player,201012230pit,car,HardGr99,fumbles_forced,0,,,,,
player,201012230pit,car,HodgAb20,def_int,0,,,,,
player,201012230pit,car,HodgAb20,def_int_yds,0,,,,,
player,201012230pit,car,HodgAb20,def_int_td,0,,,,,
player,201012230pit,car,HodgAb20,def_int_long,0,,,,,
player,201012230pit,car,HodgAb20,pass_defended,0,,,,,
player,201012230pit,car,HodgAb20,sacks,0.0,,,,,
player,201012230pit,car,HodgAb20,tackles_combined,2,,,,,
player,201012230pit,car,HodgAb20,tackles_solo,1,,,,,
player,201012230pit,car,HodgAb20,tackles_assists,1,,,,,
player,201012230pit,car,HodgAb20,tackles_loss,0,,,,,
player,201012230pit,car,HodgAb20,qb_hits,0,,,,,
player,201012230pit,car,HodgAb20,fumbles_rec,0,,,,,
player,201012230pit,car,HodgAb20,fumbles_rec_yds,0,,,,,
player,201012230pit,car,HodgAb20,fumbles_rec_td,0,,,,,
player,201012230pit,car,HodgAb20,fumbles_forced,0,,,,,
player,201012230pit,car,HudsMa20,def_int,0,,,,,
player,201012230pit,car,HudsMa20,def_int_yds,0,,,,,
player,201012230pit,car,HudsMa20,def_int_td,0,,,,,
player,201012230pit,car,HudsMa20,def_int_long,0,,,,,
player,201012230pit,car,HudsMa20,pass_defended,0,,,,,
player,201012230pit,car,HudsMa20,sacks,0.0,,,,,
player,201012230pit,car,HudsMa20,tackles_combined,2,,,,,
player,201012230pit,car,HudsMa20,tackles_solo,2,,,,,
player,201012230pit,car,HudsMa20,tackles_assists,0,,,,,
player,201012230pit,car,HudsMa20,tackles_loss,0,,,,,
player,201012230pit,car,HudsMa20,qb_hits,0,,,,,
player,201012230pit,car,HudsMa20,fumbles_rec,0,,,,,
player,201012230pit,car,HudsMa20,fumbles_rec_yds,0,,,,,
player,201012230pit,car,HudsMa20,fumbles_rec_td,0,,,,,
player,201012230pit,car,HudsMa20,fumbles_forced,0,,,,,
player,201012230pit,car,SuttTy00,def_int,0,,,,,
player,201012230pit,car,SuttTy00,def_int_yds,0,,,,,
player,201012230pit,car,SuttTy00,def_int_td,0,,,,,
player,201012230pit,car,SuttTy00,def_int_long,0,,,,,
player,201012230pit,car,SuttTy00,pass_defended,0,,,,,
player,201012230pit,car,SuttTy00,sacks,0.0,,,,,
player,201012230pit,car,SuttTy00,tackles_combined,2,,,,,
player,201012230pit,car,SuttTy00,tackles_solo,0,,,,,
player,201012230pit,car,SuttTy00,tackles_assists,2,,,,,
player,201012230pit,car,SuttTy00,tackles_loss,0,,,,,
player,201012230pit,car,SuttTy00,qb_hits,0,,,,,
player,201012230pit,car,SuttTy00,fumbles_rec,0,,,,,
player,201012230pit,car,SuttTy00,fumbles_rec_yds,0,,,,,
player,201012230pit,car,SuttTy00,fumbles_rec_td,0,,,,,
player,201012230pit,car,SuttTy00,fumbles_forced,0,,,,,
player,201012230pit,car,BarnGa01,def_int,0,,,,,
player,201012230pit,car,BarnGa01,def_int_yds,0,,,,,
player,201012230pit,car,BarnGa01,def_int_td,0,,,,,
player,201012230pit,car,BarnGa01,def_int_long,0,,,,,
player,201012230pit,car,BarnGa01,pass_defended,0,,,,,
player,201012230pit,car,BarnGa01,sacks,0.0,,,,,
player,201012230pit,car,BarnGa01,tackles_combined,1,,,,,
player,201012230pit,car,BarnGa01,tackles_solo,1,,,,,
player,201012230pit,car,BarnGa01,tackles_assists,0,,,,,
player,201012230pit,car,BarnGa01,tackles_loss,0,,,,,
player,201012230pit,car,BarnGa01,qb_hits,0,,,,,
player,201012230pit,car,BarnGa01,fumbles_rec,0,,,,,
player,201012230pit,car,BarnGa01,fumbles_rec_yds,0,,,,,
player,201012230pit,car,BarnGa01,fumbles_rec_td,0,,,,,
player,201012230pit,car,BarnGa01,fumbles_forced,0,,,,,
player,201012230pit,car,KingJe00,def_int,0,,,,,
player,201012230pit,car,KingJe00,def_int_yds,0,,,,,
player,201012230pit,car,KingJe00,def_int_td,0,,,,,
player,201012230pit,car,KingJe00,def_int_long,0,,,,,
player,201012230pit,car,KingJe00,pass_defended,0,,,,,
player,201012230pit,car,KingJe00,sacks,0.0,,,,,
player,201012230pit,car,KingJe00,tackles_combined,1,,,,,
player,201012230pit,car,KingJe00,tackles_solo,1,,,,,
player,201012230pit,car,KingJe00,tackles_assists,0,,,,,
player,201012230pit,car,KingJe00,tackles_loss,0,,,,,
player,201012230pit,car,KingJe00,qb_hits,0,,,,,
player,201012230pit,car,KingJe00,fumbles_rec,0,,,,,
player,201012230pit,car,KingJe00,fumbles_rec_yds,0,,,,,
player,201012230pit,car,KingJe00,fumbles_rec_td,0,,,,,
player,201012230pit,car,KingJe00,fumbles_forced,0,,,,,
player,201012230pit,car,NorwEr99,def_int,0,,,,,
player,201012230pit,car,NorwEr99,def_int_yds,0,,,,,
player,201012230pit,car,NorwEr99,def_int_td,0,,,,,
player,201012230pit,car,NorwEr99,def_int_long,0,,,,,
player,201012230pit,car,NorwEr99,pass_defended,0,,,,,
player,201012230pit,car,NorwEr99,sacks,0.0,,,,,
player,201012230pit,car,NorwEr99,tackles_combined,1,,,,,
player,201012230pit,car,NorwEr99,tackles_solo,1,,,,,
player,201012230pit,car,NorwEr99,tackles_assists,0,,,,,
player,201012230pit,car,NorwEr99,tackles_loss,0,,,,,
player,201012230pit,car,NorwEr99,qb_hits,0,,,,,
player,201012230pit,car,NorwEr99,fumbles_rec,0,,,,,
player,201012230pit,car,NorwEr99,fumbles_rec_yds,0,,,,,
player,201012230pit,car,NorwEr99,fumbles_rec_td,0,,,,,
player,201012230pit,car,NorwEr99,fumbles_forced,0,,,,,
player,201012230pit,car,SennJo00,def_int,0,,,,,
player,201012230pit,car,SennJo00,def_int_yds,0,,,,,
player,201012230pit,car,SennJo00,def_int_td,0,,,,,
player,201012230pit,car,SennJo00,def_int_long,0,,,,,
player,201012230pit,car,SennJo00,pass_defended,0,,,,,
player,201012230pit,car,SennJo00,sacks,0.0,,,,,
player,201012230pit,car,SennJo00,tackles_combined,1,,,,,
player,201012230pit,car,SennJo00,tackles_solo,0,,,,,
player,201012230pit,car,SennJo00,tackles_assists,1,,,,,
player,201012230pit,car,SennJo00,tackles_loss,0,,,,,
player,201012230pit,car,SennJo00,qb_hits,0,,,,,
player,201012230pit,car,SennJo00,fumbles_rec,0,,,,,
player,201012230pit,car,SennJo00,fumbles_rec_yds,0,,,,,
player,201012230pit,car,SennJo00,fumbles_rec_td,0,,,,,
player,201012230pit,car,SennJo00,fumbles_forced,0,,,,,
player,201012230pit,car,WilsC.99,def_int,0,,,,,
player,201012230pit,car,WilsC.99,def_int_yds,0,,,,,
player,201012230pit,car,WilsC.99,def_int_td,0,,,,,
player,201012230pit,car,WilsC.99,def_int_long,0,,,,,
player,201012230pit,car,WilsC.99,pass_defended,0,,,,,
player,201012230pit,car,WilsC.99,sacks,0.0,,,,,
player,201012230pit,car,WilsC.99,tackles_combined,1,,,,,
player,201012230pit,car,WilsC.99,tackles_solo,1,,,,,
player,201012230pit,car,WilsC.99,tackles_assists,0,,,,,
player,201012230pit,car,WilsC.99,tackles_loss,0,,,,,
player,201012230pit,car,WilsC.99,qb_hits,0,,,,,
player,201012230pit,car,WilsC.99,fumbles_rec,0,,,,,
player,201012230pit,car,WilsC.99,fumbles_rec_yds,0,,,,,
player,201012230pit,car,WilsC.99,fumbles_rec_td,0,,,,,
player,201012230pit,car,WilsC.99,fumbles_forced,0,,,,,
player,201012230pit,pit,McFaBr20,def_int,1,,,,,
player,201012230pit,pit,McFaBr20,def_int_yds,-3,,,,,
player,201012230pit,pit,McFaBr20,def_int_td,0,,,,,
player,201012230pit,pit,McFaBr20,def_int_long,-3,,,,,
player,201012230pit,pit,McFaBr20,pass_defended,2,,,,,
player,201012230pit,pit,McFaBr20,sacks,0.0,,,,,
player,201012230pit,pit,McFaBr20,tackles_combined,2,,,,,
player,201012230pit,pit,McFaBr20,tackles_solo,1,,,,,
player,201012230pit,pit,McFaBr20,tackles_assists,1,,,,,
player,201012230pit,pit,McFaBr20,tackles_loss,0,,,,,
player,201012230pit,pit,McFaBr20,qb_hits,0,,,,,
player,201012230pit,pit,McFaBr20,fumbles_rec,0,,,,,
player,201012230pit,pit,McFaBr20,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,McFaBr20,fumbles_rec_td,0,,,,,
player,201012230pit,pit,McFaBr20,fumbles_forced,0,,,,,
player,201012230pit,pit,FarrJa99,def_int,0,,,,,
player,201012230pit,pit,FarrJa99,def_int_yds,0,,,,,
player,201012230pit,pit,FarrJa99,def_int_td,0,,,,,
player,201012230pit,pit,FarrJa99,def_int_long,0,,,,,
player,201012230pit,pit,FarrJa99,pass_defended,0,,,,,
player,201012230pit,pit,FarrJa99,sacks,1.0,,,,,
player,201012230pit,pit,FarrJa99,tackles_combined,7,,,,,
player,201012230pit,pit,FarrJa99,tackles_solo,7,,,,,
player,201012230pit,pit,FarrJa99,tackles_assists,0,,,,,
player,201012230pit,pit,FarrJa99,tackles_loss,2,,,,,
player,201012230pit,pit,FarrJa99,qb_hits,1,,,,,
player,201012230pit,pit,FarrJa99,fumbles_rec,0,,,,,
player,201012230pit,pit,FarrJa99,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,FarrJa99,fumbles_rec_td,0,,,,,
player,201012230pit,pit,FarrJa99,fumbles_forced,0,,,,,
player,201012230pit,pit,KeisBr20,def_int,0,,,,,
player,201012230pit,pit,KeisBr20,def_int_yds,0,,,,,
player,201012230pit,pit,KeisBr20,def_int_td,0,,,,,
player,201012230pit,pit,KeisBr20,def_int_long,0,,,,,
player,201012230pit,pit,KeisBr20,pass_defended,1,,,,,
player,201012230pit,pit,KeisBr20,sacks,1.0,,,,,
player,201012230pit,pit,KeisBr20,tackles_combined,6,,,,,
player,201012230pit,pit,KeisBr20,tackles_solo,4,,,,,
player,201012230pit,pit,KeisBr20,tackles_assists,2,,,,,
player,201012230pit,pit,KeisBr20,tackles_loss,1,,,,,
player,201012230pit,pit,KeisBr20,qb_hits,1,,,,,
player,201012230pit,pit,KeisBr20,fumbles_rec,0,,,,,
player,201012230pit,pit,KeisBr20,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,KeisBr20,fumbles_rec_td,0,,,,,
player,201012230pit,pit,KeisBr20,fumbles_forced,0,,,,,
player,201012230pit,pit,HoodEv99,def_int,0,,,,,
player,201012230pit,pit,HoodEv99,def_int_yds,0,,,,,
player,201012230pit,pit,HoodEv99,def_int_td,0,,,,,
player,201012230pit,pit,HoodEv99,def_int_long,0,,,,,
player,201012230pit,pit,HoodEv99,pass_defended,0,,,,,
player,201012230pit,pit,HoodEv99,sacks,1.0,,,,,
player,201012230pit,pit,HoodEv99,tackles_combined,2,,,,,
player,201012230pit,pit,HoodEv99,tackles_solo,2,,,,,
player,201012230pit,pit,HoodEv99,tackles_assists,0,,,,,
player,201012230pit,pit,HoodEv99,tackles_loss,1,,,,,
player,201012230pit,pit,HoodEv99,qb_hits,2,,,,,
player,201012230pit,pit,HoodEv99,fumbles_rec,0,,,,,
player,201012230pit,pit,HoodEv99,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,HoodEv99,fumbles_rec_td,0,,,,,
player,201012230pit,pit,HoodEv99,fumbles_forced,0,,,,,
player,201012230pit,pit,HarrJa23,def_int,0,,,,,
player,201012230pit,pit,HarrJa23,def_int_yds,0,,,,,
player,201012230pit,pit,HarrJa23,def_int_td,0,,,,,
player,201012230pit,pit,HarrJa23,def_int_long,0,,,,,
player,201012230pit,pit,HarrJa23,pass_defended,1,,,,,
player,201012230pit,pit,HarrJa23,sacks,0.5,,,,,
player,201012230pit,pit,HarrJa23,tackles_combined,5,,,,,
player,201012230pit,pit,HarrJa23,tackles_solo,1,,,,,
player,201012230pit,pit,HarrJa23,tackles_assists,4,,,,,
player,201012230pit,pit,HarrJa23,tackles_loss,0,,,,,
player,201012230pit,pit,HarrJa23,qb_hits,1,,,,,
player,201012230pit,pit,HarrJa23,fumbles_rec,0,,,,,
player,201012230pit,pit,HarrJa23,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,HarrJa23,fumbles_rec_td,0,,,,,
player,201012230pit,pit,HarrJa23,fumbles_forced,0,,,,,
player,201012230pit,pit,WoodLa99,def_int,0,,,,,
player,201012230pit,pit,WoodLa99,def_int_yds,0,,,,,
player,201012230pit,pit,WoodLa99,def_int_td,0,,,,,
player,201012230pit,pit,WoodLa99,def_int_long,0,,,,,
player,201012230pit,pit,WoodLa99,pass_defended,1,,,,,
player,201012230pit,pit,WoodLa99,sacks,0.5,,,,,
player,201012230pit,pit,WoodLa99,tackles_combined,3,,,,,
player,201012230pit,pit,WoodLa99,tackles_solo,1,,,,,
player,201012230pit,pit,WoodLa99,tackles_assists,2,,,,,
player,201012230pit,pit,WoodLa99,tackles_loss,0,,,,,
player,201012230pit,pit,WoodLa99,qb_hits,1,,,,,
player,201012230pit,pit,WoodLa99,fumbles_rec,0,,,,,
player,201012230pit,pit,WoodLa99,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,WoodLa99,fumbles_rec_td,0,,,,,
player,201012230pit,pit,WoodLa99,fumbles_forced,0,,,,,
player,201012230pit,pit,MundRy00,def_int,0,,,,,
player,201012230pit,pit,MundRy00,def_int_yds,0,,,,,
player,201012230pit,pit,MundRy00,def_int_td,0,,,,,
player,201012230pit,pit,MundRy00,def_int_long,0,,,,,
player,201012230pit,pit,MundRy00,pass_defended,1,,,,,
player,201012230pit,pit,MundRy00,sacks,0.0,,,,,
player,201012230pit,pit,MundRy00,tackles_combined,8,,,,,
player,201012230pit,pit,MundRy00,tackles_solo,7,,,,,
player,201012230pit,pit,MundRy00,tackles_assists,1,,,,,
player,201012230pit,pit,MundRy00,tackles_loss,0,,,,,
player,201012230pit,pit,MundRy00,qb_hits,0,,,,,
player,201012230pit,pit,MundRy00,fumbles_rec,0,,,,,
player,201012230pit,pit,MundRy00,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,MundRy00,fumbles_rec_td,0,,,,,
player,201012230pit,pit,MundRy00,fumbles_forced,0,,,,,
player,201012230pit,pit,ClarRy20,def_int,0,,,,,
player,201012230pit,pit,ClarRy20,def_int_yds,0,,,,,
player,201012230pit,pit,ClarRy20,def_int_td,0,,,,,
player,201012230pit,pit,ClarRy20,def_int_long,0,,,,,
player,201012230pit,pit,ClarRy20,pass_defended,0,,,,,
player,201012230pit,pit,ClarRy20,sacks,0.0,,,,,
player,201012230pit,pit,ClarRy20,tackles_combined,7,,,,,
player,201012230pit,pit,ClarRy20,tackles_solo,3,,,,,
player,201012230pit,pit,ClarRy20,tackles_assists,4,,,,,
player,201012230pit,pit,ClarRy20,tackles_loss,0,,,,,
player,201012230pit,pit,ClarRy20,qb_hits,0,,,,,
player,201012230pit,pit,ClarRy20,fumbles_rec,0,,,,,
player,201012230pit,pit,ClarRy20,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,ClarRy20,fumbles_rec_td,0,,,,,
player,201012230pit,pit,ClarRy20,fumbles_forced,0,,,,,
player,201012230pit,pit,TaylIk20,def_int,0,,,,,
player,201012230pit,pit,TaylIk20,def_int_yds,0,,,,,
player,201012230pit,pit,TaylIk20,def_int_td,0,,,,,
player,201012230pit,pit,TaylIk20,def_int_long,0,,,,,
player,201012230pit,pit,TaylIk20,pass_defended,1,,,,,
player,201012230pit,pit,TaylIk20,sacks,0.0,,,,,
player,201012230pit,pit,TaylIk20,tackles_combined,5,,,,,
player,201012230pit,pit,TaylIk20,tackles_solo,4,,,,,
player,201012230pit,pit,TaylIk20,tackles_assists,1,,,,,
player,201012230pit,pit,TaylIk20,tackles_loss,0,,,,,
player,201012230pit,pit,TaylIk20,qb_hits,0,,,,,
player,201012230pit,pit,TaylIk20,fumbles_rec,0,,,,,
player,201012230pit,pit,TaylIk20,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,TaylIk20,fumbles_rec_td,0,,,,,
player,201012230pit,pit,TaylIk20,fumbles_forced,0,,,,,
player,201012230pit,pit,TimmLa99,def_int,0,,,,,
player,201012230pit,pit,TimmLa99,def_int_yds,0,,,,,
player,201012230pit,pit,TimmLa99,def_int_td,0,,,,,
player,201012230pit,pit,TimmLa99,def_int_long,0,,,,,
player,201012230pit,pit,TimmLa99,pass_defended,0,,,,,
player,201012230pit,pit,TimmLa99,sacks,0.0,,,,,
player,201012230pit,pit,TimmLa99,tackles_combined,5,,,,,
player,201012230pit,pit,TimmLa99,tackles_solo,1,,,,,
player,201012230pit,pit,TimmLa99,tackles_assists,4,,,,,
player,201012230pit,pit,TimmLa99,tackles_loss,0,,,,,
player,201012230pit,pit,TimmLa99,qb_hits,0,,,,,
player,201012230pit,pit,TimmLa99,fumbles_rec,0,,,,,
player,201012230pit,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201012230pit,pit,TimmLa99,fumbles_forced,0,,,,,
player,201012230pit,pit,FootLa20,def_int,0,,,,,
player,201012230pit,pit,FootLa20,def_int_yds,0,,,,,
player,201012230pit,pit,FootLa20,def_int_td,0,,,,,
player,201012230pit,pit,FootLa20,def_int_long,0,,,,,
player,201012230pit,pit,FootLa20,pass_defended,0,,,,,
player,201012230pit,pit,FootLa20,sacks,0.0,,,,,
player,201012230pit,pit,FootLa20,tackles_combined,2,,,,,
player,201012230pit,pit,FootLa20,tackles_solo,0,,,,,
player,201012230pit,pit,FootLa20,tackles_assists,2,,,,,
player,201012230pit,pit,FootLa20,tackles_loss,0,,,,,
player,201012230pit,pit,FootLa20,qb_hits,0,,,,,
player,201012230pit,pit,FootLa20,fumbles_rec,0,,,,,
player,201012230pit,pit,FootLa20,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,FootLa20,fumbles_rec_td,0,,,,,
player,201012230pit,pit,FootLa20,fumbles_forced,0,,,,,
player,201012230pit,pit,FoxxKe20,def_int,0,,,,,
player,201012230pit,pit,FoxxKe20,def_int_yds,0,,,,,
player,201012230pit,pit,FoxxKe20,def_int_td,0,,,,,
player,201012230pit,pit,FoxxKe20,def_int_long,0,,,,,
player,201012230pit,pit,FoxxKe20,pass_defended,0,,,,,
player,201012230pit,pit,FoxxKe20,sacks,0.0,,,,,
player,201012230pit,pit,FoxxKe20,tackles_combined,2,,,,,
player,201012230pit,pit,FoxxKe20,tackles_solo,2,,,,,
player,201012230pit,pit,FoxxKe20,tackles_assists,0,,,,,
player,201012230pit,pit,FoxxKe20,tackles_loss,0,,,,,
player,201012230pit,pit,FoxxKe20,qb_hits,0,,,,,
player,201012230pit,pit,FoxxKe20,fumbles_rec,0,,,,,
player,201012230pit,pit,FoxxKe20,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,FoxxKe20,fumbles_rec_td,0,,,,,
player,201012230pit,pit,FoxxKe20,fumbles_forced,1,,,,,
player,201012230pit,pit,SylvSt99,def_int,0,,,,,
player,201012230pit,pit,SylvSt99,def_int_yds,0,,,,,
player,201012230pit,pit,SylvSt99,def_int_td,0,,,,,
player,201012230pit,pit,SylvSt99,def_int_long,0,,,,,
player,201012230pit,pit,SylvSt99,pass_defended,0,,,,,
player,201012230pit,pit,SylvSt99,sacks,0.0,,,,,
player,201012230pit,pit,SylvSt99,tackles_combined,2,,,,,
player,201012230pit,pit,SylvSt99,tackles_solo,2,,,,,
player,201012230pit,pit,SylvSt99,tackles_assists,0,,,,,
player,201012230pit,pit,SylvSt99,tackles_loss,0,,,,,
player,201012230pit,pit,SylvSt99,qb_hits,0,,,,,
player,201012230pit,pit,SylvSt99,fumbles_rec,0,,,,,
player,201012230pit,pit,SylvSt99,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,SylvSt99,fumbles_rec_td,0,,,,,
player,201012230pit,pit,SylvSt99,fumbles_forced,0,,,,,
player,201012230pit,pit,AlleWi21,def_int,0,,,,,
player,201012230pit,pit,AlleWi21,def_int_yds,0,,,,,
player,201012230pit,pit,AlleWi21,def_int_td,0,,,,,
player,201012230pit,pit,AlleWi21,def_int_long,0,,,,,
player,201012230pit,pit,AlleWi21,pass_defended,0,,,,,
player,201012230pit,pit,AlleWi21,sacks,0.0,,,,,
player,201012230pit,pit,AlleWi21,tackles_combined,1,,,,,
player,201012230pit,pit,AlleWi21,tackles_solo,1,,,,,
player,201012230pit,pit,AlleWi21,tackles_assists,0,,,,,
player,201012230pit,pit,AlleWi21,tackles_loss,0,,,,,
player,201012230pit,pit,AlleWi21,qb_hits,0,,,,,
player,201012230pit,pit,AlleWi21,fumbles_rec,1,,,,,
player,201012230pit,pit,AlleWi21,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,AlleWi21,fumbles_rec_td,0,,,,,
player,201012230pit,pit,AlleWi21,fumbles_forced,0,,,,,
player,201012230pit,pit,EasoNi20,def_int,0,,,,,
player,201012230pit,pit,EasoNi20,def_int_yds,0,,,,,
player,201012230pit,pit,EasoNi20,def_int_td,0,,,,,
player,201012230pit,pit,EasoNi20,def_int_long,0,,,,,
player,201012230pit,pit,EasoNi20,pass_defended,0,,,,,
player,201012230pit,pit,EasoNi20,sacks,0.0,,,,,
player,201012230pit,pit,EasoNi20,tackles_combined,1,,,,,
player,201012230pit,pit,EasoNi20,tackles_solo,0,,,,,
player,201012230pit,pit,EasoNi20,tackles_assists,1,,,,,
player,201012230pit,pit,EasoNi20,tackles_loss,0,,,,,
player,201012230pit,pit,EasoNi20,qb_hits,0,,,,,
player,201012230pit,pit,EasoNi20,fumbles_rec,0,,,,,
player,201012230pit,pit,EasoNi20,fumbles_rec_yds,0,,,,,
player,201012230pit,pit,EasoNi20,fumbles_rec_td,0,,,,,
player,201012230pit,pit,EasoNi20,fumbles_forced,0,,,,,
player,201012230pit,pit,GayxWi99,def_int,0,,,,,
player,201012230pit,pit,GayxWi99,def_int_yds,0,,,,,
player,201012230pit,pit,GayxWi99,def_int_td,0,,,,,
player,201012230pit,pit,GayxWi99,def_int_long,0,,,,,
player,201012230pit,pit,GayxWi99,pass_defended,0,,,,,
player,201012230pit,pit,GayxWi99,sacks,0.0,,,,,
