game,2010,8,20101031,201010310ram,car,"Carolina Panthers",10,ram,"St. Louis Rams",20
player,201010310ram,car,BrayTy20,fumbles_rec,0,,,,,
player,201010310ram,car,BrayTy20,fumbles_rec_yds,0,,,,,
player,201010310ram,car,BrayTy20,fumbles_rec_td,0,,,,,
player,201010310ram,car,BrayTy20,fumbles_forced,0,,,,,
player,201010310ram,car,JohnEd99,def_int,0,,,,,
player,201010310ram,car,JohnEd99,def_int_yds,0,,,,,
player,201010310ram,car,JohnEd99,def_int_td,0,,,,,
player,201010310ram,car,JohnEd99,def_int_long,0,,,,,
player,201010310ram,car,JohnEd99,pass_defended,0,,,,,
player,201010310ram,car,JohnEd99,sacks,0.0,,,,,
player,201010310ram,car,JohnEd99,tackles_combined,3,,,,,
player,201010310ram,car,JohnEd99,tackles_solo,2,,,,,
player,201010310ram,car,JohnEd99,tackles_assists,1,,,,,
player,201010310ram,car,JohnEd99,tackles_loss,0,,,,,
player,201010310ram,car,JohnEd99,qb_hits,0,,,,,
player,201010310ram,car,JohnEd99,fumbles_rec,0,,,,,
player,201010310ram,car,JohnEd99,fumbles_rec_yds,0,,,,,
player,201010310ram,car,JohnEd99,fumbles_rec_td,0,,,,,
player,201010310ram,car,JohnEd99,fumbles_forced,0,,,,,
player,201010310ram,car,JohnCh98,def_int,0,,,,,
player,201010310ram,car,JohnCh98,def_int_yds,0,,,,,
player,201010310ram,car,JohnCh98,def_int_td,0,,,,,
player,201010310ram,car,JohnCh98,def_int_long,0,,,,,
player,201010310ram,car,JohnCh98,pass_defended,0,,,,,
player,201010310ram,car,JohnCh98,sacks,0.0,,,,,
player,201010310ram,car,JohnCh98,tackles_combined,3,,,,,
player,201010310ram,car,JohnCh98,tackles_solo,3,,,,,
player,201010310ram,car,JohnCh98,tackles_assists,0,,,,,
player,201010310ram,car,JohnCh98,tackles_loss,1,,,,,
player,201010310ram,car,JohnCh98,qb_hits,0,,,,,
player,201010310ram,car,JohnCh98,fumbles_rec,0,,,,,
player,201010310ram,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201010310ram,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201010310ram,car,JohnCh98,fumbles_forced,0,,,,,
player,201010310ram,car,GodfCh99,def_int,0,,,,,
player,201010310ram,car,GodfCh99,def_int_yds,0,,,,,
player,201010310ram,car,GodfCh99,def_int_td,0,,,,,
player,201010310ram,car,GodfCh99,def_int_long,0,,,,,
player,201010310ram,car,GodfCh99,pass_defended,0,,,,,
player,201010310ram,car,GodfCh99,sacks,0.0,,,,,
player,201010310ram,car,GodfCh99,tackles_combined,2,,,,,
player,201010310ram,car,GodfCh99,tackles_solo,2,,,,,
player,201010310ram,car,GodfCh99,tackles_assists,0,,,,,
player,201010310ram,car,GodfCh99,tackles_loss,0,,,,,
player,201010310ram,car,GodfCh99,qb_hits,0,,,,,
player,201010310ram,car,GodfCh99,fumbles_rec,0,,,,,
player,201010310ram,car,GodfCh99,fumbles_rec_yds,0,,,,,
player,201010310ram,car,GodfCh99,fumbles_rec_td,0,,,,,
player,201010310ram,car,GodfCh99,fumbles_forced,0,,,,,
player,201010310ram,car,HardGr99,def_int,0,,,,,
player,201010310ram,car,HardGr99,def_int_yds,0,,,,,
player,201010310ram,car,HardGr99,def_int_td,0,,,,,
player,201010310ram,car,HardGr99,def_int_long,0,,,,,
player,201010310ram,car,HardGr99,pass_defended,0,,,,,
player,201010310ram,car,HardGr99,sacks,0.0,,,,,
player,201010310ram,car,HardGr99,tackles_combined,2,,,,,
player,201010310ram,car,HardGr99,tackles_solo,2,,,,,
player,201010310ram,car,HardGr99,tackles_assists,0,,,,,
player,201010310ram,car,HardGr99,tackles_loss,0,,,,,
player,201010310ram,car,HardGr99,qb_hits,1,,,,,
player,201010310ram,car,HardGr99,fumbles_rec,0,,,,,
player,201010310ram,car,HardGr99,fumbles_rec_yds,0,,,,,
player,201010310ram,car,HardGr99,fumbles_rec_td,0,,,,,
player,201010310ram,car,HardGr99,fumbles_forced,0,,,,,
player,201010310ram,car,HarrNi99,def_int,0,,,,,
player,201010310ram,car,HarrNi99,def_int_yds,0,,,,,
player,201010310ram,car,HarrNi99,def_int_td,0,,,,,
player,201010310ram,car,HarrNi99,def_int_long,0,,,,,
player,201010310ram,car,HarrNi99,pass_defended,0,,,,,
player,201010310ram,car,HarrNi99,sacks,0.0,,,,,
player,201010310ram,car,HarrNi99,tackles_combined,2,,,,,
player,201010310ram,car,HarrNi99,tackles_solo,2,,,,,
player,201010310ram,car,HarrNi99,tackles_assists,0,,,,,
player,201010310ram,car,HarrNi99,tackles_loss,0,,,,,
player,201010310ram,car,HarrNi99,qb_hits,0,,,,,
player,201010310ram,car,HarrNi99,fumbles_rec,0,,,,,
player,201010310ram,car,HarrNi99,fumbles_rec_yds,0,,,,,
player,201010310ram,car,HarrNi99,fumbles_rec_td,0,,,,,
player,201010310ram,car,HarrNi99,fumbles_forced,0,,,,,
player,201010310ram,car,MunnCa99,def_int,0,,,,,
player,201010310ram,car,MunnCa99,def_int_yds,0,,,,,
player,201010310ram,car,MunnCa99,def_int_td,0,,,,,
player,201010310ram,car,MunnCa99,def_int_long,0,,,,,
player,201010310ram,car,MunnCa99,pass_defended,0,,,,,
player,201010310ram,car,MunnCa99,sacks,0.0,,,,,
player,201010310ram,car,MunnCa99,tackles_combined,2,,,,,
player,201010310ram,car,MunnCa99,tackles_solo,2,,,,,
player,201010310ram,car,MunnCa99,tackles_assists,0,,,,,
player,201010310ram,car,MunnCa99,tackles_loss,0,,,,,
player,201010310ram,car,MunnCa99,qb_hits,0,,,,,
player,201010310ram,car,MunnCa99,fumbles_rec,0,,,,,
player,201010310ram,car,MunnCa99,fumbles_rec_yds,0,,,,,
player,201010310ram,car,MunnCa99,fumbles_rec_td,0,,,,,
player,201010310ram,car,MunnCa99,fumbles_forced,0,,,,,
player,201010310ram,car,SuttTy00,def_int,0,,,,,
player,201010310ram,car,SuttTy00,def_int_yds,0,,,,,
player,201010310ram,car,SuttTy00,def_int_td,0,,,,,
player,201010310ram,car,SuttTy00,def_int_long,0,,,,,
player,201010310ram,car,SuttTy00,pass_defended,0,,,,,
player,201010310ram,car,SuttTy00,sacks,0.0,,,,,
player,201010310ram,car,SuttTy00,tackles_combined,2,,,,,
player,201010310ram,car,SuttTy00,tackles_solo,2,,,,,
player,201010310ram,car,SuttTy00,tackles_assists,0,,,,,
player,201010310ram,car,SuttTy00,tackles_loss,0,,,,,
player,201010310ram,car,SuttTy00,qb_hits,0,,,,,
player,201010310ram,car,SuttTy00,fumbles_rec,0,,,,,
player,201010310ram,car,SuttTy00,fumbles_rec_yds,0,,,,,
player,201010310ram,car,SuttTy00,fumbles_rec_td,0,,,,,
player,201010310ram,car,SuttTy00,fumbles_forced,0,,,,,
player,201010310ram,car,BrowEv99,def_int,0,,,,,
player,201010310ram,car,BrowEv99,def_int_yds,0,,,,,
player,201010310ram,car,BrowEv99,def_int_td,0,,,,,
player,201010310ram,car,BrowEv99,def_int_long,0,,,,,
player,201010310ram,car,BrowEv99,pass_defended,0,,,,,
player,201010310ram,car,BrowEv99,sacks,0.0,,,,,
player,201010310ram,car,BrowEv99,tackles_combined,1,,,,,
player,201010310ram,car,BrowEv99,tackles_solo,1,,,,,
player,201010310ram,car,BrowEv99,tackles_assists,0,,,,,
player,201010310ram,car,BrowEv99,tackles_loss,0,,,,,
player,201010310ram,car,BrowEv99,qb_hits,1,,,,,
player,201010310ram,car,BrowEv99,fumbles_rec,0,,,,,
player,201010310ram,car,BrowEv99,fumbles_rec_yds,0,,,,,
player,201010310ram,car,BrowEv99,fumbles_rec_td,0,,,,,
player,201010310ram,car,BrowEv99,fumbles_forced,0,,,,,
player,201010310ram,car,GambCh20,def_int,0,,,,,
player,201010310ram,car,GambCh20,def_int_yds,0,,,,,
player,201010310ram,car,GambCh20,def_int_td,0,,,,,
player,201010310ram,car,GambCh20,def_int_long,0,,,,,
player,201010310ram,car,GambCh20,pass_defended,1,,,,,
player,201010310ram,car,GambCh20,sacks,0.0,,,,,
player,201010310ram,car,GambCh20,tackles_combined,1,,,,,
player,201010310ram,car,GambCh20,tackles_solo,1,,,,,
player,201010310ram,car,GambCh20,tackles_assists,0,,,,,
player,201010310ram,car,GambCh20,tackles_loss,0,,,,,
player,201010310ram,car,GambCh20,qb_hits,0,,,,,
player,201010310ram,car,GambCh20,fumbles_rec,0,,,,,
player,201010310ram,car,GambCh20,fumbles_rec_yds,0,,,,,
player,201010310ram,car,GambCh20,fumbles_rec_td,0,,,,,
player,201010310ram,car,GambCh20,fumbles_forced,0,,,,,
player,201010310ram,car,HudsMa20,def_int,0,,,,,
player,201010310ram,car,HudsMa20,def_int_yds,0,,,,,
player,201010310ram,car,HudsMa20,def_int_td,0,,,,,
player,201010310ram,car,HudsMa20,def_int_long,0,,,,,
player,201010310ram,car,HudsMa20,pass_defended,0,,,,,
player,201010310ram,car,HudsMa20,sacks,0.0,,,,,
player,201010310ram,car,HudsMa20,tackles_combined,1,,,,,
player,201010310ram,car,HudsMa20,tackles_solo,1,,,,,
player,201010310ram,car,HudsMa20,tackles_assists,0,,,,,
player,201010310ram,car,HudsMa20,tackles_loss,0,,,,,
player,201010310ram,car,HudsMa20,qb_hits,0,,,,,
player,201010310ram,car,HudsMa20,fumbles_rec,0,,,,,
player,201010310ram,car,HudsMa20,fumbles_rec_yds,0,,,,,
player,201010310ram,car,HudsMa20,fumbles_rec_td,0,,,,,
player,201010310ram,car,HudsMa20,fumbles_forced,0,,,,,
player,201010310ram,car,SennJo00,def_int,0,,,,,
player,201010310ram,car,SennJo00,def_int_yds,0,,,,,
player,201010310ram,car,SennJo00,def_int_td,0,,,,,
player,201010310ram,car,SennJo00,def_int_long,0,,,,,
player,201010310ram,car,SennJo00,pass_defended,0,,,,,
player,201010310ram,car,SennJo00,sacks,0.0,,,,,
player,201010310ram,car,SennJo00,tackles_combined,1,,,,,
player,201010310ram,car,SennJo00,tackles_solo,0,,,,,
player,201010310ram,car,SennJo00,tackles_assists,1,,,,,
player,201010310ram,car,SennJo00,tackles_loss,0,,,,,
player,201010310ram,car,SennJo00,qb_hits,0,,,,,
player,201010310ram,car,SennJo00,fumbles_rec,0,,,,,
player,201010310ram,car,SennJo00,fumbles_rec_yds,0,,,,,
player,201010310ram,car,SennJo00,fumbles_rec_td,0,,,,,
player,201010310ram,car,SennJo00,fumbles_forced,0,,,,,
player,201010310ram,ram,LaurJa99,def_int,1,,,,,
player,201010310ram,ram,LaurJa99,def_int_yds,4,,,,,
player,201010310ram,ram,LaurJa99,def_int_td,0,,,,,
player,201010310ram,ram,LaurJa99,def_int_long,4,,,,,
player,201010310ram,ram,LaurJa99,pass_defended,1,,,,,
player,201010310ram,ram,LaurJa99,sacks,1.0,,,,,
player,201010310ram,ram,LaurJa99,tackles_combined,8,,,,,
player,201010310ram,ram,LaurJa99,tackles_solo,7,,,,,
player,201010310ram,ram,LaurJa99,tackles_assists,1,,,,,
player,201010310ram,ram,LaurJa99,tackles_loss,3,,,,,
player,201010310ram,ram,LaurJa99,qb_hits,1,,,,,
player,201010310ram,ram,LaurJa99,fumbles_rec,0,,,,,
player,201010310ram,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201010310ram,ram,LaurJa99,fumbles_forced,0,,,,,
player,201010310ram,ram,AtogO.20,def_int,1,,,,,
player,201010310ram,ram,AtogO.20,def_int_yds,34,,,,,
player,201010310ram,ram,AtogO.20,def_int_td,0,,,,,
player,201010310ram,ram,AtogO.20,def_int_long,34,,,,,
player,201010310ram,ram,AtogO.20,pass_defended,2,,,,,
player,201010310ram,ram,AtogO.20,sacks,1.0,,,,,
player,201010310ram,ram,AtogO.20,tackles_combined,3,,,,,
player,201010310ram,ram,AtogO.20,tackles_solo,3,,,,,
player,201010310ram,ram,AtogO.20,tackles_assists,0,,,,,
player,201010310ram,ram,AtogO.20,tackles_loss,1,,,,,
player,201010310ram,ram,AtogO.20,qb_hits,2,,,,,
player,201010310ram,ram,AtogO.20,fumbles_rec,0,,,,,
player,201010310ram,ram,AtogO.20,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,AtogO.20,fumbles_rec_td,0,,,,,
player,201010310ram,ram,AtogO.20,fumbles_forced,0,,,,,
player,201010310ram,ram,ButlJa20,def_int,1,,,,,
player,201010310ram,ram,ButlJa20,def_int_yds,16,,,,,
player,201010310ram,ram,ButlJa20,def_int_td,0,,,,,
player,201010310ram,ram,ButlJa20,def_int_long,16,,,,,
player,201010310ram,ram,ButlJa20,pass_defended,1,,,,,
player,201010310ram,ram,ButlJa20,sacks,0.0,,,,,
player,201010310ram,ram,ButlJa20,tackles_combined,0,,,,,
player,201010310ram,ram,ButlJa20,tackles_solo,0,,,,,
player,201010310ram,ram,ButlJa20,tackles_assists,0,,,,,
player,201010310ram,ram,ButlJa20,tackles_loss,0,,,,,
player,201010310ram,ram,ButlJa20,qb_hits,0,,,,,
player,201010310ram,ram,ButlJa20,fumbles_rec,0,,,,,
player,201010310ram,ram,ButlJa20,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,ButlJa20,fumbles_rec_td,0,,,,,
player,201010310ram,ram,ButlJa20,fumbles_forced,0,,,,,
player,201010310ram,ram,LongCh99,def_int,0,,,,,
player,201010310ram,ram,LongCh99,def_int_yds,0,,,,,
player,201010310ram,ram,LongCh99,def_int_td,0,,,,,
player,201010310ram,ram,LongCh99,def_int_long,0,,,,,
player,201010310ram,ram,LongCh99,pass_defended,0,,,,,
player,201010310ram,ram,LongCh99,sacks,1.0,,,,,
player,201010310ram,ram,LongCh99,tackles_combined,2,,,,,
player,201010310ram,ram,LongCh99,tackles_solo,2,,,,,
player,201010310ram,ram,LongCh99,tackles_assists,0,,,,,
player,201010310ram,ram,LongCh99,tackles_loss,1,,,,,
player,201010310ram,ram,LongCh99,qb_hits,0,,,,,
player,201010310ram,ram,LongCh99,fumbles_rec,1,,,,,
player,201010310ram,ram,LongCh99,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,LongCh99,fumbles_rec_td,0,,,,,
player,201010310ram,ram,LongCh99,fumbles_forced,1,,,,,
player,201010310ram,ram,DahlCr99,def_int,0,,,,,
player,201010310ram,ram,DahlCr99,def_int_yds,0,,,,,
player,201010310ram,ram,DahlCr99,def_int_td,0,,,,,
player,201010310ram,ram,DahlCr99,def_int_long,0,,,,,
player,201010310ram,ram,DahlCr99,pass_defended,0,,,,,
player,201010310ram,ram,DahlCr99,sacks,0.0,,,,,
player,201010310ram,ram,DahlCr99,tackles_combined,10,,,,,
player,201010310ram,ram,DahlCr99,tackles_solo,7,,,,,
player,201010310ram,ram,DahlCr99,tackles_assists,3,,,,,
player,201010310ram,ram,DahlCr99,tackles_loss,0,,,,,
player,201010310ram,ram,DahlCr99,qb_hits,0,,,,,
player,201010310ram,ram,DahlCr99,fumbles_rec,0,,,,,
player,201010310ram,ram,DahlCr99,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,DahlCr99,fumbles_rec_td,0,,,,,
player,201010310ram,ram,DahlCr99,fumbles_forced,1,,,,,
player,201010310ram,ram,BartRo20,def_int,0,,,,,
player,201010310ram,ram,BartRo20,def_int_yds,0,,,,,
player,201010310ram,ram,BartRo20,def_int_td,0,,,,,
player,201010310ram,ram,BartRo20,def_int_long,0,,,,,
player,201010310ram,ram,BartRo20,pass_defended,2,,,,,
player,201010310ram,ram,BartRo20,sacks,0.0,,,,,
player,201010310ram,ram,BartRo20,tackles_combined,6,,,,,
player,201010310ram,ram,BartRo20,tackles_solo,4,,,,,
player,201010310ram,ram,BartRo20,tackles_assists,2,,,,,
player,201010310ram,ram,BartRo20,tackles_loss,0,,,,,
player,201010310ram,ram,BartRo20,qb_hits,0,,,,,
player,201010310ram,ram,BartRo20,fumbles_rec,0,,,,,
player,201010310ram,ram,BartRo20,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,BartRo20,fumbles_rec_td,0,,,,,
player,201010310ram,ram,BartRo20,fumbles_forced,0,,,,,
player,201010310ram,ram,FletBr99,def_int,0,,,,,
player,201010310ram,ram,FletBr99,def_int_yds,0,,,,,
player,201010310ram,ram,FletBr99,def_int_td,0,,,,,
player,201010310ram,ram,FletBr99,def_int_long,0,,,,,
player,201010310ram,ram,FletBr99,pass_defended,0,,,,,
player,201010310ram,ram,FletBr99,sacks,0.0,,,,,
player,201010310ram,ram,FletBr99,tackles_combined,4,,,,,
player,201010310ram,ram,FletBr99,tackles_solo,4,,,,,
player,201010310ram,ram,FletBr99,tackles_assists,0,,,,,
player,201010310ram,ram,FletBr99,tackles_loss,1,,,,,
player,201010310ram,ram,FletBr99,qb_hits,0,,,,,
player,201010310ram,ram,FletBr99,fumbles_rec,0,,,,,
player,201010310ram,ram,FletBr99,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,FletBr99,fumbles_rec_td,0,,,,,
player,201010310ram,ram,FletBr99,fumbles_forced,0,,,,,
player,201010310ram,ram,HallJa21,def_int,0,,,,,
player,201010310ram,ram,HallJa21,def_int_yds,0,,,,,
player,201010310ram,ram,HallJa21,def_int_td,0,,,,,
player,201010310ram,ram,HallJa21,def_int_long,0,,,,,
player,201010310ram,ram,HallJa21,pass_defended,0,,,,,
player,201010310ram,ram,HallJa21,sacks,0.0,,,,,
player,201010310ram,ram,HallJa21,tackles_combined,4,,,,,
player,201010310ram,ram,HallJa21,tackles_solo,4,,,,,
player,201010310ram,ram,HallJa21,tackles_assists,0,,,,,
player,201010310ram,ram,HallJa21,tackles_loss,0,,,,,
player,201010310ram,ram,HallJa21,qb_hits,1,,,,,
player,201010310ram,ram,HallJa21,fumbles_rec,0,,,,,
player,201010310ram,ram,HallJa21,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,HallJa21,fumbles_rec_td,0,,,,,
player,201010310ram,ram,HallJa21,fumbles_forced,0,,,,,
player,201010310ram,ram,MurpJe99,def_int,0,,,,,
player,201010310ram,ram,MurpJe99,def_int_yds,0,,,,,
player,201010310ram,ram,MurpJe99,def_int_td,0,,,,,
player,201010310ram,ram,MurpJe99,def_int_long,0,,,,,
player,201010310ram,ram,MurpJe99,pass_defended,0,,,,,
player,201010310ram,ram,MurpJe99,sacks,0.0,,,,,
player,201010310ram,ram,MurpJe99,tackles_combined,4,,,,,
player,201010310ram,ram,MurpJe99,tackles_solo,4,,,,,
player,201010310ram,ram,MurpJe99,tackles_assists,0,,,,,
player,201010310ram,ram,MurpJe99,tackles_loss,0,,,,,
player,201010310ram,ram,MurpJe99,qb_hits,0,,,,,
player,201010310ram,ram,MurpJe99,fumbles_rec,0,,,,,
player,201010310ram,ram,MurpJe99,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,MurpJe99,fumbles_rec_td,0,,,,,
player,201010310ram,ram,MurpJe99,fumbles_forced,0,,,,,
player,201010310ram,ram,KehlBr99,def_int,0,,,,,
player,201010310ram,ram,KehlBr99,def_int_yds,0,,,,,
player,201010310ram,ram,KehlBr99,def_int_td,0,,,,,
player,201010310ram,ram,KehlBr99,def_int_long,0,,,,,
player,201010310ram,ram,KehlBr99,pass_defended,0,,,,,
player,201010310ram,ram,KehlBr99,sacks,0.0,,,,,
player,201010310ram,ram,KehlBr99,tackles_combined,3,,,,,
player,201010310ram,ram,KehlBr99,tackles_solo,2,,,,,
player,201010310ram,ram,KehlBr99,tackles_assists,1,,,,,
player,201010310ram,ram,KehlBr99,tackles_loss,0,,,,,
player,201010310ram,ram,KehlBr99,qb_hits,0,,,,,
player,201010310ram,ram,KehlBr99,fumbles_rec,0,,,,,
player,201010310ram,ram,KehlBr99,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,KehlBr99,fumbles_rec_td,0,,,,,
player,201010310ram,ram,KehlBr99,fumbles_forced,0,,,,,
player,201010310ram,ram,DiggNa20,def_int,0,,,,,
player,201010310ram,ram,DiggNa20,def_int_yds,0,,,,,
player,201010310ram,ram,DiggNa20,def_int_td,0,,,,,
player,201010310ram,ram,DiggNa20,def_int_long,0,,,,,
player,201010310ram,ram,DiggNa20,pass_defended,0,,,,,
player,201010310ram,ram,DiggNa20,sacks,0.0,,,,,
player,201010310ram,ram,DiggNa20,tackles_combined,2,,,,,
player,201010310ram,ram,DiggNa20,tackles_solo,2,,,,,
player,201010310ram,ram,DiggNa20,tackles_assists,0,,,,,
player,201010310ram,ram,DiggNa20,tackles_loss,0,,,,,
player,201010310ram,ram,DiggNa20,qb_hits,0,,,,,
player,201010310ram,ram,DiggNa20,fumbles_rec,0,,,,,
player,201010310ram,ram,DiggNa20,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,DiggNa20,fumbles_rec_td,0,,,,,
player,201010310ram,ram,DiggNa20,fumbles_forced,0,,,,,
player,201010310ram,ram,DockKe20,def_int,0,,,,,
player,201010310ram,ram,DockKe20,def_int_yds,0,,,,,
player,201010310ram,ram,DockKe20,def_int_td,0,,,,,
player,201010310ram,ram,DockKe20,def_int_long,0,,,,,
player,201010310ram,ram,DockKe20,pass_defended,0,,,,,
player,201010310ram,ram,DockKe20,sacks,0.0,,,,,
player,201010310ram,ram,DockKe20,tackles_combined,2,,,,,
player,201010310ram,ram,DockKe20,tackles_solo,1,,,,,
player,201010310ram,ram,DockKe20,tackles_assists,1,,,,,
player,201010310ram,ram,DockKe20,tackles_loss,0,,,,,
player,201010310ram,ram,DockKe20,qb_hits,0,,,,,
player,201010310ram,ram,DockKe20,fumbles_rec,0,,,,,
player,201010310ram,ram,DockKe20,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,DockKe20,fumbles_rec_td,0,,,,,
player,201010310ram,ram,DockKe20,fumbles_forced,0,,,,,
player,201010310ram,ram,GibsGa99,def_int,0,,,,,
player,201010310ram,ram,GibsGa99,def_int_yds,0,,,,,
player,201010310ram,ram,GibsGa99,def_int_td,0,,,,,
player,201010310ram,ram,GibsGa99,def_int_long,0,,,,,
player,201010310ram,ram,GibsGa99,pass_defended,0,,,,,
player,201010310ram,ram,GibsGa99,sacks,0.0,,,,,
player,201010310ram,ram,GibsGa99,tackles_combined,2,,,,,
player,201010310ram,ram,GibsGa99,tackles_solo,1,,,,,
player,201010310ram,ram,GibsGa99,tackles_assists,1,,,,,
player,201010310ram,ram,GibsGa99,tackles_loss,0,,,,,
player,201010310ram,ram,GibsGa99,qb_hits,0,,,,,
player,201010310ram,ram,GibsGa99,fumbles_rec,0,,,,,
player,201010310ram,ram,GibsGa99,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,GibsGa99,fumbles_rec_td,0,,,,,
player,201010310ram,ram,GibsGa99,fumbles_forced,0,,,,,
player,201010310ram,ram,AhYoC.00,def_int,0,,,,,
player,201010310ram,ram,AhYoC.00,def_int_yds,0,,,,,
player,201010310ram,ram,AhYoC.00,def_int_td,0,,,,,
player,201010310ram,ram,AhYoC.00,def_int_long,0,,,,,
player,201010310ram,ram,AhYoC.00,pass_defended,0,,,,,
player,201010310ram,ram,AhYoC.00,sacks,0.0,,,,,
player,201010310ram,ram,AhYoC.00,tackles_combined,1,,,,,
player,201010310ram,ram,AhYoC.00,tackles_solo,1,,,,,
player,201010310ram,ram,AhYoC.00,tackles_assists,0,,,,,
player,201010310ram,ram,AhYoC.00,tackles_loss,0,,,,,
player,201010310ram,ram,AhYoC.00,qb_hits,1,,,,,
player,201010310ram,ram,AhYoC.00,fumbles_rec,0,,,,,
player,201010310ram,ram,AhYoC.00,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,AhYoC.00,fumbles_rec_td,0,,,,,
player,201010310ram,ram,AhYoC.00,fumbles_forced,0,,,,,
player,201010310ram,ram,ButlQu20,def_int,0,,,,,
player,201010310ram,ram,ButlQu20,def_int_yds,0,,,,,
player,201010310ram,ram,ButlQu20,def_int_td,0,,,,,
player,201010310ram,ram,ButlQu20,def_int_long,0,,,,,
player,201010310ram,ram,ButlQu20,pass_defended,0,,,,,
player,201010310ram,ram,ButlQu20,sacks,0.0,,,,,
player,201010310ram,ram,ButlQu20,tackles_combined,1,,,,,
player,201010310ram,ram,ButlQu20,tackles_solo,1,,,,,
player,201010310ram,ram,ButlQu20,tackles_assists,0,,,,,
player,201010310ram,ram,ButlQu20,tackles_loss,0,,,,,
player,201010310ram,ram,ButlQu20,qb_hits,0,,,,,
player,201010310ram,ram,ButlQu20,fumbles_rec,0,,,,,
player,201010310ram,ram,ButlQu20,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,ButlQu20,fumbles_rec_td,0,,,,,
player,201010310ram,ram,ButlQu20,fumbles_forced,0,,,,,
player,201010310ram,ram,ChamCh99,def_int,0,,,,,
player,201010310ram,ram,ChamCh99,def_int_yds,0,,,,,
player,201010310ram,ram,ChamCh99,def_int_td,0,,,,,
player,201010310ram,ram,ChamCh99,def_int_long,0,,,,,
player,201010310ram,ram,ChamCh99,pass_defended,0,,,,,
player,201010310ram,ram,ChamCh99,sacks,0.0,,,,,
player,201010310ram,ram,ChamCh99,tackles_combined,1,,,,,
player,201010310ram,ram,ChamCh99,tackles_solo,1,,,,,
player,201010310ram,ram,ChamCh99,tackles_assists,0,,,,,
player,201010310ram,ram,ChamCh99,tackles_loss,0,,,,,
player,201010310ram,ram,ChamCh99,qb_hits,0,,,,,
player,201010310ram,ram,ChamCh99,fumbles_rec,0,,,,,
player,201010310ram,ram,ChamCh99,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,ChamCh99,fumbles_rec_td,0,,,,,
player,201010310ram,ram,ChamCh99,fumbles_forced,0,,,,,
player,201010310ram,ram,CudjJe00,def_int,0,,,,,
player,201010310ram,ram,CudjJe00,def_int_yds,0,,,,,
player,201010310ram,ram,CudjJe00,def_int_td,0,,,,,
player,201010310ram,ram,CudjJe00,def_int_long,0,,,,,
player,201010310ram,ram,CudjJe00,pass_defended,0,,,,,
player,201010310ram,ram,CudjJe00,sacks,0.0,,,,,
player,201010310ram,ram,CudjJe00,tackles_combined,1,,,,,
player,201010310ram,ram,CudjJe00,tackles_solo,1,,,,,
player,201010310ram,ram,CudjJe00,tackles_assists,0,,,,,
player,201010310ram,ram,CudjJe00,tackles_loss,0,,,,,
player,201010310ram,ram,CudjJe00,qb_hits,0,,,,,
player,201010310ram,ram,CudjJe00,fumbles_rec,0,,,,,
player,201010310ram,ram,CudjJe00,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,CudjJe00,fumbles_rec_td,0,,,,,
player,201010310ram,ram,CudjJe00,fumbles_forced,0,,,,,
player,201010310ram,ram,FellDa00,def_int,0,,,,,
player,201010310ram,ram,FellDa00,def_int_yds,0,,,,,
player,201010310ram,ram,FellDa00,def_int_td,0,,,,,
player,201010310ram,ram,FellDa00,def_int_long,0,,,,,
player,201010310ram,ram,FellDa00,pass_defended,0,,,,,
player,201010310ram,ram,FellDa00,sacks,0.0,,,,,
player,201010310ram,ram,FellDa00,tackles_combined,1,,,,,
player,201010310ram,ram,FellDa00,tackles_solo,1,,,,,
player,201010310ram,ram,FellDa00,tackles_assists,0,,,,,
player,201010310ram,ram,FellDa00,tackles_loss,0,,,,,
player,201010310ram,ram,FellDa00,qb_hits,0,,,,,
player,201010310ram,ram,FellDa00,fumbles_rec,0,,,,,
player,201010310ram,ram,FellDa00,fumbles_rec_yds,0,,,,,
player,201010310ram,ram,FellDa00,fumbles_rec_td,0,,,,,
player,201010310ram,ram,FellDa00,fumbles_forced,0,,,,,
player,201010310ram,ram,MillBr01,def_int,0,,,,,
player,201010310ram,ram,MillBr01,def_int_yds,0,,,,,
player,201010310ram,ram,MillBr01,def_int_td,0,,,,,
player,201010310ram,ram,MillBr01,def_int_long,0,,,,,
player,201010310ram,ram,MillBr01,pass_defended,0,,,,,
