game,2010,8,20101031,201010310rai,sea,"Seattle Seahawks",3,rai,"Oakland Raiders",33
player,201010310rai,sea,ColeCo20,def_int,0,,,,,
player,201010310rai,sea,ColeCo20,def_int_yds,0,,,,,
player,201010310rai,sea,ColeCo20,def_int_td,0,,,,,
player,201010310rai,sea,ColeCo20,def_int_long,0,,,,,
player,201010310rai,sea,ColeCo20,pass_defended,2,,,,,
player,201010310rai,sea,ColeCo20,sacks,1.0,,,,,
player,201010310rai,sea,ColeCo20,tackles_combined,4,,,,,
player,201010310rai,sea,ColeCo20,tackles_solo,4,,,,,
player,201010310rai,sea,ColeCo20,tackles_assists,0,,,,,
player,201010310rai,sea,ColeCo20,tackles_loss,1,,,,,
player,201010310rai,sea,ColeCo20,qb_hits,1,,,,,
player,201010310rai,sea,ColeCo20,fumbles_rec,0,,,,,
player,201010310rai,sea,ColeCo20,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,ColeCo20,fumbles_rec_td,0,,,,,
player,201010310rai,sea,ColeCo20,fumbles_forced,0,,,,,
player,201010310rai,sea,ChanKa99,def_int,0,,,,,
player,201010310rai,sea,ChanKa99,def_int_yds,0,,,,,
player,201010310rai,sea,ChanKa99,def_int_td,0,,,,,
player,201010310rai,sea,ChanKa99,def_int_long,0,,,,,
player,201010310rai,sea,ChanKa99,pass_defended,0,,,,,
player,201010310rai,sea,ChanKa99,sacks,1.0,,,,,
player,201010310rai,sea,ChanKa99,tackles_combined,2,,,,,
player,201010310rai,sea,ChanKa99,tackles_solo,2,,,,,
player,201010310rai,sea,ChanKa99,tackles_assists,0,,,,,
player,201010310rai,sea,ChanKa99,tackles_loss,1,,,,,
player,201010310rai,sea,ChanKa99,qb_hits,1,,,,,
player,201010310rai,sea,ChanKa99,fumbles_rec,0,,,,,
player,201010310rai,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201010310rai,sea,ChanKa99,fumbles_forced,0,,,,,
player,201010310rai,sea,MillLa00,def_int,0,,,,,
player,201010310rai,sea,MillLa00,def_int_yds,0,,,,,
player,201010310rai,sea,MillLa00,def_int_td,0,,,,,
player,201010310rai,sea,MillLa00,def_int_long,0,,,,,
player,201010310rai,sea,MillLa00,pass_defended,0,,,,,
player,201010310rai,sea,MillLa00,sacks,0.0,,,,,
player,201010310rai,sea,MillLa00,tackles_combined,6,,,,,
player,201010310rai,sea,MillLa00,tackles_solo,4,,,,,
player,201010310rai,sea,MillLa00,tackles_assists,2,,,,,
player,201010310rai,sea,MillLa00,tackles_loss,0,,,,,
player,201010310rai,sea,MillLa00,qb_hits,0,,,,,
player,201010310rai,sea,MillLa00,fumbles_rec,0,,,,,
player,201010310rai,sea,MillLa00,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,MillLa00,fumbles_rec_td,0,,,,,
player,201010310rai,sea,MillLa00,fumbles_forced,0,,,,,
player,201010310rai,sea,TatuLo99,def_int,0,,,,,
player,201010310rai,sea,TatuLo99,def_int_yds,0,,,,,
player,201010310rai,sea,TatuLo99,def_int_td,0,,,,,
player,201010310rai,sea,TatuLo99,def_int_long,0,,,,,
player,201010310rai,sea,TatuLo99,pass_defended,0,,,,,
player,201010310rai,sea,TatuLo99,sacks,0.0,,,,,
player,201010310rai,sea,TatuLo99,tackles_combined,6,,,,,
player,201010310rai,sea,TatuLo99,tackles_solo,1,,,,,
player,201010310rai,sea,TatuLo99,tackles_assists,5,,,,,
player,201010310rai,sea,TatuLo99,tackles_loss,0,,,,,
player,201010310rai,sea,TatuLo99,qb_hits,0,,,,,
player,201010310rai,sea,TatuLo99,fumbles_rec,0,,,,,
player,201010310rai,sea,TatuLo99,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,TatuLo99,fumbles_rec_td,0,,,,,
player,201010310rai,sea,TatuLo99,fumbles_forced,0,,,,,
player,201010310rai,sea,TrufMa20,def_int,0,,,,,
player,201010310rai,sea,TrufMa20,def_int_yds,0,,,,,
player,201010310rai,sea,TrufMa20,def_int_td,0,,,,,
player,201010310rai,sea,TrufMa20,def_int_long,0,,,,,
player,201010310rai,sea,TrufMa20,pass_defended,1,,,,,
player,201010310rai,sea,TrufMa20,sacks,0.0,,,,,
player,201010310rai,sea,TrufMa20,tackles_combined,6,,,,,
player,201010310rai,sea,TrufMa20,tackles_solo,5,,,,,
player,201010310rai,sea,TrufMa20,tackles_assists,1,,,,,
player,201010310rai,sea,TrufMa20,tackles_loss,0,,,,,
player,201010310rai,sea,TrufMa20,qb_hits,0,,,,,
player,201010310rai,sea,TrufMa20,fumbles_rec,0,,,,,
player,201010310rai,sea,TrufMa20,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,TrufMa20,fumbles_rec_td,0,,,,,
player,201010310rai,sea,TrufMa20,fumbles_forced,0,,,,,
player,201010310rai,sea,HawtDa20,def_int,0,,,,,
player,201010310rai,sea,HawtDa20,def_int_yds,0,,,,,
player,201010310rai,sea,HawtDa20,def_int_td,0,,,,,
player,201010310rai,sea,HawtDa20,def_int_long,0,,,,,
player,201010310rai,sea,HawtDa20,pass_defended,0,,,,,
player,201010310rai,sea,HawtDa20,sacks,0.0,,,,,
player,201010310rai,sea,HawtDa20,tackles_combined,5,,,,,
player,201010310rai,sea,HawtDa20,tackles_solo,3,,,,,
player,201010310rai,sea,HawtDa20,tackles_assists,2,,,,,
player,201010310rai,sea,HawtDa20,tackles_loss,1,,,,,
player,201010310rai,sea,HawtDa20,qb_hits,0,,,,,
player,201010310rai,sea,HawtDa20,fumbles_rec,0,,,,,
player,201010310rai,sea,HawtDa20,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,HawtDa20,fumbles_rec_td,0,,,,,
player,201010310rai,sea,HawtDa20,fumbles_forced,0,,,,,
player,201010310rai,sea,NessNa00,def_int,0,,,,,
player,201010310rai,sea,NessNa00,def_int_yds,0,,,,,
player,201010310rai,sea,NessNa00,def_int_td,0,,,,,
player,201010310rai,sea,NessNa00,def_int_long,0,,,,,
player,201010310rai,sea,NessNa00,pass_defended,0,,,,,
player,201010310rai,sea,NessNa00,sacks,0.0,,,,,
player,201010310rai,sea,NessNa00,tackles_combined,5,,,,,
player,201010310rai,sea,NessNa00,tackles_solo,4,,,,,
player,201010310rai,sea,NessNa00,tackles_assists,1,,,,,
player,201010310rai,sea,NessNa00,tackles_loss,0,,,,,
player,201010310rai,sea,NessNa00,qb_hits,0,,,,,
player,201010310rai,sea,NessNa00,fumbles_rec,0,,,,,
player,201010310rai,sea,NessNa00,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,NessNa00,fumbles_rec_td,0,,,,,
player,201010310rai,sea,NessNa00,fumbles_forced,0,,,,,
player,201010310rai,sea,ThomEa99,def_int,0,,,,,
player,201010310rai,sea,ThomEa99,def_int_yds,0,,,,,
player,201010310rai,sea,ThomEa99,def_int_td,0,,,,,
player,201010310rai,sea,ThomEa99,def_int_long,0,,,,,
player,201010310rai,sea,ThomEa99,pass_defended,0,,,,,
player,201010310rai,sea,ThomEa99,sacks,0.0,,,,,
player,201010310rai,sea,ThomEa99,tackles_combined,5,,,,,
player,201010310rai,sea,ThomEa99,tackles_solo,4,,,,,
player,201010310rai,sea,ThomEa99,tackles_assists,1,,,,,
player,201010310rai,sea,ThomEa99,tackles_loss,0,,,,,
player,201010310rai,sea,ThomEa99,qb_hits,0,,,,,
player,201010310rai,sea,ThomEa99,fumbles_rec,0,,,,,
player,201010310rai,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201010310rai,sea,ThomEa99,fumbles_forced,0,,,,,
player,201010310rai,sea,ClemCh23,def_int,0,,,,,
player,201010310rai,sea,ClemCh23,def_int_yds,0,,,,,
player,201010310rai,sea,ClemCh23,def_int_td,0,,,,,
player,201010310rai,sea,ClemCh23,def_int_long,0,,,,,
player,201010310rai,sea,ClemCh23,pass_defended,0,,,,,
player,201010310rai,sea,ClemCh23,sacks,0.0,,,,,
player,201010310rai,sea,ClemCh23,tackles_combined,4,,,,,
player,201010310rai,sea,ClemCh23,tackles_solo,3,,,,,
player,201010310rai,sea,ClemCh23,tackles_assists,1,,,,,
player,201010310rai,sea,ClemCh23,tackles_loss,1,,,,,
player,201010310rai,sea,ClemCh23,qb_hits,0,,,,,
player,201010310rai,sea,ClemCh23,fumbles_rec,0,,,,,
player,201010310rai,sea,ClemCh23,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,ClemCh23,fumbles_rec_td,0,,,,,
player,201010310rai,sea,ClemCh23,fumbles_forced,0,,,,,
player,201010310rai,sea,CoxxKe20,def_int,0,,,,,
player,201010310rai,sea,CoxxKe20,def_int_yds,0,,,,,
player,201010310rai,sea,CoxxKe20,def_int_td,0,,,,,
player,201010310rai,sea,CoxxKe20,def_int_long,0,,,,,
player,201010310rai,sea,CoxxKe20,pass_defended,1,,,,,
player,201010310rai,sea,CoxxKe20,sacks,0.0,,,,,
player,201010310rai,sea,CoxxKe20,tackles_combined,4,,,,,
player,201010310rai,sea,CoxxKe20,tackles_solo,1,,,,,
player,201010310rai,sea,CoxxKe20,tackles_assists,3,,,,,
player,201010310rai,sea,CoxxKe20,tackles_loss,0,,,,,
player,201010310rai,sea,CoxxKe20,qb_hits,0,,,,,
player,201010310rai,sea,CoxxKe20,fumbles_rec,0,,,,,
player,201010310rai,sea,CoxxKe20,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,CoxxKe20,fumbles_rec_td,0,,,,,
player,201010310rai,sea,CoxxKe20,fumbles_forced,0,,,,,
player,201010310rai,sea,LewiRo22,def_int,0,,,,,
player,201010310rai,sea,LewiRo22,def_int_yds,0,,,,,
player,201010310rai,sea,LewiRo22,def_int_td,0,,,,,
player,201010310rai,sea,LewiRo22,def_int_long,0,,,,,
player,201010310rai,sea,LewiRo22,pass_defended,0,,,,,
player,201010310rai,sea,LewiRo22,sacks,0.0,,,,,
player,201010310rai,sea,LewiRo22,tackles_combined,4,,,,,
player,201010310rai,sea,LewiRo22,tackles_solo,2,,,,,
player,201010310rai,sea,LewiRo22,tackles_assists,2,,,,,
player,201010310rai,sea,LewiRo22,tackles_loss,0,,,,,
player,201010310rai,sea,LewiRo22,qb_hits,0,,,,,
player,201010310rai,sea,LewiRo22,fumbles_rec,0,,,,,
player,201010310rai,sea,LewiRo22,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,LewiRo22,fumbles_rec_td,0,,,,,
player,201010310rai,sea,LewiRo22,fumbles_forced,0,,,,,
player,201010310rai,sea,CurrAa99,def_int,0,,,,,
player,201010310rai,sea,CurrAa99,def_int_yds,0,,,,,
player,201010310rai,sea,CurrAa99,def_int_td,0,,,,,
player,201010310rai,sea,CurrAa99,def_int_long,0,,,,,
player,201010310rai,sea,CurrAa99,pass_defended,0,,,,,
player,201010310rai,sea,CurrAa99,sacks,0.0,,,,,
player,201010310rai,sea,CurrAa99,tackles_combined,3,,,,,
player,201010310rai,sea,CurrAa99,tackles_solo,3,,,,,
player,201010310rai,sea,CurrAa99,tackles_assists,0,,,,,
player,201010310rai,sea,CurrAa99,tackles_loss,0,,,,,
player,201010310rai,sea,CurrAa99,qb_hits,1,,,,,
player,201010310rai,sea,CurrAa99,fumbles_rec,0,,,,,
player,201010310rai,sea,CurrAa99,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,CurrAa99,fumbles_rec_td,0,,,,,
player,201010310rai,sea,CurrAa99,fumbles_forced,0,,,,,
player,201010310rai,sea,ObomBe00,def_int,0,,,,,
player,201010310rai,sea,ObomBe00,def_int_yds,0,,,,,
player,201010310rai,sea,ObomBe00,def_int_td,0,,,,,
player,201010310rai,sea,ObomBe00,def_int_long,0,,,,,
player,201010310rai,sea,ObomBe00,pass_defended,0,,,,,
player,201010310rai,sea,ObomBe00,sacks,0.0,,,,,
player,201010310rai,sea,ObomBe00,tackles_combined,3,,,,,
player,201010310rai,sea,ObomBe00,tackles_solo,3,,,,,
player,201010310rai,sea,ObomBe00,tackles_assists,0,,,,,
player,201010310rai,sea,ObomBe00,tackles_loss,0,,,,,
player,201010310rai,sea,ObomBe00,qb_hits,0,,,,,
player,201010310rai,sea,ObomBe00,fumbles_rec,0,,,,,
player,201010310rai,sea,ObomBe00,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,ObomBe00,fumbles_rec_td,0,,,,,
player,201010310rai,sea,ObomBe00,fumbles_forced,0,,,,,
player,201010310rai,sea,BrocRa20,def_int,0,,,,,
player,201010310rai,sea,BrocRa20,def_int_yds,0,,,,,
player,201010310rai,sea,BrocRa20,def_int_td,0,,,,,
player,201010310rai,sea,BrocRa20,def_int_long,0,,,,,
player,201010310rai,sea,BrocRa20,pass_defended,0,,,,,
player,201010310rai,sea,BrocRa20,sacks,0.0,,,,,
player,201010310rai,sea,BrocRa20,tackles_combined,2,,,,,
player,201010310rai,sea,BrocRa20,tackles_solo,1,,,,,
player,201010310rai,sea,BrocRa20,tackles_assists,1,,,,,
player,201010310rai,sea,BrocRa20,tackles_loss,0,,,,,
player,201010310rai,sea,BrocRa20,qb_hits,0,,,,,
player,201010310rai,sea,BrocRa20,fumbles_rec,0,,,,,
player,201010310rai,sea,BrocRa20,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,BrocRa20,fumbles_rec_td,0,,,,,
player,201010310rai,sea,BrocRa20,fumbles_forced,0,,,,,
player,201010310rai,sea,HerrWi99,def_int,0,,,,,
player,201010310rai,sea,HerrWi99,def_int_yds,0,,,,,
player,201010310rai,sea,HerrWi99,def_int_td,0,,,,,
player,201010310rai,sea,HerrWi99,def_int_long,0,,,,,
player,201010310rai,sea,HerrWi99,pass_defended,1,,,,,
player,201010310rai,sea,HerrWi99,sacks,0.0,,,,,
player,201010310rai,sea,HerrWi99,tackles_combined,2,,,,,
player,201010310rai,sea,HerrWi99,tackles_solo,2,,,,,
player,201010310rai,sea,HerrWi99,tackles_assists,0,,,,,
player,201010310rai,sea,HerrWi99,tackles_loss,0,,,,,
player,201010310rai,sea,HerrWi99,qb_hits,0,,,,,
player,201010310rai,sea,HerrWi99,fumbles_rec,0,,,,,
player,201010310rai,sea,HerrWi99,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,HerrWi99,fumbles_rec_td,0,,,,,
player,201010310rai,sea,HerrWi99,fumbles_forced,0,,,,,
player,201010310rai,sea,BabiJo21,def_int,0,,,,,
player,201010310rai,sea,BabiJo21,def_int_yds,0,,,,,
player,201010310rai,sea,BabiJo21,def_int_td,0,,,,,
player,201010310rai,sea,BabiJo21,def_int_long,0,,,,,
player,201010310rai,sea,BabiJo21,pass_defended,0,,,,,
player,201010310rai,sea,BabiJo21,sacks,0.0,,,,,
player,201010310rai,sea,BabiJo21,tackles_combined,1,,,,,
player,201010310rai,sea,BabiJo21,tackles_solo,0,,,,,
player,201010310rai,sea,BabiJo21,tackles_assists,1,,,,,
player,201010310rai,sea,BabiJo21,tackles_loss,0,,,,,
player,201010310rai,sea,BabiJo21,qb_hits,0,,,,,
player,201010310rai,sea,BabiJo21,fumbles_rec,0,,,,,
player,201010310rai,sea,BabiJo21,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,BabiJo21,fumbles_rec_td,0,,,,,
player,201010310rai,sea,BabiJo21,fumbles_forced,0,,,,,
player,201010310rai,sea,BryaRe99,def_int,0,,,,,
player,201010310rai,sea,BryaRe99,def_int_yds,0,,,,,
player,201010310rai,sea,BryaRe99,def_int_td,0,,,,,
player,201010310rai,sea,BryaRe99,def_int_long,0,,,,,
player,201010310rai,sea,BryaRe99,pass_defended,0,,,,,
player,201010310rai,sea,BryaRe99,sacks,0.0,,,,,
player,201010310rai,sea,BryaRe99,tackles_combined,1,,,,,
player,201010310rai,sea,BryaRe99,tackles_solo,1,,,,,
player,201010310rai,sea,BryaRe99,tackles_assists,0,,,,,
player,201010310rai,sea,BryaRe99,tackles_loss,1,,,,,
player,201010310rai,sea,BryaRe99,qb_hits,0,,,,,
player,201010310rai,sea,BryaRe99,fumbles_rec,0,,,,,
player,201010310rai,sea,BryaRe99,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,BryaRe99,fumbles_rec_td,0,,,,,
player,201010310rai,sea,BryaRe99,fumbles_forced,0,,,,,
player,201010310rai,sea,LyncMa00,def_int,0,,,,,
player,201010310rai,sea,LyncMa00,def_int_yds,0,,,,,
player,201010310rai,sea,LyncMa00,def_int_td,0,,,,,
player,201010310rai,sea,LyncMa00,def_int_long,0,,,,,
player,201010310rai,sea,LyncMa00,pass_defended,0,,,,,
player,201010310rai,sea,LyncMa00,sacks,0.0,,,,,
player,201010310rai,sea,LyncMa00,tackles_combined,1,,,,,
player,201010310rai,sea,LyncMa00,tackles_solo,0,,,,,
player,201010310rai,sea,LyncMa00,tackles_assists,1,,,,,
player,201010310rai,sea,LyncMa00,tackles_loss,,,,,,
player,201010310rai,sea,LyncMa00,qb_hits,,,,,,
player,201010310rai,sea,LyncMa00,fumbles_rec,0,,,,,
player,201010310rai,sea,LyncMa00,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,LyncMa00,fumbles_rec_td,0,,,,,
player,201010310rai,sea,LyncMa00,fumbles_forced,0,,,,,
player,201010310rai,sea,SiavJu20,def_int,0,,,,,
player,201010310rai,sea,SiavJu20,def_int_yds,0,,,,,
player,201010310rai,sea,SiavJu20,def_int_td,0,,,,,
player,201010310rai,sea,SiavJu20,def_int_long,0,,,,,
player,201010310rai,sea,SiavJu20,pass_defended,0,,,,,
player,201010310rai,sea,SiavJu20,sacks,0.0,,,,,
player,201010310rai,sea,SiavJu20,tackles_combined,1,,,,,
player,201010310rai,sea,SiavJu20,tackles_solo,1,,,,,
player,201010310rai,sea,SiavJu20,tackles_assists,0,,,,,
player,201010310rai,sea,SiavJu20,tackles_loss,0,,,,,
player,201010310rai,sea,SiavJu20,qb_hits,0,,,,,
player,201010310rai,sea,SiavJu20,fumbles_rec,0,,,,,
player,201010310rai,sea,SiavJu20,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,SiavJu20,fumbles_rec_td,0,,,,,
player,201010310rai,sea,SiavJu20,fumbles_forced,0,,,,,
player,201010310rai,sea,TerrCr20,def_int,0,,,,,
player,201010310rai,sea,TerrCr20,def_int_yds,0,,,,,
player,201010310rai,sea,TerrCr20,def_int_td,0,,,,,
player,201010310rai,sea,TerrCr20,def_int_long,0,,,,,
player,201010310rai,sea,TerrCr20,pass_defended,0,,,,,
player,201010310rai,sea,TerrCr20,sacks,0.0,,,,,
player,201010310rai,sea,TerrCr20,tackles_combined,1,,,,,
player,201010310rai,sea,TerrCr20,tackles_solo,0,,,,,
player,201010310rai,sea,TerrCr20,tackles_assists,1,,,,,
player,201010310rai,sea,TerrCr20,tackles_loss,0,,,,,
player,201010310rai,sea,TerrCr20,qb_hits,0,,,,,
player,201010310rai,sea,TerrCr20,fumbles_rec,0,,,,,
player,201010310rai,sea,TerrCr20,fumbles_rec_yds,0,,,,,
player,201010310rai,sea,TerrCr20,fumbles_rec_td,0,,,,,
player,201010310rai,sea,TerrCr20,fumbles_forced,0,,,,,
player,201010310rai,rai,BranTy99,def_int,1,,,,,
player,201010310rai,rai,BranTy99,def_int_yds,15,,,,,
player,201010310rai,rai,BranTy99,def_int_td,0,,,,,
player,201010310rai,rai,BranTy99,def_int_long,15,,,,,
player,201010310rai,rai,BranTy99,pass_defended,1,,,,,
player,201010310rai,rai,BranTy99,sacks,1.0,,,,,
player,201010310rai,rai,BranTy99,tackles_combined,8,,,,,
player,201010310rai,rai,BranTy99,tackles_solo,5,,,,,
player,201010310rai,rai,BranTy99,tackles_assists,3,,,,,
player,201010310rai,rai,BranTy99,tackles_loss,1,,,,,
player,201010310rai,rai,BranTy99,qb_hits,1,,,,,
player,201010310rai,rai,BranTy99,fumbles_rec,0,,,,,
player,201010310rai,rai,BranTy99,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,BranTy99,fumbles_rec_td,0,,,,,
player,201010310rai,rai,BranTy99,fumbles_forced,0,,,,,
player,201010310rai,rai,SeymRi00,def_int,0,,,,,
player,201010310rai,rai,SeymRi00,def_int_yds,0,,,,,
player,201010310rai,rai,SeymRi00,def_int_td,0,,,,,
player,201010310rai,rai,SeymRi00,def_int_long,0,,,,,
player,201010310rai,rai,SeymRi00,pass_defended,0,,,,,
player,201010310rai,rai,SeymRi00,sacks,2.0,,,,,
player,201010310rai,rai,SeymRi00,tackles_combined,4,,,,,
player,201010310rai,rai,SeymRi00,tackles_solo,3,,,,,
player,201010310rai,rai,SeymRi00,tackles_assists,1,,,,,
player,201010310rai,rai,SeymRi00,tackles_loss,2,,,,,
player,201010310rai,rai,SeymRi00,qb_hits,2,,,,,
player,201010310rai,rai,SeymRi00,fumbles_rec,0,,,,,
player,201010310rai,rai,SeymRi00,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,SeymRi00,fumbles_rec_td,0,,,,,
player,201010310rai,rai,SeymRi00,fumbles_forced,0,,,,,
player,201010310rai,rai,WimbKa20,def_int,0,,,,,
player,201010310rai,rai,WimbKa20,def_int_yds,0,,,,,
player,201010310rai,rai,WimbKa20,def_int_td,0,,,,,
player,201010310rai,rai,WimbKa20,def_int_long,0,,,,,
player,201010310rai,rai,WimbKa20,pass_defended,0,,,,,
player,201010310rai,rai,WimbKa20,sacks,1.5,,,,,
player,201010310rai,rai,WimbKa20,tackles_combined,4,,,,,
player,201010310rai,rai,WimbKa20,tackles_solo,3,,,,,
player,201010310rai,rai,WimbKa20,tackles_assists,1,,,,,
player,201010310rai,rai,WimbKa20,tackles_loss,2,,,,,
player,201010310rai,rai,WimbKa20,qb_hits,2,,,,,
player,201010310rai,rai,WimbKa20,fumbles_rec,0,,,,,
player,201010310rai,rai,WimbKa20,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,WimbKa20,fumbles_rec_td,0,,,,,
player,201010310rai,rai,WimbKa20,fumbles_forced,0,,,,,
player,201010310rai,rai,KellTo21,def_int,0,,,,,
player,201010310rai,rai,KellTo21,def_int_yds,0,,,,,
player,201010310rai,rai,KellTo21,def_int_td,0,,,,,
player,201010310rai,rai,KellTo21,def_int_long,0,,,,,
player,201010310rai,rai,KellTo21,pass_defended,0,,,,,
player,201010310rai,rai,KellTo21,sacks,1.5,,,,,
player,201010310rai,rai,KellTo21,tackles_combined,2,,,,,
player,201010310rai,rai,KellTo21,tackles_solo,1,,,,,
player,201010310rai,rai,KellTo21,tackles_assists,1,,,,,
player,201010310rai,rai,KellTo21,tackles_loss,1,,,,,
player,201010310rai,rai,KellTo21,qb_hits,2,,,,,
player,201010310rai,rai,KellTo21,fumbles_rec,0,,,,,
player,201010310rai,rai,KellTo21,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,KellTo21,fumbles_rec_td,0,,,,,
player,201010310rai,rai,KellTo21,fumbles_forced,0,,,,,
player,201010310rai,rai,ShauMa99,def_int,0,,,,,
player,201010310rai,rai,ShauMa99,def_int_yds,0,,,,,
player,201010310rai,rai,ShauMa99,def_int_td,0,,,,,
player,201010310rai,rai,ShauMa99,def_int_long,0,,,,,
player,201010310rai,rai,ShauMa99,pass_defended,0,,,,,
player,201010310rai,rai,ShauMa99,sacks,1.0,,,,,
player,201010310rai,rai,ShauMa99,tackles_combined,4,,,,,
player,201010310rai,rai,ShauMa99,tackles_solo,3,,,,,
player,201010310rai,rai,ShauMa99,tackles_assists,1,,,,,
player,201010310rai,rai,ShauMa99,tackles_loss,2,,,,,
player,201010310rai,rai,ShauMa99,qb_hits,1,,,,,
player,201010310rai,rai,ShauMa99,fumbles_rec,0,,,,,
player,201010310rai,rai,ShauMa99,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,ShauMa99,fumbles_rec_td,0,,,,,
player,201010310rai,rai,ShauMa99,fumbles_forced,0,,,,,
player,201010310rai,rai,HousLa99,def_int,0,,,,,
player,201010310rai,rai,HousLa99,def_int_yds,0,,,,,
player,201010310rai,rai,HousLa99,def_int_td,0,,,,,
player,201010310rai,rai,HousLa99,def_int_long,0,,,,,
player,201010310rai,rai,HousLa99,pass_defended,0,,,,,
player,201010310rai,rai,HousLa99,sacks,1.0,,,,,
player,201010310rai,rai,HousLa99,tackles_combined,2,,,,,
player,201010310rai,rai,HousLa99,tackles_solo,2,,,,,
player,201010310rai,rai,HousLa99,tackles_assists,0,,,,,
player,201010310rai,rai,HousLa99,tackles_loss,1,,,,,
player,201010310rai,rai,HousLa99,qb_hits,0,,,,,
player,201010310rai,rai,HousLa99,fumbles_rec,0,,,,,
player,201010310rai,rai,HousLa99,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,HousLa99,fumbles_rec_td,0,,,,,
player,201010310rai,rai,HousLa99,fumbles_forced,1,,,,,
player,201010310rai,rai,HuffMi20,def_int,0,,,,,
player,201010310rai,rai,HuffMi20,def_int_yds,0,,,,,
player,201010310rai,rai,HuffMi20,def_int_td,0,,,,,
player,201010310rai,rai,HuffMi20,def_int_long,0,,,,,
player,201010310rai,rai,HuffMi20,pass_defended,1,,,,,
player,201010310rai,rai,HuffMi20,sacks,0.0,,,,,
player,201010310rai,rai,HuffMi20,tackles_combined,5,,,,,
player,201010310rai,rai,HuffMi20,tackles_solo,4,,,,,
player,201010310rai,rai,HuffMi20,tackles_assists,1,,,,,
player,201010310rai,rai,HuffMi20,tackles_loss,0,,,,,
player,201010310rai,rai,HuffMi20,qb_hits,0,,,,,
player,201010310rai,rai,HuffMi20,fumbles_rec,0,,,,,
player,201010310rai,rai,HuffMi20,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,HuffMi20,fumbles_rec_td,0,,,,,
player,201010310rai,rai,HuffMi20,fumbles_forced,0,,,,,
player,201010310rai,rai,McClRo00,def_int,0,,,,,
player,201010310rai,rai,McClRo00,def_int_yds,0,,,,,
player,201010310rai,rai,McClRo00,def_int_td,0,,,,,
player,201010310rai,rai,McClRo00,def_int_long,0,,,,,
player,201010310rai,rai,McClRo00,pass_defended,1,,,,,
player,201010310rai,rai,McClRo00,sacks,0.0,,,,,
player,201010310rai,rai,McClRo00,tackles_combined,5,,,,,
player,201010310rai,rai,McClRo00,tackles_solo,3,,,,,
player,201010310rai,rai,McClRo00,tackles_assists,2,,,,,
player,201010310rai,rai,McClRo00,tackles_loss,0,,,,,
player,201010310rai,rai,McClRo00,qb_hits,0,,,,,
player,201010310rai,rai,McClRo00,fumbles_rec,0,,,,,
player,201010310rai,rai,McClRo00,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,McClRo00,fumbles_rec_td,0,,,,,
player,201010310rai,rai,McClRo00,fumbles_forced,0,,,,,
player,201010310rai,rai,BryaDe00,def_int,0,,,,,
player,201010310rai,rai,BryaDe00,def_int_yds,0,,,,,
player,201010310rai,rai,BryaDe00,def_int_td,0,,,,,
player,201010310rai,rai,BryaDe00,def_int_long,0,,,,,
player,201010310rai,rai,BryaDe00,pass_defended,0,,,,,
player,201010310rai,rai,BryaDe00,sacks,0.0,,,,,
player,201010310rai,rai,BryaDe00,tackles_combined,4,,,,,
player,201010310rai,rai,BryaDe00,tackles_solo,4,,,,,
player,201010310rai,rai,BryaDe00,tackles_assists,0,,,,,
player,201010310rai,rai,BryaDe00,tackles_loss,1,,,,,
player,201010310rai,rai,BryaDe00,qb_hits,0,,,,,
player,201010310rai,rai,BryaDe00,fumbles_rec,0,,,,,
player,201010310rai,rai,BryaDe00,fumbles_rec_yds,0,,,,,
player,201010310rai,rai,BryaDe00,fumbles_rec_td,0,,,,,
player,201010310rai,rai,BryaDe00,fumbles_forced,0,,,,,
player,201010310rai,rai,MitcMi99,def_int,0,,,,,
player,201010310rai,rai,MitcMi99,def_int_yds,0,,,,,
