game,2010,7,20101024,201010240rav,buf,"Buffalo Bills",34,rav,"Baltimore Ravens",37
player,201010240rav,buf,WhitDo20,tackles_assists,1,,,,,
player,201010240rav,buf,WhitDo20,tackles_loss,0,,,,,
player,201010240rav,buf,WhitDo20,qb_hits,0,,,,,
player,201010240rav,buf,WhitDo20,fumbles_rec,0,,,,,
player,201010240rav,buf,WhitDo20,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,WhitDo20,fumbles_rec_td,0,,,,,
player,201010240rav,buf,WhitDo20,fumbles_forced,0,,,,,
player,201010240rav,buf,DaviAn20,def_int,0,,,,,
player,201010240rav,buf,DaviAn20,def_int_yds,0,,,,,
player,201010240rav,buf,DaviAn20,def_int_td,0,,,,,
player,201010240rav,buf,DaviAn20,def_int_long,0,,,,,
player,201010240rav,buf,DaviAn20,pass_defended,0,,,,,
player,201010240rav,buf,DaviAn20,sacks,0.0,,,,,
player,201010240rav,buf,DaviAn20,tackles_combined,6,,,,,
player,201010240rav,buf,DaviAn20,tackles_solo,1,,,,,
player,201010240rav,buf,DaviAn20,tackles_assists,5,,,,,
player,201010240rav,buf,DaviAn20,tackles_loss,0,,,,,
player,201010240rav,buf,DaviAn20,qb_hits,0,,,,,
player,201010240rav,buf,DaviAn20,fumbles_rec,0,,,,,
player,201010240rav,buf,DaviAn20,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,DaviAn20,fumbles_rec_td,0,,,,,
player,201010240rav,buf,DaviAn20,fumbles_forced,0,,,,,
player,201010240rav,buf,PoluPa99,def_int,0,,,,,
player,201010240rav,buf,PoluPa99,def_int_yds,0,,,,,
player,201010240rav,buf,PoluPa99,def_int_td,0,,,,,
player,201010240rav,buf,PoluPa99,def_int_long,0,,,,,
player,201010240rav,buf,PoluPa99,pass_defended,1,,,,,
player,201010240rav,buf,PoluPa99,sacks,0.0,,,,,
player,201010240rav,buf,PoluPa99,tackles_combined,5,,,,,
player,201010240rav,buf,PoluPa99,tackles_solo,4,,,,,
player,201010240rav,buf,PoluPa99,tackles_assists,1,,,,,
player,201010240rav,buf,PoluPa99,tackles_loss,0,,,,,
player,201010240rav,buf,PoluPa99,qb_hits,0,,,,,
player,201010240rav,buf,PoluPa99,fumbles_rec,0,,,,,
player,201010240rav,buf,PoluPa99,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,PoluPa99,fumbles_rec_td,0,,,,,
player,201010240rav,buf,PoluPa99,fumbles_forced,0,,,,,
player,201010240rav,buf,JohnSp20,def_int,0,,,,,
player,201010240rav,buf,JohnSp20,def_int_yds,0,,,,,
player,201010240rav,buf,JohnSp20,def_int_td,0,,,,,
player,201010240rav,buf,JohnSp20,def_int_long,0,,,,,
player,201010240rav,buf,JohnSp20,pass_defended,0,,,,,
player,201010240rav,buf,JohnSp20,sacks,0.0,,,,,
player,201010240rav,buf,JohnSp20,tackles_combined,4,,,,,
player,201010240rav,buf,JohnSp20,tackles_solo,4,,,,,
player,201010240rav,buf,JohnSp20,tackles_assists,0,,,,,
player,201010240rav,buf,JohnSp20,tackles_loss,0,,,,,
player,201010240rav,buf,JohnSp20,qb_hits,0,,,,,
player,201010240rav,buf,JohnSp20,fumbles_rec,0,,,,,
player,201010240rav,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201010240rav,buf,JohnSp20,fumbles_forced,0,,,,,
player,201010240rav,buf,FlorDr20,def_int,0,,,,,
player,201010240rav,buf,FlorDr20,def_int_yds,0,,,,,
player,201010240rav,buf,FlorDr20,def_int_td,0,,,,,
player,201010240rav,buf,FlorDr20,def_int_long,0,,,,,
player,201010240rav,buf,FlorDr20,pass_defended,1,,,,,
player,201010240rav,buf,FlorDr20,sacks,0.0,,,,,
player,201010240rav,buf,FlorDr20,tackles_combined,3,,,,,
player,201010240rav,buf,FlorDr20,tackles_solo,3,,,,,
player,201010240rav,buf,FlorDr20,tackles_assists,0,,,,,
player,201010240rav,buf,FlorDr20,tackles_loss,0,,,,,
player,201010240rav,buf,FlorDr20,qb_hits,0,,,,,
player,201010240rav,buf,FlorDr20,fumbles_rec,0,,,,,
player,201010240rav,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201010240rav,buf,FlorDr20,fumbles_forced,0,,,,,
player,201010240rav,buf,McKeLe99,def_int,0,,,,,
player,201010240rav,buf,McKeLe99,def_int_yds,0,,,,,
player,201010240rav,buf,McKeLe99,def_int_td,0,,,,,
player,201010240rav,buf,McKeLe99,def_int_long,0,,,,,
player,201010240rav,buf,McKeLe99,pass_defended,0,,,,,
player,201010240rav,buf,McKeLe99,sacks,0.0,,,,,
player,201010240rav,buf,McKeLe99,tackles_combined,3,,,,,
player,201010240rav,buf,McKeLe99,tackles_solo,3,,,,,
player,201010240rav,buf,McKeLe99,tackles_assists,0,,,,,
player,201010240rav,buf,McKeLe99,tackles_loss,0,,,,,
player,201010240rav,buf,McKeLe99,qb_hits,0,,,,,
player,201010240rav,buf,McKeLe99,fumbles_rec,0,,,,,
player,201010240rav,buf,McKeLe99,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,McKeLe99,fumbles_rec_td,0,,,,,
player,201010240rav,buf,McKeLe99,fumbles_forced,0,,,,,
player,201010240rav,buf,WillKy20,def_int,0,,,,,
player,201010240rav,buf,WillKy20,def_int_yds,0,,,,,
player,201010240rav,buf,WillKy20,def_int_td,0,,,,,
player,201010240rav,buf,WillKy20,def_int_long,0,,,,,
player,201010240rav,buf,WillKy20,pass_defended,0,,,,,
player,201010240rav,buf,WillKy20,sacks,0.0,,,,,
player,201010240rav,buf,WillKy20,tackles_combined,3,,,,,
player,201010240rav,buf,WillKy20,tackles_solo,3,,,,,
player,201010240rav,buf,WillKy20,tackles_assists,0,,,,,
player,201010240rav,buf,WillKy20,tackles_loss,0,,,,,
player,201010240rav,buf,WillKy20,qb_hits,0,,,,,
player,201010240rav,buf,WillKy20,fumbles_rec,1,,,,,
player,201010240rav,buf,WillKy20,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,WillKy20,fumbles_rec_td,0,,,,,
player,201010240rav,buf,WillKy20,fumbles_forced,0,,,,,
player,201010240rav,buf,AyodAk20,def_int,0,,,,,
player,201010240rav,buf,AyodAk20,def_int_yds,0,,,,,
player,201010240rav,buf,AyodAk20,def_int_td,0,,,,,
player,201010240rav,buf,AyodAk20,def_int_long,0,,,,,
player,201010240rav,buf,AyodAk20,pass_defended,0,,,,,
player,201010240rav,buf,AyodAk20,sacks,0.0,,,,,
player,201010240rav,buf,AyodAk20,tackles_combined,2,,,,,
player,201010240rav,buf,AyodAk20,tackles_solo,1,,,,,
player,201010240rav,buf,AyodAk20,tackles_assists,1,,,,,
player,201010240rav,buf,AyodAk20,tackles_loss,0,,,,,
player,201010240rav,buf,AyodAk20,qb_hits,0,,,,,
player,201010240rav,buf,AyodAk20,fumbles_rec,0,,,,,
player,201010240rav,buf,AyodAk20,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,AyodAk20,fumbles_rec_td,0,,,,,
player,201010240rav,buf,AyodAk20,fumbles_forced,1,,,,,
player,201010240rav,buf,ByrdJa99,def_int,0,,,,,
player,201010240rav,buf,ByrdJa99,def_int_yds,0,,,,,
player,201010240rav,buf,ByrdJa99,def_int_td,0,,,,,
player,201010240rav,buf,ByrdJa99,def_int_long,0,,,,,
player,201010240rav,buf,ByrdJa99,pass_defended,0,,,,,
player,201010240rav,buf,ByrdJa99,sacks,0.0,,,,,
player,201010240rav,buf,ByrdJa99,tackles_combined,2,,,,,
player,201010240rav,buf,ByrdJa99,tackles_solo,2,,,,,
player,201010240rav,buf,ByrdJa99,tackles_assists,0,,,,,
player,201010240rav,buf,ByrdJa99,tackles_loss,0,,,,,
player,201010240rav,buf,ByrdJa99,qb_hits,0,,,,,
player,201010240rav,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201010240rav,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201010240rav,buf,ByrdJa99,fumbles_forced,0,,,,,
player,201010240rav,buf,CornRe99,def_int,0,,,,,
player,201010240rav,buf,CornRe99,def_int_yds,0,,,,,
player,201010240rav,buf,CornRe99,def_int_td,0,,,,,
player,201010240rav,buf,CornRe99,def_int_long,0,,,,,
player,201010240rav,buf,CornRe99,pass_defended,1,,,,,
player,201010240rav,buf,CornRe99,sacks,0.0,,,,,
player,201010240rav,buf,CornRe99,tackles_combined,2,,,,,
player,201010240rav,buf,CornRe99,tackles_solo,2,,,,,
player,201010240rav,buf,CornRe99,tackles_assists,0,,,,,
player,201010240rav,buf,CornRe99,tackles_loss,0,,,,,
player,201010240rav,buf,CornRe99,qb_hits,0,,,,,
player,201010240rav,buf,CornRe99,fumbles_rec,0,,,,,
player,201010240rav,buf,CornRe99,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,CornRe99,fumbles_rec_td,0,,,,,
player,201010240rav,buf,CornRe99,fumbles_forced,0,,,,,
player,201010240rav,buf,JoneDo00,def_int,0,,,,,
player,201010240rav,buf,JoneDo00,def_int_yds,0,,,,,
player,201010240rav,buf,JoneDo00,def_int_td,0,,,,,
player,201010240rav,buf,JoneDo00,def_int_long,0,,,,,
player,201010240rav,buf,JoneDo00,pass_defended,0,,,,,
player,201010240rav,buf,JoneDo00,sacks,0.0,,,,,
player,201010240rav,buf,JoneDo00,tackles_combined,2,,,,,
player,201010240rav,buf,JoneDo00,tackles_solo,2,,,,,
player,201010240rav,buf,JoneDo00,tackles_assists,0,,,,,
player,201010240rav,buf,JoneDo00,tackles_loss,0,,,,,
player,201010240rav,buf,JoneDo00,qb_hits,0,,,,,
player,201010240rav,buf,JoneDo00,fumbles_rec,0,,,,,
player,201010240rav,buf,JoneDo00,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,JoneDo00,fumbles_rec_td,0,,,,,
player,201010240rav,buf,JoneDo00,fumbles_forced,0,,,,,
player,201010240rav,buf,StroMa01,def_int,0,,,,,
player,201010240rav,buf,StroMa01,def_int_yds,0,,,,,
player,201010240rav,buf,StroMa01,def_int_td,0,,,,,
player,201010240rav,buf,StroMa01,def_int_long,0,,,,,
player,201010240rav,buf,StroMa01,pass_defended,0,,,,,
player,201010240rav,buf,StroMa01,sacks,0.0,,,,,
player,201010240rav,buf,StroMa01,tackles_combined,2,,,,,
player,201010240rav,buf,StroMa01,tackles_solo,2,,,,,
player,201010240rav,buf,StroMa01,tackles_assists,0,,,,,
player,201010240rav,buf,StroMa01,tackles_loss,0,,,,,
player,201010240rav,buf,StroMa01,qb_hits,0,,,,,
player,201010240rav,buf,StroMa01,fumbles_rec,0,,,,,
player,201010240rav,buf,StroMa01,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,StroMa01,fumbles_rec_td,0,,,,,
player,201010240rav,buf,StroMa01,fumbles_forced,0,,,,,
player,201010240rav,buf,TrouTo00,def_int,0,,,,,
player,201010240rav,buf,TrouTo00,def_int_yds,0,,,,,
player,201010240rav,buf,TrouTo00,def_int_td,0,,,,,
player,201010240rav,buf,TrouTo00,def_int_long,0,,,,,
player,201010240rav,buf,TrouTo00,pass_defended,0,,,,,
player,201010240rav,buf,TrouTo00,sacks,0.0,,,,,
player,201010240rav,buf,TrouTo00,tackles_combined,2,,,,,
player,201010240rav,buf,TrouTo00,tackles_solo,1,,,,,
player,201010240rav,buf,TrouTo00,tackles_assists,1,,,,,
player,201010240rav,buf,TrouTo00,tackles_loss,0,,,,,
player,201010240rav,buf,TrouTo00,qb_hits,0,,,,,
player,201010240rav,buf,TrouTo00,fumbles_rec,0,,,,,
player,201010240rav,buf,TrouTo00,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,TrouTo00,fumbles_rec_td,0,,,,,
player,201010240rav,buf,TrouTo00,fumbles_forced,0,,,,,
player,201010240rav,buf,ColeAn01,def_int,0,,,,,
player,201010240rav,buf,ColeAn01,def_int_yds,0,,,,,
player,201010240rav,buf,ColeAn01,def_int_td,0,,,,,
player,201010240rav,buf,ColeAn01,def_int_long,0,,,,,
player,201010240rav,buf,ColeAn01,pass_defended,0,,,,,
player,201010240rav,buf,ColeAn01,sacks,0.0,,,,,
player,201010240rav,buf,ColeAn01,tackles_combined,1,,,,,
player,201010240rav,buf,ColeAn01,tackles_solo,1,,,,,
player,201010240rav,buf,ColeAn01,tackles_assists,0,,,,,
player,201010240rav,buf,ColeAn01,tackles_loss,0,,,,,
player,201010240rav,buf,ColeAn01,qb_hits,0,,,,,
player,201010240rav,buf,ColeAn01,fumbles_rec,0,,,,,
player,201010240rav,buf,ColeAn01,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,ColeAn01,fumbles_rec_td,0,,,,,
player,201010240rav,buf,ColeAn01,fumbles_forced,0,,,,,
player,201010240rav,buf,McInCo00,def_int,0,,,,,
player,201010240rav,buf,McInCo00,def_int_yds,0,,,,,
player,201010240rav,buf,McInCo00,def_int_td,0,,,,,
player,201010240rav,buf,McInCo00,def_int_long,0,,,,,
player,201010240rav,buf,McInCo00,pass_defended,0,,,,,
player,201010240rav,buf,McInCo00,sacks,0.0,,,,,
player,201010240rav,buf,McInCo00,tackles_combined,1,,,,,
player,201010240rav,buf,McInCo00,tackles_solo,1,,,,,
player,201010240rav,buf,McInCo00,tackles_assists,0,,,,,
player,201010240rav,buf,McInCo00,tackles_loss,0,,,,,
player,201010240rav,buf,McInCo00,qb_hits,0,,,,,
player,201010240rav,buf,McInCo00,fumbles_rec,0,,,,,
player,201010240rav,buf,McInCo00,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,McInCo00,fumbles_rec_td,0,,,,,
player,201010240rav,buf,McInCo00,fumbles_forced,0,,,,,
player,201010240rav,buf,ScotBr20,def_int,0,,,,,
player,201010240rav,buf,ScotBr20,def_int_yds,0,,,,,
player,201010240rav,buf,ScotBr20,def_int_td,0,,,,,
player,201010240rav,buf,ScotBr20,def_int_long,0,,,,,
player,201010240rav,buf,ScotBr20,pass_defended,0,,,,,
player,201010240rav,buf,ScotBr20,sacks,0.0,,,,,
player,201010240rav,buf,ScotBr20,tackles_combined,1,,,,,
player,201010240rav,buf,ScotBr20,tackles_solo,1,,,,,
player,201010240rav,buf,ScotBr20,tackles_assists,0,,,,,
player,201010240rav,buf,ScotBr20,tackles_loss,0,,,,,
player,201010240rav,buf,ScotBr20,qb_hits,0,,,,,
player,201010240rav,buf,ScotBr20,fumbles_rec,0,,,,,
player,201010240rav,buf,ScotBr20,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,ScotBr20,fumbles_rec_td,0,,,,,
player,201010240rav,buf,ScotBr20,fumbles_forced,0,,,,,
player,201010240rav,buf,TorbRe20,def_int,0,,,,,
player,201010240rav,buf,TorbRe20,def_int_yds,0,,,,,
player,201010240rav,buf,TorbRe20,def_int_td,0,,,,,
player,201010240rav,buf,TorbRe20,def_int_long,0,,,,,
player,201010240rav,buf,TorbRe20,pass_defended,0,,,,,
player,201010240rav,buf,TorbRe20,sacks,0.0,,,,,
player,201010240rav,buf,TorbRe20,tackles_combined,1,,,,,
player,201010240rav,buf,TorbRe20,tackles_solo,1,,,,,
player,201010240rav,buf,TorbRe20,tackles_assists,0,,,,,
player,201010240rav,buf,TorbRe20,tackles_loss,0,,,,,
player,201010240rav,buf,TorbRe20,qb_hits,0,,,,,
player,201010240rav,buf,TorbRe20,fumbles_rec,0,,,,,
player,201010240rav,buf,TorbRe20,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,TorbRe20,fumbles_rec_td,0,,,,,
player,201010240rav,buf,TorbRe20,fumbles_forced,0,,,,,
player,201010240rav,buf,WilsGe01,def_int,0,,,,,
player,201010240rav,buf,WilsGe01,def_int_yds,0,,,,,
player,201010240rav,buf,WilsGe01,def_int_td,0,,,,,
player,201010240rav,buf,WilsGe01,def_int_long,0,,,,,
player,201010240rav,buf,WilsGe01,pass_defended,0,,,,,
player,201010240rav,buf,WilsGe01,sacks,0.0,,,,,
player,201010240rav,buf,WilsGe01,tackles_combined,1,,,,,
player,201010240rav,buf,WilsGe01,tackles_solo,1,,,,,
player,201010240rav,buf,WilsGe01,tackles_assists,0,,,,,
player,201010240rav,buf,WilsGe01,tackles_loss,0,,,,,
player,201010240rav,buf,WilsGe01,qb_hits,0,,,,,
player,201010240rav,buf,WilsGe01,fumbles_rec,1,,,,,
player,201010240rav,buf,WilsGe01,fumbles_rec_yds,0,,,,,
player,201010240rav,buf,WilsGe01,fumbles_rec_td,0,,,,,
player,201010240rav,buf,WilsGe01,fumbles_forced,0,,,,,
player,201010240rav,rav,ReedEd00,def_int,2,,,,,
player,201010240rav,rav,ReedEd00,def_int_yds,46,,,,,
player,201010240rav,rav,ReedEd00,def_int_td,0,,,,,
player,201010240rav,rav,ReedEd00,def_int_long,40,,,,,
player,201010240rav,rav,ReedEd00,pass_defended,2,,,,,
player,201010240rav,rav,ReedEd00,sacks,0.0,,,,,
player,201010240rav,rav,ReedEd00,tackles_combined,4,,,,,
player,201010240rav,rav,ReedEd00,tackles_solo,4,,,,,
player,201010240rav,rav,ReedEd00,tackles_assists,0,,,,,
player,201010240rav,rav,ReedEd00,tackles_loss,0,,,,,
player,201010240rav,rav,ReedEd00,qb_hits,0,,,,,
player,201010240rav,rav,ReedEd00,fumbles_rec,0,,,,,
player,201010240rav,rav,ReedEd00,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,ReedEd00,fumbles_rec_td,0,,,,,
player,201010240rav,rav,ReedEd00,fumbles_forced,1,,,,,
player,201010240rav,rav,LewiRa00,def_int,0,,,,,
player,201010240rav,rav,LewiRa00,def_int_yds,0,,,,,
player,201010240rav,rav,LewiRa00,def_int_td,0,,,,,
player,201010240rav,rav,LewiRa00,def_int_long,0,,,,,
player,201010240rav,rav,LewiRa00,pass_defended,1,,,,,
player,201010240rav,rav,LewiRa00,sacks,1.0,,,,,
player,201010240rav,rav,LewiRa00,tackles_combined,15,,,,,
player,201010240rav,rav,LewiRa00,tackles_solo,14,,,,,
player,201010240rav,rav,LewiRa00,tackles_assists,1,,,,,
player,201010240rav,rav,LewiRa00,tackles_loss,0,,,,,
player,201010240rav,rav,LewiRa00,qb_hits,2,,,,,
player,201010240rav,rav,LewiRa00,fumbles_rec,1,,,,,
player,201010240rav,rav,LewiRa00,fumbles_rec_yds,1,,,,,
player,201010240rav,rav,LewiRa00,fumbles_rec_td,0,,,,,
player,201010240rav,rav,LewiRa00,fumbles_forced,1,,,,,
player,201010240rav,rav,LandDa21,def_int,0,,,,,
player,201010240rav,rav,LandDa21,def_int_yds,0,,,,,
player,201010240rav,rav,LandDa21,def_int_td,0,,,,,
player,201010240rav,rav,LandDa21,def_int_long,0,,,,,
player,201010240rav,rav,LandDa21,pass_defended,0,,,,,
player,201010240rav,rav,LandDa21,sacks,0.0,,,,,
player,201010240rav,rav,LandDa21,tackles_combined,10,,,,,
player,201010240rav,rav,LandDa21,tackles_solo,9,,,,,
player,201010240rav,rav,LandDa21,tackles_assists,1,,,,,
player,201010240rav,rav,LandDa21,tackles_loss,0,,,,,
player,201010240rav,rav,LandDa21,qb_hits,0,,,,,
player,201010240rav,rav,LandDa21,fumbles_rec,0,,,,,
player,201010240rav,rav,LandDa21,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,LandDa21,fumbles_rec_td,0,,,,,
player,201010240rav,rav,LandDa21,fumbles_forced,0,,,,,
player,201010240rav,rav,JohnJa23,def_int,0,,,,,
player,201010240rav,rav,JohnJa23,def_int_yds,0,,,,,
player,201010240rav,rav,JohnJa23,def_int_td,0,,,,,
player,201010240rav,rav,JohnJa23,def_int_long,0,,,,,
player,201010240rav,rav,JohnJa23,pass_defended,0,,,,,
player,201010240rav,rav,JohnJa23,sacks,0.0,,,,,
player,201010240rav,rav,JohnJa23,tackles_combined,9,,,,,
player,201010240rav,rav,JohnJa23,tackles_solo,3,,,,,
player,201010240rav,rav,JohnJa23,tackles_assists,6,,,,,
player,201010240rav,rav,JohnJa23,tackles_loss,1,,,,,
player,201010240rav,rav,JohnJa23,qb_hits,0,,,,,
player,201010240rav,rav,JohnJa23,fumbles_rec,0,,,,,
player,201010240rav,rav,JohnJa23,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,JohnJa23,fumbles_rec_td,0,,,,,
player,201010240rav,rav,JohnJa23,fumbles_forced,0,,,,,
player,201010240rav,rav,GregKe20,def_int,0,,,,,
player,201010240rav,rav,GregKe20,def_int_yds,0,,,,,
player,201010240rav,rav,GregKe20,def_int_td,0,,,,,
player,201010240rav,rav,GregKe20,def_int_long,0,,,,,
player,201010240rav,rav,GregKe20,pass_defended,0,,,,,
player,201010240rav,rav,GregKe20,sacks,0.0,,,,,
player,201010240rav,rav,GregKe20,tackles_combined,8,,,,,
player,201010240rav,rav,GregKe20,tackles_solo,4,,,,,
player,201010240rav,rav,GregKe20,tackles_assists,4,,,,,
player,201010240rav,rav,GregKe20,tackles_loss,0,,,,,
player,201010240rav,rav,GregKe20,qb_hits,0,,,,,
player,201010240rav,rav,GregKe20,fumbles_rec,0,,,,,
player,201010240rav,rav,GregKe20,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,GregKe20,fumbles_rec_td,0,,,,,
player,201010240rav,rav,GregKe20,fumbles_forced,0,,,,,
player,201010240rav,rav,SuggTe99,def_int,0,,,,,
player,201010240rav,rav,SuggTe99,def_int_yds,0,,,,,
player,201010240rav,rav,SuggTe99,def_int_td,0,,,,,
player,201010240rav,rav,SuggTe99,def_int_long,0,,,,,
player,201010240rav,rav,SuggTe99,pass_defended,0,,,,,
player,201010240rav,rav,SuggTe99,sacks,0.0,,,,,
player,201010240rav,rav,SuggTe99,tackles_combined,6,,,,,
player,201010240rav,rav,SuggTe99,tackles_solo,3,,,,,
player,201010240rav,rav,SuggTe99,tackles_assists,3,,,,,
player,201010240rav,rav,SuggTe99,tackles_loss,2,,,,,
player,201010240rav,rav,SuggTe99,qb_hits,0,,,,,
player,201010240rav,rav,SuggTe99,fumbles_rec,0,,,,,
player,201010240rav,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201010240rav,rav,SuggTe99,fumbles_forced,0,,,,,
player,201010240rav,rav,ElleDa99,def_int,0,,,,,
player,201010240rav,rav,ElleDa99,def_int_yds,0,,,,,
player,201010240rav,rav,ElleDa99,def_int_td,0,,,,,
player,201010240rav,rav,ElleDa99,def_int_long,0,,,,,
player,201010240rav,rav,ElleDa99,pass_defended,0,,,,,
player,201010240rav,rav,ElleDa99,sacks,0.0,,,,,
player,201010240rav,rav,ElleDa99,tackles_combined,5,,,,,
player,201010240rav,rav,ElleDa99,tackles_solo,4,,,,,
player,201010240rav,rav,ElleDa99,tackles_assists,1,,,,,
player,201010240rav,rav,ElleDa99,tackles_loss,0,,,,,
player,201010240rav,rav,ElleDa99,qb_hits,0,,,,,
player,201010240rav,rav,ElleDa99,fumbles_rec,0,,,,,
player,201010240rav,rav,ElleDa99,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,ElleDa99,fumbles_rec_td,0,,,,,
player,201010240rav,rav,ElleDa99,fumbles_forced,0,,,,,
player,201010240rav,rav,WashFa20,def_int,0,,,,,
player,201010240rav,rav,WashFa20,def_int_yds,0,,,,,
player,201010240rav,rav,WashFa20,def_int_td,0,,,,,
player,201010240rav,rav,WashFa20,def_int_long,0,,,,,
player,201010240rav,rav,WashFa20,pass_defended,0,,,,,
player,201010240rav,rav,WashFa20,sacks,0.0,,,,,
player,201010240rav,rav,WashFa20,tackles_combined,5,,,,,
player,201010240rav,rav,WashFa20,tackles_solo,5,,,,,
player,201010240rav,rav,WashFa20,tackles_assists,0,,,,,
player,201010240rav,rav,WashFa20,tackles_loss,1,,,,,
player,201010240rav,rav,WashFa20,qb_hits,0,,,,,
player,201010240rav,rav,WashFa20,fumbles_rec,0,,,,,
player,201010240rav,rav,WashFa20,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,WashFa20,fumbles_rec_td,0,,,,,
player,201010240rav,rav,WashFa20,fumbles_forced,0,,,,,
player,201010240rav,rav,CarrCh22,def_int,0,,,,,
player,201010240rav,rav,CarrCh22,def_int_yds,0,,,,,
player,201010240rav,rav,CarrCh22,def_int_td,0,,,,,
player,201010240rav,rav,CarrCh22,def_int_long,0,,,,,
player,201010240rav,rav,CarrCh22,pass_defended,1,,,,,
player,201010240rav,rav,CarrCh22,sacks,0.0,,,,,
player,201010240rav,rav,CarrCh22,tackles_combined,4,,,,,
player,201010240rav,rav,CarrCh22,tackles_solo,4,,,,,
player,201010240rav,rav,CarrCh22,tackles_assists,0,,,,,
player,201010240rav,rav,CarrCh22,tackles_loss,0,,,,,
player,201010240rav,rav,CarrCh22,qb_hits,0,,,,,
player,201010240rav,rav,CarrCh22,fumbles_rec,0,,,,,
player,201010240rav,rav,CarrCh22,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,CarrCh22,fumbles_rec_td,0,,,,,
player,201010240rav,rav,CarrCh22,fumbles_forced,0,,,,,
player,201010240rav,rav,NgatHa20,def_int,0,,,,,
player,201010240rav,rav,NgatHa20,def_int_yds,0,,,,,
player,201010240rav,rav,NgatHa20,def_int_td,0,,,,,
player,201010240rav,rav,NgatHa20,def_int_long,0,,,,,
player,201010240rav,rav,NgatHa20,pass_defended,0,,,,,
player,201010240rav,rav,NgatHa20,sacks,0.0,,,,,
player,201010240rav,rav,NgatHa20,tackles_combined,3,,,,,
player,201010240rav,rav,NgatHa20,tackles_solo,1,,,,,
player,201010240rav,rav,NgatHa20,tackles_assists,2,,,,,
player,201010240rav,rav,NgatHa20,tackles_loss,0,,,,,
player,201010240rav,rav,NgatHa20,qb_hits,0,,,,,
player,201010240rav,rav,NgatHa20,fumbles_rec,0,,,,,
player,201010240rav,rav,NgatHa20,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,NgatHa20,fumbles_rec_td,0,,,,,
player,201010240rav,rav,NgatHa20,fumbles_forced,0,,,,,
player,201010240rav,rav,WebbLa99,def_int,0,,,,,
player,201010240rav,rav,WebbLa99,def_int_yds,0,,,,,
player,201010240rav,rav,WebbLa99,def_int_td,0,,,,,
player,201010240rav,rav,WebbLa99,def_int_long,0,,,,,
player,201010240rav,rav,WebbLa99,pass_defended,0,,,,,
player,201010240rav,rav,WebbLa99,sacks,0.0,,,,,
player,201010240rav,rav,WebbLa99,tackles_combined,3,,,,,
player,201010240rav,rav,WebbLa99,tackles_solo,3,,,,,
player,201010240rav,rav,WebbLa99,tackles_assists,0,,,,,
player,201010240rav,rav,WebbLa99,tackles_loss,0,,,,,
player,201010240rav,rav,WebbLa99,qb_hits,0,,,,,
player,201010240rav,rav,WebbLa99,fumbles_rec,0,,,,,
player,201010240rav,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201010240rav,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201010240rav,rav,WebbLa99,fumbles_forced,0,,,,,
player,201010240rav,rav,WilsJo99,def_int,0,,,,,
player,201010240rav,rav,WilsJo99,def_int_yds,0,,,,,
player,201010240rav,rav,WilsJo99,def_int_td,0,,,,,
player,201010240rav,rav,WilsJo99,def_int_long,0,,,,,
player,201010240rav,rav,WilsJo99,pass_defended,2,,,,,
player,201010240rav,rav,WilsJo99,sacks,0.0,,,,,
player,201010240rav,rav,WilsJo99,tackles_combined,3,,,,,
player,201010240rav,rav,WilsJo99,tackles_solo,3,,,,,
player,201010240rav,rav,WilsJo99,tackles_assists,0,,,,,
player,201010240rav,rav,WilsJo99,tackles_loss,0,,,,,
