game,2010,6,20101017,201010170den,nyj,"New York Jets",24,den,"Denver Broncos",20
player,201010170den,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201010170den,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201010170den,nyj,ScotBa20,def_int,0,,,,,
player,201010170den,nyj,ScotBa20,def_int_yds,0,,,,,
player,201010170den,nyj,ScotBa20,def_int_td,0,,,,,
player,201010170den,nyj,ScotBa20,def_int_long,0,,,,,
player,201010170den,nyj,ScotBa20,pass_defended,0,,,,,
player,201010170den,nyj,ScotBa20,sacks,0.0,,,,,
player,201010170den,nyj,ScotBa20,tackles_combined,6,,,,,
player,201010170den,nyj,ScotBa20,tackles_solo,4,,,,,
player,201010170den,nyj,ScotBa20,tackles_assists,2,,,,,
player,201010170den,nyj,ScotBa20,tackles_loss,0,,,,,
player,201010170den,nyj,ScotBa20,qb_hits,0,,,,,
player,201010170den,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201010170den,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201010170den,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201010170den,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201010170den,nyj,ColeDr20,def_int,0,,,,,
player,201010170den,nyj,ColeDr20,def_int_yds,0,,,,,
player,201010170den,nyj,ColeDr20,def_int_td,0,,,,,
player,201010170den,nyj,ColeDr20,def_int_long,0,,,,,
player,201010170den,nyj,ColeDr20,pass_defended,1,,,,,
player,201010170den,nyj,ColeDr20,sacks,0.0,,,,,
player,201010170den,nyj,ColeDr20,tackles_combined,5,,,,,
player,201010170den,nyj,ColeDr20,tackles_solo,5,,,,,
player,201010170den,nyj,ColeDr20,tackles_assists,0,,,,,
player,201010170den,nyj,ColeDr20,tackles_loss,1,,,,,
player,201010170den,nyj,ColeDr20,qb_hits,0,,,,,
player,201010170den,nyj,ColeDr20,fumbles_rec,0,,,,,
player,201010170den,nyj,ColeDr20,fumbles_rec_yds,0,,,,,
player,201010170den,nyj,ColeDr20,fumbles_rec_td,0,,,,,
player,201010170den,nyj,ColeDr20,fumbles_forced,1,,,,,
player,201010170den,nyj,LeonJi23,def_int,0,,,,,
player,201010170den,nyj,LeonJi23,def_int_yds,0,,,,,
player,201010170den,nyj,LeonJi23,def_int_td,0,,,,,
player,201010170den,nyj,LeonJi23,def_int_long,0,,,,,
player,201010170den,nyj,LeonJi23,pass_defended,0,,,,,
player,201010170den,nyj,LeonJi23,sacks,0.0,,,,,
player,201010170den,nyj,LeonJi23,tackles_combined,5,,,,,
player,201010170den,nyj,LeonJi23,tackles_solo,5,,,,,
player,201010170den,nyj,LeonJi23,tackles_assists,0,,,,,
player,201010170den,nyj,LeonJi23,tackles_loss,0,,,,,
player,201010170den,nyj,LeonJi23,qb_hits,0,,,,,
player,201010170den,nyj,LeonJi23,fumbles_rec,0,,,,,
player,201010170den,nyj,LeonJi23,fumbles_rec_yds,0,,,,,
player,201010170den,nyj,LeonJi23,fumbles_rec_td,0,,,,,
player,201010170den,nyj,LeonJi23,fumbles_forced,0,,,,,
player,201010170den,nyj,PoolBr20,def_int,0,,,,,
player,201010170den,nyj,PoolBr20,def_int_yds,0,,,,,
player,201010170den,nyj,PoolBr20,def_int_td,0,,,,,
player,201010170den,nyj,PoolBr20,def_int_long,0,,,,,
player,201010170den,nyj,PoolBr20,pass_defended,0,,,,,
player,201010170den,nyj,PoolBr20,sacks,0.0,,,,,
player,201010170den,nyj,PoolBr20,tackles_combined,5,,,,,
player,201010170den,nyj,PoolBr20,tackles_solo,5,,,,,
player,201010170den,nyj,PoolBr20,tackles_assists,0,,,,,
player,201010170den,nyj,PoolBr20,tackles_loss,0,,,,,
player,201010170den,nyj,PoolBr20,qb_hits,0,,,,,
player,201010170den,nyj,PoolBr20,fumbles_rec,0,,,,,
player,201010170den,nyj,PoolBr20,fumbles_rec_yds,0,,,,,
player,201010170den,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201010170den,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201010170den,nyj,CromAn20,def_int,0,,,,,
player,201010170den,nyj,CromAn20,def_int_yds,0,,,,,
player,201010170den,nyj,CromAn20,def_int_td,0,,,,,
player,201010170den,nyj,CromAn20,def_int_long,0,,,,,
player,201010170den,nyj,CromAn20,pass_defended,3,,,,,
player,201010170den,nyj,CromAn20,sacks,0.0,,,,,
player,201010170den,nyj,CromAn20,tackles_combined,3,,,,,
player,201010170den,nyj,CromAn20,tackles_solo,3,,,,,
player,201010170den,nyj,CromAn20,tackles_assists,0,,,,,
player,201010170den,nyj,CromAn20,tackles_loss,0,,,,,
player,201010170den,nyj,CromAn20,qb_hits,0,,,,,
player,201010170den,nyj,CromAn20,fumbles_rec,0,,,,,
player,201010170den,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201010170den,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201010170den,nyj,CromAn20,fumbles_forced,0,,,,,
player,201010170den,nyj,DeViMi99,def_int,0,,,,,
player,201010170den,nyj,DeViMi99,def_int_yds,0,,,,,
player,201010170den,nyj,DeViMi99,def_int_td,0,,,,,
player,201010170den,nyj,DeViMi99,def_int_long,0,,,,,
player,201010170den,nyj,DeViMi99,pass_defended,1,,,,,
player,201010170den,nyj,DeViMi99,sacks,0.0,,,,,
player,201010170den,nyj,DeViMi99,tackles_combined,3,,,,,
player,201010170den,nyj,DeViMi99,tackles_solo,2,,,,,
player,201010170den,nyj,DeViMi99,tackles_assists,1,,,,,
player,201010170den,nyj,DeViMi99,tackles_loss,0,,,,,
player,201010170den,nyj,DeViMi99,qb_hits,0,,,,,
player,201010170den,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201010170den,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201010170den,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201010170den,nyj,DeViMi99,fumbles_forced,0,,,,,
player,201010170den,nyj,PaceCa20,def_int,0,,,,,
player,201010170den,nyj,PaceCa20,def_int_yds,0,,,,,
player,201010170den,nyj,PaceCa20,def_int_td,0,,,,,
player,201010170den,nyj,PaceCa20,def_int_long,0,,,,,
player,201010170den,nyj,PaceCa20,pass_defended,0,,,,,
player,201010170den,nyj,PaceCa20,sacks,0.0,,,,,
player,201010170den,nyj,PaceCa20,tackles_combined,3,,,,,
player,201010170den,nyj,PaceCa20,tackles_solo,3,,,,,
player,201010170den,nyj,PaceCa20,tackles_assists,0,,,,,
player,201010170den,nyj,PaceCa20,tackles_loss,1,,,,,
player,201010170den,nyj,PaceCa20,qb_hits,0,,,,,
player,201010170den,nyj,PaceCa20,fumbles_rec,0,,,,,
player,201010170den,nyj,PaceCa20,fumbles_rec_yds,0,,,,,
player,201010170den,nyj,PaceCa20,fumbles_rec_td,0,,,,,
player,201010170den,nyj,PaceCa20,fumbles_forced,0,,,,,
player,201010170den,nyj,ReviDa99,def_int,0,,,,,
player,201010170den,nyj,ReviDa99,def_int_yds,0,,,,,
player,201010170den,nyj,ReviDa99,def_int_td,0,,,,,
player,201010170den,nyj,ReviDa99,def_int_long,0,,,,,
player,201010170den,nyj,ReviDa99,pass_defended,3,,,,,
player,201010170den,nyj,ReviDa99,sacks,0.0,,,,,
player,201010170den,nyj,ReviDa99,tackles_combined,3,,,,,
player,201010170den,nyj,ReviDa99,tackles_solo,3,,,,,
player,201010170den,nyj,ReviDa99,tackles_assists,0,,,,,
player,201010170den,nyj,ReviDa99,tackles_loss,0,,,,,
player,201010170den,nyj,ReviDa99,qb_hits,0,,,,,
player,201010170den,nyj,ReviDa99,fumbles_rec,1,,,,,
player,201010170den,nyj,ReviDa99,fumbles_rec_yds,0,,,,,
player,201010170den,nyj,ReviDa99,fumbles_rec_td,0,,,,,
player,201010170den,nyj,ReviDa99,fumbles_forced,0,,,,,
player,201010170den,nyj,TaylJa03,def_int,0,,,,,
player,201010170den,nyj,TaylJa03,def_int_yds,0,,,,,
player,201010170den,nyj,TaylJa03,def_int_td,0,,,,,
player,201010170den,nyj,TaylJa03,def_int_long,0,,,,,
player,201010170den,nyj,TaylJa03,pass_defended,0,,,,,
player,201010170den,nyj,TaylJa03,sacks,0.0,,,,,
player,201010170den,nyj,TaylJa03,tackles_combined,3,,,,,
player,201010170den,nyj,TaylJa03,tackles_solo,3,,,,,
player,201010170den,nyj,TaylJa03,tackles_assists,0,,,,,
player,201010170den,nyj,TaylJa03,tackles_loss,1,,,,,
player,201010170den,nyj,TaylJa03,qb_hits,0,,,,,
player,201010170den,nyj,TaylJa03,fumbles_rec,0,,,,,
player,201010170den,nyj,TaylJa03,fumbles_rec_yds,0,,,,,
player,201010170den,nyj,TaylJa03,fumbles_rec_td,0,,,,,
player,201010170den,nyj,TaylJa03,fumbles_forced,0,,,,,
player,201010170den,nyj,SmitEr22,def_int,0,,,,,
player,201010170den,nyj,SmitEr22,def_int_yds,0,,,,,
player,201010170den,nyj,SmitEr22,def_int_td,0,,,,,
player,201010170den,nyj,SmitEr22,def_int_long,0,,,,,
player,201010170den,nyj,SmitEr22,pass_defended,1,,,,,
player,201010170den,nyj,SmitEr22,sacks,0.0,,,,,
player,201010170den,nyj,SmitEr22,tackles_combined,2,,,,,
player,201010170den,nyj,SmitEr22,tackles_solo,2,,,,,
player,201010170den,nyj,SmitEr22,tackles_assists,0,,,,,
player,201010170den,nyj,SmitEr22,tackles_loss,0,,,,,
player,201010170den,nyj,SmitEr22,qb_hits,0,,,,,
player,201010170den,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201010170den,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201010170den,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201010170den,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201010170den,nyj,PrycTr00,def_int,0,,,,,
player,201010170den,nyj,PrycTr00,def_int_yds,0,,,,,
player,201010170den,nyj,PrycTr00,def_int_td,0,,,,,
player,201010170den,nyj,PrycTr00,def_int_long,0,,,,,
player,201010170den,nyj,PrycTr00,pass_defended,0,,,,,
player,201010170den,nyj,PrycTr00,sacks,0.0,,,,,
player,201010170den,nyj,PrycTr00,tackles_combined,1,,,,,
player,201010170den,nyj,PrycTr00,tackles_solo,1,,,,,
player,201010170den,nyj,PrycTr00,tackles_assists,0,,,,,
player,201010170den,nyj,PrycTr00,tackles_loss,1,,,,,
player,201010170den,nyj,PrycTr00,qb_hits,1,,,,,
player,201010170den,nyj,PrycTr00,fumbles_rec,0,,,,,
player,201010170den,nyj,PrycTr00,fumbles_rec_yds,0,,,,,
player,201010170den,nyj,PrycTr00,fumbles_rec_td,0,,,,,
player,201010170den,nyj,PrycTr00,fumbles_forced,0,,,,,
player,201010170den,nyj,ThomBr21,def_int,0,,,,,
player,201010170den,nyj,ThomBr21,def_int_yds,0,,,,,
player,201010170den,nyj,ThomBr21,def_int_td,0,,,,,
player,201010170den,nyj,ThomBr21,def_int_long,0,,,,,
player,201010170den,nyj,ThomBr21,pass_defended,0,,,,,
player,201010170den,nyj,ThomBr21,sacks,0.0,,,,,
player,201010170den,nyj,ThomBr21,tackles_combined,1,,,,,
player,201010170den,nyj,ThomBr21,tackles_solo,1,,,,,
player,201010170den,nyj,ThomBr21,tackles_assists,0,,,,,
player,201010170den,nyj,ThomBr21,tackles_loss,0,,,,,
player,201010170den,nyj,ThomBr21,qb_hits,0,,,,,
player,201010170den,nyj,ThomBr21,fumbles_rec,0,,,,,
player,201010170den,nyj,ThomBr21,fumbles_rec_yds,0,,,,,
player,201010170den,nyj,ThomBr21,fumbles_rec_td,0,,,,,
player,201010170den,nyj,ThomBr21,fumbles_forced,0,,,,,
player,201010170den,nyj,LoweDw99,def_int,0,,,,,
player,201010170den,nyj,LoweDw99,def_int_yds,0,,,,,
player,201010170den,nyj,LoweDw99,def_int_td,0,,,,,
player,201010170den,nyj,LoweDw99,def_int_long,0,,,,,
player,201010170den,nyj,LoweDw99,pass_defended,0,,,,,
player,201010170den,nyj,LoweDw99,sacks,0.0,,,,,
player,201010170den,nyj,LoweDw99,tackles_combined,0,,,,,
player,201010170den,nyj,LoweDw99,tackles_solo,0,,,,,
player,201010170den,nyj,LoweDw99,tackles_assists,0,,,,,
player,201010170den,nyj,LoweDw99,tackles_loss,0,,,,,
player,201010170den,nyj,LoweDw99,qb_hits,0,,,,,
player,201010170den,nyj,LoweDw99,fumbles_rec,1,,,,,
player,201010170den,nyj,LoweDw99,fumbles_rec_yds,0,,,,,
player,201010170den,nyj,LoweDw99,fumbles_rec_td,0,,,,,
player,201010170den,nyj,LoweDw99,fumbles_forced,0,,,,,
player,201010170den,den,HuntJa24,def_int,1,,,,,
player,201010170den,den,HuntJa24,def_int_yds,14,,,,,
player,201010170den,den,HuntJa24,def_int_td,0,,,,,
player,201010170den,den,HuntJa24,def_int_long,14,,,,,
player,201010170den,den,HuntJa24,pass_defended,1,,,,,
player,201010170den,den,HuntJa24,sacks,0.0,,,,,
player,201010170den,den,HuntJa24,tackles_combined,2,,,,,
player,201010170den,den,HuntJa24,tackles_solo,2,,,,,
player,201010170den,den,HuntJa24,tackles_assists,0,,,,,
player,201010170den,den,HuntJa24,tackles_loss,1,,,,,
player,201010170den,den,HuntJa24,qb_hits,0,,,,,
player,201010170den,den,HuntJa24,fumbles_rec,0,,,,,
player,201010170den,den,HuntJa24,fumbles_rec_yds,0,,,,,
player,201010170den,den,HuntJa24,fumbles_rec_td,0,,,,,
player,201010170den,den,HuntJa24,fumbles_forced,0,,,,,
player,201010170den,den,ThomSy99,def_int,1,,,,,
player,201010170den,den,ThomSy99,def_int_yds,18,,,,,
player,201010170den,den,ThomSy99,def_int_td,0,,,,,
player,201010170den,den,ThomSy99,def_int_long,18,,,,,
player,201010170den,den,ThomSy99,pass_defended,2,,,,,
player,201010170den,den,ThomSy99,sacks,0.0,,,,,
player,201010170den,den,ThomSy99,tackles_combined,2,,,,,
player,201010170den,den,ThomSy99,tackles_solo,2,,,,,
player,201010170den,den,ThomSy99,tackles_assists,0,,,,,
player,201010170den,den,ThomSy99,tackles_loss,0,,,,,
player,201010170den,den,ThomSy99,qb_hits,0,,,,,
player,201010170den,den,ThomSy99,fumbles_rec,0,,,,,
player,201010170den,den,ThomSy99,fumbles_rec_yds,0,,,,,
player,201010170den,den,ThomSy99,fumbles_rec_td,0,,,,,
player,201010170den,den,ThomSy99,fumbles_forced,0,,,,,
player,201010170den,den,WillD.20,def_int,0,,,,,
player,201010170den,den,WillD.20,def_int_yds,0,,,,,
player,201010170den,den,WillD.20,def_int_td,0,,,,,
player,201010170den,den,WillD.20,def_int_long,0,,,,,
player,201010170den,den,WillD.20,pass_defended,2,,,,,
player,201010170den,den,WillD.20,sacks,1.0,,,,,
player,201010170den,den,WillD.20,tackles_combined,11,,,,,
player,201010170den,den,WillD.20,tackles_solo,8,,,,,
player,201010170den,den,WillD.20,tackles_assists,3,,,,,
player,201010170den,den,WillD.20,tackles_loss,1,,,,,
player,201010170den,den,WillD.20,qb_hits,1,,,,,
player,201010170den,den,WillD.20,fumbles_rec,0,,,,,
player,201010170den,den,WillD.20,fumbles_rec_yds,0,,,,,
player,201010170den,den,WillD.20,fumbles_rec_td,0,,,,,
player,201010170den,den,WillD.20,fumbles_forced,0,,,,,
player,201010170den,den,ThomMa99,def_int,0,,,,,
player,201010170den,den,ThomMa99,def_int_yds,0,,,,,
player,201010170den,den,ThomMa99,def_int_td,0,,,,,
player,201010170den,den,ThomMa99,def_int_long,0,,,,,
player,201010170den,den,ThomMa99,pass_defended,0,,,,,
player,201010170den,den,ThomMa99,sacks,1.0,,,,,
player,201010170den,den,ThomMa99,tackles_combined,2,,,,,
player,201010170den,den,ThomMa99,tackles_solo,2,,,,,
player,201010170den,den,ThomMa99,tackles_assists,0,,,,,
player,201010170den,den,ThomMa99,tackles_loss,1,,,,,
player,201010170den,den,ThomMa99,qb_hits,1,,,,,
player,201010170den,den,ThomMa99,fumbles_rec,0,,,,,
player,201010170den,den,ThomMa99,fumbles_rec_yds,0,,,,,
player,201010170den,den,ThomMa99,fumbles_rec_td,0,,,,,
player,201010170den,den,ThomMa99,fumbles_forced,0,,,,,
player,201010170den,den,CoxxPe99,def_int,0,,,,,
player,201010170den,den,CoxxPe99,def_int_yds,0,,,,,
player,201010170den,den,CoxxPe99,def_int_td,0,,,,,
player,201010170den,den,CoxxPe99,def_int_long,0,,,,,
player,201010170den,den,CoxxPe99,pass_defended,2,,,,,
player,201010170den,den,CoxxPe99,sacks,0.0,,,,,
player,201010170den,den,CoxxPe99,tackles_combined,7,,,,,
player,201010170den,den,CoxxPe99,tackles_solo,7,,,,,
player,201010170den,den,CoxxPe99,tackles_assists,0,,,,,
player,201010170den,den,CoxxPe99,tackles_loss,0,,,,,
player,201010170den,den,CoxxPe99,qb_hits,0,,,,,
player,201010170den,den,CoxxPe99,fumbles_rec,0,,,,,
player,201010170den,den,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201010170den,den,CoxxPe99,fumbles_rec_td,0,,,,,
player,201010170den,den,CoxxPe99,fumbles_forced,1,,,,,
player,201010170den,den,JoneNa20,def_int,0,,,,,
player,201010170den,den,JoneNa20,def_int_yds,0,,,,,
player,201010170den,den,JoneNa20,def_int_td,0,,,,,
player,201010170den,den,JoneNa20,def_int_long,0,,,,,
player,201010170den,den,JoneNa20,pass_defended,1,,,,,
player,201010170den,den,JoneNa20,sacks,0.0,,,,,
player,201010170den,den,JoneNa20,tackles_combined,7,,,,,
player,201010170den,den,JoneNa20,tackles_solo,6,,,,,
player,201010170den,den,JoneNa20,tackles_assists,1,,,,,
player,201010170den,den,JoneNa20,tackles_loss,0,,,,,
player,201010170den,den,JoneNa20,qb_hits,0,,,,,
player,201010170den,den,JoneNa20,fumbles_rec,0,,,,,
player,201010170den,den,JoneNa20,fumbles_rec_yds,0,,,,,
player,201010170den,den,JoneNa20,fumbles_rec_td,0,,,,,
player,201010170den,den,JoneNa20,fumbles_forced,0,,,,,
player,201010170den,den,HaggMa20,def_int,0,,,,,
player,201010170den,den,HaggMa20,def_int_yds,0,,,,,
player,201010170den,den,HaggMa20,def_int_td,0,,,,,
player,201010170den,den,HaggMa20,def_int_long,0,,,,,
player,201010170den,den,HaggMa20,pass_defended,0,,,,,
player,201010170den,den,HaggMa20,sacks,0.0,,,,,
player,201010170den,den,HaggMa20,tackles_combined,6,,,,,
player,201010170den,den,HaggMa20,tackles_solo,4,,,,,
player,201010170den,den,HaggMa20,tackles_assists,2,,,,,
player,201010170den,den,HaggMa20,tackles_loss,2,,,,,
player,201010170den,den,HaggMa20,qb_hits,0,,,,,
player,201010170den,den,HaggMa20,fumbles_rec,0,,,,,
player,201010170den,den,HaggMa20,fumbles_rec_yds,0,,,,,
player,201010170den,den,HaggMa20,fumbles_rec_td,0,,,,,
player,201010170den,den,HaggMa20,fumbles_forced,0,,,,,
player,201010170den,den,BailCh00,def_int,0,,,,,
player,201010170den,den,BailCh00,def_int_yds,0,,,,,
player,201010170den,den,BailCh00,def_int_td,0,,,,,
player,201010170den,den,BailCh00,def_int_long,0,,,,,
player,201010170den,den,BailCh00,pass_defended,1,,,,,
player,201010170den,den,BailCh00,sacks,0.0,,,,,
player,201010170den,den,BailCh00,tackles_combined,4,,,,,
player,201010170den,den,BailCh00,tackles_solo,3,,,,,
player,201010170den,den,BailCh00,tackles_assists,1,,,,,
player,201010170den,den,BailCh00,tackles_loss,0,,,,,
player,201010170den,den,BailCh00,qb_hits,0,,,,,
player,201010170den,den,BailCh00,fumbles_rec,0,,,,,
player,201010170den,den,BailCh00,fumbles_rec_yds,0,,,,,
player,201010170den,den,BailCh00,fumbles_rec_td,0,,,,,
player,201010170den,den,BailCh00,fumbles_forced,0,,,,,
player,201010170den,den,WillJa99,def_int,0,,,,,
player,201010170den,den,WillJa99,def_int_yds,0,,,,,
player,201010170den,den,WillJa99,def_int_td,0,,,,,
player,201010170den,den,WillJa99,def_int_long,0,,,,,
player,201010170den,den,WillJa99,pass_defended,0,,,,,
player,201010170den,den,WillJa99,sacks,0.0,,,,,
player,201010170den,den,WillJa99,tackles_combined,3,,,,,
player,201010170den,den,WillJa99,tackles_solo,2,,,,,
player,201010170den,den,WillJa99,tackles_assists,1,,,,,
player,201010170den,den,WillJa99,tackles_loss,0,,,,,
player,201010170den,den,WillJa99,qb_hits,0,,,,,
player,201010170den,den,WillJa99,fumbles_rec,0,,,,,
player,201010170den,den,WillJa99,fumbles_rec_yds,0,,,,,
player,201010170den,den,WillJa99,fumbles_rec_td,0,,,,,
player,201010170den,den,WillJa99,fumbles_forced,0,,,,,
player,201010170den,den,HillRe20,def_int,0,,,,,
player,201010170den,den,HillRe20,def_int_yds,0,,,,,
player,201010170den,den,HillRe20,def_int_td,0,,,,,
player,201010170den,den,HillRe20,def_int_long,0,,,,,
player,201010170den,den,HillRe20,pass_defended,0,,,,,
player,201010170den,den,HillRe20,sacks,0.0,,,,,
player,201010170den,den,HillRe20,tackles_combined,2,,,,,
player,201010170den,den,HillRe20,tackles_solo,1,,,,,
player,201010170den,den,HillRe20,tackles_assists,1,,,,,
player,201010170den,den,HillRe20,tackles_loss,0,,,,,
player,201010170den,den,HillRe20,qb_hits,0,,,,,
player,201010170den,den,HillRe20,fumbles_rec,1,,,,,
player,201010170den,den,HillRe20,fumbles_rec_yds,0,,,,,
player,201010170den,den,HillRe20,fumbles_rec_td,0,,,,,
player,201010170den,den,HillRe20,fumbles_forced,0,,,,,
player,201010170den,den,BannJu20,def_int,0,,,,,
player,201010170den,den,BannJu20,def_int_yds,0,,,,,
player,201010170den,den,BannJu20,def_int_td,0,,,,,
player,201010170den,den,BannJu20,def_int_long,0,,,,,
player,201010170den,den,BannJu20,pass_defended,0,,,,,
player,201010170den,den,BannJu20,sacks,0.0,,,,,
player,201010170den,den,BannJu20,tackles_combined,1,,,,,
player,201010170den,den,BannJu20,tackles_solo,1,,,,,
player,201010170den,den,BannJu20,tackles_assists,0,,,,,
player,201010170den,den,BannJu20,tackles_loss,0,,,,,
player,201010170den,den,BannJu20,qb_hits,0,,,,,
player,201010170den,den,BannJu20,fumbles_rec,0,,,,,
player,201010170den,den,BannJu20,fumbles_rec_yds,0,,,,,
player,201010170den,den,BannJu20,fumbles_rec_td,0,,,,,
player,201010170den,den,BannJu20,fumbles_forced,0,,,,,
player,201010170den,den,BrutDa99,def_int,0,,,,,
player,201010170den,den,BrutDa99,def_int_yds,0,,,,,
player,201010170den,den,BrutDa99,def_int_td,0,,,,,
player,201010170den,den,BrutDa99,def_int_long,0,,,,,
player,201010170den,den,BrutDa99,pass_defended,0,,,,,
player,201010170den,den,BrutDa99,sacks,0.0,,,,,
player,201010170den,den,BrutDa99,tackles_combined,1,,,,,
player,201010170den,den,BrutDa99,tackles_solo,1,,,,,
player,201010170den,den,BrutDa99,tackles_assists,0,,,,,
player,201010170den,den,BrutDa99,tackles_loss,0,,,,,
player,201010170den,den,BrutDa99,qb_hits,0,,,,,
player,201010170den,den,BrutDa99,fumbles_rec,0,,,,,
player,201010170den,den,BrutDa99,fumbles_rec_yds,0,,,,,
player,201010170den,den,BrutDa99,fumbles_rec_td,0,,,,,
player,201010170den,den,BrutDa99,fumbles_forced,0,,,,,
player,201010170den,den,FielRo20,def_int,0,,,,,
player,201010170den,den,FielRo20,def_int_yds,0,,,,,
player,201010170den,den,FielRo20,def_int_td,0,,,,,
player,201010170den,den,FielRo20,def_int_long,0,,,,,
player,201010170den,den,FielRo20,pass_defended,0,,,,,
player,201010170den,den,FielRo20,sacks,0.0,,,,,
player,201010170den,den,FielRo20,tackles_combined,1,,,,,
player,201010170den,den,FielRo20,tackles_solo,1,,,,,
player,201010170den,den,FielRo20,tackles_assists,0,,,,,
player,201010170den,den,FielRo20,tackles_loss,0,,,,,
player,201010170den,den,FielRo20,qb_hits,0,,,,,
player,201010170den,den,FielRo20,fumbles_rec,0,,,,,
player,201010170den,den,FielRo20,fumbles_rec_yds,0,,,,,
player,201010170den,den,FielRo20,fumbles_rec_td,0,,,,,
player,201010170den,den,FielRo20,fumbles_forced,0,,,,,
player,201010170den,den,MaysJo99,def_int,0,,,,,
player,201010170den,den,MaysJo99,def_int_yds,0,,,,,
player,201010170den,den,MaysJo99,def_int_td,0,,,,,
player,201010170den,den,MaysJo99,def_int_long,0,,,,,
player,201010170den,den,MaysJo99,pass_defended,0,,,,,
player,201010170den,den,MaysJo99,sacks,0.0,,,,,
player,201010170den,den,MaysJo99,tackles_combined,1,,,,,
player,201010170den,den,MaysJo99,tackles_solo,1,,,,,
player,201010170den,den,MaysJo99,tackles_assists,0,,,,,
player,201010170den,den,MaysJo99,tackles_loss,0,,,,,
player,201010170den,den,MaysJo99,qb_hits,0,,,,,
player,201010170den,den,MaysJo99,fumbles_rec,0,,,,,
player,201010170den,den,MaysJo99,fumbles_rec_yds,0,,,,,
player,201010170den,den,MaysJo99,fumbles_rec_td,0,,,,,
player,201010170den,den,MaysJo99,fumbles_forced,0,,,,,
player,201010170den,den,McBeRy99,def_int,0,,,,,
player,201010170den,den,McBeRy99,def_int_yds,0,,,,,
player,201010170den,den,McBeRy99,def_int_td,0,,,,,
player,201010170den,den,McBeRy99,def_int_long,0,,,,,
player,201010170den,den,McBeRy99,pass_defended,0,,,,,
player,201010170den,den,McBeRy99,sacks,0.0,,,,,
player,201010170den,den,McBeRy99,tackles_combined,1,,,,,
player,201010170den,den,McBeRy99,tackles_solo,0,,,,,
player,201010170den,den,McBeRy99,tackles_assists,1,,,,,
player,201010170den,den,McBeRy99,tackles_loss,0,,,,,
player,201010170den,den,McBeRy99,qb_hits,0,,,,,
player,201010170den,den,McBeRy99,fumbles_rec,0,,,,,
player,201010170den,den,McBeRy99,fumbles_rec_yds,0,,,,,
player,201010170den,den,McBeRy99,fumbles_rec_td,0,,,,,
player,201010170den,den,McBeRy99,fumbles_forced,0,,,,,
player,201010170den,den,VaugCa00,def_int,0,,,,,
player,201010170den,den,VaugCa00,def_int_yds,0,,,,,
player,201010170den,den,VaugCa00,def_int_td,0,,,,,
player,201010170den,den,VaugCa00,def_int_long,0,,,,,
player,201010170den,den,VaugCa00,pass_defended,0,,,,,
player,201010170den,den,VaugCa00,sacks,0.0,,,,,
player,201010170den,den,VaugCa00,tackles_combined,1,,,,,
player,201010170den,den,VaugCa00,tackles_solo,1,,,,,
player,201010170den,den,VaugCa00,tackles_assists,0,,,,,
player,201010170den,den,VaugCa00,tackles_loss,0,,,,,
player,201010170den,den,VaugCa00,qb_hits,0,,,,,
player,201010170den,den,VaugCa00,fumbles_rec,0,,,,,
player,201010170den,den,VaugCa00,fumbles_rec_yds,0,,,,,
player,201010170den,den,VaugCa00,fumbles_rec_td,0,,,,,
player,201010170den,den,VaugCa00,fumbles_forced,0,,,,,
player,201010170den,den,VickKe99,def_int,0,,,,,
player,201010170den,den,VickKe99,def_int_yds,0,,,,,
player,201010170den,den,VickKe99,def_int_td,0,,,,,
player,201010170den,den,VickKe99,def_int_long,0,,,,,
player,201010170den,den,VickKe99,pass_defended,0,,,,,
player,201010170den,den,VickKe99,sacks,0.0,,,,,
player,201010170den,den,VickKe99,tackles_combined,1,,,,,
player,201010170den,den,VickKe99,tackles_solo,1,,,,,
player,201010170den,den,VickKe99,tackles_assists,0,,,,,
player,201010170den,den,VickKe99,tackles_loss,0,,,,,
player,201010170den,den,VickKe99,qb_hits,0,,,,,
player,201010170den,den,VickKe99,fumbles_rec,0,,,,,
player,201010170den,den,VickKe99,fumbles_rec_yds,0,,,,,
player,201010170den,den,VickKe99,fumbles_rec_td,0,,,,,
player,201010170den,den,VickKe99,fumbles_forced,0,,,,,
player,201010170den,nyj,LeonJi23,kick_ret,0,,,,,
player,201010170den,nyj,LeonJi23,kick_ret_yds,0,,,,,
