game,2010,12,20101128,201011280nyg,jax,"Jacksonville Jaguars",20,nyg,"New York Giants",24
player,201011280nyg,jax,CareDo00,tackles_combined,5,,,,,
player,201011280nyg,jax,CareDo00,tackles_solo,3,,,,,
player,201011280nyg,jax,CareDo00,tackles_assists,2,,,,,
player,201011280nyg,jax,CareDo00,tackles_loss,0,,,,,
player,201011280nyg,jax,CareDo00,qb_hits,0,,,,,
player,201011280nyg,jax,CareDo00,fumbles_rec,0,,,,,
player,201011280nyg,jax,CareDo00,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,CareDo00,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,CareDo00,fumbles_forced,0,,,,,
player,201011280nyg,jax,MathRa99,def_int,0,,,,,
player,201011280nyg,jax,MathRa99,def_int_yds,0,,,,,
player,201011280nyg,jax,MathRa99,def_int_td,0,,,,,
player,201011280nyg,jax,MathRa99,def_int_long,0,,,,,
player,201011280nyg,jax,MathRa99,pass_defended,0,,,,,
player,201011280nyg,jax,MathRa99,sacks,0.0,,,,,
player,201011280nyg,jax,MathRa99,tackles_combined,4,,,,,
player,201011280nyg,jax,MathRa99,tackles_solo,2,,,,,
player,201011280nyg,jax,MathRa99,tackles_assists,2,,,,,
player,201011280nyg,jax,MathRa99,tackles_loss,0,,,,,
player,201011280nyg,jax,MathRa99,qb_hits,0,,,,,
player,201011280nyg,jax,MathRa99,fumbles_rec,0,,,,,
player,201011280nyg,jax,MathRa99,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,MathRa99,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,MathRa99,fumbles_forced,0,,,,,
player,201011280nyg,jax,MorrKi20,def_int,0,,,,,
player,201011280nyg,jax,MorrKi20,def_int_yds,0,,,,,
player,201011280nyg,jax,MorrKi20,def_int_td,0,,,,,
player,201011280nyg,jax,MorrKi20,def_int_long,0,,,,,
player,201011280nyg,jax,MorrKi20,pass_defended,0,,,,,
player,201011280nyg,jax,MorrKi20,sacks,0.0,,,,,
player,201011280nyg,jax,MorrKi20,tackles_combined,4,,,,,
player,201011280nyg,jax,MorrKi20,tackles_solo,4,,,,,
player,201011280nyg,jax,MorrKi20,tackles_assists,0,,,,,
player,201011280nyg,jax,MorrKi20,tackles_loss,0,,,,,
player,201011280nyg,jax,MorrKi20,qb_hits,0,,,,,
player,201011280nyg,jax,MorrKi20,fumbles_rec,0,,,,,
player,201011280nyg,jax,MorrKi20,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,MorrKi20,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,MorrKi20,fumbles_forced,0,,,,,
player,201011280nyg,jax,SmitDa24,def_int,0,,,,,
player,201011280nyg,jax,SmitDa24,def_int_yds,0,,,,,
player,201011280nyg,jax,SmitDa24,def_int_td,0,,,,,
player,201011280nyg,jax,SmitDa24,def_int_long,0,,,,,
player,201011280nyg,jax,SmitDa24,pass_defended,0,,,,,
player,201011280nyg,jax,SmitDa24,sacks,0.0,,,,,
player,201011280nyg,jax,SmitDa24,tackles_combined,4,,,,,
player,201011280nyg,jax,SmitDa24,tackles_solo,1,,,,,
player,201011280nyg,jax,SmitDa24,tackles_assists,3,,,,,
player,201011280nyg,jax,SmitDa24,tackles_loss,0,,,,,
player,201011280nyg,jax,SmitDa24,qb_hits,0,,,,,
player,201011280nyg,jax,SmitDa24,fumbles_rec,0,,,,,
player,201011280nyg,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,SmitDa24,fumbles_forced,0,,,,,
player,201011280nyg,jax,AluaTy99,def_int,0,,,,,
player,201011280nyg,jax,AluaTy99,def_int_yds,0,,,,,
player,201011280nyg,jax,AluaTy99,def_int_td,0,,,,,
player,201011280nyg,jax,AluaTy99,def_int_long,0,,,,,
player,201011280nyg,jax,AluaTy99,pass_defended,0,,,,,
player,201011280nyg,jax,AluaTy99,sacks,0.0,,,,,
player,201011280nyg,jax,AluaTy99,tackles_combined,3,,,,,
player,201011280nyg,jax,AluaTy99,tackles_solo,1,,,,,
player,201011280nyg,jax,AluaTy99,tackles_assists,2,,,,,
player,201011280nyg,jax,AluaTy99,tackles_loss,1,,,,,
player,201011280nyg,jax,AluaTy99,qb_hits,0,,,,,
player,201011280nyg,jax,AluaTy99,fumbles_rec,0,,,,,
player,201011280nyg,jax,AluaTy99,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,AluaTy99,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,AluaTy99,fumbles_forced,0,,,,,
player,201011280nyg,jax,CoxxDe99,def_int,0,,,,,
player,201011280nyg,jax,CoxxDe99,def_int_yds,0,,,,,
player,201011280nyg,jax,CoxxDe99,def_int_td,0,,,,,
player,201011280nyg,jax,CoxxDe99,def_int_long,0,,,,,
player,201011280nyg,jax,CoxxDe99,pass_defended,0,,,,,
player,201011280nyg,jax,CoxxDe99,sacks,0.0,,,,,
player,201011280nyg,jax,CoxxDe99,tackles_combined,3,,,,,
player,201011280nyg,jax,CoxxDe99,tackles_solo,2,,,,,
player,201011280nyg,jax,CoxxDe99,tackles_assists,1,,,,,
player,201011280nyg,jax,CoxxDe99,tackles_loss,0,,,,,
player,201011280nyg,jax,CoxxDe99,qb_hits,0,,,,,
player,201011280nyg,jax,CoxxDe99,fumbles_rec,0,,,,,
player,201011280nyg,jax,CoxxDe99,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,CoxxDe99,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,CoxxDe99,fumbles_forced,0,,,,,
player,201011280nyg,jax,ConsSe20,def_int,0,,,,,
player,201011280nyg,jax,ConsSe20,def_int_yds,0,,,,,
player,201011280nyg,jax,ConsSe20,def_int_td,0,,,,,
player,201011280nyg,jax,ConsSe20,def_int_long,0,,,,,
player,201011280nyg,jax,ConsSe20,pass_defended,0,,,,,
player,201011280nyg,jax,ConsSe20,sacks,0.0,,,,,
player,201011280nyg,jax,ConsSe20,tackles_combined,2,,,,,
player,201011280nyg,jax,ConsSe20,tackles_solo,2,,,,,
player,201011280nyg,jax,ConsSe20,tackles_assists,0,,,,,
player,201011280nyg,jax,ConsSe20,tackles_loss,0,,,,,
player,201011280nyg,jax,ConsSe20,qb_hits,0,,,,,
player,201011280nyg,jax,ConsSe20,fumbles_rec,0,,,,,
player,201011280nyg,jax,ConsSe20,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,ConsSe20,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,ConsSe20,fumbles_forced,0,,,,,
player,201011280nyg,jax,DouzLe00,def_int,0,,,,,
player,201011280nyg,jax,DouzLe00,def_int_yds,0,,,,,
player,201011280nyg,jax,DouzLe00,def_int_td,0,,,,,
player,201011280nyg,jax,DouzLe00,def_int_long,0,,,,,
player,201011280nyg,jax,DouzLe00,pass_defended,0,,,,,
player,201011280nyg,jax,DouzLe00,sacks,0.0,,,,,
player,201011280nyg,jax,DouzLe00,tackles_combined,2,,,,,
player,201011280nyg,jax,DouzLe00,tackles_solo,1,,,,,
player,201011280nyg,jax,DouzLe00,tackles_assists,1,,,,,
player,201011280nyg,jax,DouzLe00,tackles_loss,1,,,,,
player,201011280nyg,jax,DouzLe00,qb_hits,0,,,,,
player,201011280nyg,jax,DouzLe00,fumbles_rec,0,,,,,
player,201011280nyg,jax,DouzLe00,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,DouzLe00,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,DouzLe00,fumbles_forced,0,,,,,
player,201011280nyg,jax,KnigTe99,def_int,0,,,,,
player,201011280nyg,jax,KnigTe99,def_int_yds,0,,,,,
player,201011280nyg,jax,KnigTe99,def_int_td,0,,,,,
player,201011280nyg,jax,KnigTe99,def_int_long,0,,,,,
player,201011280nyg,jax,KnigTe99,pass_defended,0,,,,,
player,201011280nyg,jax,KnigTe99,sacks,0.0,,,,,
player,201011280nyg,jax,KnigTe99,tackles_combined,2,,,,,
player,201011280nyg,jax,KnigTe99,tackles_solo,2,,,,,
player,201011280nyg,jax,KnigTe99,tackles_assists,0,,,,,
player,201011280nyg,jax,KnigTe99,tackles_loss,0,,,,,
player,201011280nyg,jax,KnigTe99,qb_hits,0,,,,,
player,201011280nyg,jax,KnigTe99,fumbles_rec,0,,,,,
player,201011280nyg,jax,KnigTe99,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,KnigTe99,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,KnigTe99,fumbles_forced,0,,,,,
player,201011280nyg,jax,LaneAu99,def_int,0,,,,,
player,201011280nyg,jax,LaneAu99,def_int_yds,0,,,,,
player,201011280nyg,jax,LaneAu99,def_int_td,0,,,,,
player,201011280nyg,jax,LaneAu99,def_int_long,0,,,,,
player,201011280nyg,jax,LaneAu99,pass_defended,0,,,,,
player,201011280nyg,jax,LaneAu99,sacks,0.0,,,,,
player,201011280nyg,jax,LaneAu99,tackles_combined,2,,,,,
player,201011280nyg,jax,LaneAu99,tackles_solo,2,,,,,
player,201011280nyg,jax,LaneAu99,tackles_assists,0,,,,,
player,201011280nyg,jax,LaneAu99,tackles_loss,0,,,,,
player,201011280nyg,jax,LaneAu99,qb_hits,1,,,,,
player,201011280nyg,jax,LaneAu99,fumbles_rec,0,,,,,
player,201011280nyg,jax,LaneAu99,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,LaneAu99,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,LaneAu99,fumbles_forced,0,,,,,
player,201011280nyg,jax,MiddWi98,def_int,0,,,,,
player,201011280nyg,jax,MiddWi98,def_int_yds,0,,,,,
player,201011280nyg,jax,MiddWi98,def_int_td,0,,,,,
player,201011280nyg,jax,MiddWi98,def_int_long,0,,,,,
player,201011280nyg,jax,MiddWi98,pass_defended,0,,,,,
player,201011280nyg,jax,MiddWi98,sacks,0.0,,,,,
player,201011280nyg,jax,MiddWi98,tackles_combined,2,,,,,
player,201011280nyg,jax,MiddWi98,tackles_solo,2,,,,,
player,201011280nyg,jax,MiddWi98,tackles_assists,0,,,,,
player,201011280nyg,jax,MiddWi98,tackles_loss,0,,,,,
player,201011280nyg,jax,MiddWi98,qb_hits,0,,,,,
player,201011280nyg,jax,MiddWi98,fumbles_rec,0,,,,,
player,201011280nyg,jax,MiddWi98,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,MiddWi98,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,MiddWi98,fumbles_forced,0,,,,,
player,201011280nyg,jax,AlleRu00,def_int,0,,,,,
player,201011280nyg,jax,AlleRu00,def_int_yds,0,,,,,
player,201011280nyg,jax,AlleRu00,def_int_td,0,,,,,
player,201011280nyg,jax,AlleRu00,def_int_long,0,,,,,
player,201011280nyg,jax,AlleRu00,pass_defended,0,,,,,
player,201011280nyg,jax,AlleRu00,sacks,0.0,,,,,
player,201011280nyg,jax,AlleRu00,tackles_combined,1,,,,,
player,201011280nyg,jax,AlleRu00,tackles_solo,0,,,,,
player,201011280nyg,jax,AlleRu00,tackles_assists,1,,,,,
player,201011280nyg,jax,AlleRu00,tackles_loss,0,,,,,
player,201011280nyg,jax,AlleRu00,qb_hits,0,,,,,
player,201011280nyg,jax,AlleRu00,fumbles_rec,0,,,,,
player,201011280nyg,jax,AlleRu00,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,AlleRu00,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,AlleRu00,fumbles_forced,0,,,,,
player,201011280nyg,jax,MillZa02,def_int,0,,,,,
player,201011280nyg,jax,MillZa02,def_int_yds,0,,,,,
player,201011280nyg,jax,MillZa02,def_int_td,0,,,,,
player,201011280nyg,jax,MillZa02,def_int_long,0,,,,,
player,201011280nyg,jax,MillZa02,pass_defended,0,,,,,
player,201011280nyg,jax,MillZa02,sacks,0.0,,,,,
player,201011280nyg,jax,MillZa02,tackles_combined,1,,,,,
player,201011280nyg,jax,MillZa02,tackles_solo,0,,,,,
player,201011280nyg,jax,MillZa02,tackles_assists,1,,,,,
player,201011280nyg,jax,MillZa02,tackles_loss,0,,,,,
player,201011280nyg,jax,MillZa02,qb_hits,0,,,,,
player,201011280nyg,jax,MillZa02,fumbles_rec,0,,,,,
player,201011280nyg,jax,MillZa02,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,MillZa02,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,MillZa02,fumbles_forced,0,,,,,
player,201011280nyg,jax,MincJe99,def_int,0,,,,,
player,201011280nyg,jax,MincJe99,def_int_yds,0,,,,,
player,201011280nyg,jax,MincJe99,def_int_td,0,,,,,
player,201011280nyg,jax,MincJe99,def_int_long,0,,,,,
player,201011280nyg,jax,MincJe99,pass_defended,0,,,,,
player,201011280nyg,jax,MincJe99,sacks,0.0,,,,,
player,201011280nyg,jax,MincJe99,tackles_combined,1,,,,,
player,201011280nyg,jax,MincJe99,tackles_solo,1,,,,,
player,201011280nyg,jax,MincJe99,tackles_assists,0,,,,,
player,201011280nyg,jax,MincJe99,tackles_loss,0,,,,,
player,201011280nyg,jax,MincJe99,qb_hits,0,,,,,
player,201011280nyg,jax,MincJe99,fumbles_rec,0,,,,,
player,201011280nyg,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,MincJe99,fumbles_forced,0,,,,,
player,201011280nyg,jax,OsgoKa00,def_int,0,,,,,
player,201011280nyg,jax,OsgoKa00,def_int_yds,0,,,,,
player,201011280nyg,jax,OsgoKa00,def_int_td,0,,,,,
player,201011280nyg,jax,OsgoKa00,def_int_long,0,,,,,
player,201011280nyg,jax,OsgoKa00,pass_defended,0,,,,,
player,201011280nyg,jax,OsgoKa00,sacks,0.0,,,,,
player,201011280nyg,jax,OsgoKa00,tackles_combined,1,,,,,
player,201011280nyg,jax,OsgoKa00,tackles_solo,1,,,,,
player,201011280nyg,jax,OsgoKa00,tackles_assists,0,,,,,
player,201011280nyg,jax,OsgoKa00,tackles_loss,0,,,,,
player,201011280nyg,jax,OsgoKa00,qb_hits,0,,,,,
player,201011280nyg,jax,OsgoKa00,fumbles_rec,0,,,,,
player,201011280nyg,jax,OsgoKa00,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,OsgoKa00,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,OsgoKa00,fumbles_forced,0,,,,,
player,201011280nyg,jax,OwenMo01,def_int,0,,,,,
player,201011280nyg,jax,OwenMo01,def_int_yds,0,,,,,
player,201011280nyg,jax,OwenMo01,def_int_td,0,,,,,
player,201011280nyg,jax,OwenMo01,def_int_long,0,,,,,
player,201011280nyg,jax,OwenMo01,pass_defended,0,,,,,
player,201011280nyg,jax,OwenMo01,sacks,0.0,,,,,
player,201011280nyg,jax,OwenMo01,tackles_combined,1,,,,,
player,201011280nyg,jax,OwenMo01,tackles_solo,1,,,,,
player,201011280nyg,jax,OwenMo01,tackles_assists,0,,,,,
player,201011280nyg,jax,OwenMo01,tackles_loss,0,,,,,
player,201011280nyg,jax,OwenMo01,qb_hits,0,,,,,
player,201011280nyg,jax,OwenMo01,fumbles_rec,0,,,,,
player,201011280nyg,jax,OwenMo01,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,OwenMo01,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,OwenMo01,fumbles_forced,0,,,,,
player,201011280nyg,jax,scobejos01,def_int,0,,,,,
player,201011280nyg,jax,scobejos01,def_int_yds,0,,,,,
player,201011280nyg,jax,scobejos01,def_int_td,0,,,,,
player,201011280nyg,jax,scobejos01,def_int_long,0,,,,,
player,201011280nyg,jax,scobejos01,pass_defended,0,,,,,
player,201011280nyg,jax,scobejos01,sacks,0.0,,,,,
player,201011280nyg,jax,scobejos01,tackles_combined,1,,,,,
player,201011280nyg,jax,scobejos01,tackles_solo,1,,,,,
player,201011280nyg,jax,scobejos01,tackles_assists,0,,,,,
player,201011280nyg,jax,scobejos01,tackles_loss,0,,,,,
player,201011280nyg,jax,scobejos01,qb_hits,0,,,,,
player,201011280nyg,jax,scobejos01,fumbles_rec,0,,,,,
player,201011280nyg,jax,scobejos01,fumbles_rec_yds,0,,,,,
player,201011280nyg,jax,scobejos01,fumbles_rec_td,0,,,,,
player,201011280nyg,jax,scobejos01,fumbles_forced,0,,,,,
player,201011280nyg,nyg,ThomTe99,def_int,1,,,,,
player,201011280nyg,nyg,ThomTe99,def_int_yds,5,,,,,
player,201011280nyg,nyg,ThomTe99,def_int_td,0,,,,,
player,201011280nyg,nyg,ThomTe99,def_int_long,5,,,,,
player,201011280nyg,nyg,ThomTe99,pass_defended,3,,,,,
player,201011280nyg,nyg,ThomTe99,sacks,1.0,,,,,
player,201011280nyg,nyg,ThomTe99,tackles_combined,6,,,,,
player,201011280nyg,nyg,ThomTe99,tackles_solo,5,,,,,
player,201011280nyg,nyg,ThomTe99,tackles_assists,1,,,,,
player,201011280nyg,nyg,ThomTe99,tackles_loss,0,,,,,
player,201011280nyg,nyg,ThomTe99,qb_hits,1,,,,,
player,201011280nyg,nyg,ThomTe99,fumbles_rec,0,,,,,
player,201011280nyg,nyg,ThomTe99,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,ThomTe99,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,ThomTe99,fumbles_forced,1,,,,,
player,201011280nyg,nyg,PierJa99,def_int,0,,,,,
player,201011280nyg,nyg,PierJa99,def_int_yds,0,,,,,
player,201011280nyg,nyg,PierJa99,def_int_td,0,,,,,
player,201011280nyg,nyg,PierJa99,def_int_long,0,,,,,
player,201011280nyg,nyg,PierJa99,pass_defended,0,,,,,
player,201011280nyg,nyg,PierJa99,sacks,2.0,,,,,
player,201011280nyg,nyg,PierJa99,tackles_combined,8,,,,,
player,201011280nyg,nyg,PierJa99,tackles_solo,6,,,,,
player,201011280nyg,nyg,PierJa99,tackles_assists,2,,,,,
player,201011280nyg,nyg,PierJa99,tackles_loss,0,,,,,
player,201011280nyg,nyg,PierJa99,qb_hits,1,,,,,
player,201011280nyg,nyg,PierJa99,fumbles_rec,0,,,,,
player,201011280nyg,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,PierJa99,fumbles_forced,2,,,,,
player,201011280nyg,nyg,RollAn20,def_int,0,,,,,
player,201011280nyg,nyg,RollAn20,def_int_yds,0,,,,,
player,201011280nyg,nyg,RollAn20,def_int_td,0,,,,,
player,201011280nyg,nyg,RollAn20,def_int_long,0,,,,,
player,201011280nyg,nyg,RollAn20,pass_defended,0,,,,,
player,201011280nyg,nyg,RollAn20,sacks,0.5,,,,,
player,201011280nyg,nyg,RollAn20,tackles_combined,7,,,,,
player,201011280nyg,nyg,RollAn20,tackles_solo,6,,,,,
player,201011280nyg,nyg,RollAn20,tackles_assists,1,,,,,
player,201011280nyg,nyg,RollAn20,tackles_loss,1,,,,,
player,201011280nyg,nyg,RollAn20,qb_hits,2,,,,,
player,201011280nyg,nyg,RollAn20,fumbles_rec,1,,,,,
player,201011280nyg,nyg,RollAn20,fumbles_rec_yds,5,,,,,
player,201011280nyg,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,RollAn20,fumbles_forced,0,,,,,
player,201011280nyg,nyg,TuckJu20,def_int,0,,,,,
player,201011280nyg,nyg,TuckJu20,def_int_yds,0,,,,,
player,201011280nyg,nyg,TuckJu20,def_int_td,0,,,,,
player,201011280nyg,nyg,TuckJu20,def_int_long,0,,,,,
player,201011280nyg,nyg,TuckJu20,pass_defended,2,,,,,
player,201011280nyg,nyg,TuckJu20,sacks,0.5,,,,,
player,201011280nyg,nyg,TuckJu20,tackles_combined,5,,,,,
player,201011280nyg,nyg,TuckJu20,tackles_solo,1,,,,,
player,201011280nyg,nyg,TuckJu20,tackles_assists,4,,,,,
player,201011280nyg,nyg,TuckJu20,tackles_loss,0,,,,,
player,201011280nyg,nyg,TuckJu20,qb_hits,1,,,,,
player,201011280nyg,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201011280nyg,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,TuckJu20,fumbles_forced,0,,,,,
player,201011280nyg,nyg,GranDe21,def_int,0,,,,,
player,201011280nyg,nyg,GranDe21,def_int_yds,0,,,,,
player,201011280nyg,nyg,GranDe21,def_int_td,0,,,,,
player,201011280nyg,nyg,GranDe21,def_int_long,0,,,,,
player,201011280nyg,nyg,GranDe21,pass_defended,0,,,,,
player,201011280nyg,nyg,GranDe21,sacks,0.0,,,,,
player,201011280nyg,nyg,GranDe21,tackles_combined,10,,,,,
player,201011280nyg,nyg,GranDe21,tackles_solo,9,,,,,
player,201011280nyg,nyg,GranDe21,tackles_assists,1,,,,,
player,201011280nyg,nyg,GranDe21,tackles_loss,1,,,,,
player,201011280nyg,nyg,GranDe21,qb_hits,0,,,,,
player,201011280nyg,nyg,GranDe21,fumbles_rec,0,,,,,
player,201011280nyg,nyg,GranDe21,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,GranDe21,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,GranDe21,fumbles_forced,0,,,,,
player,201011280nyg,nyg,BoleMi20,def_int,0,,,,,
player,201011280nyg,nyg,BoleMi20,def_int_yds,0,,,,,
player,201011280nyg,nyg,BoleMi20,def_int_td,0,,,,,
player,201011280nyg,nyg,BoleMi20,def_int_long,0,,,,,
player,201011280nyg,nyg,BoleMi20,pass_defended,0,,,,,
player,201011280nyg,nyg,BoleMi20,sacks,0.0,,,,,
player,201011280nyg,nyg,BoleMi20,tackles_combined,8,,,,,
player,201011280nyg,nyg,BoleMi20,tackles_solo,6,,,,,
player,201011280nyg,nyg,BoleMi20,tackles_assists,2,,,,,
player,201011280nyg,nyg,BoleMi20,tackles_loss,0,,,,,
player,201011280nyg,nyg,BoleMi20,qb_hits,0,,,,,
player,201011280nyg,nyg,BoleMi20,fumbles_rec,0,,,,,
player,201011280nyg,nyg,BoleMi20,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,BoleMi20,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,BoleMi20,fumbles_forced,0,,,,,
player,201011280nyg,nyg,GoffJo99,def_int,0,,,,,
player,201011280nyg,nyg,GoffJo99,def_int_yds,0,,,,,
player,201011280nyg,nyg,GoffJo99,def_int_td,0,,,,,
player,201011280nyg,nyg,GoffJo99,def_int_long,0,,,,,
player,201011280nyg,nyg,GoffJo99,pass_defended,0,,,,,
player,201011280nyg,nyg,GoffJo99,sacks,0.0,,,,,
player,201011280nyg,nyg,GoffJo99,tackles_combined,7,,,,,
player,201011280nyg,nyg,GoffJo99,tackles_solo,5,,,,,
player,201011280nyg,nyg,GoffJo99,tackles_assists,2,,,,,
player,201011280nyg,nyg,GoffJo99,tackles_loss,1,,,,,
player,201011280nyg,nyg,GoffJo99,qb_hits,0,,,,,
player,201011280nyg,nyg,GoffJo99,fumbles_rec,0,,,,,
player,201011280nyg,nyg,GoffJo99,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,GoffJo99,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,GoffJo99,fumbles_forced,0,,,,,
player,201011280nyg,nyg,PhilKe99,def_int,0,,,,,
player,201011280nyg,nyg,PhilKe99,def_int_yds,0,,,,,
player,201011280nyg,nyg,PhilKe99,def_int_td,0,,,,,
player,201011280nyg,nyg,PhilKe99,def_int_long,0,,,,,
player,201011280nyg,nyg,PhilKe99,pass_defended,1,,,,,
player,201011280nyg,nyg,PhilKe99,sacks,0.0,,,,,
player,201011280nyg,nyg,PhilKe99,tackles_combined,7,,,,,
player,201011280nyg,nyg,PhilKe99,tackles_solo,4,,,,,
player,201011280nyg,nyg,PhilKe99,tackles_assists,3,,,,,
player,201011280nyg,nyg,PhilKe99,tackles_loss,0,,,,,
player,201011280nyg,nyg,PhilKe99,qb_hits,0,,,,,
player,201011280nyg,nyg,PhilKe99,fumbles_rec,0,,,,,
player,201011280nyg,nyg,PhilKe99,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,PhilKe99,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,PhilKe99,fumbles_forced,0,,,,,
player,201011280nyg,nyg,WebsCo20,def_int,0,,,,,
player,201011280nyg,nyg,WebsCo20,def_int_yds,0,,,,,
player,201011280nyg,nyg,WebsCo20,def_int_td,0,,,,,
player,201011280nyg,nyg,WebsCo20,def_int_long,0,,,,,
player,201011280nyg,nyg,WebsCo20,pass_defended,0,,,,,
player,201011280nyg,nyg,WebsCo20,sacks,0.0,,,,,
player,201011280nyg,nyg,WebsCo20,tackles_combined,6,,,,,
player,201011280nyg,nyg,WebsCo20,tackles_solo,5,,,,,
player,201011280nyg,nyg,WebsCo20,tackles_assists,1,,,,,
player,201011280nyg,nyg,WebsCo20,tackles_loss,0,,,,,
player,201011280nyg,nyg,WebsCo20,qb_hits,0,,,,,
player,201011280nyg,nyg,WebsCo20,fumbles_rec,0,,,,,
player,201011280nyg,nyg,WebsCo20,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,WebsCo20,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,WebsCo20,fumbles_forced,0,,,,,
player,201011280nyg,nyg,BullKe00,def_int,0,,,,,
player,201011280nyg,nyg,BullKe00,def_int_yds,0,,,,,
player,201011280nyg,nyg,BullKe00,def_int_td,0,,,,,
player,201011280nyg,nyg,BullKe00,def_int_long,0,,,,,
player,201011280nyg,nyg,BullKe00,pass_defended,0,,,,,
player,201011280nyg,nyg,BullKe00,sacks,0.0,,,,,
player,201011280nyg,nyg,BullKe00,tackles_combined,5,,,,,
player,201011280nyg,nyg,BullKe00,tackles_solo,4,,,,,
player,201011280nyg,nyg,BullKe00,tackles_assists,1,,,,,
player,201011280nyg,nyg,BullKe00,tackles_loss,0,,,,,
player,201011280nyg,nyg,BullKe00,qb_hits,0,,,,,
player,201011280nyg,nyg,BullKe00,fumbles_rec,0,,,,,
player,201011280nyg,nyg,BullKe00,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,BullKe00,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,BullKe00,fumbles_forced,0,,,,,
player,201011280nyg,nyg,CofiBa20,def_int,0,,,,,
player,201011280nyg,nyg,CofiBa20,def_int_yds,0,,,,,
player,201011280nyg,nyg,CofiBa20,def_int_td,0,,,,,
player,201011280nyg,nyg,CofiBa20,def_int_long,0,,,,,
player,201011280nyg,nyg,CofiBa20,pass_defended,0,,,,,
player,201011280nyg,nyg,CofiBa20,sacks,0.0,,,,,
player,201011280nyg,nyg,CofiBa20,tackles_combined,4,,,,,
player,201011280nyg,nyg,CofiBa20,tackles_solo,1,,,,,
player,201011280nyg,nyg,CofiBa20,tackles_assists,3,,,,,
player,201011280nyg,nyg,CofiBa20,tackles_loss,0,,,,,
player,201011280nyg,nyg,CofiBa20,qb_hits,0,,,,,
player,201011280nyg,nyg,CofiBa20,fumbles_rec,0,,,,,
player,201011280nyg,nyg,CofiBa20,fumbles_rec_yds,0,,,,,
player,201011280nyg,nyg,CofiBa20,fumbles_rec_td,0,,,,,
player,201011280nyg,nyg,CofiBa20,fumbles_forced,0,,,,,
player,201011280nyg,nyg,UmenOs99,def_int,0,,,,,
player,201011280nyg,nyg,UmenOs99,def_int_yds,0,,,,,
player,201011280nyg,nyg,UmenOs99,def_int_td,0,,,,,
player,201011280nyg,nyg,UmenOs99,def_int_long,0,,,,,
player,201011280nyg,nyg,UmenOs99,pass_defended,0,,,,,
