game,2010,10,20101114,201011140cle,nyj,"New York Jets",26,cle,"Cleveland Browns",20
player,201011140cle,nyj,HarrDa99,def_int_td,0,,,,,
player,201011140cle,nyj,HarrDa99,def_int_long,0,,,,,
player,201011140cle,nyj,HarrDa99,pass_defended,0,,,,,
player,201011140cle,nyj,HarrDa99,sacks,0.0,,,,,
player,201011140cle,nyj,HarrDa99,tackles_combined,7,,,,,
player,201011140cle,nyj,HarrDa99,tackles_solo,6,,,,,
player,201011140cle,nyj,HarrDa99,tackles_assists,1,,,,,
player,201011140cle,nyj,HarrDa99,tackles_loss,0,,,,,
player,201011140cle,nyj,HarrDa99,qb_hits,0,,,,,
player,201011140cle,nyj,HarrDa99,fumbles_rec,1,,,,,
player,201011140cle,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,HarrDa99,fumbles_forced,1,,,,,
player,201011140cle,nyj,DeViMi99,def_int,0,,,,,
player,201011140cle,nyj,DeViMi99,def_int_yds,0,,,,,
player,201011140cle,nyj,DeViMi99,def_int_td,0,,,,,
player,201011140cle,nyj,DeViMi99,def_int_long,0,,,,,
player,201011140cle,nyj,DeViMi99,pass_defended,0,,,,,
player,201011140cle,nyj,DeViMi99,sacks,0.0,,,,,
player,201011140cle,nyj,DeViMi99,tackles_combined,6,,,,,
player,201011140cle,nyj,DeViMi99,tackles_solo,3,,,,,
player,201011140cle,nyj,DeViMi99,tackles_assists,3,,,,,
player,201011140cle,nyj,DeViMi99,tackles_loss,1,,,,,
player,201011140cle,nyj,DeViMi99,qb_hits,0,,,,,
player,201011140cle,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201011140cle,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,DeViMi99,fumbles_forced,0,,,,,
player,201011140cle,nyj,LeonJi23,def_int,0,,,,,
player,201011140cle,nyj,LeonJi23,def_int_yds,0,,,,,
player,201011140cle,nyj,LeonJi23,def_int_td,0,,,,,
player,201011140cle,nyj,LeonJi23,def_int_long,0,,,,,
player,201011140cle,nyj,LeonJi23,pass_defended,0,,,,,
player,201011140cle,nyj,LeonJi23,sacks,0.0,,,,,
player,201011140cle,nyj,LeonJi23,tackles_combined,6,,,,,
player,201011140cle,nyj,LeonJi23,tackles_solo,5,,,,,
player,201011140cle,nyj,LeonJi23,tackles_assists,1,,,,,
player,201011140cle,nyj,LeonJi23,tackles_loss,0,,,,,
player,201011140cle,nyj,LeonJi23,qb_hits,0,,,,,
player,201011140cle,nyj,LeonJi23,fumbles_rec,0,,,,,
player,201011140cle,nyj,LeonJi23,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,LeonJi23,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,LeonJi23,fumbles_forced,0,,,,,
player,201011140cle,nyj,ElliSh00,def_int,0,,,,,
player,201011140cle,nyj,ElliSh00,def_int_yds,0,,,,,
player,201011140cle,nyj,ElliSh00,def_int_td,0,,,,,
player,201011140cle,nyj,ElliSh00,def_int_long,0,,,,,
player,201011140cle,nyj,ElliSh00,pass_defended,0,,,,,
player,201011140cle,nyj,ElliSh00,sacks,0.0,,,,,
player,201011140cle,nyj,ElliSh00,tackles_combined,4,,,,,
player,201011140cle,nyj,ElliSh00,tackles_solo,3,,,,,
player,201011140cle,nyj,ElliSh00,tackles_assists,1,,,,,
player,201011140cle,nyj,ElliSh00,tackles_loss,0,,,,,
player,201011140cle,nyj,ElliSh00,qb_hits,1,,,,,
player,201011140cle,nyj,ElliSh00,fumbles_rec,0,,,,,
player,201011140cle,nyj,ElliSh00,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,ElliSh00,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,ElliSh00,fumbles_forced,0,,,,,
player,201011140cle,nyj,ScotBa20,def_int,0,,,,,
player,201011140cle,nyj,ScotBa20,def_int_yds,0,,,,,
player,201011140cle,nyj,ScotBa20,def_int_td,0,,,,,
player,201011140cle,nyj,ScotBa20,def_int_long,0,,,,,
player,201011140cle,nyj,ScotBa20,pass_defended,0,,,,,
player,201011140cle,nyj,ScotBa20,sacks,0.0,,,,,
player,201011140cle,nyj,ScotBa20,tackles_combined,4,,,,,
player,201011140cle,nyj,ScotBa20,tackles_solo,3,,,,,
player,201011140cle,nyj,ScotBa20,tackles_assists,1,,,,,
player,201011140cle,nyj,ScotBa20,tackles_loss,0,,,,,
player,201011140cle,nyj,ScotBa20,qb_hits,1,,,,,
player,201011140cle,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201011140cle,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201011140cle,nyj,CromAn20,def_int,0,,,,,
player,201011140cle,nyj,CromAn20,def_int_yds,0,,,,,
player,201011140cle,nyj,CromAn20,def_int_td,0,,,,,
player,201011140cle,nyj,CromAn20,def_int_long,0,,,,,
player,201011140cle,nyj,CromAn20,pass_defended,0,,,,,
player,201011140cle,nyj,CromAn20,sacks,0.0,,,,,
player,201011140cle,nyj,CromAn20,tackles_combined,3,,,,,
player,201011140cle,nyj,CromAn20,tackles_solo,3,,,,,
player,201011140cle,nyj,CromAn20,tackles_assists,0,,,,,
player,201011140cle,nyj,CromAn20,tackles_loss,0,,,,,
player,201011140cle,nyj,CromAn20,qb_hits,0,,,,,
player,201011140cle,nyj,CromAn20,fumbles_rec,1,,,,,
player,201011140cle,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,CromAn20,fumbles_forced,0,,,,,
player,201011140cle,nyj,PoolBr20,def_int,0,,,,,
player,201011140cle,nyj,PoolBr20,def_int_yds,0,,,,,
player,201011140cle,nyj,PoolBr20,def_int_td,0,,,,,
player,201011140cle,nyj,PoolBr20,def_int_long,0,,,,,
player,201011140cle,nyj,PoolBr20,pass_defended,0,,,,,
player,201011140cle,nyj,PoolBr20,sacks,0.0,,,,,
player,201011140cle,nyj,PoolBr20,tackles_combined,3,,,,,
player,201011140cle,nyj,PoolBr20,tackles_solo,1,,,,,
player,201011140cle,nyj,PoolBr20,tackles_assists,2,,,,,
player,201011140cle,nyj,PoolBr20,tackles_loss,0,,,,,
player,201011140cle,nyj,PoolBr20,qb_hits,0,,,,,
player,201011140cle,nyj,PoolBr20,fumbles_rec,0,,,,,
player,201011140cle,nyj,PoolBr20,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,PoolBr20,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,PoolBr20,fumbles_forced,0,,,,,
player,201011140cle,nyj,SmitEr22,def_int,0,,,,,
player,201011140cle,nyj,SmitEr22,def_int_yds,0,,,,,
player,201011140cle,nyj,SmitEr22,def_int_td,0,,,,,
player,201011140cle,nyj,SmitEr22,def_int_long,0,,,,,
player,201011140cle,nyj,SmitEr22,pass_defended,0,,,,,
player,201011140cle,nyj,SmitEr22,sacks,0.0,,,,,
player,201011140cle,nyj,SmitEr22,tackles_combined,3,,,,,
player,201011140cle,nyj,SmitEr22,tackles_solo,3,,,,,
player,201011140cle,nyj,SmitEr22,tackles_assists,0,,,,,
player,201011140cle,nyj,SmitEr22,tackles_loss,0,,,,,
player,201011140cle,nyj,SmitEr22,qb_hits,0,,,,,
player,201011140cle,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201011140cle,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201011140cle,nyj,ColeDr20,def_int,0,,,,,
player,201011140cle,nyj,ColeDr20,def_int_yds,0,,,,,
player,201011140cle,nyj,ColeDr20,def_int_td,0,,,,,
player,201011140cle,nyj,ColeDr20,def_int_long,0,,,,,
player,201011140cle,nyj,ColeDr20,pass_defended,0,,,,,
player,201011140cle,nyj,ColeDr20,sacks,0.0,,,,,
player,201011140cle,nyj,ColeDr20,tackles_combined,2,,,,,
player,201011140cle,nyj,ColeDr20,tackles_solo,2,,,,,
player,201011140cle,nyj,ColeDr20,tackles_assists,0,,,,,
player,201011140cle,nyj,ColeDr20,tackles_loss,0,,,,,
player,201011140cle,nyj,ColeDr20,qb_hits,0,,,,,
player,201011140cle,nyj,ColeDr20,fumbles_rec,0,,,,,
player,201011140cle,nyj,ColeDr20,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,ColeDr20,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,ColeDr20,fumbles_forced,1,,,,,
player,201011140cle,nyj,WilsKy99,def_int,0,,,,,
player,201011140cle,nyj,WilsKy99,def_int_yds,0,,,,,
player,201011140cle,nyj,WilsKy99,def_int_td,0,,,,,
player,201011140cle,nyj,WilsKy99,def_int_long,0,,,,,
player,201011140cle,nyj,WilsKy99,pass_defended,0,,,,,
player,201011140cle,nyj,WilsKy99,sacks,0.0,,,,,
player,201011140cle,nyj,WilsKy99,tackles_combined,2,,,,,
player,201011140cle,nyj,WilsKy99,tackles_solo,2,,,,,
player,201011140cle,nyj,WilsKy99,tackles_assists,0,,,,,
player,201011140cle,nyj,WilsKy99,tackles_loss,0,,,,,
player,201011140cle,nyj,WilsKy99,qb_hits,0,,,,,
player,201011140cle,nyj,WilsKy99,fumbles_rec,0,,,,,
player,201011140cle,nyj,WilsKy99,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,WilsKy99,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,WilsKy99,fumbles_forced,0,,,,,
player,201011140cle,nyj,ConnJo00,def_int,0,,,,,
player,201011140cle,nyj,ConnJo00,def_int_yds,0,,,,,
player,201011140cle,nyj,ConnJo00,def_int_td,0,,,,,
player,201011140cle,nyj,ConnJo00,def_int_long,0,,,,,
player,201011140cle,nyj,ConnJo00,pass_defended,0,,,,,
player,201011140cle,nyj,ConnJo00,sacks,0.0,,,,,
player,201011140cle,nyj,ConnJo00,tackles_combined,1,,,,,
player,201011140cle,nyj,ConnJo00,tackles_solo,0,,,,,
player,201011140cle,nyj,ConnJo00,tackles_assists,1,,,,,
player,201011140cle,nyj,ConnJo00,tackles_loss,0,,,,,
player,201011140cle,nyj,ConnJo00,qb_hits,0,,,,,
player,201011140cle,nyj,ConnJo00,fumbles_rec,0,,,,,
player,201011140cle,nyj,ConnJo00,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,ConnJo00,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,ConnJo00,fumbles_forced,0,,,,,
player,201011140cle,nyj,PouhSi20,def_int,0,,,,,
player,201011140cle,nyj,PouhSi20,def_int_yds,0,,,,,
player,201011140cle,nyj,PouhSi20,def_int_td,0,,,,,
player,201011140cle,nyj,PouhSi20,def_int_long,0,,,,,
player,201011140cle,nyj,PouhSi20,pass_defended,0,,,,,
player,201011140cle,nyj,PouhSi20,sacks,0.0,,,,,
player,201011140cle,nyj,PouhSi20,tackles_combined,1,,,,,
player,201011140cle,nyj,PouhSi20,tackles_solo,0,,,,,
player,201011140cle,nyj,PouhSi20,tackles_assists,1,,,,,
player,201011140cle,nyj,PouhSi20,tackles_loss,0,,,,,
player,201011140cle,nyj,PouhSi20,qb_hits,0,,,,,
player,201011140cle,nyj,PouhSi20,fumbles_rec,0,,,,,
player,201011140cle,nyj,PouhSi20,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,PouhSi20,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,PouhSi20,fumbles_forced,0,,,,,
player,201011140cle,nyj,ReviDa99,def_int,0,,,,,
player,201011140cle,nyj,ReviDa99,def_int_yds,0,,,,,
player,201011140cle,nyj,ReviDa99,def_int_td,0,,,,,
player,201011140cle,nyj,ReviDa99,def_int_long,0,,,,,
player,201011140cle,nyj,ReviDa99,pass_defended,0,,,,,
player,201011140cle,nyj,ReviDa99,sacks,0.0,,,,,
player,201011140cle,nyj,ReviDa99,tackles_combined,1,,,,,
player,201011140cle,nyj,ReviDa99,tackles_solo,1,,,,,
player,201011140cle,nyj,ReviDa99,tackles_assists,0,,,,,
player,201011140cle,nyj,ReviDa99,tackles_loss,0,,,,,
player,201011140cle,nyj,ReviDa99,qb_hits,0,,,,,
player,201011140cle,nyj,ReviDa99,fumbles_rec,0,,,,,
player,201011140cle,nyj,ReviDa99,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,ReviDa99,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,ReviDa99,fumbles_forced,0,,,,,
player,201011140cle,nyj,SmitBr01,def_int,0,,,,,
player,201011140cle,nyj,SmitBr01,def_int_yds,0,,,,,
player,201011140cle,nyj,SmitBr01,def_int_td,0,,,,,
player,201011140cle,nyj,SmitBr01,def_int_long,0,,,,,
player,201011140cle,nyj,SmitBr01,pass_defended,0,,,,,
player,201011140cle,nyj,SmitBr01,sacks,0.0,,,,,
player,201011140cle,nyj,SmitBr01,tackles_combined,1,,,,,
player,201011140cle,nyj,SmitBr01,tackles_solo,1,,,,,
player,201011140cle,nyj,SmitBr01,tackles_assists,0,,,,,
player,201011140cle,nyj,SmitBr01,tackles_loss,0,,,,,
player,201011140cle,nyj,SmitBr01,qb_hits,0,,,,,
player,201011140cle,nyj,SmitBr01,fumbles_rec,0,,,,,
player,201011140cle,nyj,SmitBr01,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,SmitBr01,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,SmitBr01,fumbles_forced,0,,,,,
player,201011140cle,nyj,ThomBr21,def_int,0,,,,,
player,201011140cle,nyj,ThomBr21,def_int_yds,0,,,,,
player,201011140cle,nyj,ThomBr21,def_int_td,0,,,,,
player,201011140cle,nyj,ThomBr21,def_int_long,0,,,,,
player,201011140cle,nyj,ThomBr21,pass_defended,0,,,,,
player,201011140cle,nyj,ThomBr21,sacks,0.0,,,,,
player,201011140cle,nyj,ThomBr21,tackles_combined,1,,,,,
player,201011140cle,nyj,ThomBr21,tackles_solo,1,,,,,
player,201011140cle,nyj,ThomBr21,tackles_assists,0,,,,,
player,201011140cle,nyj,ThomBr21,tackles_loss,0,,,,,
player,201011140cle,nyj,ThomBr21,qb_hits,0,,,,,
player,201011140cle,nyj,ThomBr21,fumbles_rec,0,,,,,
player,201011140cle,nyj,ThomBr21,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,ThomBr21,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,ThomBr21,fumbles_forced,0,,,,,
player,201011140cle,nyj,WestJa99,def_int,0,,,,,
player,201011140cle,nyj,WestJa99,def_int_yds,0,,,,,
player,201011140cle,nyj,WestJa99,def_int_td,0,,,,,
player,201011140cle,nyj,WestJa99,def_int_long,0,,,,,
player,201011140cle,nyj,WestJa99,pass_defended,0,,,,,
player,201011140cle,nyj,WestJa99,sacks,0.0,,,,,
player,201011140cle,nyj,WestJa99,tackles_combined,1,,,,,
player,201011140cle,nyj,WestJa99,tackles_solo,1,,,,,
player,201011140cle,nyj,WestJa99,tackles_assists,0,,,,,
player,201011140cle,nyj,WestJa99,tackles_loss,0,,,,,
player,201011140cle,nyj,WestJa99,qb_hits,0,,,,,
player,201011140cle,nyj,WestJa99,fumbles_rec,0,,,,,
player,201011140cle,nyj,WestJa99,fumbles_rec_yds,0,,,,,
player,201011140cle,nyj,WestJa99,fumbles_rec_td,0,,,,,
player,201011140cle,nyj,WestJa99,fumbles_forced,0,,,,,
player,201011140cle,cle,HadeJo99,def_int,1,,,,,
player,201011140cle,cle,HadeJo99,def_int_yds,0,,,,,
player,201011140cle,cle,HadeJo99,def_int_td,0,,,,,
player,201011140cle,cle,HadeJo99,def_int_long,0,,,,,
player,201011140cle,cle,HadeJo99,pass_defended,2,,,,,
player,201011140cle,cle,HadeJo99,sacks,0.0,,,,,
player,201011140cle,cle,HadeJo99,tackles_combined,7,,,,,
player,201011140cle,cle,HadeJo99,tackles_solo,7,,,,,
player,201011140cle,cle,HadeJo99,tackles_assists,0,,,,,
player,201011140cle,cle,HadeJo99,tackles_loss,0,,,,,
player,201011140cle,cle,HadeJo99,qb_hits,0,,,,,
player,201011140cle,cle,HadeJo99,fumbles_rec,0,,,,,
player,201011140cle,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201011140cle,cle,HadeJo99,fumbles_forced,0,,,,,
player,201011140cle,cle,BenaMa00,def_int,0,,,,,
player,201011140cle,cle,BenaMa00,def_int_yds,0,,,,,
player,201011140cle,cle,BenaMa00,def_int_td,0,,,,,
player,201011140cle,cle,BenaMa00,def_int_long,0,,,,,
player,201011140cle,cle,BenaMa00,pass_defended,0,,,,,
player,201011140cle,cle,BenaMa00,sacks,1.0,,,,,
player,201011140cle,cle,BenaMa00,tackles_combined,3,,,,,
player,201011140cle,cle,BenaMa00,tackles_solo,3,,,,,
player,201011140cle,cle,BenaMa00,tackles_assists,0,,,,,
player,201011140cle,cle,BenaMa00,tackles_loss,1,,,,,
player,201011140cle,cle,BenaMa00,qb_hits,1,,,,,
player,201011140cle,cle,BenaMa00,fumbles_rec,0,,,,,
player,201011140cle,cle,BenaMa00,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,BenaMa00,fumbles_rec_td,0,,,,,
player,201011140cle,cle,BenaMa00,fumbles_forced,0,,,,,
player,201011140cle,cle,AdamMi21,def_int,0,,,,,
player,201011140cle,cle,AdamMi21,def_int_yds,0,,,,,
player,201011140cle,cle,AdamMi21,def_int_td,0,,,,,
player,201011140cle,cle,AdamMi21,def_int_long,0,,,,,
player,201011140cle,cle,AdamMi21,pass_defended,0,,,,,
player,201011140cle,cle,AdamMi21,sacks,1.0,,,,,
player,201011140cle,cle,AdamMi21,tackles_combined,2,,,,,
player,201011140cle,cle,AdamMi21,tackles_solo,2,,,,,
player,201011140cle,cle,AdamMi21,tackles_assists,0,,,,,
player,201011140cle,cle,AdamMi21,tackles_loss,1,,,,,
player,201011140cle,cle,AdamMi21,qb_hits,1,,,,,
player,201011140cle,cle,AdamMi21,fumbles_rec,0,,,,,
player,201011140cle,cle,AdamMi21,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,AdamMi21,fumbles_rec_td,0,,,,,
player,201011140cle,cle,AdamMi21,fumbles_forced,0,,,,,
player,201011140cle,cle,RubiAh99,def_int,0,,,,,
player,201011140cle,cle,RubiAh99,def_int_yds,0,,,,,
player,201011140cle,cle,RubiAh99,def_int_td,0,,,,,
player,201011140cle,cle,RubiAh99,def_int_long,0,,,,,
player,201011140cle,cle,RubiAh99,pass_defended,0,,,,,
player,201011140cle,cle,RubiAh99,sacks,0.0,,,,,
player,201011140cle,cle,RubiAh99,tackles_combined,9,,,,,
player,201011140cle,cle,RubiAh99,tackles_solo,5,,,,,
player,201011140cle,cle,RubiAh99,tackles_assists,4,,,,,
player,201011140cle,cle,RubiAh99,tackles_loss,0,,,,,
player,201011140cle,cle,RubiAh99,qb_hits,0,,,,,
player,201011140cle,cle,RubiAh99,fumbles_rec,0,,,,,
player,201011140cle,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201011140cle,cle,RubiAh99,fumbles_forced,0,,,,,
player,201011140cle,cle,BoweDa20,def_int,0,,,,,
player,201011140cle,cle,BoweDa20,def_int_yds,0,,,,,
player,201011140cle,cle,BoweDa20,def_int_td,0,,,,,
player,201011140cle,cle,BoweDa20,def_int_long,0,,,,,
player,201011140cle,cle,BoweDa20,pass_defended,0,,,,,
player,201011140cle,cle,BoweDa20,sacks,0.0,,,,,
player,201011140cle,cle,BoweDa20,tackles_combined,8,,,,,
player,201011140cle,cle,BoweDa20,tackles_solo,6,,,,,
player,201011140cle,cle,BoweDa20,tackles_assists,2,,,,,
player,201011140cle,cle,BoweDa20,tackles_loss,0,,,,,
player,201011140cle,cle,BoweDa20,qb_hits,1,,,,,
player,201011140cle,cle,BoweDa20,fumbles_rec,0,,,,,
player,201011140cle,cle,BoweDa20,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,BoweDa20,fumbles_rec_td,0,,,,,
player,201011140cle,cle,BoweDa20,fumbles_forced,0,,,,,
player,201011140cle,cle,ColeKe20,def_int,0,,,,,
player,201011140cle,cle,ColeKe20,def_int_yds,0,,,,,
player,201011140cle,cle,ColeKe20,def_int_td,0,,,,,
player,201011140cle,cle,ColeKe20,def_int_long,0,,,,,
player,201011140cle,cle,ColeKe20,pass_defended,0,,,,,
player,201011140cle,cle,ColeKe20,sacks,0.0,,,,,
player,201011140cle,cle,ColeKe20,tackles_combined,8,,,,,
player,201011140cle,cle,ColeKe20,tackles_solo,6,,,,,
player,201011140cle,cle,ColeKe20,tackles_assists,2,,,,,
player,201011140cle,cle,ColeKe20,tackles_loss,0,,,,,
player,201011140cle,cle,ColeKe20,qb_hits,0,,,,,
player,201011140cle,cle,ColeKe20,fumbles_rec,0,,,,,
player,201011140cle,cle,ColeKe20,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,ColeKe20,fumbles_rec_td,0,,,,,
player,201011140cle,cle,ColeKe20,fumbles_forced,0,,,,,
player,201011140cle,cle,WardT.99,def_int,0,,,,,
player,201011140cle,cle,WardT.99,def_int_yds,0,,,,,
player,201011140cle,cle,WardT.99,def_int_td,0,,,,,
player,201011140cle,cle,WardT.99,def_int_long,0,,,,,
player,201011140cle,cle,WardT.99,pass_defended,2,,,,,
player,201011140cle,cle,WardT.99,sacks,0.0,,,,,
player,201011140cle,cle,WardT.99,tackles_combined,8,,,,,
player,201011140cle,cle,WardT.99,tackles_solo,4,,,,,
player,201011140cle,cle,WardT.99,tackles_assists,4,,,,,
player,201011140cle,cle,WardT.99,tackles_loss,0,,,,,
player,201011140cle,cle,WardT.99,qb_hits,0,,,,,
player,201011140cle,cle,WardT.99,fumbles_rec,0,,,,,
player,201011140cle,cle,WardT.99,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,WardT.99,fumbles_rec_td,0,,,,,
player,201011140cle,cle,WardT.99,fumbles_forced,0,,,,,
player,201011140cle,cle,BartEr20,def_int,0,,,,,
player,201011140cle,cle,BartEr20,def_int_yds,0,,,,,
player,201011140cle,cle,BartEr20,def_int_td,0,,,,,
player,201011140cle,cle,BartEr20,def_int_long,0,,,,,
player,201011140cle,cle,BartEr20,pass_defended,0,,,,,
player,201011140cle,cle,BartEr20,sacks,0.0,,,,,
player,201011140cle,cle,BartEr20,tackles_combined,7,,,,,
player,201011140cle,cle,BartEr20,tackles_solo,6,,,,,
player,201011140cle,cle,BartEr20,tackles_assists,1,,,,,
player,201011140cle,cle,BartEr20,tackles_loss,2,,,,,
player,201011140cle,cle,BartEr20,qb_hits,0,,,,,
player,201011140cle,cle,BartEr20,fumbles_rec,0,,,,,
player,201011140cle,cle,BartEr20,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,BartEr20,fumbles_rec_td,0,,,,,
player,201011140cle,cle,BartEr20,fumbles_forced,0,,,,,
player,201011140cle,cle,WrigEr99,def_int,0,,,,,
player,201011140cle,cle,WrigEr99,def_int_yds,0,,,,,
player,201011140cle,cle,WrigEr99,def_int_td,0,,,,,
player,201011140cle,cle,WrigEr99,def_int_long,0,,,,,
player,201011140cle,cle,WrigEr99,pass_defended,0,,,,,
player,201011140cle,cle,WrigEr99,sacks,0.0,,,,,
player,201011140cle,cle,WrigEr99,tackles_combined,7,,,,,
player,201011140cle,cle,WrigEr99,tackles_solo,6,,,,,
player,201011140cle,cle,WrigEr99,tackles_assists,1,,,,,
player,201011140cle,cle,WrigEr99,tackles_loss,0,,,,,
player,201011140cle,cle,WrigEr99,qb_hits,0,,,,,
player,201011140cle,cle,WrigEr99,fumbles_rec,0,,,,,
player,201011140cle,cle,WrigEr99,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,WrigEr99,fumbles_rec_td,0,,,,,
player,201011140cle,cle,WrigEr99,fumbles_forced,0,,,,,
player,201011140cle,cle,RothMa20,def_int,0,,,,,
player,201011140cle,cle,RothMa20,def_int_yds,0,,,,,
player,201011140cle,cle,RothMa20,def_int_td,0,,,,,
player,201011140cle,cle,RothMa20,def_int_long,0,,,,,
player,201011140cle,cle,RothMa20,pass_defended,0,,,,,
player,201011140cle,cle,RothMa20,sacks,0.0,,,,,
player,201011140cle,cle,RothMa20,tackles_combined,6,,,,,
player,201011140cle,cle,RothMa20,tackles_solo,5,,,,,
player,201011140cle,cle,RothMa20,tackles_assists,1,,,,,
player,201011140cle,cle,RothMa20,tackles_loss,1,,,,,
player,201011140cle,cle,RothMa20,qb_hits,1,,,,,
player,201011140cle,cle,RothMa20,fumbles_rec,0,,,,,
player,201011140cle,cle,RothMa20,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,RothMa20,fumbles_rec_td,0,,,,,
player,201011140cle,cle,RothMa20,fumbles_forced,0,,,,,
player,201011140cle,cle,SchaBr00,def_int,0,,,,,
player,201011140cle,cle,SchaBr00,def_int_yds,0,,,,,
player,201011140cle,cle,SchaBr00,def_int_td,0,,,,,
player,201011140cle,cle,SchaBr00,def_int_long,0,,,,,
player,201011140cle,cle,SchaBr00,pass_defended,0,,,,,
player,201011140cle,cle,SchaBr00,sacks,0.0,,,,,
player,201011140cle,cle,SchaBr00,tackles_combined,6,,,,,
player,201011140cle,cle,SchaBr00,tackles_solo,5,,,,,
player,201011140cle,cle,SchaBr00,tackles_assists,1,,,,,
player,201011140cle,cle,SchaBr00,tackles_loss,0,,,,,
player,201011140cle,cle,SchaBr00,qb_hits,1,,,,,
player,201011140cle,cle,SchaBr00,fumbles_rec,0,,,,,
player,201011140cle,cle,SchaBr00,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,SchaBr00,fumbles_rec_td,0,,,,,
player,201011140cle,cle,SchaBr00,fumbles_forced,0,,,,,
player,201011140cle,cle,GocoCh99,def_int,0,,,,,
player,201011140cle,cle,GocoCh99,def_int_yds,0,,,,,
player,201011140cle,cle,GocoCh99,def_int_td,0,,,,,
player,201011140cle,cle,GocoCh99,def_int_long,0,,,,,
player,201011140cle,cle,GocoCh99,pass_defended,1,,,,,
player,201011140cle,cle,GocoCh99,sacks,0.0,,,,,
player,201011140cle,cle,GocoCh99,tackles_combined,5,,,,,
player,201011140cle,cle,GocoCh99,tackles_solo,4,,,,,
player,201011140cle,cle,GocoCh99,tackles_assists,1,,,,,
player,201011140cle,cle,GocoCh99,tackles_loss,1,,,,,
player,201011140cle,cle,GocoCh99,qb_hits,0,,,,,
player,201011140cle,cle,GocoCh99,fumbles_rec,0,,,,,
player,201011140cle,cle,GocoCh99,fumbles_rec_yds,0,,,,,
player,201011140cle,cle,GocoCh99,fumbles_rec_td,0,,,,,
player,201011140cle,cle,GocoCh99,fumbles_forced,0,,,,,
player,201011140cle,cle,ElamAb20,def_int,0,,,,,
player,201011140cle,cle,ElamAb20,def_int_yds,0,,,,,
player,201011140cle,cle,ElamAb20,def_int_td,0,,,,,
player,201011140cle,cle,ElamAb20,def_int_long,0,,,,,
player,201011140cle,cle,ElamAb20,pass_defended,1,,,,,
player,201011140cle,cle,ElamAb20,sacks,0.0,,,,,
player,201011140cle,cle,ElamAb20,tackles_combined,4,,,,,
player,201011140cle,cle,ElamAb20,tackles_solo,4,,,,,
player,201011140cle,cle,ElamAb20,tackles_assists,0,,,,,
player,201011140cle,cle,ElamAb20,tackles_loss,0,,,,,
player,201011140cle,cle,ElamAb20,qb_hits,0,,,,,
player,201011140cle,cle,ElamAb20,fumbles_rec,0,,,,,
