game,2010,13,20101205,201012050mia,cle,"Cleveland Browns",13,mia,"Miami Dolphins",10
player,201012050mia,cle,RothMa20,tackles_assists,0,,,,,
player,201012050mia,cle,RothMa20,tackles_loss,0,,,,,
player,201012050mia,cle,RothMa20,qb_hits,0,,,,,
player,201012050mia,cle,RothMa20,fumbles_rec,0,,,,,
player,201012050mia,cle,RothMa20,fumbles_rec_yds,0,,,,,
player,201012050mia,cle,RothMa20,fumbles_rec_td,0,,,,,
player,201012050mia,cle,RothMa20,fumbles_forced,0,,,,,
player,201012050mia,cle,TrusJa99,def_int,0,,,,,
player,201012050mia,cle,TrusJa99,def_int_yds,0,,,,,
player,201012050mia,cle,TrusJa99,def_int_td,0,,,,,
player,201012050mia,cle,TrusJa99,def_int_long,0,,,,,
player,201012050mia,cle,TrusJa99,pass_defended,1,,,,,
player,201012050mia,cle,TrusJa99,sacks,0.0,,,,,
player,201012050mia,cle,TrusJa99,tackles_combined,4,,,,,
player,201012050mia,cle,TrusJa99,tackles_solo,4,,,,,
player,201012050mia,cle,TrusJa99,tackles_assists,0,,,,,
player,201012050mia,cle,TrusJa99,tackles_loss,0,,,,,
player,201012050mia,cle,TrusJa99,qb_hits,0,,,,,
player,201012050mia,cle,TrusJa99,fumbles_rec,0,,,,,
player,201012050mia,cle,TrusJa99,fumbles_rec_yds,0,,,,,
player,201012050mia,cle,TrusJa99,fumbles_rec_td,0,,,,,
player,201012050mia,cle,TrusJa99,fumbles_forced,0,,,,,
player,201012050mia,cle,GocoCh99,def_int,0,,,,,
player,201012050mia,cle,GocoCh99,def_int_yds,0,,,,,
player,201012050mia,cle,GocoCh99,def_int_td,0,,,,,
player,201012050mia,cle,GocoCh99,def_int_long,0,,,,,
player,201012050mia,cle,GocoCh99,pass_defended,0,,,,,
player,201012050mia,cle,GocoCh99,sacks,0.0,,,,,
player,201012050mia,cle,GocoCh99,tackles_combined,3,,,,,
player,201012050mia,cle,GocoCh99,tackles_solo,2,,,,,
player,201012050mia,cle,GocoCh99,tackles_assists,1,,,,,
player,201012050mia,cle,GocoCh99,tackles_loss,0,,,,,
player,201012050mia,cle,GocoCh99,qb_hits,0,,,,,
player,201012050mia,cle,GocoCh99,fumbles_rec,0,,,,,
player,201012050mia,cle,GocoCh99,fumbles_rec_yds,0,,,,,
player,201012050mia,cle,GocoCh99,fumbles_rec_td,0,,,,,
player,201012050mia,cle,GocoCh99,fumbles_forced,0,,,,,
player,201012050mia,cle,SchaBr00,def_int,0,,,,,
player,201012050mia,cle,SchaBr00,def_int_yds,0,,,,,
player,201012050mia,cle,SchaBr00,def_int_td,0,,,,,
player,201012050mia,cle,SchaBr00,def_int_long,0,,,,,
player,201012050mia,cle,SchaBr00,pass_defended,0,,,,,
player,201012050mia,cle,SchaBr00,sacks,0.0,,,,,
player,201012050mia,cle,SchaBr00,tackles_combined,3,,,,,
player,201012050mia,cle,SchaBr00,tackles_solo,3,,,,,
player,201012050mia,cle,SchaBr00,tackles_assists,0,,,,,
player,201012050mia,cle,SchaBr00,tackles_loss,0,,,,,
player,201012050mia,cle,SchaBr00,qb_hits,0,,,,,
player,201012050mia,cle,SchaBr00,fumbles_rec,0,,,,,
player,201012050mia,cle,SchaBr00,fumbles_rec_yds,0,,,,,
player,201012050mia,cle,SchaBr00,fumbles_rec_td,0,,,,,
player,201012050mia,cle,SchaBr00,fumbles_forced,0,,,,,
player,201012050mia,cle,BenaMa00,def_int,0,,,,,
player,201012050mia,cle,BenaMa00,def_int_yds,0,,,,,
player,201012050mia,cle,BenaMa00,def_int_td,0,,,,,
player,201012050mia,cle,BenaMa00,def_int_long,0,,,,,
player,201012050mia,cle,BenaMa00,pass_defended,0,,,,,
player,201012050mia,cle,BenaMa00,sacks,0.0,,,,,
player,201012050mia,cle,BenaMa00,tackles_combined,2,,,,,
player,201012050mia,cle,BenaMa00,tackles_solo,2,,,,,
player,201012050mia,cle,BenaMa00,tackles_assists,0,,,,,
player,201012050mia,cle,BenaMa00,tackles_loss,0,,,,,
player,201012050mia,cle,BenaMa00,qb_hits,1,,,,,
player,201012050mia,cle,BenaMa00,fumbles_rec,0,,,,,
player,201012050mia,cle,BenaMa00,fumbles_rec_yds,0,,,,,
player,201012050mia,cle,BenaMa00,fumbles_rec_td,0,,,,,
player,201012050mia,cle,BenaMa00,fumbles_forced,0,,,,,
player,201012050mia,cle,BrowSh20,def_int,0,,,,,
player,201012050mia,cle,BrowSh20,def_int_yds,0,,,,,
player,201012050mia,cle,BrowSh20,def_int_td,0,,,,,
player,201012050mia,cle,BrowSh20,def_int_long,0,,,,,
player,201012050mia,cle,BrowSh20,pass_defended,1,,,,,
player,201012050mia,cle,BrowSh20,sacks,0.0,,,,,
player,201012050mia,cle,BrowSh20,tackles_combined,2,,,,,
player,201012050mia,cle,BrowSh20,tackles_solo,2,,,,,
player,201012050mia,cle,BrowSh20,tackles_assists,0,,,,,
player,201012050mia,cle,BrowSh20,tackles_loss,0,,,,,
player,201012050mia,cle,BrowSh20,qb_hits,0,,,,,
player,201012050mia,cle,BrowSh20,fumbles_rec,0,,,,,
player,201012050mia,cle,BrowSh20,fumbles_rec_yds,0,,,,,
player,201012050mia,cle,BrowSh20,fumbles_rec_td,0,,,,,
player,201012050mia,cle,BrowSh20,fumbles_forced,0,,,,,
player,201012050mia,cle,RubiAh99,def_int,0,,,,,
player,201012050mia,cle,RubiAh99,def_int_yds,0,,,,,
player,201012050mia,cle,RubiAh99,def_int_td,0,,,,,
player,201012050mia,cle,RubiAh99,def_int_long,0,,,,,
player,201012050mia,cle,RubiAh99,pass_defended,0,,,,,
player,201012050mia,cle,RubiAh99,sacks,0.0,,,,,
player,201012050mia,cle,RubiAh99,tackles_combined,2,,,,,
player,201012050mia,cle,RubiAh99,tackles_solo,2,,,,,
player,201012050mia,cle,RubiAh99,tackles_assists,0,,,,,
player,201012050mia,cle,RubiAh99,tackles_loss,0,,,,,
player,201012050mia,cle,RubiAh99,qb_hits,0,,,,,
player,201012050mia,cle,RubiAh99,fumbles_rec,0,,,,,
player,201012050mia,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201012050mia,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201012050mia,cle,RubiAh99,fumbles_forced,0,,,,,
player,201012050mia,cle,BartEr20,def_int,0,,,,,
player,201012050mia,cle,BartEr20,def_int_yds,0,,,,,
player,201012050mia,cle,BartEr20,def_int_td,0,,,,,
player,201012050mia,cle,BartEr20,def_int_long,0,,,,,
player,201012050mia,cle,BartEr20,pass_defended,1,,,,,
player,201012050mia,cle,BartEr20,sacks,0.0,,,,,
player,201012050mia,cle,BartEr20,tackles_combined,1,,,,,
player,201012050mia,cle,BartEr20,tackles_solo,1,,,,,
player,201012050mia,cle,BartEr20,tackles_assists,0,,,,,
player,201012050mia,cle,BartEr20,tackles_loss,0,,,,,
player,201012050mia,cle,BartEr20,qb_hits,0,,,,,
player,201012050mia,cle,BartEr20,fumbles_rec,0,,,,,
player,201012050mia,cle,BartEr20,fumbles_rec_yds,0,,,,,
player,201012050mia,cle,BartEr20,fumbles_rec_td,0,,,,,
player,201012050mia,cle,BartEr20,fumbles_forced,0,,,,,
player,201012050mia,cle,BrowTi20,def_int,0,,,,,
player,201012050mia,cle,BrowTi20,def_int_yds,0,,,,,
player,201012050mia,cle,BrowTi20,def_int_td,0,,,,,
player,201012050mia,cle,BrowTi20,def_int_long,0,,,,,
player,201012050mia,cle,BrowTi20,pass_defended,0,,,,,
player,201012050mia,cle,BrowTi20,sacks,0.0,,,,,
player,201012050mia,cle,BrowTi20,tackles_combined,1,,,,,
player,201012050mia,cle,BrowTi20,tackles_solo,0,,,,,
player,201012050mia,cle,BrowTi20,tackles_assists,1,,,,,
player,201012050mia,cle,BrowTi20,tackles_loss,0,,,,,
player,201012050mia,cle,BrowTi20,qb_hits,0,,,,,
player,201012050mia,cle,BrowTi20,fumbles_rec,0,,,,,
player,201012050mia,cle,BrowTi20,fumbles_rec_yds,0,,,,,
player,201012050mia,cle,BrowTi20,fumbles_rec_td,0,,,,,
player,201012050mia,cle,BrowTi20,fumbles_forced,0,,,,,
player,201012050mia,cle,WrigEr99,def_int,0,,,,,
player,201012050mia,cle,WrigEr99,def_int_yds,0,,,,,
player,201012050mia,cle,WrigEr99,def_int_td,0,,,,,
player,201012050mia,cle,WrigEr99,def_int_long,0,,,,,
player,201012050mia,cle,WrigEr99,pass_defended,0,,,,,
player,201012050mia,cle,WrigEr99,sacks,0.0,,,,,
player,201012050mia,cle,WrigEr99,tackles_combined,1,,,,,
player,201012050mia,cle,WrigEr99,tackles_solo,1,,,,,
player,201012050mia,cle,WrigEr99,tackles_assists,0,,,,,
player,201012050mia,cle,WrigEr99,tackles_loss,0,,,,,
player,201012050mia,cle,WrigEr99,qb_hits,0,,,,,
player,201012050mia,cle,WrigEr99,fumbles_rec,0,,,,,
player,201012050mia,cle,WrigEr99,fumbles_rec_yds,0,,,,,
player,201012050mia,cle,WrigEr99,fumbles_rec_td,0,,,,,
player,201012050mia,cle,WrigEr99,fumbles_forced,0,,,,,
player,201012050mia,cle,CribJo01,def_int,0,,,,,
player,201012050mia,cle,CribJo01,def_int_yds,0,,,,,
player,201012050mia,cle,CribJo01,def_int_td,0,,,,,
player,201012050mia,cle,CribJo01,def_int_long,0,,,,,
player,201012050mia,cle,CribJo01,pass_defended,0,,,,,
player,201012050mia,cle,CribJo01,sacks,0.0,,,,,
player,201012050mia,cle,CribJo01,tackles_combined,0,,,,,
player,201012050mia,cle,CribJo01,tackles_solo,0,,,,,
player,201012050mia,cle,CribJo01,tackles_assists,0,,,,,
player,201012050mia,cle,CribJo01,tackles_loss,0,,,,,
player,201012050mia,cle,CribJo01,qb_hits,0,,,,,
player,201012050mia,cle,CribJo01,fumbles_rec,1,,,,,
player,201012050mia,cle,CribJo01,fumbles_rec_yds,0,,,,,
player,201012050mia,cle,CribJo01,fumbles_rec_td,0,,,,,
player,201012050mia,cle,CribJo01,fumbles_forced,0,,,,,
player,201012050mia,mia,WakeCa00,def_int,0,,,,,
player,201012050mia,mia,WakeCa00,def_int_yds,0,,,,,
player,201012050mia,mia,WakeCa00,def_int_td,0,,,,,
player,201012050mia,mia,WakeCa00,def_int_long,0,,,,,
player,201012050mia,mia,WakeCa00,pass_defended,0,,,,,
player,201012050mia,mia,WakeCa00,sacks,1.5,,,,,
player,201012050mia,mia,WakeCa00,tackles_combined,4,,,,,
player,201012050mia,mia,WakeCa00,tackles_solo,3,,,,,
player,201012050mia,mia,WakeCa00,tackles_assists,1,,,,,
player,201012050mia,mia,WakeCa00,tackles_loss,1,,,,,
player,201012050mia,mia,WakeCa00,qb_hits,3,,,,,
player,201012050mia,mia,WakeCa00,fumbles_rec,0,,,,,
player,201012050mia,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201012050mia,mia,WakeCa00,fumbles_forced,0,,,,,
player,201012050mia,mia,McDaTo20,def_int,0,,,,,
player,201012050mia,mia,McDaTo20,def_int_yds,0,,,,,
player,201012050mia,mia,McDaTo20,def_int_td,0,,,,,
player,201012050mia,mia,McDaTo20,def_int_long,0,,,,,
player,201012050mia,mia,McDaTo20,pass_defended,0,,,,,
player,201012050mia,mia,McDaTo20,sacks,0.5,,,,,
player,201012050mia,mia,McDaTo20,tackles_combined,2,,,,,
player,201012050mia,mia,McDaTo20,tackles_solo,0,,,,,
player,201012050mia,mia,McDaTo20,tackles_assists,2,,,,,
player,201012050mia,mia,McDaTo20,tackles_loss,0,,,,,
player,201012050mia,mia,McDaTo20,qb_hits,1,,,,,
player,201012050mia,mia,McDaTo20,fumbles_rec,0,,,,,
player,201012050mia,mia,McDaTo20,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,McDaTo20,fumbles_rec_td,0,,,,,
player,201012050mia,mia,McDaTo20,fumbles_forced,0,,,,,
player,201012050mia,mia,DobbTi20,def_int,0,,,,,
player,201012050mia,mia,DobbTi20,def_int_yds,0,,,,,
player,201012050mia,mia,DobbTi20,def_int_td,0,,,,,
player,201012050mia,mia,DobbTi20,def_int_long,0,,,,,
player,201012050mia,mia,DobbTi20,pass_defended,0,,,,,
player,201012050mia,mia,DobbTi20,sacks,0.0,,,,,
player,201012050mia,mia,DobbTi20,tackles_combined,7,,,,,
player,201012050mia,mia,DobbTi20,tackles_solo,5,,,,,
player,201012050mia,mia,DobbTi20,tackles_assists,2,,,,,
player,201012050mia,mia,DobbTi20,tackles_loss,0,,,,,
player,201012050mia,mia,DobbTi20,qb_hits,0,,,,,
player,201012050mia,mia,DobbTi20,fumbles_rec,0,,,,,
player,201012050mia,mia,DobbTi20,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,DobbTi20,fumbles_rec_td,0,,,,,
player,201012050mia,mia,DobbTi20,fumbles_forced,0,,,,,
player,201012050mia,mia,DaviVo99,def_int,0,,,,,
player,201012050mia,mia,DaviVo99,def_int_yds,0,,,,,
player,201012050mia,mia,DaviVo99,def_int_td,0,,,,,
player,201012050mia,mia,DaviVo99,def_int_long,0,,,,,
player,201012050mia,mia,DaviVo99,pass_defended,0,,,,,
player,201012050mia,mia,DaviVo99,sacks,0.0,,,,,
player,201012050mia,mia,DaviVo99,tackles_combined,5,,,,,
player,201012050mia,mia,DaviVo99,tackles_solo,5,,,,,
player,201012050mia,mia,DaviVo99,tackles_assists,0,,,,,
player,201012050mia,mia,DaviVo99,tackles_loss,0,,,,,
player,201012050mia,mia,DaviVo99,qb_hits,0,,,,,
player,201012050mia,mia,DaviVo99,fumbles_rec,0,,,,,
player,201012050mia,mia,DaviVo99,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,DaviVo99,fumbles_rec_td,0,,,,,
player,201012050mia,mia,DaviVo99,fumbles_forced,0,,,,,
player,201012050mia,mia,BellYe20,def_int,0,,,,,
player,201012050mia,mia,BellYe20,def_int_yds,0,,,,,
player,201012050mia,mia,BellYe20,def_int_td,0,,,,,
player,201012050mia,mia,BellYe20,def_int_long,0,,,,,
player,201012050mia,mia,BellYe20,pass_defended,1,,,,,
player,201012050mia,mia,BellYe20,sacks,0.0,,,,,
player,201012050mia,mia,BellYe20,tackles_combined,4,,,,,
player,201012050mia,mia,BellYe20,tackles_solo,3,,,,,
player,201012050mia,mia,BellYe20,tackles_assists,1,,,,,
player,201012050mia,mia,BellYe20,tackles_loss,0,,,,,
player,201012050mia,mia,BellYe20,qb_hits,1,,,,,
player,201012050mia,mia,BellYe20,fumbles_rec,0,,,,,
player,201012050mia,mia,BellYe20,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,BellYe20,fumbles_rec_td,0,,,,,
player,201012050mia,mia,BellYe20,fumbles_forced,0,,,,,
player,201012050mia,mia,MisiKo99,def_int,0,,,,,
player,201012050mia,mia,MisiKo99,def_int_yds,0,,,,,
player,201012050mia,mia,MisiKo99,def_int_td,0,,,,,
player,201012050mia,mia,MisiKo99,def_int_long,0,,,,,
player,201012050mia,mia,MisiKo99,pass_defended,0,,,,,
player,201012050mia,mia,MisiKo99,sacks,0.0,,,,,
player,201012050mia,mia,MisiKo99,tackles_combined,4,,,,,
player,201012050mia,mia,MisiKo99,tackles_solo,3,,,,,
player,201012050mia,mia,MisiKo99,tackles_assists,1,,,,,
player,201012050mia,mia,MisiKo99,tackles_loss,1,,,,,
player,201012050mia,mia,MisiKo99,qb_hits,0,,,,,
player,201012050mia,mia,MisiKo99,fumbles_rec,0,,,,,
player,201012050mia,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201012050mia,mia,MisiKo99,fumbles_forced,0,,,,,
player,201012050mia,mia,SmitSe99,def_int,0,,,,,
player,201012050mia,mia,SmitSe99,def_int_yds,0,,,,,
player,201012050mia,mia,SmitSe99,def_int_td,0,,,,,
player,201012050mia,mia,SmitSe99,def_int_long,0,,,,,
player,201012050mia,mia,SmitSe99,pass_defended,0,,,,,
player,201012050mia,mia,SmitSe99,sacks,0.0,,,,,
player,201012050mia,mia,SmitSe99,tackles_combined,4,,,,,
player,201012050mia,mia,SmitSe99,tackles_solo,4,,,,,
player,201012050mia,mia,SmitSe99,tackles_assists,0,,,,,
player,201012050mia,mia,SmitSe99,tackles_loss,0,,,,,
player,201012050mia,mia,SmitSe99,qb_hits,0,,,,,
player,201012050mia,mia,SmitSe99,fumbles_rec,0,,,,,
player,201012050mia,mia,SmitSe99,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,SmitSe99,fumbles_rec_td,0,,,,,
player,201012050mia,mia,SmitSe99,fumbles_forced,0,,,,,
player,201012050mia,mia,SoliPa99,def_int,0,,,,,
player,201012050mia,mia,SoliPa99,def_int_yds,0,,,,,
player,201012050mia,mia,SoliPa99,def_int_td,0,,,,,
player,201012050mia,mia,SoliPa99,def_int_long,0,,,,,
player,201012050mia,mia,SoliPa99,pass_defended,0,,,,,
player,201012050mia,mia,SoliPa99,sacks,0.0,,,,,
player,201012050mia,mia,SoliPa99,tackles_combined,4,,,,,
player,201012050mia,mia,SoliPa99,tackles_solo,4,,,,,
player,201012050mia,mia,SoliPa99,tackles_assists,0,,,,,
player,201012050mia,mia,SoliPa99,tackles_loss,0,,,,,
player,201012050mia,mia,SoliPa99,qb_hits,0,,,,,
player,201012050mia,mia,SoliPa99,fumbles_rec,0,,,,,
player,201012050mia,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201012050mia,mia,SoliPa99,fumbles_forced,0,,,,,
player,201012050mia,mia,ClemCh97,def_int,0,,,,,
player,201012050mia,mia,ClemCh97,def_int_yds,0,,,,,
player,201012050mia,mia,ClemCh97,def_int_td,0,,,,,
player,201012050mia,mia,ClemCh97,def_int_long,0,,,,,
player,201012050mia,mia,ClemCh97,pass_defended,1,,,,,
player,201012050mia,mia,ClemCh97,sacks,0.0,,,,,
player,201012050mia,mia,ClemCh97,tackles_combined,3,,,,,
player,201012050mia,mia,ClemCh97,tackles_solo,3,,,,,
player,201012050mia,mia,ClemCh97,tackles_assists,0,,,,,
player,201012050mia,mia,ClemCh97,tackles_loss,0,,,,,
player,201012050mia,mia,ClemCh97,qb_hits,0,,,,,
player,201012050mia,mia,ClemCh97,fumbles_rec,0,,,,,
player,201012050mia,mia,ClemCh97,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,ClemCh97,fumbles_rec_td,0,,,,,
player,201012050mia,mia,ClemCh97,fumbles_forced,0,,,,,
player,201012050mia,mia,DansKa20,def_int,0,,,,,
player,201012050mia,mia,DansKa20,def_int_yds,0,,,,,
player,201012050mia,mia,DansKa20,def_int_td,0,,,,,
player,201012050mia,mia,DansKa20,def_int_long,0,,,,,
player,201012050mia,mia,DansKa20,pass_defended,0,,,,,
player,201012050mia,mia,DansKa20,sacks,0.0,,,,,
player,201012050mia,mia,DansKa20,tackles_combined,3,,,,,
player,201012050mia,mia,DansKa20,tackles_solo,3,,,,,
player,201012050mia,mia,DansKa20,tackles_assists,0,,,,,
player,201012050mia,mia,DansKa20,tackles_loss,0,,,,,
player,201012050mia,mia,DansKa20,qb_hits,0,,,,,
player,201012050mia,mia,DansKa20,fumbles_rec,0,,,,,
player,201012050mia,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201012050mia,mia,DansKa20,fumbles_forced,0,,,,,
player,201012050mia,mia,StarRa20,def_int,0,,,,,
player,201012050mia,mia,StarRa20,def_int_yds,0,,,,,
player,201012050mia,mia,StarRa20,def_int_td,0,,,,,
player,201012050mia,mia,StarRa20,def_int_long,0,,,,,
player,201012050mia,mia,StarRa20,pass_defended,0,,,,,
player,201012050mia,mia,StarRa20,sacks,0.0,,,,,
player,201012050mia,mia,StarRa20,tackles_combined,3,,,,,
player,201012050mia,mia,StarRa20,tackles_solo,3,,,,,
player,201012050mia,mia,StarRa20,tackles_assists,0,,,,,
player,201012050mia,mia,StarRa20,tackles_loss,0,,,,,
player,201012050mia,mia,StarRa20,qb_hits,0,,,,,
player,201012050mia,mia,StarRa20,fumbles_rec,0,,,,,
player,201012050mia,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201012050mia,mia,StarRa20,fumbles_forced,0,,,,,
player,201012050mia,mia,CobbPa00,def_int,0,,,,,
player,201012050mia,mia,CobbPa00,def_int_yds,0,,,,,
player,201012050mia,mia,CobbPa00,def_int_td,0,,,,,
player,201012050mia,mia,CobbPa00,def_int_long,0,,,,,
player,201012050mia,mia,CobbPa00,pass_defended,0,,,,,
player,201012050mia,mia,CobbPa00,sacks,0.0,,,,,
player,201012050mia,mia,CobbPa00,tackles_combined,2,,,,,
player,201012050mia,mia,CobbPa00,tackles_solo,2,,,,,
player,201012050mia,mia,CobbPa00,tackles_assists,0,,,,,
player,201012050mia,mia,CobbPa00,tackles_loss,0,,,,,
player,201012050mia,mia,CobbPa00,qb_hits,0,,,,,
player,201012050mia,mia,CobbPa00,fumbles_rec,0,,,,,
player,201012050mia,mia,CobbPa00,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,CobbPa00,fumbles_rec_td,0,,,,,
player,201012050mia,mia,CobbPa00,fumbles_forced,0,,,,,
player,201012050mia,mia,LangKe98,def_int,0,,,,,
player,201012050mia,mia,LangKe98,def_int_yds,0,,,,,
player,201012050mia,mia,LangKe98,def_int_td,0,,,,,
player,201012050mia,mia,LangKe98,def_int_long,0,,,,,
player,201012050mia,mia,LangKe98,pass_defended,0,,,,,
player,201012050mia,mia,LangKe98,sacks,0.0,,,,,
player,201012050mia,mia,LangKe98,tackles_combined,2,,,,,
player,201012050mia,mia,LangKe98,tackles_solo,2,,,,,
player,201012050mia,mia,LangKe98,tackles_assists,0,,,,,
player,201012050mia,mia,LangKe98,tackles_loss,0,,,,,
player,201012050mia,mia,LangKe98,qb_hits,0,,,,,
player,201012050mia,mia,LangKe98,fumbles_rec,0,,,,,
player,201012050mia,mia,LangKe98,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,LangKe98,fumbles_rec_td,0,,,,,
player,201012050mia,mia,LangKe98,fumbles_forced,0,,,,,
player,201012050mia,mia,AlamIk99,def_int,0,,,,,
player,201012050mia,mia,AlamIk99,def_int_yds,0,,,,,
player,201012050mia,mia,AlamIk99,def_int_td,0,,,,,
player,201012050mia,mia,AlamIk99,def_int_long,0,,,,,
player,201012050mia,mia,AlamIk99,pass_defended,0,,,,,
player,201012050mia,mia,AlamIk99,sacks,0.0,,,,,
player,201012050mia,mia,AlamIk99,tackles_combined,1,,,,,
player,201012050mia,mia,AlamIk99,tackles_solo,0,,,,,
player,201012050mia,mia,AlamIk99,tackles_assists,1,,,,,
player,201012050mia,mia,AlamIk99,tackles_loss,0,,,,,
player,201012050mia,mia,AlamIk99,qb_hits,0,,,,,
player,201012050mia,mia,AlamIk99,fumbles_rec,0,,,,,
player,201012050mia,mia,AlamIk99,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,AlamIk99,fumbles_rec_td,0,,,,,
player,201012050mia,mia,AlamIk99,fumbles_forced,0,,,,,
player,201012050mia,mia,CarrNo00,def_int,0,,,,,
player,201012050mia,mia,CarrNo00,def_int_yds,0,,,,,
player,201012050mia,mia,CarrNo00,def_int_td,0,,,,,
player,201012050mia,mia,CarrNo00,def_int_long,0,,,,,
player,201012050mia,mia,CarrNo00,pass_defended,1,,,,,
player,201012050mia,mia,CarrNo00,sacks,0.0,,,,,
player,201012050mia,mia,CarrNo00,tackles_combined,1,,,,,
player,201012050mia,mia,CarrNo00,tackles_solo,1,,,,,
player,201012050mia,mia,CarrNo00,tackles_assists,0,,,,,
player,201012050mia,mia,CarrNo00,tackles_loss,0,,,,,
player,201012050mia,mia,CarrNo00,qb_hits,0,,,,,
player,201012050mia,mia,CarrNo00,fumbles_rec,0,,,,,
player,201012050mia,mia,CarrNo00,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,CarrNo00,fumbles_rec_td,0,,,,,
player,201012050mia,mia,CarrNo00,fumbles_forced,0,,,,,
player,201012050mia,mia,JoneRe99,def_int,0,,,,,
player,201012050mia,mia,JoneRe99,def_int_yds,0,,,,,
player,201012050mia,mia,JoneRe99,def_int_td,0,,,,,
player,201012050mia,mia,JoneRe99,def_int_long,0,,,,,
player,201012050mia,mia,JoneRe99,pass_defended,0,,,,,
player,201012050mia,mia,JoneRe99,sacks,0.0,,,,,
player,201012050mia,mia,JoneRe99,tackles_combined,1,,,,,
player,201012050mia,mia,JoneRe99,tackles_solo,1,,,,,
player,201012050mia,mia,JoneRe99,tackles_assists,0,,,,,
player,201012050mia,mia,JoneRe99,tackles_loss,0,,,,,
player,201012050mia,mia,JoneRe99,qb_hits,0,,,,,
player,201012050mia,mia,JoneRe99,fumbles_rec,0,,,,,
player,201012050mia,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201012050mia,mia,JoneRe99,fumbles_forced,0,,,,,
player,201012050mia,mia,MoseQu99,def_int,0,,,,,
player,201012050mia,mia,MoseQu99,def_int_yds,0,,,,,
player,201012050mia,mia,MoseQu99,def_int_td,0,,,,,
player,201012050mia,mia,MoseQu99,def_int_long,0,,,,,
player,201012050mia,mia,MoseQu99,pass_defended,0,,,,,
player,201012050mia,mia,MoseQu99,sacks,0.0,,,,,
player,201012050mia,mia,MoseQu99,tackles_combined,1,,,,,
player,201012050mia,mia,MoseQu99,tackles_solo,1,,,,,
player,201012050mia,mia,MoseQu99,tackles_assists,0,,,,,
player,201012050mia,mia,MoseQu99,tackles_loss,0,,,,,
player,201012050mia,mia,MoseQu99,qb_hits,0,,,,,
player,201012050mia,mia,MoseQu99,fumbles_rec,0,,,,,
player,201012050mia,mia,MoseQu99,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,MoseQu99,fumbles_rec_td,0,,,,,
player,201012050mia,mia,MoseQu99,fumbles_forced,0,,,,,
player,201012050mia,mia,NessNa00,def_int,0,,,,,
player,201012050mia,mia,NessNa00,def_int_yds,0,,,,,
player,201012050mia,mia,NessNa00,def_int_td,0,,,,,
player,201012050mia,mia,NessNa00,def_int_long,0,,,,,
player,201012050mia,mia,NessNa00,pass_defended,0,,,,,
player,201012050mia,mia,NessNa00,sacks,0.0,,,,,
player,201012050mia,mia,NessNa00,tackles_combined,1,,,,,
player,201012050mia,mia,NessNa00,tackles_solo,1,,,,,
player,201012050mia,mia,NessNa00,tackles_assists,0,,,,,
player,201012050mia,mia,NessNa00,tackles_loss,0,,,,,
player,201012050mia,mia,NessNa00,qb_hits,0,,,,,
player,201012050mia,mia,NessNa00,fumbles_rec,0,,,,,
player,201012050mia,mia,NessNa00,fumbles_rec_yds,0,,,,,
player,201012050mia,mia,NessNa00,fumbles_rec_td,0,,,,,
player,201012050mia,mia,NessNa00,fumbles_forced,0,,,,,
player,201012050mia,mia,SappBe20,def_int,0,,,,,
player,201012050mia,mia,SappBe20,def_int_yds,0,,,,,
player,201012050mia,mia,SappBe20,def_int_td,0,,,,,
player,201012050mia,mia,SappBe20,def_int_long,0,,,,,
player,201012050mia,mia,SappBe20,pass_defended,1,,,,,
player,201012050mia,mia,SappBe20,sacks,0.0,,,,,
player,201012050mia,mia,SappBe20,tackles_combined,1,,,,,
player,201012050mia,mia,SappBe20,tackles_solo,1,,,,,
player,201012050mia,mia,SappBe20,tackles_assists,0,,,,,
player,201012050mia,mia,SappBe20,tackles_loss,0,,,,,
player,201012050mia,mia,SappBe20,qb_hits,0,,,,,
player,201012050mia,mia,SappBe20,fumbles_rec,0,,,,,
