game,2010,13,20101205,201012050cin,nor,"New Orleans Saints",34,cin,"Cincinnati Bengals",30
player,201012050cin,nor,PortTr99,tackles_assists,2,,,,,
player,201012050cin,nor,PortTr99,tackles_loss,0,,,,,
player,201012050cin,nor,PortTr99,qb_hits,0,,,,,
player,201012050cin,nor,PortTr99,fumbles_rec,0,,,,,
player,201012050cin,nor,PortTr99,fumbles_rec_yds,0,,,,,
player,201012050cin,nor,PortTr99,fumbles_rec_td,0,,,,,
player,201012050cin,nor,PortTr99,fumbles_forced,0,,,,,
player,201012050cin,nor,JenkMa99,def_int,0,,,,,
player,201012050cin,nor,JenkMa99,def_int_yds,0,,,,,
player,201012050cin,nor,JenkMa99,def_int_td,0,,,,,
player,201012050cin,nor,JenkMa99,def_int_long,0,,,,,
player,201012050cin,nor,JenkMa99,pass_defended,0,,,,,
player,201012050cin,nor,JenkMa99,sacks,0.0,,,,,
player,201012050cin,nor,JenkMa99,tackles_combined,6,,,,,
player,201012050cin,nor,JenkMa99,tackles_solo,4,,,,,
player,201012050cin,nor,JenkMa99,tackles_assists,2,,,,,
player,201012050cin,nor,JenkMa99,tackles_loss,1,,,,,
player,201012050cin,nor,JenkMa99,qb_hits,0,,,,,
player,201012050cin,nor,JenkMa99,fumbles_rec,0,,,,,
player,201012050cin,nor,JenkMa99,fumbles_rec_yds,0,,,,,
player,201012050cin,nor,JenkMa99,fumbles_rec_td,0,,,,,
player,201012050cin,nor,JenkMa99,fumbles_forced,0,,,,,
player,201012050cin,nor,GreeJa22,def_int,0,,,,,
player,201012050cin,nor,GreeJa22,def_int_yds,0,,,,,
player,201012050cin,nor,GreeJa22,def_int_td,0,,,,,
player,201012050cin,nor,GreeJa22,def_int_long,0,,,,,
player,201012050cin,nor,GreeJa22,pass_defended,0,,,,,
player,201012050cin,nor,GreeJa22,sacks,0.0,,,,,
player,201012050cin,nor,GreeJa22,tackles_combined,5,,,,,
player,201012050cin,nor,GreeJa22,tackles_solo,4,,,,,
player,201012050cin,nor,GreeJa22,tackles_assists,1,,,,,
player,201012050cin,nor,GreeJa22,tackles_loss,0,,,,,
player,201012050cin,nor,GreeJa22,qb_hits,0,,,,,
player,201012050cin,nor,GreeJa22,fumbles_rec,0,,,,,
player,201012050cin,nor,GreeJa22,fumbles_rec_yds,0,,,,,
player,201012050cin,nor,GreeJa22,fumbles_rec_td,0,,,,,
player,201012050cin,nor,GreeJa22,fumbles_forced,0,,,,,
player,201012050cin,nor,HargAn20,def_int,0,,,,,
player,201012050cin,nor,HargAn20,def_int_yds,0,,,,,
player,201012050cin,nor,HargAn20,def_int_td,0,,,,,
player,201012050cin,nor,HargAn20,def_int_long,0,,,,,
player,201012050cin,nor,HargAn20,pass_defended,0,,,,,
player,201012050cin,nor,HargAn20,sacks,0.0,,,,,
player,201012050cin,nor,HargAn20,tackles_combined,4,,,,,
player,201012050cin,nor,HargAn20,tackles_solo,3,,,,,
player,201012050cin,nor,HargAn20,tackles_assists,1,,,,,
player,201012050cin,nor,HargAn20,tackles_loss,,,,,,
player,201012050cin,nor,HargAn20,qb_hits,,,,,,
player,201012050cin,nor,HargAn20,fumbles_rec,0,,,,,
player,201012050cin,nor,HargAn20,fumbles_rec_yds,0,,,,,
player,201012050cin,nor,HargAn20,fumbles_rec_td,0,,,,,
player,201012050cin,nor,HargAn20,fumbles_forced,0,,,,,
player,201012050cin,nor,ShanSc20,def_int,0,,,,,
player,201012050cin,nor,ShanSc20,def_int_yds,0,,,,,
player,201012050cin,nor,ShanSc20,def_int_td,0,,,,,
player,201012050cin,nor,ShanSc20,def_int_long,0,,,,,
player,201012050cin,nor,ShanSc20,pass_defended,0,,,,,
player,201012050cin,nor,ShanSc20,sacks,0.0,,,,,
player,201012050cin,nor,ShanSc20,tackles_combined,4,,,,,
player,201012050cin,nor,ShanSc20,tackles_solo,3,,,,,
player,201012050cin,nor,ShanSc20,tackles_assists,1,,,,,
player,201012050cin,nor,ShanSc20,tackles_loss,0,,,,,
player,201012050cin,nor,ShanSc20,qb_hits,0,,,,,
player,201012050cin,nor,ShanSc20,fumbles_rec,0,,,,,
player,201012050cin,nor,ShanSc20,fumbles_rec_yds,0,,,,,
player,201012050cin,nor,ShanSc20,fumbles_rec_td,0,,,,,
player,201012050cin,nor,ShanSc20,fumbles_forced,0,,,,,
player,201012050cin,nor,SharDa00,def_int,0,,,,,
player,201012050cin,nor,SharDa00,def_int_yds,0,,,,,
player,201012050cin,nor,SharDa00,def_int_td,0,,,,,
player,201012050cin,nor,SharDa00,def_int_long,0,,,,,
player,201012050cin,nor,SharDa00,pass_defended,0,,,,,
player,201012050cin,nor,SharDa00,sacks,0.0,,,,,
player,201012050cin,nor,SharDa00,tackles_combined,4,,,,,
player,201012050cin,nor,SharDa00,tackles_solo,2,,,,,
player,201012050cin,nor,SharDa00,tackles_assists,2,,,,,
player,201012050cin,nor,SharDa00,tackles_loss,0,,,,,
player,201012050cin,nor,SharDa00,qb_hits,0,,,,,
player,201012050cin,nor,SharDa00,fumbles_rec,0,,,,,
player,201012050cin,nor,SharDa00,fumbles_rec_yds,0,,,,,
player,201012050cin,nor,SharDa00,fumbles_rec_td,0,,,,,
player,201012050cin,nor,SharDa00,fumbles_forced,0,,,,,
player,201012050cin,nor,CharJe99,def_int,0,,,,,
player,201012050cin,nor,CharJe99,def_int_yds,0,,,,,
player,201012050cin,nor,CharJe99,def_int_td,0,,,,,
player,201012050cin,nor,CharJe99,def_int_long,0,,,,,
player,201012050cin,nor,CharJe99,pass_defended,0,,,,,
player,201012050cin,nor,CharJe99,sacks,0.0,,,,,
player,201012050cin,nor,CharJe99,tackles_combined,3,,,,,
player,201012050cin,nor,CharJe99,tackles_solo,3,,,,,
player,201012050cin,nor,CharJe99,tackles_assists,0,,,,,
player,201012050cin,nor,CharJe99,tackles_loss,0,,,,,
player,201012050cin,nor,CharJe99,qb_hits,0,,,,,
player,201012050cin,nor,CharJe99,fumbles_rec,0,,,,,
player,201012050cin,nor,CharJe99,fumbles_rec_yds,0,,,,,
player,201012050cin,nor,CharJe99,fumbles_rec_td,0,,,,,
player,201012050cin,nor,CharJe99,fumbles_forced,0,,,,,
player,201012050cin,nor,ClarDa21,def_int,0,,,,,
player,201012050cin,nor,ClarDa21,def_int_yds,0,,,,,
player,201012050cin,nor,ClarDa21,def_int_td,0,,,,,
player,201012050cin,nor,ClarDa21,def_int_long,0,,,,,
player,201012050cin,nor,ClarDa21,pass_defended,0,,,,,
player,201012050cin,nor,ClarDa21,sacks,0.0,,,,,
player,201012050cin,nor,ClarDa21,tackles_combined,3,,,,,
player,201012050cin,nor,ClarDa21,tackles_solo,2,,,,,
player,201012050cin,nor,ClarDa21,tackles_assists,1,,,,,
player,201012050cin,nor,ClarDa21,tackles_loss,0,,,,,
player,201012050cin,nor,ClarDa21,qb_hits,0,,,,,
player,201012050cin,nor,ClarDa21,fumbles_rec,0,,,,,
player,201012050cin,nor,ClarDa21,fumbles_rec_yds,0,,,,,
player,201012050cin,nor,ClarDa21,fumbles_rec_td,0,,,,,
player,201012050cin,nor,ClarDa21,fumbles_forced,0,,,,,
player,201012050cin,nor,PrioPi20,def_int,0,,,,,
player,201012050cin,nor,PrioPi20,def_int_yds,0,,,,,
player,201012050cin,nor,PrioPi20,def_int_td,0,,,,,
player,201012050cin,nor,PrioPi20,def_int_long,0,,,,,
player,201012050cin,nor,PrioPi20,pass_defended,0,,,,,
player,201012050cin,nor,PrioPi20,sacks,0.0,,,,,
player,201012050cin,nor,PrioPi20,tackles_combined,3,,,,,
player,201012050cin,nor,PrioPi20,tackles_solo,3,,,,,
player,201012050cin,nor,PrioPi20,tackles_assists,0,,,,,
player,201012050cin,nor,PrioPi20,tackles_loss,0,,,,,
player,201012050cin,nor,PrioPi20,qb_hits,0,,,,,
player,201012050cin,nor,PrioPi20,fumbles_rec,0,,,,,
player,201012050cin,nor,PrioPi20,fumbles_rec_yds,0,,,,,
player,201012050cin,nor,PrioPi20,fumbles_rec_td,0,,,,,
player,201012050cin,nor,PrioPi20,fumbles_forced,0,,,,,
player,201012050cin,nor,BrowAl20,def_int,0,,,,,
player,201012050cin,nor,BrowAl20,def_int_yds,0,,,,,
player,201012050cin,nor,BrowAl20,def_int_td,0,,,,,
player,201012050cin,nor,BrowAl20,def_int_long,0,,,,,
player,201012050cin,nor,BrowAl20,pass_defended,0,,,,,
player,201012050cin,nor,BrowAl20,sacks,0.0,,,,,
player,201012050cin,nor,BrowAl20,tackles_combined,2,,,,,
player,201012050cin,nor,BrowAl20,tackles_solo,1,,,,,
player,201012050cin,nor,BrowAl20,tackles_assists,1,,,,,
player,201012050cin,nor,BrowAl20,tackles_loss,0,,,,,
player,201012050cin,nor,BrowAl20,qb_hits,0,,,,,
player,201012050cin,nor,BrowAl20,fumbles_rec,0,,,,,
player,201012050cin,nor,BrowAl20,fumbles_rec_yds,0,,,,,
player,201012050cin,nor,BrowAl20,fumbles_rec_td,0,,,,,
player,201012050cin,nor,BrowAl20,fumbles_forced,0,,,,,
player,201012050cin,nor,SmitWi99,def_int,0,,,,,
player,201012050cin,nor,SmitWi99,def_int_yds,0,,,,,
player,201012050cin,nor,SmitWi99,def_int_td,0,,,,,
player,201012050cin,nor,SmitWi99,def_int_long,0,,,,,
player,201012050cin,nor,SmitWi99,pass_defended,0,,,,,
player,201012050cin,nor,SmitWi99,sacks,0.0,,,,,
player,201012050cin,nor,SmitWi99,tackles_combined,2,,,,,
player,201012050cin,nor,SmitWi99,tackles_solo,2,,,,,
player,201012050cin,nor,SmitWi99,tackles_assists,0,,,,,
player,201012050cin,nor,SmitWi99,tackles_loss,0,,,,,
player,201012050cin,nor,SmitWi99,qb_hits,0,,,,,
player,201012050cin,nor,SmitWi99,fumbles_rec,0,,,,,
player,201012050cin,nor,SmitWi99,fumbles_rec_yds,0,,,,,
player,201012050cin,nor,SmitWi99,fumbles_rec_td,0,,,,,
player,201012050cin,nor,SmitWi99,fumbles_forced,0,,,,,
player,201012050cin,nor,YounUs99,def_int,0,,,,,
player,201012050cin,nor,YounUs99,def_int_yds,0,,,,,
player,201012050cin,nor,YounUs99,def_int_td,0,,,,,
player,201012050cin,nor,YounUs99,def_int_long,0,,,,,
player,201012050cin,nor,YounUs99,pass_defended,0,,,,,
player,201012050cin,nor,YounUs99,sacks,0.0,,,,,
player,201012050cin,nor,YounUs99,tackles_combined,2,,,,,
player,201012050cin,nor,YounUs99,tackles_solo,2,,,,,
player,201012050cin,nor,YounUs99,tackles_assists,0,,,,,
player,201012050cin,nor,YounUs99,tackles_loss,0,,,,,
player,201012050cin,nor,YounUs99,qb_hits,0,,,,,
player,201012050cin,nor,YounUs99,fumbles_rec,0,,,,,
player,201012050cin,nor,YounUs99,fumbles_rec_yds,0,,,,,
player,201012050cin,nor,YounUs99,fumbles_rec_td,0,,,,,
player,201012050cin,nor,YounUs99,fumbles_forced,0,,,,,
player,201012050cin,nor,AyodRe99,def_int,0,,,,,
player,201012050cin,nor,AyodRe99,def_int_yds,0,,,,,
player,201012050cin,nor,AyodRe99,def_int_td,0,,,,,
player,201012050cin,nor,AyodRe99,def_int_long,0,,,,,
player,201012050cin,nor,AyodRe99,pass_defended,0,,,,,
player,201012050cin,nor,AyodRe99,sacks,0.0,,,,,
player,201012050cin,nor,AyodRe99,tackles_combined,1,,,,,
player,201012050cin,nor,AyodRe99,tackles_solo,1,,,,,
player,201012050cin,nor,AyodRe99,tackles_assists,0,,,,,
player,201012050cin,nor,AyodRe99,tackles_loss,0,,,,,
player,201012050cin,nor,AyodRe99,qb_hits,0,,,,,
player,201012050cin,nor,AyodRe99,fumbles_rec,0,,,,,
player,201012050cin,nor,AyodRe99,fumbles_rec_yds,0,,,,,
player,201012050cin,nor,AyodRe99,fumbles_rec_td,0,,,,,
player,201012050cin,nor,AyodRe99,fumbles_forced,0,,,,,
player,201012050cin,nor,MitcMa99,def_int,0,,,,,
player,201012050cin,nor,MitcMa99,def_int_yds,0,,,,,
player,201012050cin,nor,MitcMa99,def_int_td,0,,,,,
player,201012050cin,nor,MitcMa99,def_int_long,0,,,,,
player,201012050cin,nor,MitcMa99,pass_defended,0,,,,,
player,201012050cin,nor,MitcMa99,sacks,0.0,,,,,
player,201012050cin,nor,MitcMa99,tackles_combined,1,,,,,
player,201012050cin,nor,MitcMa99,tackles_solo,0,,,,,
player,201012050cin,nor,MitcMa99,tackles_assists,1,,,,,
player,201012050cin,nor,MitcMa99,tackles_loss,0,,,,,
player,201012050cin,nor,MitcMa99,qb_hits,0,,,,,
player,201012050cin,nor,MitcMa99,fumbles_rec,0,,,,,
player,201012050cin,nor,MitcMa99,fumbles_rec_yds,0,,,,,
player,201012050cin,nor,MitcMa99,fumbles_rec_td,0,,,,,
player,201012050cin,nor,MitcMa99,fumbles_forced,0,,,,,
player,201012050cin,cin,NelsRe99,def_int,1,,,,,
player,201012050cin,cin,NelsRe99,def_int_yds,7,,,,,
player,201012050cin,cin,NelsRe99,def_int_td,0,,,,,
player,201012050cin,cin,NelsRe99,def_int_long,7,,,,,
player,201012050cin,cin,NelsRe99,pass_defended,1,,,,,
player,201012050cin,cin,NelsRe99,sacks,0.0,,,,,
player,201012050cin,cin,NelsRe99,tackles_combined,3,,,,,
player,201012050cin,cin,NelsRe99,tackles_solo,2,,,,,
player,201012050cin,cin,NelsRe99,tackles_assists,1,,,,,
player,201012050cin,cin,NelsRe99,tackles_loss,0,,,,,
player,201012050cin,cin,NelsRe99,qb_hits,0,,,,,
player,201012050cin,cin,NelsRe99,fumbles_rec,0,,,,,
player,201012050cin,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201012050cin,cin,NelsRe99,fumbles_forced,0,,,,,
player,201012050cin,cin,DunlCa99,def_int,0,,,,,
player,201012050cin,cin,DunlCa99,def_int_yds,0,,,,,
player,201012050cin,cin,DunlCa99,def_int_td,0,,,,,
player,201012050cin,cin,DunlCa99,def_int_long,0,,,,,
player,201012050cin,cin,DunlCa99,pass_defended,0,,,,,
player,201012050cin,cin,DunlCa99,sacks,1.5,,,,,
player,201012050cin,cin,DunlCa99,tackles_combined,2,,,,,
player,201012050cin,cin,DunlCa99,tackles_solo,1,,,,,
player,201012050cin,cin,DunlCa99,tackles_assists,1,,,,,
player,201012050cin,cin,DunlCa99,tackles_loss,1,,,,,
player,201012050cin,cin,DunlCa99,qb_hits,2,,,,,
player,201012050cin,cin,DunlCa99,fumbles_rec,0,,,,,
player,201012050cin,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201012050cin,cin,DunlCa99,fumbles_forced,0,,,,,
player,201012050cin,cin,AtkiGe99,def_int,0,,,,,
player,201012050cin,cin,AtkiGe99,def_int_yds,0,,,,,
player,201012050cin,cin,AtkiGe99,def_int_td,0,,,,,
player,201012050cin,cin,AtkiGe99,def_int_long,0,,,,,
player,201012050cin,cin,AtkiGe99,pass_defended,0,,,,,
player,201012050cin,cin,AtkiGe99,sacks,0.5,,,,,
player,201012050cin,cin,AtkiGe99,tackles_combined,2,,,,,
player,201012050cin,cin,AtkiGe99,tackles_solo,1,,,,,
player,201012050cin,cin,AtkiGe99,tackles_assists,1,,,,,
player,201012050cin,cin,AtkiGe99,tackles_loss,0,,,,,
player,201012050cin,cin,AtkiGe99,qb_hits,2,,,,,
player,201012050cin,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201012050cin,cin,AtkiGe99,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,AtkiGe99,fumbles_rec_td,0,,,,,
player,201012050cin,cin,AtkiGe99,fumbles_forced,0,,,,,
player,201012050cin,cin,JoneDh20,def_int,0,,,,,
player,201012050cin,cin,JoneDh20,def_int_yds,0,,,,,
player,201012050cin,cin,JoneDh20,def_int_td,0,,,,,
player,201012050cin,cin,JoneDh20,def_int_long,0,,,,,
player,201012050cin,cin,JoneDh20,pass_defended,0,,,,,
player,201012050cin,cin,JoneDh20,sacks,0.0,,,,,
player,201012050cin,cin,JoneDh20,tackles_combined,8,,,,,
player,201012050cin,cin,JoneDh20,tackles_solo,2,,,,,
player,201012050cin,cin,JoneDh20,tackles_assists,6,,,,,
player,201012050cin,cin,JoneDh20,tackles_loss,0,,,,,
player,201012050cin,cin,JoneDh20,qb_hits,0,,,,,
player,201012050cin,cin,JoneDh20,fumbles_rec,0,,,,,
player,201012050cin,cin,JoneDh20,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,JoneDh20,fumbles_rec_td,0,,,,,
player,201012050cin,cin,JoneDh20,fumbles_forced,0,,,,,
player,201012050cin,cin,JoseJo20,def_int,0,,,,,
player,201012050cin,cin,JoseJo20,def_int_yds,0,,,,,
player,201012050cin,cin,JoseJo20,def_int_td,0,,,,,
player,201012050cin,cin,JoseJo20,def_int_long,0,,,,,
player,201012050cin,cin,JoseJo20,pass_defended,0,,,,,
player,201012050cin,cin,JoseJo20,sacks,0.0,,,,,
player,201012050cin,cin,JoseJo20,tackles_combined,6,,,,,
player,201012050cin,cin,JoseJo20,tackles_solo,6,,,,,
player,201012050cin,cin,JoseJo20,tackles_assists,0,,,,,
player,201012050cin,cin,JoseJo20,tackles_loss,0,,,,,
player,201012050cin,cin,JoseJo20,qb_hits,0,,,,,
player,201012050cin,cin,JoseJo20,fumbles_rec,0,,,,,
player,201012050cin,cin,JoseJo20,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,JoseJo20,fumbles_rec_td,0,,,,,
player,201012050cin,cin,JoseJo20,fumbles_forced,0,,,,,
player,201012050cin,cin,NdukCh99,def_int,0,,,,,
player,201012050cin,cin,NdukCh99,def_int_yds,0,,,,,
player,201012050cin,cin,NdukCh99,def_int_td,0,,,,,
player,201012050cin,cin,NdukCh99,def_int_long,0,,,,,
player,201012050cin,cin,NdukCh99,pass_defended,0,,,,,
player,201012050cin,cin,NdukCh99,sacks,0.0,,,,,
player,201012050cin,cin,NdukCh99,tackles_combined,6,,,,,
player,201012050cin,cin,NdukCh99,tackles_solo,4,,,,,
player,201012050cin,cin,NdukCh99,tackles_assists,2,,,,,
player,201012050cin,cin,NdukCh99,tackles_loss,0,,,,,
player,201012050cin,cin,NdukCh99,qb_hits,0,,,,,
player,201012050cin,cin,NdukCh99,fumbles_rec,0,,,,,
player,201012050cin,cin,NdukCh99,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,NdukCh99,fumbles_rec_td,0,,,,,
player,201012050cin,cin,NdukCh99,fumbles_forced,0,,,,,
player,201012050cin,cin,WadeJo99,def_int,0,,,,,
player,201012050cin,cin,WadeJo99,def_int_yds,0,,,,,
player,201012050cin,cin,WadeJo99,def_int_td,0,,,,,
player,201012050cin,cin,WadeJo99,def_int_long,0,,,,,
player,201012050cin,cin,WadeJo99,pass_defended,0,,,,,
player,201012050cin,cin,WadeJo99,sacks,0.0,,,,,
player,201012050cin,cin,WadeJo99,tackles_combined,5,,,,,
player,201012050cin,cin,WadeJo99,tackles_solo,3,,,,,
player,201012050cin,cin,WadeJo99,tackles_assists,2,,,,,
player,201012050cin,cin,WadeJo99,tackles_loss,0,,,,,
player,201012050cin,cin,WadeJo99,qb_hits,0,,,,,
player,201012050cin,cin,WadeJo99,fumbles_rec,0,,,,,
player,201012050cin,cin,WadeJo99,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,WadeJo99,fumbles_rec_td,0,,,,,
player,201012050cin,cin,WadeJo99,fumbles_forced,0,,,,,
player,201012050cin,cin,WillRo03,def_int,0,,,,,
player,201012050cin,cin,WillRo03,def_int_yds,0,,,,,
player,201012050cin,cin,WillRo03,def_int_td,0,,,,,
player,201012050cin,cin,WillRo03,def_int_long,0,,,,,
player,201012050cin,cin,WillRo03,pass_defended,0,,,,,
player,201012050cin,cin,WillRo03,sacks,0.0,,,,,
player,201012050cin,cin,WillRo03,tackles_combined,5,,,,,
player,201012050cin,cin,WillRo03,tackles_solo,3,,,,,
player,201012050cin,cin,WillRo03,tackles_assists,2,,,,,
player,201012050cin,cin,WillRo03,tackles_loss,1,,,,,
player,201012050cin,cin,WillRo03,qb_hits,0,,,,,
player,201012050cin,cin,WillRo03,fumbles_rec,0,,,,,
player,201012050cin,cin,WillRo03,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,WillRo03,fumbles_rec_td,0,,,,,
player,201012050cin,cin,WillRo03,fumbles_forced,0,,,,,
player,201012050cin,cin,PekoDo20,def_int,0,,,,,
player,201012050cin,cin,PekoDo20,def_int_yds,0,,,,,
player,201012050cin,cin,PekoDo20,def_int_td,0,,,,,
player,201012050cin,cin,PekoDo20,def_int_long,0,,,,,
player,201012050cin,cin,PekoDo20,pass_defended,0,,,,,
player,201012050cin,cin,PekoDo20,sacks,0.0,,,,,
player,201012050cin,cin,PekoDo20,tackles_combined,4,,,,,
player,201012050cin,cin,PekoDo20,tackles_solo,2,,,,,
player,201012050cin,cin,PekoDo20,tackles_assists,2,,,,,
player,201012050cin,cin,PekoDo20,tackles_loss,1,,,,,
player,201012050cin,cin,PekoDo20,qb_hits,0,,,,,
player,201012050cin,cin,PekoDo20,fumbles_rec,0,,,,,
player,201012050cin,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201012050cin,cin,PekoDo20,fumbles_forced,0,,,,,
player,201012050cin,cin,HallLe98,def_int,0,,,,,
player,201012050cin,cin,HallLe98,def_int_yds,0,,,,,
player,201012050cin,cin,HallLe98,def_int_td,0,,,,,
player,201012050cin,cin,HallLe98,def_int_long,0,,,,,
player,201012050cin,cin,HallLe98,pass_defended,0,,,,,
player,201012050cin,cin,HallLe98,sacks,0.0,,,,,
player,201012050cin,cin,HallLe98,tackles_combined,3,,,,,
player,201012050cin,cin,HallLe98,tackles_solo,2,,,,,
player,201012050cin,cin,HallLe98,tackles_assists,1,,,,,
player,201012050cin,cin,HallLe98,tackles_loss,0,,,,,
player,201012050cin,cin,HallLe98,qb_hits,0,,,,,
player,201012050cin,cin,HallLe98,fumbles_rec,0,,,,,
player,201012050cin,cin,HallLe98,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,HallLe98,fumbles_rec_td,0,,,,,
player,201012050cin,cin,HallLe98,fumbles_forced,0,,,,,
player,201012050cin,cin,MauaRe99,def_int,0,,,,,
player,201012050cin,cin,MauaRe99,def_int_yds,0,,,,,
player,201012050cin,cin,MauaRe99,def_int_td,0,,,,,
player,201012050cin,cin,MauaRe99,def_int_long,0,,,,,
player,201012050cin,cin,MauaRe99,pass_defended,0,,,,,
player,201012050cin,cin,MauaRe99,sacks,0.0,,,,,
player,201012050cin,cin,MauaRe99,tackles_combined,3,,,,,
player,201012050cin,cin,MauaRe99,tackles_solo,0,,,,,
player,201012050cin,cin,MauaRe99,tackles_assists,3,,,,,
player,201012050cin,cin,MauaRe99,tackles_loss,0,,,,,
player,201012050cin,cin,MauaRe99,qb_hits,0,,,,,
player,201012050cin,cin,MauaRe99,fumbles_rec,0,,,,,
player,201012050cin,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201012050cin,cin,MauaRe99,fumbles_forced,0,,,,,
player,201012050cin,cin,RiveKe99,def_int,0,,,,,
player,201012050cin,cin,RiveKe99,def_int_yds,0,,,,,
player,201012050cin,cin,RiveKe99,def_int_td,0,,,,,
player,201012050cin,cin,RiveKe99,def_int_long,0,,,,,
player,201012050cin,cin,RiveKe99,pass_defended,0,,,,,
player,201012050cin,cin,RiveKe99,sacks,0.0,,,,,
player,201012050cin,cin,RiveKe99,tackles_combined,3,,,,,
player,201012050cin,cin,RiveKe99,tackles_solo,0,,,,,
player,201012050cin,cin,RiveKe99,tackles_assists,3,,,,,
player,201012050cin,cin,RiveKe99,tackles_loss,0,,,,,
player,201012050cin,cin,RiveKe99,qb_hits,0,,,,,
player,201012050cin,cin,RiveKe99,fumbles_rec,0,,,,,
player,201012050cin,cin,RiveKe99,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,RiveKe99,fumbles_rec_td,0,,,,,
player,201012050cin,cin,RiveKe99,fumbles_forced,0,,,,,
player,201012050cin,cin,SimsPa99,def_int,0,,,,,
player,201012050cin,cin,SimsPa99,def_int_yds,0,,,,,
player,201012050cin,cin,SimsPa99,def_int_td,0,,,,,
player,201012050cin,cin,SimsPa99,def_int_long,0,,,,,
player,201012050cin,cin,SimsPa99,pass_defended,0,,,,,
player,201012050cin,cin,SimsPa99,sacks,0.0,,,,,
player,201012050cin,cin,SimsPa99,tackles_combined,3,,,,,
player,201012050cin,cin,SimsPa99,tackles_solo,2,,,,,
player,201012050cin,cin,SimsPa99,tackles_assists,1,,,,,
player,201012050cin,cin,SimsPa99,tackles_loss,1,,,,,
player,201012050cin,cin,SimsPa99,qb_hits,2,,,,,
player,201012050cin,cin,SimsPa99,fumbles_rec,0,,,,,
player,201012050cin,cin,SimsPa99,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,SimsPa99,fumbles_rec_td,0,,,,,
player,201012050cin,cin,SimsPa99,fumbles_forced,0,,,,,
player,201012050cin,cin,SkutDa00,def_int,0,,,,,
player,201012050cin,cin,SkutDa00,def_int_yds,0,,,,,
player,201012050cin,cin,SkutDa00,def_int_td,0,,,,,
player,201012050cin,cin,SkutDa00,def_int_long,0,,,,,
player,201012050cin,cin,SkutDa00,pass_defended,0,,,,,
player,201012050cin,cin,SkutDa00,sacks,0.0,,,,,
player,201012050cin,cin,SkutDa00,tackles_combined,3,,,,,
player,201012050cin,cin,SkutDa00,tackles_solo,2,,,,,
player,201012050cin,cin,SkutDa00,tackles_assists,1,,,,,
player,201012050cin,cin,SkutDa00,tackles_loss,0,,,,,
player,201012050cin,cin,SkutDa00,qb_hits,0,,,,,
player,201012050cin,cin,SkutDa00,fumbles_rec,0,,,,,
player,201012050cin,cin,SkutDa00,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,SkutDa00,fumbles_rec_td,0,,,,,
player,201012050cin,cin,SkutDa00,fumbles_forced,0,,,,,
player,201012050cin,cin,JohnMi98,def_int,0,,,,,
player,201012050cin,cin,JohnMi98,def_int_yds,0,,,,,
player,201012050cin,cin,JohnMi98,def_int_td,0,,,,,
player,201012050cin,cin,JohnMi98,def_int_long,0,,,,,
player,201012050cin,cin,JohnMi98,pass_defended,0,,,,,
player,201012050cin,cin,JohnMi98,sacks,0.0,,,,,
player,201012050cin,cin,JohnMi98,tackles_combined,2,,,,,
player,201012050cin,cin,JohnMi98,tackles_solo,2,,,,,
player,201012050cin,cin,JohnMi98,tackles_assists,0,,,,,
player,201012050cin,cin,JohnMi98,tackles_loss,0,,,,,
player,201012050cin,cin,JohnMi98,qb_hits,0,,,,,
player,201012050cin,cin,JohnMi98,fumbles_rec,0,,,,,
player,201012050cin,cin,JohnMi98,fumbles_rec_yds,0,,,,,
player,201012050cin,cin,JohnMi98,fumbles_rec_td,0,,,,,
player,201012050cin,cin,JohnMi98,fumbles_forced,0,,,,,
player,201012050cin,cin,JohnBr20,def_int,0,,,,,
player,201012050cin,cin,JohnBr20,def_int_yds,0,,,,,
player,201012050cin,cin,JohnBr20,def_int_td,0,,,,,
player,201012050cin,cin,JohnBr20,def_int_long,0,,,,,
player,201012050cin,cin,JohnBr20,pass_defended,0,,,,,
player,201012050cin,cin,JohnBr20,sacks,0.0,,,,,
player,201012050cin,cin,JohnBr20,tackles_combined,2,,,,,
player,201012050cin,cin,JohnBr20,tackles_solo,1,,,,,
player,201012050cin,cin,JohnBr20,tackles_assists,1,,,,,
player,201012050cin,cin,JohnBr20,tackles_loss,0,,,,,
