game,2010,1,20100912,201009120jax,den,"Denver Broncos",17,jax,"Jacksonville Jaguars",24
player,201009120jax,den,HaggMa20,fumbles_rec,0,,,,,
player,201009120jax,den,HaggMa20,fumbles_rec_yds,0,,,,,
player,201009120jax,den,HaggMa20,fumbles_rec_td,0,,,,,
player,201009120jax,den,HaggMa20,fumbles_forced,0,,,,,
player,201009120jax,den,HuntJa24,def_int,0,,,,,
player,201009120jax,den,HuntJa24,def_int_yds,0,,,,,
player,201009120jax,den,HuntJa24,def_int_td,0,,,,,
player,201009120jax,den,HuntJa24,def_int_long,0,,,,,
player,201009120jax,den,HuntJa24,pass_defended,0,,,,,
player,201009120jax,den,HuntJa24,sacks,0.0,,,,,
player,201009120jax,den,HuntJa24,tackles_combined,5,,,,,
player,201009120jax,den,HuntJa24,tackles_solo,4,,,,,
player,201009120jax,den,HuntJa24,tackles_assists,1,,,,,
player,201009120jax,den,HuntJa24,tackles_loss,1,,,,,
player,201009120jax,den,HuntJa24,qb_hits,0,,,,,
player,201009120jax,den,HuntJa24,fumbles_rec,0,,,,,
player,201009120jax,den,HuntJa24,fumbles_rec_yds,0,,,,,
player,201009120jax,den,HuntJa24,fumbles_rec_td,0,,,,,
player,201009120jax,den,HuntJa24,fumbles_forced,0,,,,,
player,201009120jax,den,JoneNa20,def_int,0,,,,,
player,201009120jax,den,JoneNa20,def_int_yds,0,,,,,
player,201009120jax,den,JoneNa20,def_int_td,0,,,,,
player,201009120jax,den,JoneNa20,def_int_long,0,,,,,
player,201009120jax,den,JoneNa20,pass_defended,0,,,,,
player,201009120jax,den,JoneNa20,sacks,0.0,,,,,
player,201009120jax,den,JoneNa20,tackles_combined,4,,,,,
player,201009120jax,den,JoneNa20,tackles_solo,4,,,,,
player,201009120jax,den,JoneNa20,tackles_assists,0,,,,,
player,201009120jax,den,JoneNa20,tackles_loss,0,,,,,
player,201009120jax,den,JoneNa20,qb_hits,1,,,,,
player,201009120jax,den,JoneNa20,fumbles_rec,0,,,,,
player,201009120jax,den,JoneNa20,fumbles_rec_yds,0,,,,,
player,201009120jax,den,JoneNa20,fumbles_rec_td,0,,,,,
player,201009120jax,den,JoneNa20,fumbles_forced,0,,,,,
player,201009120jax,den,DawkBr00,def_int,0,,,,,
player,201009120jax,den,DawkBr00,def_int_yds,0,,,,,
player,201009120jax,den,DawkBr00,def_int_td,0,,,,,
player,201009120jax,den,DawkBr00,def_int_long,0,,,,,
player,201009120jax,den,DawkBr00,pass_defended,1,,,,,
player,201009120jax,den,DawkBr00,sacks,0.0,,,,,
player,201009120jax,den,DawkBr00,tackles_combined,3,,,,,
player,201009120jax,den,DawkBr00,tackles_solo,3,,,,,
player,201009120jax,den,DawkBr00,tackles_assists,0,,,,,
player,201009120jax,den,DawkBr00,tackles_loss,0,,,,,
player,201009120jax,den,DawkBr00,qb_hits,0,,,,,
player,201009120jax,den,DawkBr00,fumbles_rec,0,,,,,
player,201009120jax,den,DawkBr00,fumbles_rec_yds,0,,,,,
player,201009120jax,den,DawkBr00,fumbles_rec_td,0,,,,,
player,201009120jax,den,DawkBr00,fumbles_forced,0,,,,,
player,201009120jax,den,HillRe20,def_int,0,,,,,
player,201009120jax,den,HillRe20,def_int_yds,0,,,,,
player,201009120jax,den,HillRe20,def_int_td,0,,,,,
player,201009120jax,den,HillRe20,def_int_long,0,,,,,
player,201009120jax,den,HillRe20,pass_defended,0,,,,,
player,201009120jax,den,HillRe20,sacks,0.0,,,,,
player,201009120jax,den,HillRe20,tackles_combined,3,,,,,
player,201009120jax,den,HillRe20,tackles_solo,3,,,,,
player,201009120jax,den,HillRe20,tackles_assists,0,,,,,
player,201009120jax,den,HillRe20,tackles_loss,0,,,,,
player,201009120jax,den,HillRe20,qb_hits,0,,,,,
player,201009120jax,den,HillRe20,fumbles_rec,0,,,,,
player,201009120jax,den,HillRe20,fumbles_rec_yds,0,,,,,
player,201009120jax,den,HillRe20,fumbles_rec_td,0,,,,,
player,201009120jax,den,HillRe20,fumbles_forced,0,,,,,
player,201009120jax,den,BailCh00,def_int,0,,,,,
player,201009120jax,den,BailCh00,def_int_yds,0,,,,,
player,201009120jax,den,BailCh00,def_int_td,0,,,,,
player,201009120jax,den,BailCh00,def_int_long,0,,,,,
player,201009120jax,den,BailCh00,pass_defended,0,,,,,
player,201009120jax,den,BailCh00,sacks,0.0,,,,,
player,201009120jax,den,BailCh00,tackles_combined,2,,,,,
player,201009120jax,den,BailCh00,tackles_solo,2,,,,,
player,201009120jax,den,BailCh00,tackles_assists,0,,,,,
player,201009120jax,den,BailCh00,tackles_loss,1,,,,,
player,201009120jax,den,BailCh00,qb_hits,0,,,,,
player,201009120jax,den,BailCh00,fumbles_rec,0,,,,,
player,201009120jax,den,BailCh00,fumbles_rec_yds,0,,,,,
player,201009120jax,den,BailCh00,fumbles_rec_td,0,,,,,
player,201009120jax,den,BailCh00,fumbles_forced,0,,,,,
player,201009120jax,den,CoxxPe99,def_int,0,,,,,
player,201009120jax,den,CoxxPe99,def_int_yds,0,,,,,
player,201009120jax,den,CoxxPe99,def_int_td,0,,,,,
player,201009120jax,den,CoxxPe99,def_int_long,0,,,,,
player,201009120jax,den,CoxxPe99,pass_defended,0,,,,,
player,201009120jax,den,CoxxPe99,sacks,0.0,,,,,
player,201009120jax,den,CoxxPe99,tackles_combined,2,,,,,
player,201009120jax,den,CoxxPe99,tackles_solo,2,,,,,
player,201009120jax,den,CoxxPe99,tackles_assists,0,,,,,
player,201009120jax,den,CoxxPe99,tackles_loss,0,,,,,
player,201009120jax,den,CoxxPe99,qb_hits,0,,,,,
player,201009120jax,den,CoxxPe99,fumbles_rec,0,,,,,
player,201009120jax,den,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201009120jax,den,CoxxPe99,fumbles_rec_td,0,,,,,
player,201009120jax,den,CoxxPe99,fumbles_forced,0,,,,,
player,201009120jax,den,McBeRy99,def_int,0,,,,,
player,201009120jax,den,McBeRy99,def_int_yds,0,,,,,
player,201009120jax,den,McBeRy99,def_int_td,0,,,,,
player,201009120jax,den,McBeRy99,def_int_long,0,,,,,
player,201009120jax,den,McBeRy99,pass_defended,0,,,,,
player,201009120jax,den,McBeRy99,sacks,0.0,,,,,
player,201009120jax,den,McBeRy99,tackles_combined,2,,,,,
player,201009120jax,den,McBeRy99,tackles_solo,2,,,,,
player,201009120jax,den,McBeRy99,tackles_assists,0,,,,,
player,201009120jax,den,McBeRy99,tackles_loss,0,,,,,
player,201009120jax,den,McBeRy99,qb_hits,0,,,,,
player,201009120jax,den,McBeRy99,fumbles_rec,0,,,,,
player,201009120jax,den,McBeRy99,fumbles_rec_yds,0,,,,,
player,201009120jax,den,McBeRy99,fumbles_rec_td,0,,,,,
player,201009120jax,den,McBeRy99,fumbles_forced,0,,,,,
player,201009120jax,den,ThomMa99,def_int,0,,,,,
player,201009120jax,den,ThomMa99,def_int_yds,0,,,,,
player,201009120jax,den,ThomMa99,def_int_td,0,,,,,
player,201009120jax,den,ThomMa99,def_int_long,0,,,,,
player,201009120jax,den,ThomMa99,pass_defended,0,,,,,
player,201009120jax,den,ThomMa99,sacks,0.0,,,,,
player,201009120jax,den,ThomMa99,tackles_combined,2,,,,,
player,201009120jax,den,ThomMa99,tackles_solo,2,,,,,
player,201009120jax,den,ThomMa99,tackles_assists,0,,,,,
player,201009120jax,den,ThomMa99,tackles_loss,0,,,,,
player,201009120jax,den,ThomMa99,qb_hits,0,,,,,
player,201009120jax,den,ThomMa99,fumbles_rec,0,,,,,
player,201009120jax,den,ThomMa99,fumbles_rec_yds,0,,,,,
player,201009120jax,den,ThomMa99,fumbles_rec_td,0,,,,,
player,201009120jax,den,ThomMa99,fumbles_forced,0,,,,,
player,201009120jax,den,WillJa99,def_int,0,,,,,
player,201009120jax,den,WillJa99,def_int_yds,0,,,,,
player,201009120jax,den,WillJa99,def_int_td,0,,,,,
player,201009120jax,den,WillJa99,def_int_long,0,,,,,
player,201009120jax,den,WillJa99,pass_defended,0,,,,,
player,201009120jax,den,WillJa99,sacks,0.0,,,,,
player,201009120jax,den,WillJa99,tackles_combined,2,,,,,
player,201009120jax,den,WillJa99,tackles_solo,2,,,,,
player,201009120jax,den,WillJa99,tackles_assists,0,,,,,
player,201009120jax,den,WillJa99,tackles_loss,0,,,,,
player,201009120jax,den,WillJa99,qb_hits,0,,,,,
player,201009120jax,den,WillJa99,fumbles_rec,0,,,,,
player,201009120jax,den,WillJa99,fumbles_rec_yds,0,,,,,
player,201009120jax,den,WillJa99,fumbles_rec_td,0,,,,,
player,201009120jax,den,WillJa99,fumbles_forced,0,,,,,
player,201009120jax,den,BallLa00,def_int,0,,,,,
player,201009120jax,den,BallLa00,def_int_yds,0,,,,,
player,201009120jax,den,BallLa00,def_int_td,0,,,,,
player,201009120jax,den,BallLa00,def_int_long,0,,,,,
player,201009120jax,den,BallLa00,pass_defended,0,,,,,
player,201009120jax,den,BallLa00,sacks,0.0,,,,,
player,201009120jax,den,BallLa00,tackles_combined,1,,,,,
player,201009120jax,den,BallLa00,tackles_solo,1,,,,,
player,201009120jax,den,BallLa00,tackles_assists,0,,,,,
player,201009120jax,den,BallLa00,tackles_loss,0,,,,,
player,201009120jax,den,BallLa00,qb_hits,0,,,,,
player,201009120jax,den,BallLa00,fumbles_rec,0,,,,,
player,201009120jax,den,BallLa00,fumbles_rec_yds,0,,,,,
player,201009120jax,den,BallLa00,fumbles_rec_td,0,,,,,
player,201009120jax,den,BallLa00,fumbles_forced,0,,,,,
player,201009120jax,den,GoodAn20,def_int,0,,,,,
player,201009120jax,den,GoodAn20,def_int_yds,0,,,,,
player,201009120jax,den,GoodAn20,def_int_td,0,,,,,
player,201009120jax,den,GoodAn20,def_int_long,0,,,,,
player,201009120jax,den,GoodAn20,pass_defended,0,,,,,
player,201009120jax,den,GoodAn20,sacks,0.0,,,,,
player,201009120jax,den,GoodAn20,tackles_combined,1,,,,,
player,201009120jax,den,GoodAn20,tackles_solo,1,,,,,
player,201009120jax,den,GoodAn20,tackles_assists,0,,,,,
player,201009120jax,den,GoodAn20,tackles_loss,0,,,,,
player,201009120jax,den,GoodAn20,qb_hits,0,,,,,
player,201009120jax,den,GoodAn20,fumbles_rec,0,,,,,
player,201009120jax,den,GoodAn20,fumbles_rec_yds,0,,,,,
player,201009120jax,den,GoodAn20,fumbles_rec_td,0,,,,,
player,201009120jax,den,GoodAn20,fumbles_forced,0,,,,,
player,201009120jax,den,LarsSp99,def_int,0,,,,,
player,201009120jax,den,LarsSp99,def_int_yds,0,,,,,
player,201009120jax,den,LarsSp99,def_int_td,0,,,,,
player,201009120jax,den,LarsSp99,def_int_long,0,,,,,
player,201009120jax,den,LarsSp99,pass_defended,0,,,,,
player,201009120jax,den,LarsSp99,sacks,0.0,,,,,
player,201009120jax,den,LarsSp99,tackles_combined,1,,,,,
player,201009120jax,den,LarsSp99,tackles_solo,0,,,,,
player,201009120jax,den,LarsSp99,tackles_assists,1,,,,,
player,201009120jax,den,LarsSp99,tackles_loss,0,,,,,
player,201009120jax,den,LarsSp99,qb_hits,0,,,,,
player,201009120jax,den,LarsSp99,fumbles_rec,0,,,,,
player,201009120jax,den,LarsSp99,fumbles_rec_yds,0,,,,,
player,201009120jax,den,LarsSp99,fumbles_rec_td,0,,,,,
player,201009120jax,den,LarsSp99,fumbles_forced,0,,,,,
player,201009120jax,den,PaxtLo20,def_int,0,,,,,
player,201009120jax,den,PaxtLo20,def_int_yds,0,,,,,
player,201009120jax,den,PaxtLo20,def_int_td,0,,,,,
player,201009120jax,den,PaxtLo20,def_int_long,0,,,,,
player,201009120jax,den,PaxtLo20,pass_defended,0,,,,,
player,201009120jax,den,PaxtLo20,sacks,0.0,,,,,
player,201009120jax,den,PaxtLo20,tackles_combined,1,,,,,
player,201009120jax,den,PaxtLo20,tackles_solo,1,,,,,
player,201009120jax,den,PaxtLo20,tackles_assists,0,,,,,
player,201009120jax,den,PaxtLo20,tackles_loss,0,,,,,
player,201009120jax,den,PaxtLo20,qb_hits,0,,,,,
player,201009120jax,den,PaxtLo20,fumbles_rec,0,,,,,
player,201009120jax,den,PaxtLo20,fumbles_rec_yds,0,,,,,
player,201009120jax,den,PaxtLo20,fumbles_rec_td,0,,,,,
player,201009120jax,den,PaxtLo20,fumbles_forced,0,,,,,
player,201009120jax,den,VaugCa00,def_int,0,,,,,
player,201009120jax,den,VaugCa00,def_int_yds,0,,,,,
player,201009120jax,den,VaugCa00,def_int_td,0,,,,,
player,201009120jax,den,VaugCa00,def_int_long,0,,,,,
player,201009120jax,den,VaugCa00,pass_defended,0,,,,,
player,201009120jax,den,VaugCa00,sacks,0.0,,,,,
player,201009120jax,den,VaugCa00,tackles_combined,1,,,,,
player,201009120jax,den,VaugCa00,tackles_solo,1,,,,,
player,201009120jax,den,VaugCa00,tackles_assists,0,,,,,
player,201009120jax,den,VaugCa00,tackles_loss,0,,,,,
player,201009120jax,den,VaugCa00,qb_hits,0,,,,,
player,201009120jax,den,VaugCa00,fumbles_rec,0,,,,,
player,201009120jax,den,VaugCa00,fumbles_rec_yds,0,,,,,
player,201009120jax,den,VaugCa00,fumbles_rec_td,0,,,,,
player,201009120jax,den,VaugCa00,fumbles_forced,0,,,,,
player,201009120jax,den,VickKe99,def_int,0,,,,,
player,201009120jax,den,VickKe99,def_int_yds,0,,,,,
player,201009120jax,den,VickKe99,def_int_td,0,,,,,
player,201009120jax,den,VickKe99,def_int_long,0,,,,,
player,201009120jax,den,VickKe99,pass_defended,0,,,,,
player,201009120jax,den,VickKe99,sacks,0.0,,,,,
player,201009120jax,den,VickKe99,tackles_combined,1,,,,,
player,201009120jax,den,VickKe99,tackles_solo,1,,,,,
player,201009120jax,den,VickKe99,tackles_assists,0,,,,,
player,201009120jax,den,VickKe99,tackles_loss,0,,,,,
player,201009120jax,den,VickKe99,qb_hits,0,,,,,
player,201009120jax,den,VickKe99,fumbles_rec,0,,,,,
player,201009120jax,den,VickKe99,fumbles_rec_yds,0,,,,,
player,201009120jax,den,VickKe99,fumbles_rec_td,0,,,,,
player,201009120jax,den,VickKe99,fumbles_forced,0,,,,,
player,201009120jax,den,WillMa00,def_int,0,,,,,
player,201009120jax,den,WillMa00,def_int_yds,0,,,,,
player,201009120jax,den,WillMa00,def_int_td,0,,,,,
player,201009120jax,den,WillMa00,def_int_long,0,,,,,
player,201009120jax,den,WillMa00,pass_defended,0,,,,,
player,201009120jax,den,WillMa00,sacks,0.0,,,,,
player,201009120jax,den,WillMa00,tackles_combined,1,,,,,
player,201009120jax,den,WillMa00,tackles_solo,0,,,,,
player,201009120jax,den,WillMa00,tackles_assists,1,,,,,
player,201009120jax,den,WillMa00,tackles_loss,0,,,,,
player,201009120jax,den,WillMa00,qb_hits,0,,,,,
player,201009120jax,den,WillMa00,fumbles_rec,0,,,,,
player,201009120jax,den,WillMa00,fumbles_rec_yds,0,,,,,
player,201009120jax,den,WillMa00,fumbles_rec_td,0,,,,,
player,201009120jax,den,WillMa00,fumbles_forced,0,,,,,
player,201009120jax,den,WoodWe20,def_int,0,,,,,
player,201009120jax,den,WoodWe20,def_int_yds,0,,,,,
player,201009120jax,den,WoodWe20,def_int_td,0,,,,,
player,201009120jax,den,WoodWe20,def_int_long,0,,,,,
player,201009120jax,den,WoodWe20,pass_defended,0,,,,,
player,201009120jax,den,WoodWe20,sacks,0.0,,,,,
player,201009120jax,den,WoodWe20,tackles_combined,1,,,,,
player,201009120jax,den,WoodWe20,tackles_solo,1,,,,,
player,201009120jax,den,WoodWe20,tackles_assists,0,,,,,
player,201009120jax,den,WoodWe20,tackles_loss,0,,,,,
player,201009120jax,den,WoodWe20,qb_hits,0,,,,,
player,201009120jax,den,WoodWe20,fumbles_rec,0,,,,,
player,201009120jax,den,WoodWe20,fumbles_rec_yds,0,,,,,
player,201009120jax,den,WoodWe20,fumbles_rec_td,0,,,,,
player,201009120jax,den,WoodWe20,fumbles_forced,0,,,,,
player,201009120jax,jax,SmitDa24,def_int,1,,,,,
player,201009120jax,jax,SmitDa24,def_int_yds,8,,,,,
player,201009120jax,jax,SmitDa24,def_int_td,0,,,,,
player,201009120jax,jax,SmitDa24,def_int_long,8,,,,,
player,201009120jax,jax,SmitDa24,pass_defended,1,,,,,
player,201009120jax,jax,SmitDa24,sacks,0.0,,,,,
player,201009120jax,jax,SmitDa24,tackles_combined,7,,,,,
player,201009120jax,jax,SmitDa24,tackles_solo,5,,,,,
player,201009120jax,jax,SmitDa24,tackles_assists,2,,,,,
player,201009120jax,jax,SmitDa24,tackles_loss,0,,,,,
player,201009120jax,jax,SmitDa24,qb_hits,2,,,,,
player,201009120jax,jax,SmitDa24,fumbles_rec,0,,,,,
player,201009120jax,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201009120jax,jax,SmitDa24,fumbles_forced,1,,,,,
player,201009120jax,jax,KampAa99,def_int,0,,,,,
player,201009120jax,jax,KampAa99,def_int_yds,0,,,,,
player,201009120jax,jax,KampAa99,def_int_td,0,,,,,
player,201009120jax,jax,KampAa99,def_int_long,0,,,,,
player,201009120jax,jax,KampAa99,pass_defended,0,,,,,
player,201009120jax,jax,KampAa99,sacks,1.5,,,,,
player,201009120jax,jax,KampAa99,tackles_combined,3,,,,,
player,201009120jax,jax,KampAa99,tackles_solo,2,,,,,
player,201009120jax,jax,KampAa99,tackles_assists,1,,,,,
player,201009120jax,jax,KampAa99,tackles_loss,1,,,,,
player,201009120jax,jax,KampAa99,qb_hits,6,,,,,
player,201009120jax,jax,KampAa99,fumbles_rec,0,,,,,
player,201009120jax,jax,KampAa99,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,KampAa99,fumbles_rec_td,0,,,,,
player,201009120jax,jax,KampAa99,fumbles_forced,0,,,,,
player,201009120jax,jax,AluaTy99,def_int,0,,,,,
player,201009120jax,jax,AluaTy99,def_int_yds,0,,,,,
player,201009120jax,jax,AluaTy99,def_int_td,0,,,,,
player,201009120jax,jax,AluaTy99,def_int_long,0,,,,,
player,201009120jax,jax,AluaTy99,pass_defended,0,,,,,
player,201009120jax,jax,AluaTy99,sacks,1.0,,,,,
player,201009120jax,jax,AluaTy99,tackles_combined,3,,,,,
player,201009120jax,jax,AluaTy99,tackles_solo,3,,,,,
player,201009120jax,jax,AluaTy99,tackles_assists,0,,,,,
player,201009120jax,jax,AluaTy99,tackles_loss,1,,,,,
player,201009120jax,jax,AluaTy99,qb_hits,1,,,,,
player,201009120jax,jax,AluaTy99,fumbles_rec,0,,,,,
player,201009120jax,jax,AluaTy99,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,AluaTy99,fumbles_rec_td,0,,,,,
player,201009120jax,jax,AluaTy99,fumbles_forced,0,,,,,
player,201009120jax,jax,KnigTe99,def_int,0,,,,,
player,201009120jax,jax,KnigTe99,def_int_yds,0,,,,,
player,201009120jax,jax,KnigTe99,def_int_td,0,,,,,
player,201009120jax,jax,KnigTe99,def_int_long,0,,,,,
player,201009120jax,jax,KnigTe99,pass_defended,0,,,,,
player,201009120jax,jax,KnigTe99,sacks,0.5,,,,,
player,201009120jax,jax,KnigTe99,tackles_combined,2,,,,,
player,201009120jax,jax,KnigTe99,tackles_solo,1,,,,,
player,201009120jax,jax,KnigTe99,tackles_assists,1,,,,,
player,201009120jax,jax,KnigTe99,tackles_loss,0,,,,,
player,201009120jax,jax,KnigTe99,qb_hits,1,,,,,
player,201009120jax,jax,KnigTe99,fumbles_rec,0,,,,,
player,201009120jax,jax,KnigTe99,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,KnigTe99,fumbles_rec_td,0,,,,,
player,201009120jax,jax,KnigTe99,fumbles_forced,0,,,,,
player,201009120jax,jax,ConsSe20,def_int,0,,,,,
player,201009120jax,jax,ConsSe20,def_int_yds,0,,,,,
player,201009120jax,jax,ConsSe20,def_int_td,0,,,,,
player,201009120jax,jax,ConsSe20,def_int_long,0,,,,,
player,201009120jax,jax,ConsSe20,pass_defended,2,,,,,
player,201009120jax,jax,ConsSe20,sacks,0.0,,,,,
player,201009120jax,jax,ConsSe20,tackles_combined,7,,,,,
player,201009120jax,jax,ConsSe20,tackles_solo,7,,,,,
player,201009120jax,jax,ConsSe20,tackles_assists,0,,,,,
player,201009120jax,jax,ConsSe20,tackles_loss,0,,,,,
player,201009120jax,jax,ConsSe20,qb_hits,0,,,,,
player,201009120jax,jax,ConsSe20,fumbles_rec,1,,,,,
player,201009120jax,jax,ConsSe20,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,ConsSe20,fumbles_rec_td,0,,,,,
player,201009120jax,jax,ConsSe20,fumbles_forced,0,,,,,
player,201009120jax,jax,CoxxDe99,def_int,0,,,,,
player,201009120jax,jax,CoxxDe99,def_int_yds,0,,,,,
player,201009120jax,jax,CoxxDe99,def_int_td,0,,,,,
player,201009120jax,jax,CoxxDe99,def_int_long,0,,,,,
player,201009120jax,jax,CoxxDe99,pass_defended,0,,,,,
player,201009120jax,jax,CoxxDe99,sacks,0.0,,,,,
player,201009120jax,jax,CoxxDe99,tackles_combined,5,,,,,
player,201009120jax,jax,CoxxDe99,tackles_solo,5,,,,,
player,201009120jax,jax,CoxxDe99,tackles_assists,0,,,,,
player,201009120jax,jax,CoxxDe99,tackles_loss,0,,,,,
player,201009120jax,jax,CoxxDe99,qb_hits,0,,,,,
player,201009120jax,jax,CoxxDe99,fumbles_rec,0,,,,,
player,201009120jax,jax,CoxxDe99,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,CoxxDe99,fumbles_rec_td,0,,,,,
player,201009120jax,jax,CoxxDe99,fumbles_forced,0,,,,,
player,201009120jax,jax,MorrKi20,def_int,0,,,,,
player,201009120jax,jax,MorrKi20,def_int_yds,0,,,,,
player,201009120jax,jax,MorrKi20,def_int_td,0,,,,,
player,201009120jax,jax,MorrKi20,def_int_long,0,,,,,
player,201009120jax,jax,MorrKi20,pass_defended,0,,,,,
player,201009120jax,jax,MorrKi20,sacks,0.0,,,,,
player,201009120jax,jax,MorrKi20,tackles_combined,5,,,,,
player,201009120jax,jax,MorrKi20,tackles_solo,4,,,,,
player,201009120jax,jax,MorrKi20,tackles_assists,1,,,,,
player,201009120jax,jax,MorrKi20,tackles_loss,0,,,,,
player,201009120jax,jax,MorrKi20,qb_hits,0,,,,,
player,201009120jax,jax,MorrKi20,fumbles_rec,0,,,,,
player,201009120jax,jax,MorrKi20,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,MorrKi20,fumbles_rec_td,0,,,,,
player,201009120jax,jax,MorrKi20,fumbles_forced,0,,,,,
player,201009120jax,jax,SmitAn21,def_int,0,,,,,
player,201009120jax,jax,SmitAn21,def_int_yds,0,,,,,
player,201009120jax,jax,SmitAn21,def_int_td,0,,,,,
player,201009120jax,jax,SmitAn21,def_int_long,0,,,,,
player,201009120jax,jax,SmitAn21,pass_defended,0,,,,,
player,201009120jax,jax,SmitAn21,sacks,0.0,,,,,
player,201009120jax,jax,SmitAn21,tackles_combined,5,,,,,
player,201009120jax,jax,SmitAn21,tackles_solo,4,,,,,
player,201009120jax,jax,SmitAn21,tackles_assists,1,,,,,
player,201009120jax,jax,SmitAn21,tackles_loss,0,,,,,
player,201009120jax,jax,SmitAn21,qb_hits,0,,,,,
player,201009120jax,jax,SmitAn21,fumbles_rec,0,,,,,
player,201009120jax,jax,SmitAn21,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,SmitAn21,fumbles_rec_td,0,,,,,
player,201009120jax,jax,SmitAn21,fumbles_forced,0,,,,,
player,201009120jax,jax,DuraJu99,def_int,0,,,,,
player,201009120jax,jax,DuraJu99,def_int_yds,0,,,,,
player,201009120jax,jax,DuraJu99,def_int_td,0,,,,,
player,201009120jax,jax,DuraJu99,def_int_long,0,,,,,
player,201009120jax,jax,DuraJu99,pass_defended,0,,,,,
player,201009120jax,jax,DuraJu99,sacks,0.0,,,,,
player,201009120jax,jax,DuraJu99,tackles_combined,4,,,,,
player,201009120jax,jax,DuraJu99,tackles_solo,3,,,,,
player,201009120jax,jax,DuraJu99,tackles_assists,1,,,,,
player,201009120jax,jax,DuraJu99,tackles_loss,1,,,,,
player,201009120jax,jax,DuraJu99,qb_hits,0,,,,,
player,201009120jax,jax,DuraJu99,fumbles_rec,0,,,,,
player,201009120jax,jax,DuraJu99,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,DuraJu99,fumbles_rec_td,0,,,,,
player,201009120jax,jax,DuraJu99,fumbles_forced,0,,,,,
player,201009120jax,jax,MathRa99,def_int,0,,,,,
player,201009120jax,jax,MathRa99,def_int_yds,0,,,,,
player,201009120jax,jax,MathRa99,def_int_td,0,,,,,
player,201009120jax,jax,MathRa99,def_int_long,0,,,,,
player,201009120jax,jax,MathRa99,pass_defended,1,,,,,
player,201009120jax,jax,MathRa99,sacks,0.0,,,,,
player,201009120jax,jax,MathRa99,tackles_combined,3,,,,,
player,201009120jax,jax,MathRa99,tackles_solo,1,,,,,
player,201009120jax,jax,MathRa99,tackles_assists,2,,,,,
player,201009120jax,jax,MathRa99,tackles_loss,0,,,,,
player,201009120jax,jax,MathRa99,qb_hits,0,,,,,
player,201009120jax,jax,MathRa99,fumbles_rec,0,,,,,
player,201009120jax,jax,MathRa99,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,MathRa99,fumbles_rec_td,0,,,,,
player,201009120jax,jax,MathRa99,fumbles_forced,0,,,,,
player,201009120jax,jax,HarvDe99,def_int,0,,,,,
player,201009120jax,jax,HarvDe99,def_int_yds,0,,,,,
player,201009120jax,jax,HarvDe99,def_int_td,0,,,,,
player,201009120jax,jax,HarvDe99,def_int_long,0,,,,,
player,201009120jax,jax,HarvDe99,pass_defended,1,,,,,
player,201009120jax,jax,HarvDe99,sacks,0.0,,,,,
player,201009120jax,jax,HarvDe99,tackles_combined,2,,,,,
player,201009120jax,jax,HarvDe99,tackles_solo,2,,,,,
player,201009120jax,jax,HarvDe99,tackles_assists,0,,,,,
player,201009120jax,jax,HarvDe99,tackles_loss,0,,,,,
player,201009120jax,jax,HarvDe99,qb_hits,1,,,,,
player,201009120jax,jax,HarvDe99,fumbles_rec,0,,,,,
player,201009120jax,jax,HarvDe99,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,HarvDe99,fumbles_rec_td,0,,,,,
player,201009120jax,jax,HarvDe99,fumbles_forced,0,,,,,
player,201009120jax,jax,JoneDa99,def_int,0,,,,,
player,201009120jax,jax,JoneDa99,def_int_yds,0,,,,,
player,201009120jax,jax,JoneDa99,def_int_td,0,,,,,
player,201009120jax,jax,JoneDa99,def_int_long,0,,,,,
player,201009120jax,jax,JoneDa99,pass_defended,0,,,,,
player,201009120jax,jax,JoneDa99,sacks,0.0,,,,,
player,201009120jax,jax,JoneDa99,tackles_combined,2,,,,,
player,201009120jax,jax,JoneDa99,tackles_solo,2,,,,,
player,201009120jax,jax,JoneDa99,tackles_assists,0,,,,,
player,201009120jax,jax,JoneDa99,tackles_loss,0,,,,,
player,201009120jax,jax,JoneDa99,qb_hits,0,,,,,
player,201009120jax,jax,JoneDa99,fumbles_rec,0,,,,,
player,201009120jax,jax,JoneDa99,fumbles_rec_yds,0,,,,,
player,201009120jax,jax,JoneDa99,fumbles_rec_td,0,,,,,
player,201009120jax,jax,JoneDa99,fumbles_forced,0,,,,,
player,201009120jax,jax,MiddWi98,def_int,0,,,,,
player,201009120jax,jax,MiddWi98,def_int_yds,0,,,,,
player,201009120jax,jax,MiddWi98,def_int_td,0,,,,,
player,201009120jax,jax,MiddWi98,def_int_long,0,,,,,
player,201009120jax,jax,MiddWi98,pass_defended,0,,,,,
player,201009120jax,jax,MiddWi98,sacks,0.0,,,,,
