game,2010,11,20101121,201011210oti,was,"Washington Redskins",19,oti,"Tennessee Titans",16
player,201011210oti,was,HollVo20,fumbles_rec_td,0,,,,,
player,201011210oti,was,HollVo20,fumbles_forced,0,,,,,
player,201011210oti,was,DougRe20,def_int,0,,,,,
player,201011210oti,was,DougRe20,def_int_yds,0,,,,,
player,201011210oti,was,DougRe20,def_int_td,0,,,,,
player,201011210oti,was,DougRe20,def_int_long,0,,,,,
player,201011210oti,was,DougRe20,pass_defended,0,,,,,
player,201011210oti,was,DougRe20,sacks,0.0,,,,,
player,201011210oti,was,DougRe20,tackles_combined,7,,,,,
player,201011210oti,was,DougRe20,tackles_solo,5,,,,,
player,201011210oti,was,DougRe20,tackles_assists,2,,,,,
player,201011210oti,was,DougRe20,tackles_loss,0,,,,,
player,201011210oti,was,DougRe20,qb_hits,0,,,,,
player,201011210oti,was,DougRe20,fumbles_rec,0,,,,,
player,201011210oti,was,DougRe20,fumbles_rec_yds,0,,,,,
player,201011210oti,was,DougRe20,fumbles_rec_td,0,,,,,
player,201011210oti,was,DougRe20,fumbles_forced,0,,,,,
player,201011210oti,was,FletLo20,def_int,0,,,,,
player,201011210oti,was,FletLo20,def_int_yds,0,,,,,
player,201011210oti,was,FletLo20,def_int_td,0,,,,,
player,201011210oti,was,FletLo20,def_int_long,0,,,,,
player,201011210oti,was,FletLo20,pass_defended,0,,,,,
player,201011210oti,was,FletLo20,sacks,0.0,,,,,
player,201011210oti,was,FletLo20,tackles_combined,7,,,,,
player,201011210oti,was,FletLo20,tackles_solo,5,,,,,
player,201011210oti,was,FletLo20,tackles_assists,2,,,,,
player,201011210oti,was,FletLo20,tackles_loss,0,,,,,
player,201011210oti,was,FletLo20,qb_hits,0,,,,,
player,201011210oti,was,FletLo20,fumbles_rec,0,,,,,
player,201011210oti,was,FletLo20,fumbles_rec_yds,0,,,,,
player,201011210oti,was,FletLo20,fumbles_rec_td,0,,,,,
player,201011210oti,was,FletLo20,fumbles_forced,0,,,,,
player,201011210oti,was,OrakBr99,def_int,0,,,,,
player,201011210oti,was,OrakBr99,def_int_yds,0,,,,,
player,201011210oti,was,OrakBr99,def_int_td,0,,,,,
player,201011210oti,was,OrakBr99,def_int_long,0,,,,,
player,201011210oti,was,OrakBr99,pass_defended,0,,,,,
player,201011210oti,was,OrakBr99,sacks,0.0,,,,,
player,201011210oti,was,OrakBr99,tackles_combined,6,,,,,
player,201011210oti,was,OrakBr99,tackles_solo,5,,,,,
player,201011210oti,was,OrakBr99,tackles_assists,1,,,,,
player,201011210oti,was,OrakBr99,tackles_loss,1,,,,,
player,201011210oti,was,OrakBr99,qb_hits,1,,,,,
player,201011210oti,was,OrakBr99,fumbles_rec,0,,,,,
player,201011210oti,was,OrakBr99,fumbles_rec_yds,0,,,,,
player,201011210oti,was,OrakBr99,fumbles_rec_td,0,,,,,
player,201011210oti,was,OrakBr99,fumbles_forced,0,,,,,
player,201011210oti,was,MoorKa99,def_int,0,,,,,
player,201011210oti,was,MoorKa99,def_int_yds,0,,,,,
player,201011210oti,was,MoorKa99,def_int_td,0,,,,,
player,201011210oti,was,MoorKa99,def_int_long,0,,,,,
player,201011210oti,was,MoorKa99,pass_defended,0,,,,,
player,201011210oti,was,MoorKa99,sacks,0.0,,,,,
player,201011210oti,was,MoorKa99,tackles_combined,5,,,,,
player,201011210oti,was,MoorKa99,tackles_solo,3,,,,,
player,201011210oti,was,MoorKa99,tackles_assists,2,,,,,
player,201011210oti,was,MoorKa99,tackles_loss,0,,,,,
player,201011210oti,was,MoorKa99,qb_hits,0,,,,,
player,201011210oti,was,MoorKa99,fumbles_rec,0,,,,,
player,201011210oti,was,MoorKa99,fumbles_rec_yds,0,,,,,
player,201011210oti,was,MoorKa99,fumbles_rec_td,0,,,,,
player,201011210oti,was,MoorKa99,fumbles_forced,0,,,,,
player,201011210oti,was,BladH.99,def_int,0,,,,,
player,201011210oti,was,BladH.99,def_int_yds,0,,,,,
player,201011210oti,was,BladH.99,def_int_td,0,,,,,
player,201011210oti,was,BladH.99,def_int_long,0,,,,,
player,201011210oti,was,BladH.99,pass_defended,0,,,,,
player,201011210oti,was,BladH.99,sacks,0.0,,,,,
player,201011210oti,was,BladH.99,tackles_combined,4,,,,,
player,201011210oti,was,BladH.99,tackles_solo,3,,,,,
player,201011210oti,was,BladH.99,tackles_assists,1,,,,,
player,201011210oti,was,BladH.99,tackles_loss,0,,,,,
player,201011210oti,was,BladH.99,qb_hits,0,,,,,
player,201011210oti,was,BladH.99,fumbles_rec,0,,,,,
player,201011210oti,was,BladH.99,fumbles_rec_yds,0,,,,,
player,201011210oti,was,BladH.99,fumbles_rec_td,0,,,,,
player,201011210oti,was,BladH.99,fumbles_forced,0,,,,,
player,201011210oti,was,CartAn20,def_int,0,,,,,
player,201011210oti,was,CartAn20,def_int_yds,0,,,,,
player,201011210oti,was,CartAn20,def_int_td,0,,,,,
player,201011210oti,was,CartAn20,def_int_long,0,,,,,
player,201011210oti,was,CartAn20,pass_defended,0,,,,,
player,201011210oti,was,CartAn20,sacks,0.0,,,,,
player,201011210oti,was,CartAn20,tackles_combined,3,,,,,
player,201011210oti,was,CartAn20,tackles_solo,2,,,,,
player,201011210oti,was,CartAn20,tackles_assists,1,,,,,
player,201011210oti,was,CartAn20,tackles_loss,0,,,,,
player,201011210oti,was,CartAn20,qb_hits,0,,,,,
player,201011210oti,was,CartAn20,fumbles_rec,0,,,,,
player,201011210oti,was,CartAn20,fumbles_rec_yds,0,,,,,
player,201011210oti,was,CartAn20,fumbles_rec_td,0,,,,,
player,201011210oti,was,CartAn20,fumbles_forced,0,,,,,
player,201011210oti,was,CarrAd99,def_int,0,,,,,
player,201011210oti,was,CarrAd99,def_int_yds,0,,,,,
player,201011210oti,was,CarrAd99,def_int_td,0,,,,,
player,201011210oti,was,CarrAd99,def_int_long,0,,,,,
player,201011210oti,was,CarrAd99,pass_defended,0,,,,,
player,201011210oti,was,CarrAd99,sacks,0.0,,,,,
player,201011210oti,was,CarrAd99,tackles_combined,2,,,,,
player,201011210oti,was,CarrAd99,tackles_solo,1,,,,,
player,201011210oti,was,CarrAd99,tackles_assists,1,,,,,
player,201011210oti,was,CarrAd99,tackles_loss,0,,,,,
player,201011210oti,was,CarrAd99,qb_hits,0,,,,,
player,201011210oti,was,CarrAd99,fumbles_rec,0,,,,,
player,201011210oti,was,CarrAd99,fumbles_rec_yds,0,,,,,
player,201011210oti,was,CarrAd99,fumbles_rec_td,0,,,,,
player,201011210oti,was,CarrAd99,fumbles_forced,0,,,,,
player,201011210oti,was,HallDe99,def_int,0,,,,,
player,201011210oti,was,HallDe99,def_int_yds,0,,,,,
player,201011210oti,was,HallDe99,def_int_td,0,,,,,
player,201011210oti,was,HallDe99,def_int_long,0,,,,,
player,201011210oti,was,HallDe99,pass_defended,2,,,,,
player,201011210oti,was,HallDe99,sacks,0.0,,,,,
player,201011210oti,was,HallDe99,tackles_combined,2,,,,,
player,201011210oti,was,HallDe99,tackles_solo,1,,,,,
player,201011210oti,was,HallDe99,tackles_assists,1,,,,,
player,201011210oti,was,HallDe99,tackles_loss,0,,,,,
player,201011210oti,was,HallDe99,qb_hits,0,,,,,
player,201011210oti,was,HallDe99,fumbles_rec,0,,,,,
player,201011210oti,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201011210oti,was,HallDe99,fumbles_rec_td,0,,,,,
player,201011210oti,was,HallDe99,fumbles_forced,0,,,,,
player,201011210oti,was,KemoMa20,def_int,0,,,,,
player,201011210oti,was,KemoMa20,def_int_yds,0,,,,,
player,201011210oti,was,KemoMa20,def_int_td,0,,,,,
player,201011210oti,was,KemoMa20,def_int_long,0,,,,,
player,201011210oti,was,KemoMa20,pass_defended,0,,,,,
player,201011210oti,was,KemoMa20,sacks,0.0,,,,,
player,201011210oti,was,KemoMa20,tackles_combined,2,,,,,
player,201011210oti,was,KemoMa20,tackles_solo,2,,,,,
player,201011210oti,was,KemoMa20,tackles_assists,0,,,,,
player,201011210oti,was,KemoMa20,tackles_loss,0,,,,,
player,201011210oti,was,KemoMa20,qb_hits,0,,,,,
player,201011210oti,was,KemoMa20,fumbles_rec,0,,,,,
player,201011210oti,was,KemoMa20,fumbles_rec_yds,0,,,,,
player,201011210oti,was,KemoMa20,fumbles_rec_td,0,,,,,
player,201011210oti,was,KemoMa20,fumbles_forced,0,,,,,
player,201011210oti,was,McInRo20,def_int,0,,,,,
player,201011210oti,was,McInRo20,def_int_yds,0,,,,,
player,201011210oti,was,McInRo20,def_int_td,0,,,,,
player,201011210oti,was,McInRo20,def_int_long,0,,,,,
player,201011210oti,was,McInRo20,pass_defended,0,,,,,
player,201011210oti,was,McInRo20,sacks,0.0,,,,,
player,201011210oti,was,McInRo20,tackles_combined,2,,,,,
player,201011210oti,was,McInRo20,tackles_solo,2,,,,,
player,201011210oti,was,McInRo20,tackles_assists,0,,,,,
player,201011210oti,was,McInRo20,tackles_loss,0,,,,,
player,201011210oti,was,McInRo20,qb_hits,0,,,,,
player,201011210oti,was,McInRo20,fumbles_rec,0,,,,,
player,201011210oti,was,McInRo20,fumbles_rec_yds,0,,,,,
player,201011210oti,was,McInRo20,fumbles_rec_td,0,,,,,
player,201011210oti,was,McInRo20,fumbles_forced,0,,,,,
player,201011210oti,was,YounDa01,def_int,0,,,,,
player,201011210oti,was,YounDa01,def_int_yds,0,,,,,
player,201011210oti,was,YounDa01,def_int_td,0,,,,,
player,201011210oti,was,YounDa01,def_int_long,0,,,,,
player,201011210oti,was,YounDa01,pass_defended,0,,,,,
player,201011210oti,was,YounDa01,sacks,0.0,,,,,
player,201011210oti,was,YounDa01,tackles_combined,2,,,,,
player,201011210oti,was,YounDa01,tackles_solo,2,,,,,
player,201011210oti,was,YounDa01,tackles_assists,0,,,,,
player,201011210oti,was,YounDa01,tackles_loss,0,,,,,
player,201011210oti,was,YounDa01,qb_hits,0,,,,,
player,201011210oti,was,YounDa01,fumbles_rec,0,,,,,
player,201011210oti,was,YounDa01,fumbles_rec_yds,0,,,,,
player,201011210oti,was,YounDa01,fumbles_rec_td,0,,,,,
player,201011210oti,was,YounDa01,fumbles_forced,0,,,,,
player,201011210oti,was,AlexLo99,def_int,0,,,,,
player,201011210oti,was,AlexLo99,def_int_yds,0,,,,,
player,201011210oti,was,AlexLo99,def_int_td,0,,,,,
player,201011210oti,was,AlexLo99,def_int_long,0,,,,,
player,201011210oti,was,AlexLo99,pass_defended,0,,,,,
player,201011210oti,was,AlexLo99,sacks,0.0,,,,,
player,201011210oti,was,AlexLo99,tackles_combined,1,,,,,
player,201011210oti,was,AlexLo99,tackles_solo,1,,,,,
player,201011210oti,was,AlexLo99,tackles_assists,0,,,,,
player,201011210oti,was,AlexLo99,tackles_loss,0,,,,,
player,201011210oti,was,AlexLo99,qb_hits,0,,,,,
player,201011210oti,was,AlexLo99,fumbles_rec,0,,,,,
player,201011210oti,was,AlexLo99,fumbles_rec_yds,0,,,,,
player,201011210oti,was,AlexLo99,fumbles_rec_td,0,,,,,
player,201011210oti,was,AlexLo99,fumbles_forced,1,,,,,
player,201011210oti,was,DaniPh20,def_int,0,,,,,
player,201011210oti,was,DaniPh20,def_int_yds,0,,,,,
player,201011210oti,was,DaniPh20,def_int_td,0,,,,,
player,201011210oti,was,DaniPh20,def_int_long,0,,,,,
player,201011210oti,was,DaniPh20,pass_defended,0,,,,,
player,201011210oti,was,DaniPh20,sacks,0.0,,,,,
player,201011210oti,was,DaniPh20,tackles_combined,1,,,,,
player,201011210oti,was,DaniPh20,tackles_solo,1,,,,,
player,201011210oti,was,DaniPh20,tackles_assists,0,,,,,
player,201011210oti,was,DaniPh20,tackles_loss,0,,,,,
player,201011210oti,was,DaniPh20,qb_hits,0,,,,,
player,201011210oti,was,DaniPh20,fumbles_rec,0,,,,,
player,201011210oti,was,DaniPh20,fumbles_rec_yds,0,,,,,
player,201011210oti,was,DaniPh20,fumbles_rec_td,0,,,,,
player,201011210oti,was,DaniPh20,fumbles_forced,0,,,,,
player,201011210oti,was,GolsKe20,def_int,0,,,,,
player,201011210oti,was,GolsKe20,def_int_yds,0,,,,,
player,201011210oti,was,GolsKe20,def_int_td,0,,,,,
player,201011210oti,was,GolsKe20,def_int_long,0,,,,,
player,201011210oti,was,GolsKe20,pass_defended,0,,,,,
player,201011210oti,was,GolsKe20,sacks,0.0,,,,,
player,201011210oti,was,GolsKe20,tackles_combined,1,,,,,
player,201011210oti,was,GolsKe20,tackles_solo,1,,,,,
player,201011210oti,was,GolsKe20,tackles_assists,0,,,,,
player,201011210oti,was,GolsKe20,tackles_loss,0,,,,,
player,201011210oti,was,GolsKe20,qb_hits,0,,,,,
player,201011210oti,was,GolsKe20,fumbles_rec,0,,,,,
player,201011210oti,was,GolsKe20,fumbles_rec_yds,0,,,,,
player,201011210oti,was,GolsKe20,fumbles_rec_td,0,,,,,
player,201011210oti,was,GolsKe20,fumbles_forced,0,,,,,
player,201011210oti,was,HaynAl20,def_int,0,,,,,
player,201011210oti,was,HaynAl20,def_int_yds,0,,,,,
player,201011210oti,was,HaynAl20,def_int_td,0,,,,,
player,201011210oti,was,HaynAl20,def_int_long,0,,,,,
player,201011210oti,was,HaynAl20,pass_defended,0,,,,,
player,201011210oti,was,HaynAl20,sacks,0.0,,,,,
player,201011210oti,was,HaynAl20,tackles_combined,1,,,,,
player,201011210oti,was,HaynAl20,tackles_solo,1,,,,,
player,201011210oti,was,HaynAl20,tackles_assists,0,,,,,
player,201011210oti,was,HaynAl20,tackles_loss,1,,,,,
player,201011210oti,was,HaynAl20,qb_hits,0,,,,,
player,201011210oti,was,HaynAl20,fumbles_rec,0,,,,,
player,201011210oti,was,HaynAl20,fumbles_rec_yds,0,,,,,
player,201011210oti,was,HaynAl20,fumbles_rec_td,0,,,,,
player,201011210oti,was,HaynAl20,fumbles_forced,0,,,,,
player,201011210oti,was,WestBy00,def_int,0,,,,,
player,201011210oti,was,WestBy00,def_int_yds,0,,,,,
player,201011210oti,was,WestBy00,def_int_td,0,,,,,
player,201011210oti,was,WestBy00,def_int_long,0,,,,,
player,201011210oti,was,WestBy00,pass_defended,0,,,,,
player,201011210oti,was,WestBy00,sacks,0.0,,,,,
player,201011210oti,was,WestBy00,tackles_combined,1,,,,,
player,201011210oti,was,WestBy00,tackles_solo,1,,,,,
player,201011210oti,was,WestBy00,tackles_assists,0,,,,,
player,201011210oti,was,WestBy00,tackles_loss,0,,,,,
player,201011210oti,was,WestBy00,qb_hits,0,,,,,
player,201011210oti,was,WestBy00,fumbles_rec,0,,,,,
player,201011210oti,was,WestBy00,fumbles_rec_yds,0,,,,,
player,201011210oti,was,WestBy00,fumbles_rec_td,0,,,,,
player,201011210oti,was,WestBy00,fumbles_forced,0,,,,,
player,201011210oti,was,WilsCh99,def_int,0,,,,,
player,201011210oti,was,WilsCh99,def_int_yds,0,,,,,
player,201011210oti,was,WilsCh99,def_int_td,0,,,,,
player,201011210oti,was,WilsCh99,def_int_long,0,,,,,
player,201011210oti,was,WilsCh99,pass_defended,0,,,,,
player,201011210oti,was,WilsCh99,sacks,0.0,,,,,
player,201011210oti,was,WilsCh99,tackles_combined,1,,,,,
player,201011210oti,was,WilsCh99,tackles_solo,0,,,,,
player,201011210oti,was,WilsCh99,tackles_assists,1,,,,,
player,201011210oti,was,WilsCh99,tackles_loss,0,,,,,
player,201011210oti,was,WilsCh99,qb_hits,0,,,,,
player,201011210oti,was,WilsCh99,fumbles_rec,0,,,,,
player,201011210oti,was,WilsCh99,fumbles_rec_yds,0,,,,,
player,201011210oti,was,WilsCh99,fumbles_rec_td,0,,,,,
player,201011210oti,was,WilsCh99,fumbles_forced,0,,,,,
player,201011210oti,oti,WithWi20,def_int,1,,,,,
player,201011210oti,oti,WithWi20,def_int_yds,2,,,,,
player,201011210oti,oti,WithWi20,def_int_td,0,,,,,
player,201011210oti,oti,WithWi20,def_int_long,2,,,,,
player,201011210oti,oti,WithWi20,pass_defended,1,,,,,
player,201011210oti,oti,WithWi20,sacks,0.0,,,,,
player,201011210oti,oti,WithWi20,tackles_combined,6,,,,,
player,201011210oti,oti,WithWi20,tackles_solo,4,,,,,
player,201011210oti,oti,WithWi20,tackles_assists,2,,,,,
player,201011210oti,oti,WithWi20,tackles_loss,0,,,,,
player,201011210oti,oti,WithWi20,qb_hits,0,,,,,
player,201011210oti,oti,WithWi20,fumbles_rec,0,,,,,
player,201011210oti,oti,WithWi20,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,WithWi20,fumbles_rec_td,0,,,,,
player,201011210oti,oti,WithWi20,fumbles_forced,0,,,,,
player,201011210oti,oti,FordJa99,def_int,0,,,,,
player,201011210oti,oti,FordJa99,def_int_yds,0,,,,,
player,201011210oti,oti,FordJa99,def_int_td,0,,,,,
player,201011210oti,oti,FordJa99,def_int_long,0,,,,,
player,201011210oti,oti,FordJa99,pass_defended,0,,,,,
player,201011210oti,oti,FordJa99,sacks,1.0,,,,,
player,201011210oti,oti,FordJa99,tackles_combined,8,,,,,
player,201011210oti,oti,FordJa99,tackles_solo,4,,,,,
player,201011210oti,oti,FordJa99,tackles_assists,4,,,,,
player,201011210oti,oti,FordJa99,tackles_loss,3,,,,,
player,201011210oti,oti,FordJa99,qb_hits,2,,,,,
player,201011210oti,oti,FordJa99,fumbles_rec,0,,,,,
player,201011210oti,oti,FordJa99,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,FordJa99,fumbles_rec_td,0,,,,,
player,201011210oti,oti,FordJa99,fumbles_forced,0,,,,,
player,201011210oti,oti,BabiJa20,def_int,0,,,,,
player,201011210oti,oti,BabiJa20,def_int_yds,0,,,,,
player,201011210oti,oti,BabiJa20,def_int_td,0,,,,,
player,201011210oti,oti,BabiJa20,def_int_long,0,,,,,
player,201011210oti,oti,BabiJa20,pass_defended,0,,,,,
player,201011210oti,oti,BabiJa20,sacks,1.0,,,,,
player,201011210oti,oti,BabiJa20,tackles_combined,4,,,,,
player,201011210oti,oti,BabiJa20,tackles_solo,3,,,,,
player,201011210oti,oti,BabiJa20,tackles_assists,1,,,,,
player,201011210oti,oti,BabiJa20,tackles_loss,1,,,,,
player,201011210oti,oti,BabiJa20,qb_hits,1,,,,,
player,201011210oti,oti,BabiJa20,fumbles_rec,0,,,,,
player,201011210oti,oti,BabiJa20,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,BabiJa20,fumbles_rec_td,0,,,,,
player,201011210oti,oti,BabiJa20,fumbles_forced,0,,,,,
player,201011210oti,oti,BallDa20,def_int,0,,,,,
player,201011210oti,oti,BallDa20,def_int_yds,0,,,,,
player,201011210oti,oti,BallDa20,def_int_td,0,,,,,
player,201011210oti,oti,BallDa20,def_int_long,0,,,,,
player,201011210oti,oti,BallDa20,pass_defended,0,,,,,
player,201011210oti,oti,BallDa20,sacks,1.0,,,,,
player,201011210oti,oti,BallDa20,tackles_combined,4,,,,,
player,201011210oti,oti,BallDa20,tackles_solo,3,,,,,
player,201011210oti,oti,BallDa20,tackles_assists,1,,,,,
player,201011210oti,oti,BallDa20,tackles_loss,1,,,,,
player,201011210oti,oti,BallDa20,qb_hits,2,,,,,
player,201011210oti,oti,BallDa20,fumbles_rec,0,,,,,
player,201011210oti,oti,BallDa20,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,BallDa20,fumbles_rec_td,0,,,,,
player,201011210oti,oti,BallDa20,fumbles_forced,0,,,,,
player,201011210oti,oti,FinnCo20,def_int,0,,,,,
player,201011210oti,oti,FinnCo20,def_int_yds,0,,,,,
player,201011210oti,oti,FinnCo20,def_int_td,0,,,,,
player,201011210oti,oti,FinnCo20,def_int_long,0,,,,,
player,201011210oti,oti,FinnCo20,pass_defended,0,,,,,
player,201011210oti,oti,FinnCo20,sacks,0.0,,,,,
player,201011210oti,oti,FinnCo20,tackles_combined,11,,,,,
player,201011210oti,oti,FinnCo20,tackles_solo,10,,,,,
player,201011210oti,oti,FinnCo20,tackles_assists,1,,,,,
player,201011210oti,oti,FinnCo20,tackles_loss,0,,,,,
player,201011210oti,oti,FinnCo20,qb_hits,0,,,,,
player,201011210oti,oti,FinnCo20,fumbles_rec,0,,,,,
player,201011210oti,oti,FinnCo20,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,FinnCo20,fumbles_rec_td,0,,,,,
player,201011210oti,oti,FinnCo20,fumbles_forced,1,,,,,
player,201011210oti,oti,TullSt20,def_int,0,,,,,
player,201011210oti,oti,TullSt20,def_int_yds,0,,,,,
player,201011210oti,oti,TullSt20,def_int_td,0,,,,,
player,201011210oti,oti,TullSt20,def_int_long,0,,,,,
player,201011210oti,oti,TullSt20,pass_defended,1,,,,,
player,201011210oti,oti,TullSt20,sacks,0.0,,,,,
player,201011210oti,oti,TullSt20,tackles_combined,9,,,,,
player,201011210oti,oti,TullSt20,tackles_solo,6,,,,,
player,201011210oti,oti,TullSt20,tackles_assists,3,,,,,
player,201011210oti,oti,TullSt20,tackles_loss,2,,,,,
player,201011210oti,oti,TullSt20,qb_hits,1,,,,,
player,201011210oti,oti,TullSt20,fumbles_rec,0,,,,,
player,201011210oti,oti,TullSt20,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,TullSt20,fumbles_rec_td,0,,,,,
player,201011210oti,oti,TullSt20,fumbles_forced,0,,,,,
player,201011210oti,oti,GrifMi99,def_int,0,,,,,
player,201011210oti,oti,GrifMi99,def_int_yds,0,,,,,
player,201011210oti,oti,GrifMi99,def_int_td,0,,,,,
player,201011210oti,oti,GrifMi99,def_int_long,0,,,,,
player,201011210oti,oti,GrifMi99,pass_defended,0,,,,,
player,201011210oti,oti,GrifMi99,sacks,0.0,,,,,
player,201011210oti,oti,GrifMi99,tackles_combined,8,,,,,
player,201011210oti,oti,GrifMi99,tackles_solo,6,,,,,
player,201011210oti,oti,GrifMi99,tackles_assists,2,,,,,
player,201011210oti,oti,GrifMi99,tackles_loss,0,,,,,
player,201011210oti,oti,GrifMi99,qb_hits,0,,,,,
player,201011210oti,oti,GrifMi99,fumbles_rec,0,,,,,
player,201011210oti,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201011210oti,oti,GrifMi99,fumbles_forced,0,,,,,
player,201011210oti,oti,HopeCh21,def_int,0,,,,,
player,201011210oti,oti,HopeCh21,def_int_yds,0,,,,,
player,201011210oti,oti,HopeCh21,def_int_td,0,,,,,
player,201011210oti,oti,HopeCh21,def_int_long,0,,,,,
player,201011210oti,oti,HopeCh21,pass_defended,0,,,,,
player,201011210oti,oti,HopeCh21,sacks,0.0,,,,,
player,201011210oti,oti,HopeCh21,tackles_combined,7,,,,,
player,201011210oti,oti,HopeCh21,tackles_solo,6,,,,,
player,201011210oti,oti,HopeCh21,tackles_assists,1,,,,,
player,201011210oti,oti,HopeCh21,tackles_loss,0,,,,,
player,201011210oti,oti,HopeCh21,qb_hits,0,,,,,
player,201011210oti,oti,HopeCh21,fumbles_rec,0,,,,,
player,201011210oti,oti,HopeCh21,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,HopeCh21,fumbles_rec_td,0,,,,,
player,201011210oti,oti,HopeCh21,fumbles_forced,0,,,,,
player,201011210oti,oti,HayeJo20,def_int,0,,,,,
player,201011210oti,oti,HayeJo20,def_int_yds,0,,,,,
player,201011210oti,oti,HayeJo20,def_int_td,0,,,,,
player,201011210oti,oti,HayeJo20,def_int_long,0,,,,,
player,201011210oti,oti,HayeJo20,pass_defended,0,,,,,
player,201011210oti,oti,HayeJo20,sacks,0.0,,,,,
player,201011210oti,oti,HayeJo20,tackles_combined,6,,,,,
player,201011210oti,oti,HayeJo20,tackles_solo,5,,,,,
player,201011210oti,oti,HayeJo20,tackles_assists,1,,,,,
player,201011210oti,oti,HayeJo20,tackles_loss,0,,,,,
player,201011210oti,oti,HayeJo20,qb_hits,1,,,,,
player,201011210oti,oti,HayeJo20,fumbles_rec,0,,,,,
player,201011210oti,oti,HayeJo20,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,HayeJo20,fumbles_rec_td,0,,,,,
player,201011210oti,oti,HayeJo20,fumbles_forced,0,,,,,
player,201011210oti,oti,McRaGe99,def_int,0,,,,,
player,201011210oti,oti,McRaGe99,def_int_yds,0,,,,,
player,201011210oti,oti,McRaGe99,def_int_td,0,,,,,
player,201011210oti,oti,McRaGe99,def_int_long,0,,,,,
player,201011210oti,oti,McRaGe99,pass_defended,0,,,,,
player,201011210oti,oti,McRaGe99,sacks,0.0,,,,,
player,201011210oti,oti,McRaGe99,tackles_combined,6,,,,,
player,201011210oti,oti,McRaGe99,tackles_solo,5,,,,,
player,201011210oti,oti,McRaGe99,tackles_assists,1,,,,,
player,201011210oti,oti,McRaGe99,tackles_loss,1,,,,,
player,201011210oti,oti,McRaGe99,qb_hits,1,,,,,
player,201011210oti,oti,McRaGe99,fumbles_rec,0,,,,,
player,201011210oti,oti,McRaGe99,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,McRaGe99,fumbles_rec_td,0,,,,,
player,201011210oti,oti,McRaGe99,fumbles_forced,0,,,,,
player,201011210oti,oti,McCoJa99,def_int,0,,,,,
player,201011210oti,oti,McCoJa99,def_int_yds,0,,,,,
player,201011210oti,oti,McCoJa99,def_int_td,0,,,,,
player,201011210oti,oti,McCoJa99,def_int_long,0,,,,,
player,201011210oti,oti,McCoJa99,pass_defended,1,,,,,
player,201011210oti,oti,McCoJa99,sacks,0.0,,,,,
player,201011210oti,oti,McCoJa99,tackles_combined,5,,,,,
player,201011210oti,oti,McCoJa99,tackles_solo,5,,,,,
player,201011210oti,oti,McCoJa99,tackles_assists,0,,,,,
player,201011210oti,oti,McCoJa99,tackles_loss,0,,,,,
player,201011210oti,oti,McCoJa99,qb_hits,0,,,,,
player,201011210oti,oti,McCoJa99,fumbles_rec,0,,,,,
player,201011210oti,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201011210oti,oti,McCoJa99,fumbles_forced,0,,,,,
player,201011210oti,oti,HayeWi99,def_int,0,,,,,
player,201011210oti,oti,HayeWi99,def_int_yds,0,,,,,
player,201011210oti,oti,HayeWi99,def_int_td,0,,,,,
player,201011210oti,oti,HayeWi99,def_int_long,0,,,,,
player,201011210oti,oti,HayeWi99,pass_defended,0,,,,,
player,201011210oti,oti,HayeWi99,sacks,0.0,,,,,
player,201011210oti,oti,HayeWi99,tackles_combined,4,,,,,
player,201011210oti,oti,HayeWi99,tackles_solo,3,,,,,
player,201011210oti,oti,HayeWi99,tackles_assists,1,,,,,
player,201011210oti,oti,HayeWi99,tackles_loss,2,,,,,
player,201011210oti,oti,HayeWi99,qb_hits,1,,,,,
player,201011210oti,oti,HayeWi99,fumbles_rec,0,,,,,
player,201011210oti,oti,HayeWi99,fumbles_rec_yds,0,,,,,
player,201011210oti,oti,HayeWi99,fumbles_rec_td,0,,,,,
player,201011210oti,oti,HayeWi99,fumbles_forced,0,,,,,
player,201011210oti,oti,VernAl99,def_int,0,,,,,
player,201011210oti,oti,VernAl99,def_int_yds,0,,,,,
player,201011210oti,oti,VernAl99,def_int_td,0,,,,,
player,201011210oti,oti,VernAl99,def_int_long,0,,,,,
player,201011210oti,oti,VernAl99,pass_defended,2,,,,,
player,201011210oti,oti,VernAl99,sacks,0.0,,,,,
player,201011210oti,oti,VernAl99,tackles_combined,4,,,,,
player,201011210oti,oti,VernAl99,tackles_solo,3,,,,,
player,201011210oti,oti,VernAl99,tackles_assists,1,,,,,
player,201011210oti,oti,VernAl99,tackles_loss,0,,,,,
player,201011210oti,oti,VernAl99,qb_hits,0,,,,,
player,201011210oti,oti,VernAl99,fumbles_rec,0,,,,,
