game,2010,16,20101226,201012260jax,was,"Washington Redskins",20,jax,"Jacksonville Jaguars",17
player,201012260jax,was,RogeCa20,qb_hits,0,,,,,
player,201012260jax,was,RogeCa20,fumbles_rec,0,,,,,
player,201012260jax,was,RogeCa20,fumbles_rec_yds,0,,,,,
player,201012260jax,was,RogeCa20,fumbles_rec_td,0,,,,,
player,201012260jax,was,RogeCa20,fumbles_forced,0,,,,,
player,201012260jax,was,CarrAd99,def_int,0,,,,,
player,201012260jax,was,CarrAd99,def_int_yds,0,,,,,
player,201012260jax,was,CarrAd99,def_int_td,0,,,,,
player,201012260jax,was,CarrAd99,def_int_long,0,,,,,
player,201012260jax,was,CarrAd99,pass_defended,0,,,,,
player,201012260jax,was,CarrAd99,sacks,1.0,,,,,
player,201012260jax,was,CarrAd99,tackles_combined,4,,,,,
player,201012260jax,was,CarrAd99,tackles_solo,4,,,,,
player,201012260jax,was,CarrAd99,tackles_assists,0,,,,,
player,201012260jax,was,CarrAd99,tackles_loss,1,,,,,
player,201012260jax,was,CarrAd99,qb_hits,1,,,,,
player,201012260jax,was,CarrAd99,fumbles_rec,0,,,,,
player,201012260jax,was,CarrAd99,fumbles_rec_yds,0,,,,,
player,201012260jax,was,CarrAd99,fumbles_rec_td,0,,,,,
player,201012260jax,was,CarrAd99,fumbles_forced,0,,,,,
player,201012260jax,was,FletLo20,def_int,0,,,,,
player,201012260jax,was,FletLo20,def_int_yds,0,,,,,
player,201012260jax,was,FletLo20,def_int_td,0,,,,,
player,201012260jax,was,FletLo20,def_int_long,0,,,,,
player,201012260jax,was,FletLo20,pass_defended,0,,,,,
player,201012260jax,was,FletLo20,sacks,1.0,,,,,
player,201012260jax,was,FletLo20,tackles_combined,3,,,,,
player,201012260jax,was,FletLo20,tackles_solo,3,,,,,
player,201012260jax,was,FletLo20,tackles_assists,0,,,,,
player,201012260jax,was,FletLo20,tackles_loss,0,,,,,
player,201012260jax,was,FletLo20,qb_hits,0,,,,,
player,201012260jax,was,FletLo20,fumbles_rec,0,,,,,
player,201012260jax,was,FletLo20,fumbles_rec_yds,0,,,,,
player,201012260jax,was,FletLo20,fumbles_rec_td,0,,,,,
player,201012260jax,was,FletLo20,fumbles_forced,1,,,,,
player,201012260jax,was,JackRo99,def_int,0,,,,,
player,201012260jax,was,JackRo99,def_int_yds,0,,,,,
player,201012260jax,was,JackRo99,def_int_td,0,,,,,
player,201012260jax,was,JackRo99,def_int_long,0,,,,,
player,201012260jax,was,JackRo99,pass_defended,0,,,,,
player,201012260jax,was,JackRo99,sacks,1.0,,,,,
player,201012260jax,was,JackRo99,tackles_combined,3,,,,,
player,201012260jax,was,JackRo99,tackles_solo,3,,,,,
player,201012260jax,was,JackRo99,tackles_assists,0,,,,,
player,201012260jax,was,JackRo99,tackles_loss,0,,,,,
player,201012260jax,was,JackRo99,qb_hits,1,,,,,
player,201012260jax,was,JackRo99,fumbles_rec,0,,,,,
player,201012260jax,was,JackRo99,fumbles_rec_yds,0,,,,,
player,201012260jax,was,JackRo99,fumbles_rec_td,0,,,,,
player,201012260jax,was,JackRo99,fumbles_forced,1,,,,,
player,201012260jax,was,CartAn20,def_int,0,,,,,
player,201012260jax,was,CartAn20,def_int_yds,0,,,,,
player,201012260jax,was,CartAn20,def_int_td,0,,,,,
player,201012260jax,was,CartAn20,def_int_long,0,,,,,
player,201012260jax,was,CartAn20,pass_defended,0,,,,,
player,201012260jax,was,CartAn20,sacks,0.5,,,,,
player,201012260jax,was,CartAn20,tackles_combined,5,,,,,
player,201012260jax,was,CartAn20,tackles_solo,4,,,,,
player,201012260jax,was,CartAn20,tackles_assists,1,,,,,
player,201012260jax,was,CartAn20,tackles_loss,1,,,,,
player,201012260jax,was,CartAn20,qb_hits,2,,,,,
player,201012260jax,was,CartAn20,fumbles_rec,0,,,,,
player,201012260jax,was,CartAn20,fumbles_rec_yds,0,,,,,
player,201012260jax,was,CartAn20,fumbles_rec_td,0,,,,,
player,201012260jax,was,CartAn20,fumbles_forced,0,,,,,
player,201012260jax,was,JarmJe99,def_int,0,,,,,
player,201012260jax,was,JarmJe99,def_int_yds,0,,,,,
player,201012260jax,was,JarmJe99,def_int_td,0,,,,,
player,201012260jax,was,JarmJe99,def_int_long,0,,,,,
player,201012260jax,was,JarmJe99,pass_defended,0,,,,,
player,201012260jax,was,JarmJe99,sacks,0.5,,,,,
player,201012260jax,was,JarmJe99,tackles_combined,1,,,,,
player,201012260jax,was,JarmJe99,tackles_solo,0,,,,,
player,201012260jax,was,JarmJe99,tackles_assists,1,,,,,
player,201012260jax,was,JarmJe99,tackles_loss,0,,,,,
player,201012260jax,was,JarmJe99,qb_hits,1,,,,,
player,201012260jax,was,JarmJe99,fumbles_rec,0,,,,,
player,201012260jax,was,JarmJe99,fumbles_rec_yds,0,,,,,
player,201012260jax,was,JarmJe99,fumbles_rec_td,0,,,,,
player,201012260jax,was,JarmJe99,fumbles_forced,0,,,,,
player,201012260jax,was,McInRo20,def_int,0,,,,,
player,201012260jax,was,McInRo20,def_int_yds,0,,,,,
player,201012260jax,was,McInRo20,def_int_td,0,,,,,
player,201012260jax,was,McInRo20,def_int_long,0,,,,,
player,201012260jax,was,McInRo20,pass_defended,0,,,,,
player,201012260jax,was,McInRo20,sacks,0.0,,,,,
player,201012260jax,was,McInRo20,tackles_combined,7,,,,,
player,201012260jax,was,McInRo20,tackles_solo,7,,,,,
player,201012260jax,was,McInRo20,tackles_assists,0,,,,,
player,201012260jax,was,McInRo20,tackles_loss,0,,,,,
player,201012260jax,was,McInRo20,qb_hits,0,,,,,
player,201012260jax,was,McInRo20,fumbles_rec,0,,,,,
player,201012260jax,was,McInRo20,fumbles_rec_yds,0,,,,,
player,201012260jax,was,McInRo20,fumbles_rec_td,0,,,,,
player,201012260jax,was,McInRo20,fumbles_forced,0,,,,,
player,201012260jax,was,YounDa01,def_int,0,,,,,
player,201012260jax,was,YounDa01,def_int_yds,0,,,,,
player,201012260jax,was,YounDa01,def_int_td,0,,,,,
player,201012260jax,was,YounDa01,def_int_long,0,,,,,
player,201012260jax,was,YounDa01,pass_defended,0,,,,,
player,201012260jax,was,YounDa01,sacks,0.0,,,,,
player,201012260jax,was,YounDa01,tackles_combined,6,,,,,
player,201012260jax,was,YounDa01,tackles_solo,6,,,,,
player,201012260jax,was,YounDa01,tackles_assists,0,,,,,
player,201012260jax,was,YounDa01,tackles_loss,0,,,,,
player,201012260jax,was,YounDa01,qb_hits,0,,,,,
player,201012260jax,was,YounDa01,fumbles_rec,0,,,,,
player,201012260jax,was,YounDa01,fumbles_rec_yds,0,,,,,
player,201012260jax,was,YounDa01,fumbles_rec_td,0,,,,,
player,201012260jax,was,YounDa01,fumbles_forced,0,,,,,
player,201012260jax,was,HollVo20,def_int,0,,,,,
player,201012260jax,was,HollVo20,def_int_yds,0,,,,,
player,201012260jax,was,HollVo20,def_int_td,0,,,,,
player,201012260jax,was,HollVo20,def_int_long,0,,,,,
player,201012260jax,was,HollVo20,pass_defended,0,,,,,
player,201012260jax,was,HollVo20,sacks,0.0,,,,,
player,201012260jax,was,HollVo20,tackles_combined,5,,,,,
player,201012260jax,was,HollVo20,tackles_solo,5,,,,,
player,201012260jax,was,HollVo20,tackles_assists,0,,,,,
player,201012260jax,was,HollVo20,tackles_loss,0,,,,,
player,201012260jax,was,HollVo20,qb_hits,0,,,,,
player,201012260jax,was,HollVo20,fumbles_rec,0,,,,,
player,201012260jax,was,HollVo20,fumbles_rec_yds,0,,,,,
player,201012260jax,was,HollVo20,fumbles_rec_td,0,,,,,
player,201012260jax,was,HollVo20,fumbles_forced,0,,,,,
player,201012260jax,was,BuchPh20,def_int,0,,,,,
player,201012260jax,was,BuchPh20,def_int_yds,0,,,,,
player,201012260jax,was,BuchPh20,def_int_td,0,,,,,
player,201012260jax,was,BuchPh20,def_int_long,0,,,,,
player,201012260jax,was,BuchPh20,pass_defended,1,,,,,
player,201012260jax,was,BuchPh20,sacks,0.0,,,,,
player,201012260jax,was,BuchPh20,tackles_combined,4,,,,,
player,201012260jax,was,BuchPh20,tackles_solo,4,,,,,
player,201012260jax,was,BuchPh20,tackles_assists,0,,,,,
player,201012260jax,was,BuchPh20,tackles_loss,1,,,,,
player,201012260jax,was,BuchPh20,qb_hits,0,,,,,
player,201012260jax,was,BuchPh20,fumbles_rec,0,,,,,
player,201012260jax,was,BuchPh20,fumbles_rec_yds,0,,,,,
player,201012260jax,was,BuchPh20,fumbles_rec_td,0,,,,,
player,201012260jax,was,BuchPh20,fumbles_forced,0,,,,,
player,201012260jax,was,HallDe99,def_int,0,,,,,
player,201012260jax,was,HallDe99,def_int_yds,0,,,,,
player,201012260jax,was,HallDe99,def_int_td,0,,,,,
player,201012260jax,was,HallDe99,def_int_long,0,,,,,
player,201012260jax,was,HallDe99,pass_defended,0,,,,,
player,201012260jax,was,HallDe99,sacks,0.0,,,,,
player,201012260jax,was,HallDe99,tackles_combined,4,,,,,
player,201012260jax,was,HallDe99,tackles_solo,4,,,,,
player,201012260jax,was,HallDe99,tackles_assists,0,,,,,
player,201012260jax,was,HallDe99,tackles_loss,0,,,,,
player,201012260jax,was,HallDe99,qb_hits,0,,,,,
player,201012260jax,was,HallDe99,fumbles_rec,0,,,,,
player,201012260jax,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201012260jax,was,HallDe99,fumbles_rec_td,0,,,,,
player,201012260jax,was,HallDe99,fumbles_forced,0,,,,,
player,201012260jax,was,AlexLo99,def_int,0,,,,,
player,201012260jax,was,AlexLo99,def_int_yds,0,,,,,
player,201012260jax,was,AlexLo99,def_int_td,0,,,,,
player,201012260jax,was,AlexLo99,def_int_long,0,,,,,
player,201012260jax,was,AlexLo99,pass_defended,0,,,,,
player,201012260jax,was,AlexLo99,sacks,0.0,,,,,
player,201012260jax,was,AlexLo99,tackles_combined,3,,,,,
player,201012260jax,was,AlexLo99,tackles_solo,3,,,,,
player,201012260jax,was,AlexLo99,tackles_assists,0,,,,,
player,201012260jax,was,AlexLo99,tackles_loss,1,,,,,
player,201012260jax,was,AlexLo99,qb_hits,0,,,,,
player,201012260jax,was,AlexLo99,fumbles_rec,0,,,,,
player,201012260jax,was,AlexLo99,fumbles_rec_yds,0,,,,,
player,201012260jax,was,AlexLo99,fumbles_rec_td,0,,,,,
player,201012260jax,was,AlexLo99,fumbles_forced,0,,,,,
player,201012260jax,was,WestBy00,def_int,0,,,,,
player,201012260jax,was,WestBy00,def_int_yds,0,,,,,
player,201012260jax,was,WestBy00,def_int_td,0,,,,,
player,201012260jax,was,WestBy00,def_int_long,0,,,,,
player,201012260jax,was,WestBy00,pass_defended,0,,,,,
player,201012260jax,was,WestBy00,sacks,0.0,,,,,
player,201012260jax,was,WestBy00,tackles_combined,3,,,,,
player,201012260jax,was,WestBy00,tackles_solo,3,,,,,
player,201012260jax,was,WestBy00,tackles_assists,0,,,,,
player,201012260jax,was,WestBy00,tackles_loss,0,,,,,
player,201012260jax,was,WestBy00,qb_hits,0,,,,,
player,201012260jax,was,WestBy00,fumbles_rec,0,,,,,
player,201012260jax,was,WestBy00,fumbles_rec_yds,0,,,,,
player,201012260jax,was,WestBy00,fumbles_rec_td,0,,,,,
player,201012260jax,was,WestBy00,fumbles_forced,0,,,,,
player,201012260jax,was,ArmsAn00,def_int,0,,,,,
player,201012260jax,was,ArmsAn00,def_int_yds,0,,,,,
player,201012260jax,was,ArmsAn00,def_int_td,0,,,,,
player,201012260jax,was,ArmsAn00,def_int_long,0,,,,,
player,201012260jax,was,ArmsAn00,pass_defended,0,,,,,
player,201012260jax,was,ArmsAn00,sacks,0.0,,,,,
player,201012260jax,was,ArmsAn00,tackles_combined,2,,,,,
player,201012260jax,was,ArmsAn00,tackles_solo,2,,,,,
player,201012260jax,was,ArmsAn00,tackles_assists,0,,,,,
player,201012260jax,was,ArmsAn00,tackles_loss,0,,,,,
player,201012260jax,was,ArmsAn00,qb_hits,0,,,,,
player,201012260jax,was,ArmsAn00,fumbles_rec,0,,,,,
player,201012260jax,was,ArmsAn00,fumbles_rec_yds,0,,,,,
player,201012260jax,was,ArmsAn00,fumbles_rec_td,0,,,,,
player,201012260jax,was,ArmsAn00,fumbles_forced,0,,,,,
player,201012260jax,was,HarrVi99,def_int,0,,,,,
player,201012260jax,was,HarrVi99,def_int_yds,0,,,,,
player,201012260jax,was,HarrVi99,def_int_td,0,,,,,
player,201012260jax,was,HarrVi99,def_int_long,0,,,,,
player,201012260jax,was,HarrVi99,pass_defended,0,,,,,
player,201012260jax,was,HarrVi99,sacks,0.0,,,,,
player,201012260jax,was,HarrVi99,tackles_combined,2,,,,,
player,201012260jax,was,HarrVi99,tackles_solo,2,,,,,
player,201012260jax,was,HarrVi99,tackles_assists,0,,,,,
player,201012260jax,was,HarrVi99,tackles_loss,0,,,,,
player,201012260jax,was,HarrVi99,qb_hits,0,,,,,
player,201012260jax,was,HarrVi99,fumbles_rec,0,,,,,
player,201012260jax,was,HarrVi99,fumbles_rec_yds,0,,,,,
player,201012260jax,was,HarrVi99,fumbles_rec_td,0,,,,,
player,201012260jax,was,HarrVi99,fumbles_forced,0,,,,,
player,201012260jax,was,RilePe00,def_int,0,,,,,
player,201012260jax,was,RilePe00,def_int_yds,0,,,,,
player,201012260jax,was,RilePe00,def_int_td,0,,,,,
player,201012260jax,was,RilePe00,def_int_long,0,,,,,
player,201012260jax,was,RilePe00,pass_defended,0,,,,,
player,201012260jax,was,RilePe00,sacks,0.0,,,,,
player,201012260jax,was,RilePe00,tackles_combined,2,,,,,
player,201012260jax,was,RilePe00,tackles_solo,2,,,,,
player,201012260jax,was,RilePe00,tackles_assists,0,,,,,
player,201012260jax,was,RilePe00,tackles_loss,0,,,,,
player,201012260jax,was,RilePe00,qb_hits,0,,,,,
player,201012260jax,was,RilePe00,fumbles_rec,0,,,,,
player,201012260jax,was,RilePe00,fumbles_rec_yds,0,,,,,
player,201012260jax,was,RilePe00,fumbles_rec_td,0,,,,,
player,201012260jax,was,RilePe00,fumbles_forced,0,,,,,
player,201012260jax,was,BryaAn20,def_int,0,,,,,
player,201012260jax,was,BryaAn20,def_int_yds,0,,,,,
player,201012260jax,was,BryaAn20,def_int_td,0,,,,,
player,201012260jax,was,BryaAn20,def_int_long,0,,,,,
player,201012260jax,was,BryaAn20,pass_defended,0,,,,,
player,201012260jax,was,BryaAn20,sacks,0.0,,,,,
player,201012260jax,was,BryaAn20,tackles_combined,1,,,,,
player,201012260jax,was,BryaAn20,tackles_solo,1,,,,,
player,201012260jax,was,BryaAn20,tackles_assists,0,,,,,
player,201012260jax,was,BryaAn20,tackles_loss,0,,,,,
player,201012260jax,was,BryaAn20,qb_hits,0,,,,,
player,201012260jax,was,BryaAn20,fumbles_rec,0,,,,,
player,201012260jax,was,BryaAn20,fumbles_rec_yds,0,,,,,
player,201012260jax,was,BryaAn20,fumbles_rec_td,0,,,,,
player,201012260jax,was,BryaAn20,fumbles_forced,0,,,,,
player,201012260jax,was,WilsCh99,def_int,0,,,,,
player,201012260jax,was,WilsCh99,def_int_yds,0,,,,,
player,201012260jax,was,WilsCh99,def_int_td,0,,,,,
player,201012260jax,was,WilsCh99,def_int_long,0,,,,,
player,201012260jax,was,WilsCh99,pass_defended,0,,,,,
player,201012260jax,was,WilsCh99,sacks,0.0,,,,,
player,201012260jax,was,WilsCh99,tackles_combined,0,,,,,
player,201012260jax,was,WilsCh99,tackles_solo,0,,,,,
player,201012260jax,was,WilsCh99,tackles_assists,0,,,,,
player,201012260jax,was,WilsCh99,tackles_loss,0,,,,,
player,201012260jax,was,WilsCh99,qb_hits,1,,,,,
player,201012260jax,was,WilsCh99,fumbles_rec,0,,,,,
player,201012260jax,was,WilsCh99,fumbles_rec_yds,0,,,,,
player,201012260jax,was,WilsCh99,fumbles_rec_td,0,,,,,
player,201012260jax,was,WilsCh99,fumbles_forced,0,,,,,
player,201012260jax,jax,CoxxDe99,def_int,1,,,,,
player,201012260jax,jax,CoxxDe99,def_int_yds,0,,,,,
player,201012260jax,jax,CoxxDe99,def_int_td,0,,,,,
player,201012260jax,jax,CoxxDe99,def_int_long,0,,,,,
player,201012260jax,jax,CoxxDe99,pass_defended,1,,,,,
player,201012260jax,jax,CoxxDe99,sacks,0.0,,,,,
player,201012260jax,jax,CoxxDe99,tackles_combined,1,,,,,
player,201012260jax,jax,CoxxDe99,tackles_solo,0,,,,,
player,201012260jax,jax,CoxxDe99,tackles_assists,1,,,,,
player,201012260jax,jax,CoxxDe99,tackles_loss,0,,,,,
player,201012260jax,jax,CoxxDe99,qb_hits,0,,,,,
player,201012260jax,jax,CoxxDe99,fumbles_rec,0,,,,,
player,201012260jax,jax,CoxxDe99,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,CoxxDe99,fumbles_rec_td,0,,,,,
player,201012260jax,jax,CoxxDe99,fumbles_forced,0,,,,,
player,201012260jax,jax,HartLa99,def_int,0,,,,,
player,201012260jax,jax,HartLa99,def_int_yds,0,,,,,
player,201012260jax,jax,HartLa99,def_int_td,0,,,,,
player,201012260jax,jax,HartLa99,def_int_long,0,,,,,
player,201012260jax,jax,HartLa99,pass_defended,0,,,,,
player,201012260jax,jax,HartLa99,sacks,1.0,,,,,
player,201012260jax,jax,HartLa99,tackles_combined,2,,,,,
player,201012260jax,jax,HartLa99,tackles_solo,2,,,,,
player,201012260jax,jax,HartLa99,tackles_assists,0,,,,,
player,201012260jax,jax,HartLa99,tackles_loss,1,,,,,
player,201012260jax,jax,HartLa99,qb_hits,1,,,,,
player,201012260jax,jax,HartLa99,fumbles_rec,0,,,,,
player,201012260jax,jax,HartLa99,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,HartLa99,fumbles_rec_td,0,,,,,
player,201012260jax,jax,HartLa99,fumbles_forced,0,,,,,
player,201012260jax,jax,SmitDa24,def_int,0,,,,,
player,201012260jax,jax,SmitDa24,def_int_yds,0,,,,,
player,201012260jax,jax,SmitDa24,def_int_td,0,,,,,
player,201012260jax,jax,SmitDa24,def_int_long,0,,,,,
player,201012260jax,jax,SmitDa24,pass_defended,1,,,,,
player,201012260jax,jax,SmitDa24,sacks,0.0,,,,,
player,201012260jax,jax,SmitDa24,tackles_combined,9,,,,,
player,201012260jax,jax,SmitDa24,tackles_solo,9,,,,,
player,201012260jax,jax,SmitDa24,tackles_assists,0,,,,,
player,201012260jax,jax,SmitDa24,tackles_loss,1,,,,,
player,201012260jax,jax,SmitDa24,qb_hits,1,,,,,
player,201012260jax,jax,SmitDa24,fumbles_rec,0,,,,,
player,201012260jax,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201012260jax,jax,SmitDa24,fumbles_forced,0,,,,,
player,201012260jax,jax,AlleRu00,def_int,0,,,,,
player,201012260jax,jax,AlleRu00,def_int_yds,0,,,,,
player,201012260jax,jax,AlleRu00,def_int_td,0,,,,,
player,201012260jax,jax,AlleRu00,def_int_long,0,,,,,
player,201012260jax,jax,AlleRu00,pass_defended,0,,,,,
player,201012260jax,jax,AlleRu00,sacks,0.0,,,,,
player,201012260jax,jax,AlleRu00,tackles_combined,8,,,,,
player,201012260jax,jax,AlleRu00,tackles_solo,6,,,,,
player,201012260jax,jax,AlleRu00,tackles_assists,2,,,,,
player,201012260jax,jax,AlleRu00,tackles_loss,1,,,,,
player,201012260jax,jax,AlleRu00,qb_hits,0,,,,,
player,201012260jax,jax,AlleRu00,fumbles_rec,0,,,,,
player,201012260jax,jax,AlleRu00,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,AlleRu00,fumbles_rec_td,0,,,,,
player,201012260jax,jax,AlleRu00,fumbles_forced,0,,,,,
player,201012260jax,jax,CareDo00,def_int,0,,,,,
player,201012260jax,jax,CareDo00,def_int_yds,0,,,,,
player,201012260jax,jax,CareDo00,def_int_td,0,,,,,
player,201012260jax,jax,CareDo00,def_int_long,0,,,,,
player,201012260jax,jax,CareDo00,pass_defended,0,,,,,
player,201012260jax,jax,CareDo00,sacks,0.0,,,,,
player,201012260jax,jax,CareDo00,tackles_combined,6,,,,,
player,201012260jax,jax,CareDo00,tackles_solo,4,,,,,
player,201012260jax,jax,CareDo00,tackles_assists,2,,,,,
player,201012260jax,jax,CareDo00,tackles_loss,0,,,,,
player,201012260jax,jax,CareDo00,qb_hits,0,,,,,
player,201012260jax,jax,CareDo00,fumbles_rec,0,,,,,
player,201012260jax,jax,CareDo00,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,CareDo00,fumbles_rec_td,0,,,,,
player,201012260jax,jax,CareDo00,fumbles_forced,0,,,,,
player,201012260jax,jax,GreeCo99,def_int,0,,,,,
player,201012260jax,jax,GreeCo99,def_int_yds,0,,,,,
player,201012260jax,jax,GreeCo99,def_int_td,0,,,,,
player,201012260jax,jax,GreeCo99,def_int_long,0,,,,,
player,201012260jax,jax,GreeCo99,pass_defended,1,,,,,
player,201012260jax,jax,GreeCo99,sacks,0.0,,,,,
player,201012260jax,jax,GreeCo99,tackles_combined,5,,,,,
player,201012260jax,jax,GreeCo99,tackles_solo,3,,,,,
player,201012260jax,jax,GreeCo99,tackles_assists,2,,,,,
player,201012260jax,jax,GreeCo99,tackles_loss,0,,,,,
player,201012260jax,jax,GreeCo99,qb_hits,0,,,,,
player,201012260jax,jax,GreeCo99,fumbles_rec,0,,,,,
player,201012260jax,jax,GreeCo99,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,GreeCo99,fumbles_rec_td,0,,,,,
player,201012260jax,jax,GreeCo99,fumbles_forced,0,,,,,
player,201012260jax,jax,LaneAu99,def_int,0,,,,,
player,201012260jax,jax,LaneAu99,def_int_yds,0,,,,,
player,201012260jax,jax,LaneAu99,def_int_td,0,,,,,
player,201012260jax,jax,LaneAu99,def_int_long,0,,,,,
player,201012260jax,jax,LaneAu99,pass_defended,0,,,,,
player,201012260jax,jax,LaneAu99,sacks,0.0,,,,,
player,201012260jax,jax,LaneAu99,tackles_combined,3,,,,,
player,201012260jax,jax,LaneAu99,tackles_solo,2,,,,,
player,201012260jax,jax,LaneAu99,tackles_assists,1,,,,,
player,201012260jax,jax,LaneAu99,tackles_loss,0,,,,,
player,201012260jax,jax,LaneAu99,qb_hits,1,,,,,
player,201012260jax,jax,LaneAu99,fumbles_rec,0,,,,,
player,201012260jax,jax,LaneAu99,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,LaneAu99,fumbles_rec_td,0,,,,,
player,201012260jax,jax,LaneAu99,fumbles_forced,0,,,,,
player,201012260jax,jax,MiddWi98,def_int,0,,,,,
player,201012260jax,jax,MiddWi98,def_int_yds,0,,,,,
player,201012260jax,jax,MiddWi98,def_int_td,0,,,,,
player,201012260jax,jax,MiddWi98,def_int_long,0,,,,,
player,201012260jax,jax,MiddWi98,pass_defended,0,,,,,
player,201012260jax,jax,MiddWi98,sacks,0.0,,,,,
player,201012260jax,jax,MiddWi98,tackles_combined,3,,,,,
player,201012260jax,jax,MiddWi98,tackles_solo,3,,,,,
player,201012260jax,jax,MiddWi98,tackles_assists,0,,,,,
player,201012260jax,jax,MiddWi98,tackles_loss,0,,,,,
player,201012260jax,jax,MiddWi98,qb_hits,0,,,,,
player,201012260jax,jax,MiddWi98,fumbles_rec,0,,,,,
player,201012260jax,jax,MiddWi98,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,MiddWi98,fumbles_rec_td,0,,,,,
player,201012260jax,jax,MiddWi98,fumbles_forced,0,,,,,
player,201012260jax,jax,MincJe99,def_int,0,,,,,
player,201012260jax,jax,MincJe99,def_int_yds,0,,,,,
player,201012260jax,jax,MincJe99,def_int_td,0,,,,,
player,201012260jax,jax,MincJe99,def_int_long,0,,,,,
player,201012260jax,jax,MincJe99,pass_defended,2,,,,,
player,201012260jax,jax,MincJe99,sacks,0.0,,,,,
player,201012260jax,jax,MincJe99,tackles_combined,3,,,,,
player,201012260jax,jax,MincJe99,tackles_solo,2,,,,,
player,201012260jax,jax,MincJe99,tackles_assists,1,,,,,
player,201012260jax,jax,MincJe99,tackles_loss,0,,,,,
player,201012260jax,jax,MincJe99,qb_hits,1,,,,,
player,201012260jax,jax,MincJe99,fumbles_rec,0,,,,,
player,201012260jax,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201012260jax,jax,MincJe99,fumbles_forced,0,,,,,
player,201012260jax,jax,MorrKi20,def_int,0,,,,,
player,201012260jax,jax,MorrKi20,def_int_yds,0,,,,,
player,201012260jax,jax,MorrKi20,def_int_td,0,,,,,
player,201012260jax,jax,MorrKi20,def_int_long,0,,,,,
player,201012260jax,jax,MorrKi20,pass_defended,1,,,,,
player,201012260jax,jax,MorrKi20,sacks,0.0,,,,,
player,201012260jax,jax,MorrKi20,tackles_combined,3,,,,,
player,201012260jax,jax,MorrKi20,tackles_solo,2,,,,,
player,201012260jax,jax,MorrKi20,tackles_assists,1,,,,,
player,201012260jax,jax,MorrKi20,tackles_loss,0,,,,,
player,201012260jax,jax,MorrKi20,qb_hits,0,,,,,
player,201012260jax,jax,MorrKi20,fumbles_rec,0,,,,,
player,201012260jax,jax,MorrKi20,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,MorrKi20,fumbles_rec_td,0,,,,,
player,201012260jax,jax,MorrKi20,fumbles_forced,0,,,,,
player,201012260jax,jax,AluaTy99,def_int,0,,,,,
player,201012260jax,jax,AluaTy99,def_int_yds,0,,,,,
player,201012260jax,jax,AluaTy99,def_int_td,0,,,,,
player,201012260jax,jax,AluaTy99,def_int_long,0,,,,,
player,201012260jax,jax,AluaTy99,pass_defended,0,,,,,
player,201012260jax,jax,AluaTy99,sacks,0.0,,,,,
player,201012260jax,jax,AluaTy99,tackles_combined,2,,,,,
player,201012260jax,jax,AluaTy99,tackles_solo,2,,,,,
player,201012260jax,jax,AluaTy99,tackles_assists,0,,,,,
player,201012260jax,jax,AluaTy99,tackles_loss,1,,,,,
player,201012260jax,jax,AluaTy99,qb_hits,0,,,,,
player,201012260jax,jax,AluaTy99,fumbles_rec,0,,,,,
player,201012260jax,jax,AluaTy99,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,AluaTy99,fumbles_rec_td,0,,,,,
player,201012260jax,jax,AluaTy99,fumbles_forced,0,,,,,
player,201012260jax,jax,BracTy99,def_int,0,,,,,
player,201012260jax,jax,BracTy99,def_int_yds,0,,,,,
player,201012260jax,jax,BracTy99,def_int_td,0,,,,,
player,201012260jax,jax,BracTy99,def_int_long,0,,,,,
player,201012260jax,jax,BracTy99,pass_defended,0,,,,,
player,201012260jax,jax,BracTy99,sacks,0.0,,,,,
player,201012260jax,jax,BracTy99,tackles_combined,1,,,,,
player,201012260jax,jax,BracTy99,tackles_solo,0,,,,,
player,201012260jax,jax,BracTy99,tackles_assists,1,,,,,
player,201012260jax,jax,BracTy99,tackles_loss,0,,,,,
player,201012260jax,jax,BracTy99,qb_hits,0,,,,,
player,201012260jax,jax,BracTy99,fumbles_rec,0,,,,,
player,201012260jax,jax,BracTy99,fumbles_rec_yds,0,,,,,
player,201012260jax,jax,BracTy99,fumbles_rec_td,0,,,,,
player,201012260jax,jax,BracTy99,fumbles_forced,0,,,,,
player,201012260jax,jax,ConsSe20,def_int,0,,,,,
player,201012260jax,jax,ConsSe20,def_int_yds,0,,,,,
player,201012260jax,jax,ConsSe20,def_int_td,0,,,,,
player,201012260jax,jax,ConsSe20,def_int_long,0,,,,,
player,201012260jax,jax,ConsSe20,pass_defended,0,,,,,
player,201012260jax,jax,ConsSe20,sacks,0.0,,,,,
player,201012260jax,jax,ConsSe20,tackles_combined,1,,,,,
player,201012260jax,jax,ConsSe20,tackles_solo,0,,,,,
