game,2010,13,20101205,201012050oti,jax,"Jacksonville Jaguars",17,oti,"Tennessee Titans",6
player,201012050oti,jax,MincJe99,tackles_loss,2,,,,,
player,201012050oti,jax,MincJe99,qb_hits,1,,,,,
player,201012050oti,jax,MincJe99,fumbles_rec,0,,,,,
player,201012050oti,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201012050oti,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201012050oti,jax,MincJe99,fumbles_forced,0,,,,,
player,201012050oti,jax,MathRa99,def_int,0,,,,,
player,201012050oti,jax,MathRa99,def_int_yds,0,,,,,
player,201012050oti,jax,MathRa99,def_int_td,0,,,,,
player,201012050oti,jax,MathRa99,def_int_long,0,,,,,
player,201012050oti,jax,MathRa99,pass_defended,0,,,,,
player,201012050oti,jax,MathRa99,sacks,0.0,,,,,
player,201012050oti,jax,MathRa99,tackles_combined,5,,,,,
player,201012050oti,jax,MathRa99,tackles_solo,4,,,,,
player,201012050oti,jax,MathRa99,tackles_assists,1,,,,,
player,201012050oti,jax,MathRa99,tackles_loss,0,,,,,
player,201012050oti,jax,MathRa99,qb_hits,0,,,,,
player,201012050oti,jax,MathRa99,fumbles_rec,0,,,,,
player,201012050oti,jax,MathRa99,fumbles_rec_yds,0,,,,,
player,201012050oti,jax,MathRa99,fumbles_rec_td,0,,,,,
player,201012050oti,jax,MathRa99,fumbles_forced,0,,,,,
player,201012050oti,jax,SmitDa24,def_int,0,,,,,
player,201012050oti,jax,SmitDa24,def_int_yds,0,,,,,
player,201012050oti,jax,SmitDa24,def_int_td,0,,,,,
player,201012050oti,jax,SmitDa24,def_int_long,0,,,,,
player,201012050oti,jax,SmitDa24,pass_defended,1,,,,,
player,201012050oti,jax,SmitDa24,sacks,0.0,,,,,
player,201012050oti,jax,SmitDa24,tackles_combined,5,,,,,
player,201012050oti,jax,SmitDa24,tackles_solo,2,,,,,
player,201012050oti,jax,SmitDa24,tackles_assists,3,,,,,
player,201012050oti,jax,SmitDa24,tackles_loss,0,,,,,
player,201012050oti,jax,SmitDa24,qb_hits,1,,,,,
player,201012050oti,jax,SmitDa24,fumbles_rec,0,,,,,
player,201012050oti,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201012050oti,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201012050oti,jax,SmitDa24,fumbles_forced,0,,,,,
player,201012050oti,jax,DuraJu99,def_int,0,,,,,
player,201012050oti,jax,DuraJu99,def_int_yds,0,,,,,
player,201012050oti,jax,DuraJu99,def_int_td,0,,,,,
player,201012050oti,jax,DuraJu99,def_int_long,0,,,,,
player,201012050oti,jax,DuraJu99,pass_defended,0,,,,,
player,201012050oti,jax,DuraJu99,sacks,0.0,,,,,
player,201012050oti,jax,DuraJu99,tackles_combined,4,,,,,
player,201012050oti,jax,DuraJu99,tackles_solo,4,,,,,
player,201012050oti,jax,DuraJu99,tackles_assists,0,,,,,
player,201012050oti,jax,DuraJu99,tackles_loss,0,,,,,
player,201012050oti,jax,DuraJu99,qb_hits,0,,,,,
player,201012050oti,jax,DuraJu99,fumbles_rec,0,,,,,
player,201012050oti,jax,DuraJu99,fumbles_rec_yds,0,,,,,
player,201012050oti,jax,DuraJu99,fumbles_rec_td,0,,,,,
player,201012050oti,jax,DuraJu99,fumbles_forced,0,,,,,
player,201012050oti,jax,LaneAu99,def_int,0,,,,,
player,201012050oti,jax,LaneAu99,def_int_yds,0,,,,,
player,201012050oti,jax,LaneAu99,def_int_td,0,,,,,
player,201012050oti,jax,LaneAu99,def_int_long,0,,,,,
player,201012050oti,jax,LaneAu99,pass_defended,0,,,,,
player,201012050oti,jax,LaneAu99,sacks,0.0,,,,,
player,201012050oti,jax,LaneAu99,tackles_combined,4,,,,,
player,201012050oti,jax,LaneAu99,tackles_solo,3,,,,,
player,201012050oti,jax,LaneAu99,tackles_assists,1,,,,,
player,201012050oti,jax,LaneAu99,tackles_loss,0,,,,,
player,201012050oti,jax,LaneAu99,qb_hits,0,,,,,
player,201012050oti,jax,LaneAu99,fumbles_rec,0,,,,,
player,201012050oti,jax,LaneAu99,fumbles_rec_yds,0,,,,,
player,201012050oti,jax,LaneAu99,fumbles_rec_td,0,,,,,
player,201012050oti,jax,LaneAu99,fumbles_forced,0,,,,,
player,201012050oti,jax,MorrKi20,def_int,0,,,,,
player,201012050oti,jax,MorrKi20,def_int_yds,0,,,,,
player,201012050oti,jax,MorrKi20,def_int_td,0,,,,,
player,201012050oti,jax,MorrKi20,def_int_long,0,,,,,
player,201012050oti,jax,MorrKi20,pass_defended,0,,,,,
player,201012050oti,jax,MorrKi20,sacks,0.0,,,,,
player,201012050oti,jax,MorrKi20,tackles_combined,4,,,,,
player,201012050oti,jax,MorrKi20,tackles_solo,3,,,,,
player,201012050oti,jax,MorrKi20,tackles_assists,1,,,,,
player,201012050oti,jax,MorrKi20,tackles_loss,0,,,,,
player,201012050oti,jax,MorrKi20,qb_hits,0,,,,,
player,201012050oti,jax,MorrKi20,fumbles_rec,0,,,,,
player,201012050oti,jax,MorrKi20,fumbles_rec_yds,0,,,,,
player,201012050oti,jax,MorrKi20,fumbles_rec_td,0,,,,,
player,201012050oti,jax,MorrKi20,fumbles_forced,0,,,,,
player,201012050oti,jax,CareDo00,def_int,0,,,,,
player,201012050oti,jax,CareDo00,def_int_yds,0,,,,,
player,201012050oti,jax,CareDo00,def_int_td,0,,,,,
player,201012050oti,jax,CareDo00,def_int_long,0,,,,,
player,201012050oti,jax,CareDo00,pass_defended,0,,,,,
player,201012050oti,jax,CareDo00,sacks,0.0,,,,,
player,201012050oti,jax,CareDo00,tackles_combined,3,,,,,
player,201012050oti,jax,CareDo00,tackles_solo,1,,,,,
player,201012050oti,jax,CareDo00,tackles_assists,2,,,,,
player,201012050oti,jax,CareDo00,tackles_loss,0,,,,,
player,201012050oti,jax,CareDo00,qb_hits,0,,,,,
player,201012050oti,jax,CareDo00,fumbles_rec,0,,,,,
player,201012050oti,jax,CareDo00,fumbles_rec_yds,0,,,,,
player,201012050oti,jax,CareDo00,fumbles_rec_td,0,,,,,
player,201012050oti,jax,CareDo00,fumbles_forced,0,,,,,
player,201012050oti,jax,ConsSe20,def_int,0,,,,,
player,201012050oti,jax,ConsSe20,def_int_yds,0,,,,,
player,201012050oti,jax,ConsSe20,def_int_td,0,,,,,
player,201012050oti,jax,ConsSe20,def_int_long,0,,,,,
player,201012050oti,jax,ConsSe20,pass_defended,0,,,,,
player,201012050oti,jax,ConsSe20,sacks,0.0,,,,,
player,201012050oti,jax,ConsSe20,tackles_combined,3,,,,,
player,201012050oti,jax,ConsSe20,tackles_solo,2,,,,,
player,201012050oti,jax,ConsSe20,tackles_assists,1,,,,,
player,201012050oti,jax,ConsSe20,tackles_loss,0,,,,,
player,201012050oti,jax,ConsSe20,qb_hits,0,,,,,
player,201012050oti,jax,ConsSe20,fumbles_rec,0,,,,,
player,201012050oti,jax,ConsSe20,fumbles_rec_yds,0,,,,,
player,201012050oti,jax,ConsSe20,fumbles_rec_td,0,,,,,
player,201012050oti,jax,ConsSe20,fumbles_forced,0,,,,,
player,201012050oti,jax,GreeCo99,def_int,0,,,,,
player,201012050oti,jax,GreeCo99,def_int_yds,0,,,,,
player,201012050oti,jax,GreeCo99,def_int_td,0,,,,,
player,201012050oti,jax,GreeCo99,def_int_long,0,,,,,
player,201012050oti,jax,GreeCo99,pass_defended,0,,,,,
player,201012050oti,jax,GreeCo99,sacks,0.0,,,,,
player,201012050oti,jax,GreeCo99,tackles_combined,2,,,,,
player,201012050oti,jax,GreeCo99,tackles_solo,1,,,,,
player,201012050oti,jax,GreeCo99,tackles_assists,1,,,,,
player,201012050oti,jax,GreeCo99,tackles_loss,0,,,,,
player,201012050oti,jax,GreeCo99,qb_hits,0,,,,,
player,201012050oti,jax,GreeCo99,fumbles_rec,0,,,,,
player,201012050oti,jax,GreeCo99,fumbles_rec_yds,0,,,,,
player,201012050oti,jax,GreeCo99,fumbles_rec_td,0,,,,,
player,201012050oti,jax,GreeCo99,fumbles_forced,0,,,,,
player,201012050oti,jax,AlleRu00,def_int,0,,,,,
player,201012050oti,jax,AlleRu00,def_int_yds,0,,,,,
player,201012050oti,jax,AlleRu00,def_int_td,0,,,,,
player,201012050oti,jax,AlleRu00,def_int_long,0,,,,,
player,201012050oti,jax,AlleRu00,pass_defended,0,,,,,
player,201012050oti,jax,AlleRu00,sacks,0.0,,,,,
player,201012050oti,jax,AlleRu00,tackles_combined,1,,,,,
player,201012050oti,jax,AlleRu00,tackles_solo,1,,,,,
player,201012050oti,jax,AlleRu00,tackles_assists,0,,,,,
player,201012050oti,jax,AlleRu00,tackles_loss,1,,,,,
player,201012050oti,jax,AlleRu00,qb_hits,0,,,,,
player,201012050oti,jax,AlleRu00,fumbles_rec,0,,,,,
player,201012050oti,jax,AlleRu00,fumbles_rec_yds,0,,,,,
player,201012050oti,jax,AlleRu00,fumbles_rec_td,0,,,,,
player,201012050oti,jax,AlleRu00,fumbles_forced,0,,,,,
player,201012050oti,jax,AluaTy99,def_int,0,,,,,
player,201012050oti,jax,AluaTy99,def_int_yds,0,,,,,
player,201012050oti,jax,AluaTy99,def_int_td,0,,,,,
player,201012050oti,jax,AluaTy99,def_int_long,0,,,,,
player,201012050oti,jax,AluaTy99,pass_defended,0,,,,,
player,201012050oti,jax,AluaTy99,sacks,0.0,,,,,
player,201012050oti,jax,AluaTy99,tackles_combined,1,,,,,
player,201012050oti,jax,AluaTy99,tackles_solo,1,,,,,
player,201012050oti,jax,AluaTy99,tackles_assists,0,,,,,
player,201012050oti,jax,AluaTy99,tackles_loss,0,,,,,
player,201012050oti,jax,AluaTy99,qb_hits,1,,,,,
player,201012050oti,jax,AluaTy99,fumbles_rec,0,,,,,
player,201012050oti,jax,AluaTy99,fumbles_rec_yds,0,,,,,
player,201012050oti,jax,AluaTy99,fumbles_rec_td,0,,,,,
player,201012050oti,jax,AluaTy99,fumbles_forced,0,,,,,
player,201012050oti,jax,MillZa02,def_int,0,,,,,
player,201012050oti,jax,MillZa02,def_int_yds,0,,,,,
player,201012050oti,jax,MillZa02,def_int_td,0,,,,,
player,201012050oti,jax,MillZa02,def_int_long,0,,,,,
player,201012050oti,jax,MillZa02,pass_defended,0,,,,,
player,201012050oti,jax,MillZa02,sacks,0.0,,,,,
player,201012050oti,jax,MillZa02,tackles_combined,1,,,,,
player,201012050oti,jax,MillZa02,tackles_solo,1,,,,,
player,201012050oti,jax,MillZa02,tackles_assists,0,,,,,
player,201012050oti,jax,MillZa02,tackles_loss,0,,,,,
player,201012050oti,jax,MillZa02,qb_hits,0,,,,,
player,201012050oti,jax,MillZa02,fumbles_rec,0,,,,,
player,201012050oti,jax,MillZa02,fumbles_rec_yds,0,,,,,
player,201012050oti,jax,MillZa02,fumbles_rec_td,0,,,,,
player,201012050oti,jax,MillZa02,fumbles_forced,0,,,,,
player,201012050oti,jax,NorrSl99,def_int,0,,,,,
player,201012050oti,jax,NorrSl99,def_int_yds,0,,,,,
player,201012050oti,jax,NorrSl99,def_int_td,0,,,,,
player,201012050oti,jax,NorrSl99,def_int_long,0,,,,,
player,201012050oti,jax,NorrSl99,pass_defended,0,,,,,
player,201012050oti,jax,NorrSl99,sacks,0.0,,,,,
player,201012050oti,jax,NorrSl99,tackles_combined,1,,,,,
player,201012050oti,jax,NorrSl99,tackles_solo,1,,,,,
player,201012050oti,jax,NorrSl99,tackles_assists,0,,,,,
player,201012050oti,jax,NorrSl99,tackles_loss,0,,,,,
player,201012050oti,jax,NorrSl99,qb_hits,0,,,,,
player,201012050oti,jax,NorrSl99,fumbles_rec,0,,,,,
player,201012050oti,jax,NorrSl99,fumbles_rec_yds,0,,,,,
player,201012050oti,jax,NorrSl99,fumbles_rec_td,0,,,,,
player,201012050oti,jax,NorrSl99,fumbles_forced,0,,,,,
player,201012050oti,jax,OwenMo01,def_int,0,,,,,
player,201012050oti,jax,OwenMo01,def_int_yds,0,,,,,
player,201012050oti,jax,OwenMo01,def_int_td,0,,,,,
player,201012050oti,jax,OwenMo01,def_int_long,0,,,,,
player,201012050oti,jax,OwenMo01,pass_defended,0,,,,,
player,201012050oti,jax,OwenMo01,sacks,0.0,,,,,
player,201012050oti,jax,OwenMo01,tackles_combined,1,,,,,
player,201012050oti,jax,OwenMo01,tackles_solo,1,,,,,
player,201012050oti,jax,OwenMo01,tackles_assists,0,,,,,
player,201012050oti,jax,OwenMo01,tackles_loss,0,,,,,
player,201012050oti,jax,OwenMo01,qb_hits,0,,,,,
player,201012050oti,jax,OwenMo01,fumbles_rec,0,,,,,
player,201012050oti,jax,OwenMo01,fumbles_rec_yds,0,,,,,
player,201012050oti,jax,OwenMo01,fumbles_rec_td,0,,,,,
player,201012050oti,jax,OwenMo01,fumbles_forced,0,,,,,
player,201012050oti,jax,MorgAa00,def_int,,,,,,
player,201012050oti,jax,MorgAa00,def_int_yds,,,,,,
player,201012050oti,jax,MorgAa00,def_int_td,,,,,,
player,201012050oti,jax,MorgAa00,def_int_long,,,,,,
player,201012050oti,jax,MorgAa00,pass_defended,0,,,,,
player,201012050oti,jax,MorgAa00,sacks,0.0,,,,,
player,201012050oti,jax,MorgAa00,tackles_combined,1,,,,,
player,201012050oti,jax,MorgAa00,tackles_solo,1,,,,,
player,201012050oti,jax,MorgAa00,tackles_assists,0,,,,,
player,201012050oti,jax,MorgAa00,tackles_loss,0,,,,,
player,201012050oti,jax,MorgAa00,qb_hits,0,,,,,
player,201012050oti,jax,MorgAa00,fumbles_rec,0,,,,,
player,201012050oti,jax,MorgAa00,fumbles_rec_yds,,,,,,
player,201012050oti,jax,MorgAa00,fumbles_rec_td,,,,,,
player,201012050oti,jax,MorgAa00,fumbles_forced,0,,,,,
player,201012050oti,oti,McRaGe99,def_int,0,,,,,
player,201012050oti,oti,McRaGe99,def_int_yds,0,,,,,
player,201012050oti,oti,McRaGe99,def_int_td,0,,,,,
player,201012050oti,oti,McRaGe99,def_int_long,0,,,,,
player,201012050oti,oti,McRaGe99,pass_defended,0,,,,,
player,201012050oti,oti,McRaGe99,sacks,0.5,,,,,
player,201012050oti,oti,McRaGe99,tackles_combined,10,,,,,
player,201012050oti,oti,McRaGe99,tackles_solo,6,,,,,
player,201012050oti,oti,McRaGe99,tackles_assists,4,,,,,
player,201012050oti,oti,McRaGe99,tackles_loss,0,,,,,
player,201012050oti,oti,McRaGe99,qb_hits,1,,,,,
player,201012050oti,oti,McRaGe99,fumbles_rec,0,,,,,
player,201012050oti,oti,McRaGe99,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,McRaGe99,fumbles_rec_td,0,,,,,
player,201012050oti,oti,McRaGe99,fumbles_forced,0,,,,,
player,201012050oti,oti,HayeWi99,def_int,0,,,,,
player,201012050oti,oti,HayeWi99,def_int_yds,0,,,,,
player,201012050oti,oti,HayeWi99,def_int_td,0,,,,,
player,201012050oti,oti,HayeWi99,def_int_long,0,,,,,
player,201012050oti,oti,HayeWi99,pass_defended,0,,,,,
player,201012050oti,oti,HayeWi99,sacks,0.5,,,,,
player,201012050oti,oti,HayeWi99,tackles_combined,7,,,,,
player,201012050oti,oti,HayeWi99,tackles_solo,3,,,,,
player,201012050oti,oti,HayeWi99,tackles_assists,4,,,,,
player,201012050oti,oti,HayeWi99,tackles_loss,1,,,,,
player,201012050oti,oti,HayeWi99,qb_hits,1,,,,,
player,201012050oti,oti,HayeWi99,fumbles_rec,0,,,,,
player,201012050oti,oti,HayeWi99,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,HayeWi99,fumbles_rec_td,0,,,,,
player,201012050oti,oti,HayeWi99,fumbles_forced,0,,,,,
player,201012050oti,oti,TullSt20,def_int,0,,,,,
player,201012050oti,oti,TullSt20,def_int_yds,0,,,,,
player,201012050oti,oti,TullSt20,def_int_td,0,,,,,
player,201012050oti,oti,TullSt20,def_int_long,0,,,,,
player,201012050oti,oti,TullSt20,pass_defended,1,,,,,
player,201012050oti,oti,TullSt20,sacks,0.0,,,,,
player,201012050oti,oti,TullSt20,tackles_combined,17,,,,,
player,201012050oti,oti,TullSt20,tackles_solo,14,,,,,
player,201012050oti,oti,TullSt20,tackles_assists,3,,,,,
player,201012050oti,oti,TullSt20,tackles_loss,0,,,,,
player,201012050oti,oti,TullSt20,qb_hits,0,,,,,
player,201012050oti,oti,TullSt20,fumbles_rec,0,,,,,
player,201012050oti,oti,TullSt20,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,TullSt20,fumbles_rec_td,0,,,,,
player,201012050oti,oti,TullSt20,fumbles_forced,0,,,,,
player,201012050oti,oti,WithWi20,def_int,0,,,,,
player,201012050oti,oti,WithWi20,def_int_yds,0,,,,,
player,201012050oti,oti,WithWi20,def_int_td,0,,,,,
player,201012050oti,oti,WithWi20,def_int_long,0,,,,,
player,201012050oti,oti,WithWi20,pass_defended,0,,,,,
player,201012050oti,oti,WithWi20,sacks,0.0,,,,,
player,201012050oti,oti,WithWi20,tackles_combined,10,,,,,
player,201012050oti,oti,WithWi20,tackles_solo,8,,,,,
player,201012050oti,oti,WithWi20,tackles_assists,2,,,,,
player,201012050oti,oti,WithWi20,tackles_loss,0,,,,,
player,201012050oti,oti,WithWi20,qb_hits,0,,,,,
player,201012050oti,oti,WithWi20,fumbles_rec,0,,,,,
player,201012050oti,oti,WithWi20,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,WithWi20,fumbles_rec_td,0,,,,,
player,201012050oti,oti,WithWi20,fumbles_forced,0,,,,,
player,201012050oti,oti,FinnCo20,def_int,0,,,,,
player,201012050oti,oti,FinnCo20,def_int_yds,0,,,,,
player,201012050oti,oti,FinnCo20,def_int_td,0,,,,,
player,201012050oti,oti,FinnCo20,def_int_long,0,,,,,
player,201012050oti,oti,FinnCo20,pass_defended,0,,,,,
player,201012050oti,oti,FinnCo20,sacks,0.0,,,,,
player,201012050oti,oti,FinnCo20,tackles_combined,7,,,,,
player,201012050oti,oti,FinnCo20,tackles_solo,6,,,,,
player,201012050oti,oti,FinnCo20,tackles_assists,1,,,,,
player,201012050oti,oti,FinnCo20,tackles_loss,0,,,,,
player,201012050oti,oti,FinnCo20,qb_hits,0,,,,,
player,201012050oti,oti,FinnCo20,fumbles_rec,0,,,,,
player,201012050oti,oti,FinnCo20,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,FinnCo20,fumbles_rec_td,0,,,,,
player,201012050oti,oti,FinnCo20,fumbles_forced,0,,,,,
player,201012050oti,oti,HopeCh21,def_int,0,,,,,
player,201012050oti,oti,HopeCh21,def_int_yds,0,,,,,
player,201012050oti,oti,HopeCh21,def_int_td,0,,,,,
player,201012050oti,oti,HopeCh21,def_int_long,0,,,,,
player,201012050oti,oti,HopeCh21,pass_defended,0,,,,,
player,201012050oti,oti,HopeCh21,sacks,0.0,,,,,
player,201012050oti,oti,HopeCh21,tackles_combined,7,,,,,
player,201012050oti,oti,HopeCh21,tackles_solo,6,,,,,
player,201012050oti,oti,HopeCh21,tackles_assists,1,,,,,
player,201012050oti,oti,HopeCh21,tackles_loss,0,,,,,
player,201012050oti,oti,HopeCh21,qb_hits,0,,,,,
player,201012050oti,oti,HopeCh21,fumbles_rec,0,,,,,
player,201012050oti,oti,HopeCh21,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,HopeCh21,fumbles_rec_td,0,,,,,
player,201012050oti,oti,HopeCh21,fumbles_forced,0,,,,,
player,201012050oti,oti,GrifMi99,def_int,0,,,,,
player,201012050oti,oti,GrifMi99,def_int_yds,0,,,,,
player,201012050oti,oti,GrifMi99,def_int_td,0,,,,,
player,201012050oti,oti,GrifMi99,def_int_long,0,,,,,
player,201012050oti,oti,GrifMi99,pass_defended,1,,,,,
player,201012050oti,oti,GrifMi99,sacks,0.0,,,,,
player,201012050oti,oti,GrifMi99,tackles_combined,6,,,,,
player,201012050oti,oti,GrifMi99,tackles_solo,3,,,,,
player,201012050oti,oti,GrifMi99,tackles_assists,3,,,,,
player,201012050oti,oti,GrifMi99,tackles_loss,0,,,,,
player,201012050oti,oti,GrifMi99,qb_hits,0,,,,,
player,201012050oti,oti,GrifMi99,fumbles_rec,0,,,,,
player,201012050oti,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201012050oti,oti,GrifMi99,fumbles_forced,0,,,,,
player,201012050oti,oti,JoneJa99,def_int,0,,,,,
player,201012050oti,oti,JoneJa99,def_int_yds,0,,,,,
player,201012050oti,oti,JoneJa99,def_int_td,0,,,,,
player,201012050oti,oti,JoneJa99,def_int_long,0,,,,,
player,201012050oti,oti,JoneJa99,pass_defended,0,,,,,
player,201012050oti,oti,JoneJa99,sacks,0.0,,,,,
player,201012050oti,oti,JoneJa99,tackles_combined,5,,,,,
player,201012050oti,oti,JoneJa99,tackles_solo,5,,,,,
player,201012050oti,oti,JoneJa99,tackles_assists,0,,,,,
player,201012050oti,oti,JoneJa99,tackles_loss,1,,,,,
player,201012050oti,oti,JoneJa99,qb_hits,0,,,,,
player,201012050oti,oti,JoneJa99,fumbles_rec,0,,,,,
player,201012050oti,oti,JoneJa99,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,JoneJa99,fumbles_rec_td,0,,,,,
player,201012050oti,oti,JoneJa99,fumbles_forced,0,,,,,
player,201012050oti,oti,BrowTo25,def_int,0,,,,,
player,201012050oti,oti,BrowTo25,def_int_yds,0,,,,,
player,201012050oti,oti,BrowTo25,def_int_td,0,,,,,
player,201012050oti,oti,BrowTo25,def_int_long,0,,,,,
player,201012050oti,oti,BrowTo25,pass_defended,0,,,,,
player,201012050oti,oti,BrowTo25,sacks,0.0,,,,,
player,201012050oti,oti,BrowTo25,tackles_combined,3,,,,,
player,201012050oti,oti,BrowTo25,tackles_solo,1,,,,,
player,201012050oti,oti,BrowTo25,tackles_assists,2,,,,,
player,201012050oti,oti,BrowTo25,tackles_loss,0,,,,,
player,201012050oti,oti,BrowTo25,qb_hits,0,,,,,
player,201012050oti,oti,BrowTo25,fumbles_rec,0,,,,,
player,201012050oti,oti,BrowTo25,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,BrowTo25,fumbles_rec_td,0,,,,,
player,201012050oti,oti,BrowTo25,fumbles_forced,0,,,,,
player,201012050oti,oti,DougMa20,def_int,0,,,,,
player,201012050oti,oti,DougMa20,def_int_yds,0,,,,,
player,201012050oti,oti,DougMa20,def_int_td,0,,,,,
player,201012050oti,oti,DougMa20,def_int_long,0,,,,,
player,201012050oti,oti,DougMa20,pass_defended,0,,,,,
player,201012050oti,oti,DougMa20,sacks,0.0,,,,,
player,201012050oti,oti,DougMa20,tackles_combined,3,,,,,
player,201012050oti,oti,DougMa20,tackles_solo,2,,,,,
player,201012050oti,oti,DougMa20,tackles_assists,1,,,,,
player,201012050oti,oti,DougMa20,tackles_loss,0,,,,,
player,201012050oti,oti,DougMa20,qb_hits,0,,,,,
player,201012050oti,oti,DougMa20,fumbles_rec,0,,,,,
player,201012050oti,oti,DougMa20,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,DougMa20,fumbles_rec_td,0,,,,,
player,201012050oti,oti,DougMa20,fumbles_forced,0,,,,,
player,201012050oti,oti,BallDa20,def_int,0,,,,,
player,201012050oti,oti,BallDa20,def_int_yds,0,,,,,
player,201012050oti,oti,BallDa20,def_int_td,0,,,,,
player,201012050oti,oti,BallDa20,def_int_long,0,,,,,
player,201012050oti,oti,BallDa20,pass_defended,0,,,,,
player,201012050oti,oti,BallDa20,sacks,0.0,,,,,
player,201012050oti,oti,BallDa20,tackles_combined,2,,,,,
player,201012050oti,oti,BallDa20,tackles_solo,1,,,,,
player,201012050oti,oti,BallDa20,tackles_assists,1,,,,,
player,201012050oti,oti,BallDa20,tackles_loss,0,,,,,
player,201012050oti,oti,BallDa20,qb_hits,0,,,,,
player,201012050oti,oti,BallDa20,fumbles_rec,0,,,,,
player,201012050oti,oti,BallDa20,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,BallDa20,fumbles_rec_td,0,,,,,
player,201012050oti,oti,BallDa20,fumbles_forced,0,,,,,
player,201012050oti,oti,ShawTi99,def_int,0,,,,,
player,201012050oti,oti,ShawTi99,def_int_yds,0,,,,,
player,201012050oti,oti,ShawTi99,def_int_td,0,,,,,
player,201012050oti,oti,ShawTi99,def_int_long,0,,,,,
player,201012050oti,oti,ShawTi99,pass_defended,0,,,,,
player,201012050oti,oti,ShawTi99,sacks,0.0,,,,,
player,201012050oti,oti,ShawTi99,tackles_combined,2,,,,,
player,201012050oti,oti,ShawTi99,tackles_solo,2,,,,,
player,201012050oti,oti,ShawTi99,tackles_assists,0,,,,,
player,201012050oti,oti,ShawTi99,tackles_loss,0,,,,,
player,201012050oti,oti,ShawTi99,qb_hits,0,,,,,
player,201012050oti,oti,ShawTi99,fumbles_rec,0,,,,,
player,201012050oti,oti,ShawTi99,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,ShawTi99,fumbles_rec_td,0,,,,,
player,201012050oti,oti,ShawTi99,fumbles_forced,1,,,,,
player,201012050oti,oti,VernAl99,def_int,0,,,,,
player,201012050oti,oti,VernAl99,def_int_yds,0,,,,,
player,201012050oti,oti,VernAl99,def_int_td,0,,,,,
player,201012050oti,oti,VernAl99,def_int_long,0,,,,,
player,201012050oti,oti,VernAl99,pass_defended,0,,,,,
player,201012050oti,oti,VernAl99,sacks,0.0,,,,,
player,201012050oti,oti,VernAl99,tackles_combined,2,,,,,
player,201012050oti,oti,VernAl99,tackles_solo,2,,,,,
player,201012050oti,oti,VernAl99,tackles_assists,0,,,,,
player,201012050oti,oti,VernAl99,tackles_loss,0,,,,,
player,201012050oti,oti,VernAl99,qb_hits,0,,,,,
player,201012050oti,oti,VernAl99,fumbles_rec,0,,,,,
player,201012050oti,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201012050oti,oti,VernAl99,fumbles_forced,0,,,,,
player,201012050oti,oti,BabiJa20,def_int,0,,,,,
player,201012050oti,oti,BabiJa20,def_int_yds,0,,,,,
player,201012050oti,oti,BabiJa20,def_int_td,0,,,,,
player,201012050oti,oti,BabiJa20,def_int_long,0,,,,,
player,201012050oti,oti,BabiJa20,pass_defended,0,,,,,
player,201012050oti,oti,BabiJa20,sacks,0.0,,,,,
player,201012050oti,oti,BabiJa20,tackles_combined,1,,,,,
player,201012050oti,oti,BabiJa20,tackles_solo,1,,,,,
player,201012050oti,oti,BabiJa20,tackles_assists,0,,,,,
player,201012050oti,oti,BabiJa20,tackles_loss,0,,,,,
player,201012050oti,oti,BabiJa20,qb_hits,0,,,,,
player,201012050oti,oti,BabiJa20,fumbles_rec,0,,,,,
player,201012050oti,oti,BabiJa20,fumbles_rec_yds,0,,,,,
player,201012050oti,oti,BabiJa20,fumbles_rec_td,0,,,,,
player,201012050oti,oti,BabiJa20,fumbles_forced,0,,,,,
player,201012050oti,oti,BailPa99,def_int,0,,,,,
player,201012050oti,oti,BailPa99,def_int_yds,0,,,,,
player,201012050oti,oti,BailPa99,def_int_td,0,,,,,
player,201012050oti,oti,BailPa99,def_int_long,0,,,,,
player,201012050oti,oti,BailPa99,pass_defended,0,,,,,
player,201012050oti,oti,BailPa99,sacks,0.0,,,,,
player,201012050oti,oti,BailPa99,tackles_combined,1,,,,,
player,201012050oti,oti,BailPa99,tackles_solo,1,,,,,
player,201012050oti,oti,BailPa99,tackles_assists,0,,,,,
player,201012050oti,oti,BailPa99,tackles_loss,0,,,,,
player,201012050oti,oti,BailPa99,qb_hits,0,,,,,
player,201012050oti,oti,BailPa99,fumbles_rec,0,,,,,
player,201012050oti,oti,BailPa99,fumbles_rec_yds,0,,,,,
